;0;1;2;3;4;5;6;7;8;9;10;11;12
houghton;8.699852e-06;9.5039474e-07;1.6649301e-05;2.2733818e-06;2.843953e-06;1.4604917e-06;2.2483382e-06;2.177581e-06;2.6305013e-05;2.055282e-06;1.959443e-06;6.869966e-06;1.5820109e-06
priesthood;2.4518172e-06;4.799149e-07;1.2341097e-06;1.7398521e-06;1.1937626e-06;2.233228e-06;0.00012144827;1.7907817e-06;1.8299679e-06;2.7636252e-06;1.2961271e-05;1.4024182e-06;1.5418585e-06
usaf;2.5145482e-06;2.9857648e-07;1.1510608e-06;1.9759323e-06;1.3069321e-06;1.5148017e-06;1.3172075e-06;1.7776034e-06;7.2967464e-06;2.441185e-06;0.00015855725;1.6094727e-06;1.2859094e-06
koran;1.8726658e-06;6.1036826e-07;1.1451526e-06;1.4029374e-06;1.2406751e-06;2.5743477e-06;0.00011970446;1.8686775e-06;3.5889716e-06;2.5700425e-05;2.4138776e-06;1.6276592e-06;7.2993425e-06
batf;2.5358513e-06;7.375293e-07;5.550047e-07;3.2454366e-06;2.6135763e-06;1.3433371e-06;1.931911e-06;4.108008e-06;0.0023990113;3.5745727e-06;2.6167158e-06;3.9334263e-06;3.619978e-06
animator;2.2642162e-05;3.9566655e-07;6.275275e-06;1.8872034e-06;4.025667e-05;9.871717e-07;1.0105382e-06;1.5938133e-06;1.1253524e-06;1.7103781e-06;2.078142e-06;1.6059142e-06;8.161423e-07
criticize;3.6192578e-06;4.6898977e-06;1.708702e-06;4.225416e-06;1.7432202e-06;1.5234807e-05;9.426864e-05;1.4056437e-05;6.463446e-05;3.812201e-05;3.0097011e-05;1.2313154e-05;2.5980507e-05
dram;5.1775683e-06;6.841559e-07;0.00034584492;2.902253e-06;2.7029073e-06;6.657921e-07;1.062596e-06;1.5464262e-06;9.175342e-07;1.4402993e-06;1.7067647e-06;1.6794917e-06;8.6237736e-07
internal;7.763506e-05;9.314211e-06;0.0012035551;0.00010842177;9.021139e-05;1.596017e-05;1.2212259e-05;3.1357704e-06;6.3944775e-05;0.00020324196;0.00011610916;6.676216e-05;4.5063753e-05
binary;4.561125e-06;1.2720918e-07;7.211551e-06;4.2414176e-06;0.0010220034;3.0191668e-06;2.1671128e-06;1.7752673e-06;1.4136541e-06;3.4032387e-06;0.0002029638;5.818375e-06;1.4509527e-06
fatal;3.9273145e-06;3.4197199e-06;3.3968379e-06;2.1584989e-05;0.00013126437;0.00010679425;8.162598e-06;2.6719542e-06;6.514034e-05;7.39147e-05;6.7033843e-06;3.057469e-06;2.7261983e-06
stand;1.3087973e-05;0.00013763201;6.6015826e-05;0.00026725276;0.00014028624;5.9389495e-05;0.0006421905;0.0002620047;0.0011374695;4.2741372e-05;8.907264e-05;0.00014470359;0.0022854435
chromium;2.1742248e-06;7.7567805e-08;1.2818657e-06;2.2729505e-06;2.0042253e-06;2.031658e-06;1.6479735e-06;1.3793593e-06;1.9267763e-06;0.0005802735;2.1123322e-05;1.6887072e-06;2.7507474e-06
ranum;2.233755e-06;3.4001866e-07;1.3661002e-06;1.6061533e-06;1.529657e-06;1.3794926e-06;1.1155703e-06;1.3310283e-06;1.513842e-06;1.9161812e-06;1.928831e-06;0.00019241589;1.3467735e-06
double;3.6536272e-05;3.6740465e-05;0.0009945137;0.000192323;0.00020705063;0.0003865303;8.4365616e-05;0.0008591107;5.3981563e-05;0.00024710727;0.0001936453;0.00015437757;5.5996916e-05
shove;5.1928682e-06;6.359344e-05;5.0721624e-06;5.7605243e-06;2.5320298e-06;2.0681293e-05;3.6867418e-06;1.0997433e-05;5.370802e-06;2.5009597e-06;6.3190755e-06;5.6744016e-06;2.974527e-05
wilmington;5.0342333e-06;1.833839e-06;1.5179389e-06;1.8314391e-06;1.1406485e-06;2.690755e-06;1.4297743e-06;6.002654e-05;2.7799095e-05;2.1793214e-06;1.9428876e-06;1.5906672e-06;2.0770683e-06
timer;6.465551e-06;8.0985757e-07;6.5435655e-05;0.00030156432;3.751048e-05;2.2798474e-06;1.1805457e-06;2.4498663e-06;1.3528746e-06;3.0623291e-06;0.0005029193;5.963316e-06;1.9906965e-06
hint;9.6254196e-05;8.1336584e-05;7.846896e-05;4.990232e-05;0.0003696542;6.4924985e-05;1.4562864e-05;2.8188337e-05;1.9695428e-05;1.1981205e-05;3.5621513e-05;0.0001774642;1.5203455e-05
synonymous;2.2568722e-06;1.7300374e-06;1.6690643e-06;2.64358e-05;1.669417e-06;2.9164143e-05;8.351348e-06;1.7437885e-06;1.7929549e-06;6.988359e-06;1.0901653e-05;6.1145997e-06;1.5118e-06
available;5.6957902e-05;1.5565698e-05;0.0007705989;0.0005116332;0.0058400203;9.294564e-05;0.0001371927;0.00014612786;2.1676358e-05;0.0004328138;0.0011076002;0.001972907;0.00015848242
oneself;2.2929464e-06;5.257438e-06;1.3682828e-06;2.5959519e-06;1.2052166e-06;3.683757e-05;7.773044e-05;1.9099714e-06;1.3871197e-05;2.6219807e-06;2.0654927e-06;2.2019728e-06;1.9916536e-06
moron;6.0400494e-06;2.7939903e-05;2.8178451e-06;3.1554533e-05;2.0776904e-06;6.363853e-06;1.00605e-05;8.240586e-05;9.37483e-05;1.141775e-05;2.3677128e-06;3.8054625e-06;4.3595574e-06
hadn;2.4151338e-06;2.5379159e-05;2.3602067e-06;8.342506e-05;2.3513473e-06;2.2671713e-05;8.433746e-06;0.00018000107;6.8550835e-05;5.4165325e-06;1.866163e-05;5.246067e-06;0.00034316094
roam;2.8185034e-06;1.6077889e-06;1.6858743e-06;2.1552723e-06;1.1248134e-06;1.5794316e-06;1.5337074e-06;1.2742326e-05;2.2255103e-05;2.8120119e-06;2.092722e-06;1.5771542e-06;4.715627e-06
jade;7.014495e-06;7.483376e-07;7.160919e-05;1.0424468e-05;6.575598e-05;1.2368381e-06;1.2167222e-06;2.1798894e-06;3.8009814e-06;1.9918652e-06;2.5670904e-06;1.8256059e-06;1.3837339e-06
explosive;3.3898475e-06;1.5280856e-06;1.5179085e-06;3.4786738e-06;1.9123559e-06;7.804882e-06;5.6052927e-06;7.166509e-06;0.00022701439;3.4178556e-06;0.00012567395;1.1291726e-05;3.0222866e-06
knowthat;7.378499e-06;4.085253e-06;6.9780986e-06;2.104089e-06;2.1752526e-06;1.7438937e-05;7.39905e-05;2.5546813e-06;1.8863017e-05;2.7507986e-06;2.4551034e-06;6.3609677e-06;1.976034e-06
victim;2.0331822e-06;1.1535222e-05;1.2293149e-06;2.9000646e-06;2.3688697e-06;8.3722465e-05;6.359184e-05;5.505212e-05;0.00096472603;0.0004835456;5.9503723e-06;1.1893755e-05;0.00028686266
head;5.833412e-05;0.0003012887;0.00037097553;0.00085960753;0.0001799245;0.00022761349;0.0006432334;0.0006852743;0.00024400627;0.0007130866;0.00044970072;6.8872054e-05;0.0018739311
neoucom;3.008189e-06;1.5745621e-06;3.053091e-06;0.00043525393;1.9976285e-06;1.7010401e-06;1.3399335e-06;1.6464244e-06;1.2391089e-06;1.3637455e-06;5.641358e-06;5.503027e-06;1.1415484e-06
entertain;5.3429408e-06;2.8532745e-06;5.9153294e-06;3.1018435e-06;1.7996643e-06;2.708122e-05;1.2341015e-05;2.16502e-06;1.5827027e-05;3.6166946e-06;3.7075024e-05;2.037432e-06;1.7408312e-06
skeptical;3.691263e-05;1.4351785e-05;4.829181e-06;2.050655e-05;2.314924e-06;1.2843285e-05;1.39609965e-05;6.986855e-05;3.8176745e-06;3.8819308e-06;2.1595826e-05;2.3024663e-06;1.1229778e-05
queer;2.230143e-06;7.1297717e-07;1.1404097e-06;1.5167881e-06;1.0495828e-06;2.7619035e-06;0.0001546726;1.7592125e-06;2.339306e-06;2.761565e-06;1.9195381e-06;1.4146622e-06;1.9401825e-06
krillean;1.01793285e-05;1.2089616e-06;1.3580582e-06;2.9913906e-06;1.5408428e-06;2.8661454e-05;2.4814885e-06;1.8636871e-06;1.4421162e-06;2.8948295e-06;0.00059878436;1.7822854e-06;1.6506428e-06
charm;6.0453335e-06;2.0395148e-06;4.394123e-05;2.5742043e-05;1.8979262e-06;3.2033356e-06;3.1166896e-06;2.302288e-06;1.4586577e-06;2.6676203e-06;2.2333088e-06;1.6595689e-06;2.0250309e-06
quantum;7.516052e-06;4.445937e-06;0.00037093938;4.1131157e-06;5.2977916e-06;9.220576e-05;3.3492524e-06;3.1624388e-06;1.6922824e-06;2.6530547e-06;7.676356e-05;3.1116024e-06;1.3153071e-06
norwegian;1.18450525e-05;1.7651623e-06;1.1356668e-05;2.9798719e-06;2.3881754e-05;7.846395e-06;3.1417094e-06;2.2270258e-06;7.877717e-06;6.1215346e-06;1.32737205e-05;4.5096767e-05;2.674795e-06
assumethat;3.761237e-06;2.5239372e-06;9.659803e-06;8.743501e-06;1.9628808e-06;1.4931521e-05;3.7220218e-06;2.0265043e-06;6.89051e-06;2.3745365e-06;3.3613624e-06;2.9157995e-05;2.0551029e-06
delivery;7.419057e-06;6.30436e-06;9.922348e-06;7.247887e-05;1.2112527e-05;1.5218521e-05;4.9131904e-06;2.8383398e-05;3.6321608e-06;0.00018604424;9.171602e-05;1.0670317e-05;0.00015020435
fischer;6.8842696e-06;1.2072379e-06;7.003327e-05;2.5806662e-06;1.7389214e-06;1.1773135e-06;1.3102403e-06;0.00049877;1.3024882e-06;1.9102258e-06;5.221888e-06;1.3112228e-06;1.1400123e-06
eecg;3.6842885e-05;1.5614582e-06;6.699671e-05;4.1540658e-05;2.405481e-06;1.6019557e-06;1.3064085e-06;2.325467e-06;2.6570858e-06;2.7515149e-05;2.6104672e-06;7.796326e-06;1.7617983e-06
submarine;3.7766747e-06;9.693706e-07;8.887197e-06;5.881035e-06;2.9899745e-06;3.9077013e-06;2.101582e-06;2.3475086e-06;2.288239e-06;1.3824387e-05;0.00019350114;2.6097007e-06;2.1327758e-05
karn;2.1547305e-06;2.6552954e-07;1.1731591e-06;1.4399305e-06;1.3996939e-06;1.2706712e-06;1.095902e-06;1.3298559e-06;1.5029696e-06;1.8597717e-06;1.9110082e-06;0.00020152342;1.1781289e-06
penalty;4.053597e-06;1.1179324e-05;1.4700868e-06;3.570891e-06;1.4643493e-06;0.00012929433;5.05055e-05;0.00060468353;0.00037999902;4.991262e-06;8.962769e-06;6.780976e-06;3.339896e-06
harbor;2.6908278e-06;9.868047e-07;2.0005807e-06;2.0525115e-06;2.0731115e-05;5.025401e-06;2.3733806e-05;2.0428602e-06;1.3102203e-05;1.9616335e-05;4.776052e-06;2.193457e-06;8.778847e-06
seize;2.7687402e-06;2.0908553e-06;2.1122746e-06;6.138313e-05;2.1996432e-06;2.2832264e-06;2.3018274e-06;2.1557807e-05;0.00011457393;0.00013426846;4.639034e-06;0.000105792366;9.8816585e-05
markus;4.489067e-06;4.197549e-07;4.6475275e-06;7.445465e-05;0.00015483052;1.2149623e-06;1.3259366e-06;1.9089096e-06;1.2469803e-06;2.214367e-06;2.7850015e-06;2.1457315e-06;1.0270993e-06
land;5.056357e-06;5.433413e-06;5.4470565e-06;0.00026460967;1.3914032e-05;1.9260777e-05;0.00022548104;7.786669e-06;0.002290937;0.0007624522;0.0011910646;1.3471267e-05;0.00017783041
curious;0.0007999137;0.00035609177;0.00013359584;0.00022803435;1.1868585e-05;4.3938922e-05;0.00014524451;0.00019996123;2.8558465e-05;1.6833596e-05;3.4623085e-05;0.00012745957;1.5956053e-05
chew;3.4829172e-06;2.02286e-06;2.5275845e-06;4.6608548e-06;1.6887228e-05;2.268415e-05;5.265914e-06;2.5848738e-06;2.1467702e-06;0.00012871764;3.401973e-05;3.1079367e-06;7.459939e-05
voltage;1.0799334e-05;2.5533695e-06;0.00014442165;0.0011384322;4.0900154e-06;1.2126437e-06;1.5702325e-06;2.5425916e-06;1.063287e-06;2.1598555e-06;3.9105435e-05;1.4761313e-06;1.4007823e-06
pontiac;7.671438e-06;1.1154578e-06;2.7395358e-06;0.00018550693;1.4322992e-06;9.699373e-07;1.0221362e-06;1.8350505e-06;1.1723461e-06;1.5530959e-06;2.0149594e-06;1.3543249e-06;9.811722e-07
bacon;2.3875225e-06;1.0304146e-06;1.4162327e-06;2.1696467e-06;1.9441277e-06;2.5860556e-05;1.881187e-06;1.7858376e-06;1.6878723e-06;3.3860579e-06;7.788375e-05;2.158308e-05;1.6120507e-06
county;2.7531028e-06;1.9653423e-06;2.0228235e-06;3.272972e-05;2.1040328e-06;3.306398e-06;2.29197e-06;1.5846885e-05;0.00021664255;0.00023998249;9.271509e-05;1.1899008e-05;9.714931e-05
bernie;1.3512099e-05;1.2368313e-06;2.7389456e-06;1.8679671e-05;1.1596525e-05;1.311572e-06;1.2050222e-06;3.152125e-05;1.4692808e-06;2.375685e-06;1.677329e-05;1.8979205e-06;7.923898e-06
press;6.5432437e-06;5.944098e-06;3.4364315e-05;7.173336e-05;0.000805549;1.32260275e-05;1.9300838e-05;1.8781555e-05;0.00082078815;0.0018423836;0.00021163185;0.0005433189;0.002636699
somehow;4.5665765e-05;0.00032096604;7.26744e-05;4.861029e-05;2.6447336e-05;0.0002250717;0.00012752193;4.843559e-05;7.532787e-05;7.794869e-06;7.79646e-05;0.00020665914;0.00037219547
ithought;4.620078e-06;2.4065691e-06;1.3800136e-05;3.175038e-06;4.3826303e-06;2.5572729e-06;3.0409576e-06;2.6876487e-06;2.029103e-06;4.0494226e-05;2.5174625e-06;2.004294e-06;5.0544317e-05
modification;6.61441e-06;1.7536487e-06;0.0001025164;0.0001656357;0.00018745995;4.4025687e-06;2.9363764e-06;2.2343033e-06;1.9326028e-06;2.72627e-06;5.863019e-06;7.878367e-05;2.3406174e-06
holonet;4.0941304e-05;7.394076e-07;1.4666448e-05;7.075164e-06;7.324307e-06;1.0028541e-06;1.0236951e-06;2.0144555e-06;1.117024e-06;1.6481001e-06;3.2947826e-06;1.4044138e-06;8.7268677e-07
baff;2.2987156e-06;3.7663602e-07;1.4454841e-06;5.1856687e-06;1.2625744e-06;1.6290041e-06;1.2291712e-06;1.7277944e-06;1.344277e-06;4.623058e-05;2.2207144e-06;1.3902259e-06;1.4223488e-06
umass;0.00085854146;3.8081685e-06;7.425658e-05;1.36704e-05;3.682689e-05;2.0350847e-06;1.468021e-06;6.0106304e-06;4.7851904e-06;3.4826255e-06;3.3622825e-06;3.0074648e-06;1.2309815e-06
arromdee;2.0681566e-06;1.190022e-06;1.6324915e-06;1.2492355e-06;1.398485e-06;3.546018e-05;0.00030375432;1.8327752e-06;0.00015191628;6.956671e-05;2.0494208e-06;2.3495943e-06;2.7726337e-06
itin;1.9240817e-05;8.285124e-06;3.9825074e-05;1.6578464e-05;4.775551e-06;4.863213e-06;5.856277e-06;6.82738e-05;5.398722e-06;2.3011e-06;4.156853e-06;4.330914e-06;3.3673628e-06
rawlin;2.7699538e-05;4.4473663e-06;1.936867e-06;1.2722003e-06;1.9299166e-06;0.00022280456;8.730797e-05;1.5615991e-06;5.974744e-06;3.7269413e-06;3.5924884e-06;2.7734984e-06;7.593228e-07
wdstarr;2.303458e-06;3.2954372e-06;9.964965e-07;1.2169859e-06;1.1730233e-06;6.9161375e-05;2.0491393e-06;1.6166828e-06;6.338377e-05;2.6030405e-06;1.6801883e-06;1.99934e-06;1.4706064e-06
haldol;1.9754807e-06;3.2101573e-07;1.2489679e-06;1.3297738e-06;1.1383393e-06;2.837089e-06;1.2978859e-06;1.383772e-06;1.5010702e-06;0.00012537136;2.0748091e-06;1.3241877e-06;2.186611e-06
ermeni;1.2356819e-06;1.753213e-07;8.184411e-07;1.2288361e-06;1.276051e-06;1.4234847e-06;1.458376e-06;1.6127268e-06;1.8244597e-06;0.00043153838;2.435282e-06;1.4075674e-06;2.5917972e-05
distinctive;1.8040072e-06;1.2089074e-06;1.278818e-06;5.2659425e-06;1.4233557e-06;1.3915637e-05;2.2968203e-05;1.614655e-06;3.7562454e-06;4.619422e-06;7.3725346e-06;2.050768e-06;1.6350259e-06
daemon;8.7482746e-05;5.7738487e-07;2.7093524e-06;1.7215414e-06;1.8293644e-05;1.2686842e-06;1.1144463e-06;1.5825357e-06;1.3137794e-06;1.800065e-06;2.1103103e-06;2.9840536e-05;1.0243779e-06
haapanen;7.5312987e-06;1.3007128e-06;7.283554e-05;0.00012939333;9.728054e-06;1.067154e-06;1.0945286e-06;2.1313692e-06;1.2049757e-06;1.6344529e-06;2.2933432e-06;1.6539234e-06;1.1301615e-06
imagine;0.00017560027;0.00038887962;5.047122e-05;0.00026917103;0.0004161258;0.0001997121;9.905458e-05;6.4853615e-05;5.387302e-05;0.00014386314;0.00019589142;0.0005205525;0.0004996768
ofthose;2.9864418e-06;2.790732e-06;3.2872047e-06;2.6299635e-06;1.2998903e-06;8.404345e-06;1.1216916e-05;2.199904e-05;1.7699442e-05;2.2760162e-06;4.100517e-06;1.6801004e-06;1.9388287e-06
groucho;9.838633e-06;1.5488786e-06;5.417669e-06;4.3790296e-06;1.4695479e-06;4.0178656e-06;1.0864708e-06;4.451905e-05;1.6616997e-06;1.8627787e-06;2.0867392e-06;1.880484e-06;1.1119262e-06
icon;1.0828782e-05;2.9303166e-07;0.00013578575;2.8324632e-06;0.0006739204;1.115579e-06;3.2217663e-06;1.5619968e-06;1.082214e-06;2.4525118e-06;3.4879415e-06;1.7351146e-06;1.0480173e-06
gang;3.2827686e-06;5.9494746e-06;2.2560891e-06;2.2483646e-05;1.9057378e-06;4.009888e-06;2.7539572e-06;4.060861e-06;0.0005832235;0.00015266715;1.0780791e-05;1.1255397e-05;0.0001666995
hanson;3.6965766e-06;6.697846e-07;1.7239488e-06;3.0333142e-06;1.8722562e-06;1.8672262e-06;2.1835328e-06;0.00011335011;1.966177e-06;3.163014e-06;7.694634e-06;0.00025517677;2.1109104e-06
constrain;2.6923526e-06;3.848381e-07;2.0950613e-06;6.1503924e-06;1.11689205e-05;2.7833528e-06;1.3136566e-05;1.6481147e-06;1.4554867e-06;2.5774489e-06;0.00010415494;3.2186401e-06;1.4480885e-06
nationalism;1.8769032e-06;6.1586456e-07;9.509343e-07;1.4706163e-06;1.1621257e-06;3.2341143e-06;2.142096e-06;1.7423538e-06;0.0001405733;4.531779e-05;1.8873849e-06;1.7584429e-06;2.4687306e-06
fnal;1.2565663e-05;9.787686e-07;0.00013767858;2.482811e-05;4.25772e-06;4.672635e-06;0.00026482175;3.1461225e-06;1.3631864e-06;3.7209538e-06;0.00086528336;1.9694228e-06;9.4537563e-07
fido;2.408745e-05;1.2298224e-06;4.0492196e-05;2.9004227e-06;3.4522839e-06;4.0911723e-06;1.4998903e-06;4.1529015e-06;1.422477e-06;6.4656383e-06;3.5660974e-05;1.9686622e-06;1.4397808e-06
functional;7.8733e-06;2.8394036e-06;3.1300808e-06;4.064882e-06;6.944044e-05;7.3046494e-06;2.2670627e-05;4.944005e-06;2.103175e-05;4.2696597e-06;6.6203197e-06;1.4023707e-05;7.0028225e-05
militia;2.4734543e-06;6.5140387e-07;1.4056405e-06;2.9076512e-06;1.4259195e-06;1.3621318e-06;2.3088935e-06;2.2148577e-06;0.0013407223;1.41187975e-05;2.7927465e-06;2.2361646e-06;4.760432e-06
steph;2.8565937e-06;5.3975424e-07;1.20305e-06;1.5839977e-06;9.671016e-07;6.7551423e-07;8.9747647e-07;0.0005441534;1.3615544e-06;1.928615e-06;2.1875117e-06;1.0189148e-06;1.0556179e-06
premeditate;1.7263278e-06;2.904456e-07;9.402617e-07;1.1363295e-06;9.916091e-07;1.2543509e-06;1.3175165e-06;1.4743217e-06;2.4442752e-05;4.7515558e-05;1.6370883e-06;1.2846027e-06;1.5434783e-06
dendrite;0.00016334844;5.3635554e-06;2.308864e-06;1.8279858e-06;1.3669297e-06;2.6843245e-06;1.421432e-06;2.6206415e-06;2.4637302e-05;1.7997304e-06;1.6741648e-06;1.885744e-06;1.4989696e-06
fiber;4.1007497e-06;7.2227857e-07;9.099325e-06;4.2208147e-05;2.8131237e-06;4.922109e-06;1.6433922e-06;2.1263038e-06;1.948682e-06;0.00013170311;4.1605195e-05;1.7010449e-05;2.9898945e-06
kuleuven;7.3424258e-06;6.733365e-07;5.049084e-05;2.2677368e-06;3.522725e-06;1.0974167e-06;1.099584e-06;1.8317111e-06;1.1468051e-06;1.5565033e-06;1.8948622e-06;1.3770648e-06;9.042733e-07
entirely;5.6012345e-06;3.378949e-05;1.511825e-05;0.00020749886;8.441074e-05;0.0002480221;0.00018927455;2.1244523e-05;0.00013503431;2.6626667e-05;0.00011436171;0.00031334072;0.00015110332
kinsey;4.748572e-06;3.4146342e-07;7.809531e-07;1.4843331e-06;1.2418566e-06;4.945982e-06;0.00047321137;2.246739e-06;2.9044413e-06;2.1302398e-05;3.5816852e-06;1.8645478e-06;2.4210017e-06
lynn;0.00029774697;1.7837584e-06;5.306965e-05;2.8979882e-06;8.688216e-06;2.9721464e-06;1.613157e-05;2.4523324e-06;1.4772388e-06;2.7611252e-06;3.300412e-05;0.000106525695;2.0653786e-06
ninja;4.9406943e-05;2.309458e-06;5.146979e-06;7.2313546e-06;1.3542694e-06;1.2908611e-06;1.3818519e-06;2.3807706e-05;4.446661e-05;2.186222e-06;2.2834702e-06;1.8603027e-06;1.8819715e-06
gillogly;2.1722933e-06;2.97108e-07;1.1962178e-06;1.4898641e-06;1.3815676e-06;1.3481332e-06;1.1912798e-06;1.2941273e-06;1.6646959e-06;1.9153738e-06;1.9223924e-06;0.00026586017;1.3247562e-06
desperately;4.40244e-05;1.230287e-06;2.1595094e-06;1.5396193e-06;2.6674154e-06;2.1948028e-06;1.9753761e-05;2.136628e-06;1.0811571e-05;2.270826e-06;2.1161345e-06;1.797431e-06;1.477847e-06
unpopular;1.7728776e-06;1.8061193e-06;1.2411455e-06;1.757236e-06;1.4172374e-06;4.65338e-06;2.8569493e-06;2.0878358e-06;3.4345427e-05;2.9814992e-06;2.0479984e-06;2.9559573e-05;1.911919e-05
raytracing;7.978501e-06;3.0678953e-07;2.9087992e-06;2.0726263e-06;6.9131995e-05;1.2181645e-06;1.1802732e-06;1.6858138e-06;1.2445022e-06;1.8378138e-06;2.3328842e-06;1.7581058e-06;8.3396014e-07
oppose;2.1244707e-05;8.2453924e-05;6.2211315e-05;6.4753054e-05;5.9669633e-06;0.00024139944;0.00028465144;0.00036655192;0.00045368055;3.8094244e-05;4.8143116e-05;0.00031383117;3.072621e-05
maneuver;2.2431436e-06;3.255993e-07;1.2733939e-06;1.9924914e-06;1.2930037e-06;1.5775394e-06;1.2400895e-06;7.689686e-06;6.4043093e-06;2.3741109e-06;0.00018541003;1.460695e-06;1.4922701e-06
fungal;1.8252357e-06;9.569781e-08;9.8977e-07;1.496667e-06;1.6537895e-06;1.9252786e-06;1.5528002e-06;1.3175214e-06;1.856272e-06;0.0005342122;2.935741e-06;1.5635858e-06;2.4030664e-06
tove;1.8351811e-06;4.3286548e-07;1.1636788e-06;1.2916615e-06;1.0437105e-06;1.4024157e-06;1.2823903e-05;1.5181797e-06;1.4328025e-06;1.803641e-06;1.6830735e-06;1.1656664e-06;9.302717e-07
subsidize;2.77056e-06;1.0000759e-06;1.5529181e-06;3.08735e-06;1.7291347e-06;2.8290049e-06;1.4849758e-06;2.72857e-06;6.7329944e-05;3.1716802e-06;8.091637e-06;0.00010677922;4.007168e-06
specialized;4.317131e-06;4.750979e-07;4.923733e-06;3.688318e-06;3.7819285e-05;3.177525e-06;4.945017e-06;2.161853e-06;2.3010318e-06;1.9021754e-05;7.4218704e-05;3.1052514e-05;1.0232566e-05
split;0.00045146598;2.7732813e-05;5.9547747e-05;0.00012662844;9.7067765e-05;1.2490246e-05;3.747002e-05;0.0002952119;4.7067415e-06;7.2805924e-06;4.9496055e-05;0.00022193353;7.5204625e-05
correctly;3.3234817e-05;0.0004759798;0.00021294116;0.00023052804;0.00015533375;7.6530756e-05;0.00011588337;8.1543454e-05;5.5299155e-05;0.000100406796;6.475415e-05;4.5023433e-05;1.0408723e-05
soviet;1.7780588e-06;4.6462367e-07;1.4339699e-06;5.1364395e-06;3.7055547e-06;5.8604737e-06;4.473641e-06;2.8630286e-06;2.1387363e-05;0.0027775208;0.00082718267;4.840332e-06;0.00035204113
gretzky;2.724362e-06;7.0091744e-07;1.3370927e-06;1.5262895e-06;8.3806697e-07;9.645016e-07;9.109492e-07;0.00017686507;1.3318443e-06;1.5262668e-06;1.7968567e-06;1.087439e-06;8.750786e-07
vessel;2.455306e-06;4.0183608e-07;1.3042333e-06;4.108403e-06;1.5159752e-06;2.6690645e-06;1.0899579e-05;2.1686405e-06;2.1463844e-05;5.5944205e-05;9.491752e-05;1.9532933e-06;2.966293e-06
assignment;1.2873996e-05;3.1562245e-06;1.042149e-05;1.01813985e-05;1.0836016e-05;5.0824065e-06;4.810929e-06;4.2302777e-06;3.159369e-06;2.491441e-05;7.1234017e-06;3.309865e-06;7.836648e-05
wolf;0.00027837444;8.216212e-06;4.5817073e-06;1.3082147e-05;4.224046e-06;4.7768815e-05;2.6268197e-05;1.2644907e-05;3.831677e-06;0.00014161573;6.2746644e-06;2.6336174e-06;8.621702e-06
cdac;2.67231e-06;1.2094229e-06;3.9035613e-06;0.00033732966;1.7447786e-06;1.1631835e-06;8.1709703e-07;1.6793665e-06;1.10298e-06;1.7922712e-06;2.41356e-06;2.0549555e-06;1.212335e-06
ididn;5.452625e-06;9.737472e-06;1.539438e-05;3.3311087e-05;2.1996937e-06;3.5106718e-06;3.962102e-06;3.1882942e-06;2.8196744e-06;3.1320308e-06;2.9669436e-06;3.594466e-06;4.2417818e-05
ozonehole;7.686634e-06;1.0937703e-06;3.142532e-06;0.00011973057;1.2349652e-06;1.1755396e-06;1.1702309e-06;1.96912e-06;1.3435221e-06;1.717598e-06;3.1285479e-06;1.6093101e-06;1.2280934e-06
highly;1.2062796e-05;3.631417e-05;7.017785e-05;0.00016831602;0.00012118894;0.00033309025;0.00025261566;8.754353e-05;0.00013722254;9.529417e-05;0.00023406194;0.00033422792;0.0001353338
local;7.557896e-05;3.7076006e-05;0.0015848906;0.00084889703;0.00089377107;2.615364e-05;5.6647496e-06;0.0002742343;0.0007537217;0.0005433018;0.00029691544;0.0008796069;0.0006476225
intestinal;1.8350675e-06;1.7238177e-07;1.0512741e-06;1.264511e-06;1.1842716e-06;1.4921065e-06;1.2387455e-06;1.3388144e-06;1.51352e-06;0.00014972308;2.0657508e-06;1.2532172e-06;1.6131271e-06
longitude;3.671789e-06;1.729832e-07;1.930061e-06;2.0794923e-06;2.1289929e-05;1.4847634e-06;1.1315376e-06;1.5676901e-06;1.1518393e-06;2.4248825e-06;9.697763e-05;1.9587085e-06;1.006614e-06
accordingto;8.512954e-06;3.1444742e-06;7.003971e-06;1.8499675e-05;3.2482649e-06;6.397034e-06;2.6673097e-05;8.7677e-06;2.4549116e-05;3.3992944e-06;3.2602318e-06;3.1771401e-06;2.275694e-06
liberalizer;2.0996997e-06;4.6333514e-07;1.2060472e-06;1.3010947e-06;9.500637e-07;6.944997e-07;8.6988234e-07;8.868387e-05;1.2246998e-06;1.4735974e-06;1.7098096e-06;9.727487e-07;1.0683259e-06
rabbi;1.8905167e-06;8.168347e-07;1.1024995e-06;1.4856105e-06;1.2317764e-06;3.0193798e-06;1.39635795e-05;2.0641003e-06;6.3282e-05;1.8326533e-05;2.2210343e-06;1.9665868e-06;4.1020585e-06
gooch;2.7098304e-06;1.82982e-07;2.3215773e-06;1.6383896e-06;8.342673e-05;1.0352506e-06;1.1057346e-06;1.4362971e-06;1.1413694e-06;1.8034776e-06;2.2037436e-06;1.4578545e-06;7.960064e-07
winchester;4.848518e-06;5.71589e-07;7.8149475e-05;3.5786402e-06;9.659992e-06;1.5043313e-06;1.243608e-06;2.1475512e-06;1.5759235e-06;2.1008157e-06;2.4906793e-05;2.0213165e-06;1.2145047e-06
