;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
vehicle;1.2136321e-06;1.4525112e-06;9.327177e-05;1.1614609e-05;2.8790505e-06;0.0013821603;2.2652707e-06;2.220536e-06;2.297718e-06;0.0004584489;1.3678442e-06;0.00025574653;1.6310207e-06;0.0013790554;2.9722169e-06
frederick;1.4633684e-06;0.000105839266;9.781045e-06;1.1846325e-05;1.7099146e-06;1.9317915e-06;3.7917885e-06;4.644367e-06;1.5820006e-06;0.00023659397;1.8514646e-06;4.0561164e-05;2.26558e-05;1.7486026e-06;1.1834416e-06
ansi;8.4590914e-07;7.835486e-07;8.611602e-07;1.6359726e-06;1.0981266e-06;1.136979e-06;6.8419868e-06;2.403132e-06;9.0272243e-07;7.5265086e-07;7.501e-05;9.5344785e-07;0.00026053895;1.4535547e-06;6.136143e-07
inexpensive;9.939879e-07;1.6344625e-06;1.09864795e-05;1.0625536e-06;3.9982846e-05;0.00012154262;0.00012571333;6.971878e-05;1.0736853e-06;1.9110937e-06;0.0001609891;1.5080171e-05;2.1090175e-06;6.02694e-05;2.062194e-06
uclink;5.969148e-07;2.010706e-05;7.1866896e-07;6.689495e-07;0.00019530744;8.809007e-07;3.8798407e-05;2.5035373e-05;7.173059e-07;1.102053e-06;9.958333e-07;8.99434e-07;7.860046e-07;2.0398054e-06;8.5507236e-07
compilation;5.7037805e-06;1.0858419e-06;1.0518141e-06;1.8210998e-05;1.317869e-06;1.3759637e-06;1.3588638e-06;2.2473432e-06;1.2263229e-06;7.886887e-07;2.1843107e-06;2.345542e-05;6.1446364e-05;2.18438e-05;7.19236e-07
bristol;7.120593e-07;1.7755896e-05;9.5715e-07;0.0001402181;2.562813e-06;1.5012617e-06;1.3517897e-06;3.2168502e-06;9.049765e-07;7.8594735e-07;1.507129e-06;1.32409805e-05;0.00015004074;9.3059435e-07;5.992159e-07
credibility;5.5821834e-05;1.1041906e-06;4.450316e-05;2.8690015e-06;2.3463706e-06;5.1818384e-05;1.3759769e-06;2.4216358e-06;2.4493032e-05;7.4048276e-06;5.5565506e-05;3.170049e-05;9.197997e-07;1.9389463e-06;4.5105968e-05
reinforce;1.9434908e-06;1.1871535e-06;1.0170314e-05;1.7460487e-06;1.8802353e-06;7.82006e-06;1.2995733e-06;1.714497e-06;2.3690292e-05;1.7299139e-05;1.2472252e-05;1.0666568e-05;9.776744e-07;4.431958e-06;3.593808e-05
grandfather;1.5371596e-06;6.610136e-06;1.6442491e-05;7.245413e-05;5.4381826e-06;7.355209e-05;2.7505932e-06;2.1157243e-06;1.3841553e-06;0.0001346957;1.3454645e-06;2.7794972e-06;9.098616e-07;1.8941245e-06;2.9294904e-06
jhuapl;6.457044e-07;4.612091e-05;6.588836e-07;7.658755e-07;1.3648759e-06;2.4892188e-05;2.2721935e-05;8.5810454e-05;7.492337e-07;1.0557042e-06;9.0711e-07;8.2931837e-07;1.8218982e-06;1.3832625e-06;6.1748636e-07
polar;7.4111756e-07;7.832916e-07;5.6955646e-06;1.1859182e-06;1.168543e-06;0.00020524436;1.3752461e-06;1.4282775e-06;8.6650033e-07;8.134062e-07;9.706824e-07;3.734468e-05;1.40597e-06;1.8930826e-06;4.5141084e-07
voting;3.728196e-06;1.1880788e-06;8.561519e-05;1.9173958e-06;1.84313e-06;1.4365046e-06;8.736279e-07;9.745438e-05;1.0046338e-06;8.794968e-07;1.20234e-06;0.00016129017;8.992683e-07;1.1243282e-06;8.744762e-07
satellite;1.2786704e-06;1.2228746e-06;2.3734144e-06;4.3905457e-06;2.3279179e-06;0.0041235243;2.0366188e-06;2.6741004e-06;1.4737924e-06;2.125351e-06;2.078331e-06;0.00013287463;9.385938e-06;3.0374783e-06;7.896076e-07
theydid;9.828724e-07;1.5270765e-05;4.4991775e-06;9.681296e-07;1.3546276e-06;8.8865164e-07;1.640686e-05;1.4643279e-06;9.938811e-06;2.8305467e-05;1.0831038e-06;6.7631186e-07;1.0696587e-06;1.6354744e-06;2.5606575e-06
adjective;8.063558e-06;8.4945503e-07;4.2942163e-05;1.4959843e-05;1.4539299e-06;1.4727232e-06;8.7452486e-07;9.653247e-07;1.6995089e-05;1.0920189e-06;1.0465794e-06;1.029845e-06;8.31091e-07;0.00023522005;1.3889841e-06
ubvms;1.1369597e-06;1.5742819e-06;7.280113e-07;7.962797e-07;1.0486475e-06;7.7161314e-07;8.566536e-07;3.3482458e-05;8.738063e-05;7.6332833e-07;7.8256267e-07;7.1502967e-07;7.2347046e-07;9.4233644e-07;6.659088e-07
thursday;1.6268374e-06;0.0001717094;2.0650673e-06;5.2455147e-05;3.1350064e-06;4.0982588e-05;1.5016011e-06;4.1735825e-06;2.644405e-06;0.00018358682;1.4955688e-06;0.0004706111;1.1138293e-06;2.6825576e-06;1.2384006e-06
runtime;5.9978333e-07;5.752076e-07;6.8848414e-07;8.693301e-07;8.1708015e-07;8.158561e-07;1.7512504e-06;1.4729261e-06;6.851974e-07;4.749328e-07;9.770695e-07;6.877711e-07;7.137147e-05;1.0409398e-06;3.4175685e-07
nutrient;6.948319e-07;2.0031011e-06;8.9611154e-07;6.783961e-07;0.0003617698;5.834649e-07;7.3303454e-07;1.2498975e-06;7.1416605e-07;5.723104e-07;7.665985e-07;8.697235e-07;4.7326685e-07;1.1011756e-06;7.0749803e-07
holme;7.861877e-07;1.2163845e-06;2.9978346e-06;3.8914995e-06;4.0523617e-05;1.0407061e-06;1.4393556e-06;7.17929e-05;8.2338096e-07;7.917075e-07;1.9096135e-06;2.0233078e-05;2.801959e-06;1.5435029e-06;1.0911361e-06
duncan;1.1300607e-06;3.0266758e-05;8.517485e-07;2.4234873e-06;0.00011655847;1.199272e-06;1.433269e-05;2.5853049e-06;9.3063477e-07;1.07059e-06;1.4569878e-06;1.1996497e-06;5.353233e-05;1.6561373e-06;1.0639122e-06
therapeutic;5.639674e-07;9.4600125e-07;7.137512e-07;6.401241e-07;0.00011595588;6.0774636e-07;7.110319e-07;1.3995506e-06;6.0867615e-07;4.7785863e-07;7.3684043e-07;1.4899387e-06;4.965227e-07;1.1341323e-06;5.6817953e-07
fiasco;7.627626e-07;6.174771e-05;5.0316467e-05;1.0681528e-06;1.702925e-06;1.435761e-06;1.2263696e-06;1.8193969e-06;8.548769e-07;1.113658e-05;1.1323423e-05;9.53286e-07;7.257211e-07;1.4816285e-06;9.4348957e-07
grounder;5.146493e-07;0.000108974455;6.1813745e-07;7.007415e-07;1.1023416e-06;6.139329e-07;6.8423685e-07;1.0212717e-06;6.1423447e-07;5.3407604e-07;6.743641e-07;5.576442e-07;5.340625e-07;9.767167e-07;3.789074e-07
mcelwre;8.4912926e-07;8.821023e-07;8.356415e-07;9.710415e-07;4.5080335e-05;4.2380143e-05;7.752155e-07;1.3208337e-06;3.449081e-06;6.795006e-07;7.607822e-07;2.4209219e-06;6.2613003e-07;1.4662744e-06;5.9328175e-07
kodak;8.550516e-05;1.7552724e-06;1.5430013e-06;1.4403796e-06;0.0001559693;3.6601045e-06;6.0949467e-05;6.624345e-05;3.183299e-05;2.485056e-05;1.86534e-06;1.6878274e-06;5.7652825e-05;2.2193885e-06;1.3127613e-05
measure;0.00039204353;0.00018344223;0.00032707627;0.00014628698;0.00040555804;0.00069108576;0.00037362488;3.7557e-06;6.1093175e-05;4.5693337e-06;0.00032003823;0.00019029088;7.594933e-05;0.00015115738;6.8175987e-06
thiskind;1.2265558e-06;1.0760928e-06;1.3342058e-06;1.6927964e-06;1.5799592e-06;7.774996e-07;1.1461543e-06;2.18101e-06;4.710025e-06;1.0476465e-06;5.8228095e-05;8.734515e-07;7.6107455e-07;1.4332496e-06;2.5649799e-05
conflicting;9.386948e-06;9.07286e-07;8.564083e-06;2.6995338e-05;1.2057824e-06;1.2102686e-06;7.345237e-05;3.2559337e-06;1.4708838e-05;5.2949246e-05;1.3067294e-06;1.529185e-06;1.0352884e-06;1.4051689e-06;1.2073826e-06
ernie;6.334356e-06;0.00017469242;1.4083893e-06;9.0328723e-07;2.0702144e-06;1.7100809e-06;1.6255856e-06;8.535343e-06;1.0104566e-06;8.427908e-07;1.1246506e-06;1.1530835e-06;1.733338e-05;0.00010463353;9.825449e-07
oldham;5.086724e-07;5.1497096e-07;0.00018021165;7.607986e-07;1.2566765e-06;6.920034e-07;7.5498406e-07;7.5275346e-07;6.49131e-07;1.0257717e-06;8.4002284e-07;7.298621e-07;6.1246624e-07;9.740936e-07;5.625388e-07
almighty;8.865344e-06;7.2930567e-07;1.7353229e-06;9.230402e-07;7.5770236e-06;8.970045e-07;7.3749345e-07;1.1176721e-06;6.85054e-05;7.178661e-07;9.082769e-07;1.4316197e-06;5.89997e-07;1.0986612e-06;6.586951e-07
cern;1.874812e-06;1.160587e-06;8.8335685e-07;8.275247e-05;1.4910528e-06;2.3958237e-05;4.094715e-06;0.00024379401;1.0806441e-06;9.624441e-07;1.9249542e-06;3.34237e-06;4.569791e-05;1.1091266e-06;1.160305e-06
nextstep;1.0391968e-06;1.1800906e-06;1.2652199e-06;1.9625159e-06;2.159602e-06;1.5706029e-06;1.4072914e-06;3.845402e-06;1.1494426e-06;8.100805e-07;1.5214026e-06;2.47988e-05;0.000130859;1.938144e-06;1.6397258e-05
oral;8.701831e-07;1.5886582e-06;2.0375858e-06;7.990704e-06;0.0004273179;9.1839195e-07;8.5489e-07;1.4163437e-06;1.609263e-06;1.0201844e-06;2.94897e-06;2.4397794e-05;6.748209e-07;1.3826478e-06;1.0416481e-06
defend;0.00021916653;2.7011425e-05;0.00089493697;0.0006414084;4.3766613e-06;2.3309967e-06;1.698489e-06;1.3932037e-06;0.00012838487;0.00043776946;0.00011116812;5.280319e-06;1.306591e-06;2.9756989e-06;0.00011608352
anticipate;3.649756e-06;5.632266e-06;8.175581e-06;6.4520873e-06;2.3458783e-06;6.7295555e-06;1.6821641e-06;2.2719678e-06;8.261827e-06;4.4920776e-05;2.0261432e-05;8.717522e-05;5.7852117e-06;1.8784294e-06;1.3314449e-06
accord;0.00088134495;0.00022461102;0.00033771168;0.00079981727;6.386779e-05;0.00028184307;0.00018956917;4.7711246e-06;0.0006798983;0.00035018285;7.728228e-05;0.0011090921;6.485497e-06;0.00082817225;8.41223e-06
armor;1.1207748e-06;1.7452448e-05;8.5914144e-05;1.1018577e-06;2.050174e-06;1.2989514e-06;0.00011815058;2.6950197e-06;5.2911028e-06;4.4493372e-05;1.6153907e-06;1.1141578e-06;1.1940646e-06;9.033937e-06;1.3649977e-06
universe;0.0015106266;3.4108944e-06;2.1546917e-05;1.0051871e-05;2.9034898e-06;0.0012828654;1.9772745e-06;2.3151792e-06;6.7857065e-05;5.2726446e-06;7.012104e-05;1.6673271e-06;1.8433917e-06;5.4044954e-06;5.901817e-06
unclear;4.199584e-05;2.0922885e-06;6.3385587e-06;2.901795e-05;2.3073635e-05;2.3315904e-06;4.7380385e-05;1.6922448e-05;2.973634e-05;2.2739247e-05;4.3032946e-05;4.799706e-06;2.10605e-05;2.268164e-06;0.00011268254
courage;1.1751152e-06;3.9983834e-06;1.8714823e-05;6.35642e-05;1.5034655e-06;1.077307e-06;1.4681503e-06;1.3612951e-06;3.1634613e-06;0.00012515475;1.198657e-06;4.386126e-06;9.555013e-07;1.254622e-06;2.491284e-06
beck;8.9175387e-07;6.982538e-05;9.076834e-07;1.9174947e-06;2.0653538e-06;1.5438541e-06;4.7752383e-06;3.7479856e-06;9.5183964e-07;7.895338e-07;1.6232698e-06;1.0738362e-06;0.0006802794;1.8196416e-06;6.062157e-07
guest;1.6658782e-05;1.9429373e-05;1.5380019e-06;4.04498e-06;1.4322156e-05;1.4529229e-05;2.1461283e-05;0.000116563504;3.4072873e-05;4.2600277e-05;1.8953131e-06;0.00024503897;3.5210953e-05;2.0059358e-06;1.5373332e-06
shallow;3.878783e-05;4.3829532e-05;9.177735e-07;8.4651816e-07;1.1669215e-06;6.8898873e-07;1.0857617e-06;1.2288884e-06;2.6997725e-06;7.3344745e-07;7.058896e-07;6.0682277e-07;5.873998e-07;1.6619344e-06;7.039465e-07
luther;1.9498355e-05;7.511707e-07;1.8662602e-05;1.3134444e-06;1.2931606e-06;1.0271044e-06;8.985388e-07;1.4431923e-06;0.00014688008;2.310161e-05;2.0580414e-06;1.0423313e-06;7.271344e-07;1.364033e-06;1.098803e-06
itwould;3.3399865e-05;2.9765604e-05;1.3939856e-05;2.7439457e-05;6.0804905e-06;1.1824131e-05;8.2398465e-06;3.901264e-06;1.7206363e-05;1.1328472e-05;4.13372e-05;4.174438e-06;2.406739e-06;1.054312e-05;0.00015510614
peacefull;2.7242946e-05;7.126104e-07;0.00012162769;1.1599964e-06;1.3961228e-06;7.723045e-07;7.4184436e-07;8.60522e-07;1.7320746e-06;9.0717447e-07;1.0597446e-06;7.954626e-07;6.2437636e-07;1.1431157e-06;1.1557714e-06
boyle;6.739855e-07;8.603546e-07;9.729788e-07;1.2729126e-06;1.0125799e-06;2.1414658e-06;9.166253e-07;1.3847671e-06;6.6270394e-07;6.927796e-07;6.0331655e-07;6.777646e-07;7.163017e-07;0.00096560386;6.4654154e-07
dhartung;6.0150694e-07;6.7265773e-07;7.926376e-07;8.2786096e-07;8.6152846e-07;7.1896125e-07;3.4533978e-06;1.2197764e-06;7.366197e-07;0.00027038864;7.852547e-07;5.788488e-07;6.192599e-07;1.092277e-06;5.3047705e-07
kong;8.4183137e-07;5.744974e-06;9.4013484e-07;1.4832187e-05;3.4771936e-06;5.8717756e-05;1.5818649e-06;0.0005138735;2.0366188e-06;9.0650684e-07;1.1755759e-06;7.4343347e-06;1.082969e-05;1.3102363e-06;8.7931994e-07
omniscient;0.00037455765;6.702245e-07;8.148372e-07;8.0741586e-07;2.674597e-06;6.7578236e-07;5.737068e-07;1.068725e-06;7.0821957e-06;5.2477196e-07;8.8254797e-07;6.109158e-07;6.165057e-07;1.0363132e-06;7.704482e-07
thunder;3.795175e-06;8.702215e-05;1.2704348e-06;1.20572295e-05;5.901743e-06;2.1999626e-06;3.3476297e-06;1.0313726e-05;1.1709245e-06;2.2155347e-05;1.2785996e-06;4.1757303e-06;3.7159756e-05;0.00042400757;1.4645992e-06
reception;6.5993413e-07;7.771315e-07;9.766704e-07;1.5041377e-06;1.2305837e-06;2.2943634e-06;1.5441758e-05;2.3267223e-06;7.626039e-07;1.3420218e-06;9.83494e-06;9.507884e-05;9.858434e-07;1.9342035e-06;5.039344e-07
styling;5.8485324e-07;7.01028e-07;7.4301664e-07;4.9245995e-07;9.595328e-07;9.778805e-07;8.910456e-07;8.738524e-07;6.283828e-07;6.1895497e-07;6.814192e-07;5.2812055e-07;6.052881e-07;0.00014036127;4.65416e-07
grid;8.1381864e-07;9.318599e-07;1.0950893e-05;1.1733836e-06;1.7168493e-06;9.834263e-06;2.1303369e-05;3.885954e-05;9.1503045e-07;1.1930657e-06;1.3141916e-06;1.1775171e-06;7.80229e-05;1.7584657e-06;8.4401506e-07
savior;1.3621193e-06;7.203857e-07;2.6768848e-06;1.1662436e-06;9.905243e-07;9.665431e-07;1.191978e-06;1.1146215e-06;0.00024749403;3.0967072e-05;8.893614e-07;6.456928e-07;6.6130804e-07;5.7301836e-06;8.513157e-07
unsafe;7.413494e-07;8.8543993e-07;1.2783505e-05;9.373953e-07;4.67052e-06;1.0300992e-06;3.448938e-06;1.3487254e-06;8.1918677e-07;1.6307393e-05;5.4143034e-06;2.3542923e-05;7.800389e-07;3.0710464e-05;3.97191e-06
honorable;1.4743564e-06;4.0047813e-05;1.7541599e-06;3.4922974e-05;1.8661121e-06;1.289444e-06;1.1654645e-06;1.2793148e-06;1.0937552e-05;5.968191e-06;1.7710045e-05;8.265876e-06;8.8788164e-07;1.2929439e-06;1.0135379e-06
supercomputer;7.938673e-07;8.177157e-07;8.8441897e-07;1.074604e-06;1.5390295e-06;1.010396e-06;8.20797e-06;3.1122693e-06;8.9172397e-07;8.190684e-07;8.854219e-06;3.26102e-06;4.4159307e-05;1.3486715e-06;5.1356596e-07
douse;1.0693385e-06;6.954327e-07;4.9547484e-06;1.0632124e-06;9.35936e-07;7.626192e-07;1.0281599e-06;1.6852301e-06;2.3359828e-05;7.59974e-05;8.6255113e-07;7.4201506e-07;5.5619205e-07;1.155813e-06;6.612562e-07
dippold;6.577544e-07;6.3329406e-07;1.0047609e-06;8.130411e-07;9.909326e-07;5.827942e-07;1.0679167e-06;9.766152e-07;7.2343454e-07;5.8378026e-07;0.00019952882;7.517963e-07;7.267448e-07;9.755521e-07;5.379e-07
administrator;1.5901205e-06;2.6154978e-06;2.2432496e-06;4.2755622e-05;1.7155622e-05;3.6293208e-05;5.6697377e-06;0.00018719905;1.2162424e-06;6.0373964e-06;0.00038256467;7.9463694e-05;0.00017059469;3.4402995e-06;2.8129384e-06
arrive;7.4901705e-05;1.4543339e-06;2.327453e-06;0.00013731622;2.5523373e-06;0.00029371635;2.931161e-05;4.699371e-05;3.367781e-05;0.0004925982;2.834388e-05;0.00010451294;3.6115616e-06;3.0197182e-06;4.6389014e-06
percentage;4.2577985e-06;0.00031616728;0.000118838405;5.5952605e-06;0.00021356248;4.423769e-05;1.7826973e-06;4.5330044e-06;0.0001166917;1.8563117e-06;4.3303276e-05;0.00018503166;1.9897585e-05;2.5945017e-05;3.8927283e-06
springfield;2.8841994e-05;1.4095841e-05;1.1028328e-05;1.1310814e-06;1.3602512e-06;1.1262863e-06;8.6724026e-07;1.4421619e-06;1.1671762e-06;7.640639e-07;1.1981551e-06;5.6779907e-05;3.925775e-06;3.7390957e-06;7.175219e-07
techbook;7.035294e-07;8.537472e-07;8.5494435e-07;2.923737e-05;1.2108551e-06;0.00010587077;1.0112385e-06;0.000118972865;8.9240626e-07;8.209711e-07;9.344163e-07;1.4574507e-06;9.751593e-07;1.104931e-06;6.679906e-07
visit;4.8217717e-05;2.3192411e-05;3.4221068e-06;0.00030660597;0.0003697643;0.00030950745;3.1057925e-06;3.7628806e-06;0.00016157444;0.00022553047;8.303868e-06;0.00080958795;1.953959e-06;6.892963e-05;2.1608279e-05
buyer;7.962808e-07;1.445301e-06;6.615874e-05;8.8850396e-07;8.613971e-06;1.6341282e-06;0.0001237118;0.00011684842;8.4022787e-07;1.7175643e-06;4.2254575e-05;1.9743243e-06;1.0837398e-05;0.00026686912;1.7363194e-06
egyptian;9.281679e-06;9.336194e-07;1.3673025e-06;0.00022198974;1.248976e-06;2.016077e-06;7.8213947e-07;1.0161236e-06;0.000121459416;1.2554025e-06;1.4118459e-06;5.983417e-05;9.424574e-07;9.992392e-07;1.3255004e-06
netland;6.8554135e-07;7.89219e-07;6.0797925e-07;5.8677375e-07;1.0768182e-06;8.8157634e-07;3.890972e-05;0.00012257237;1.4145749e-06;1.0154477e-06;1.0129161e-06;7.5711046e-07;3.3027272e-06;1.1375976e-06;5.290362e-07
vesa;6.06556e-07;1.3542651e-06;7.623914e-07;1.7527169e-06;9.007558e-07;1.4226082e-06;0.0007926754;3.4140216e-06;7.9168365e-07;1.8791247e-06;1.4205734e-06;9.66241e-07;0.00014189594;1.4807371e-06;4.2604182e-07
inspire;0.00011457868;8.61726e-07;3.001376e-06;2.0885851e-05;1.5248058e-06;6.3907546e-06;1.0924641e-06;2.9142113e-06;0.0004283099;1.6557034e-06;1.1174229e-05;8.567462e-05;3.3868257e-06;1.9353088e-06;1.4152141e-06
synoptic;1.1156284e-06;7.428181e-07;7.9927577e-07;1.047302e-06;9.886595e-07;1.1260531e-06;5.878221e-06;2.6102027e-06;3.6520258e-05;8.3325006e-07;1.1552804e-06;8.4043074e-07;8.8799e-05;3.3891242e-06;5.2987184e-07
athletic;6.086072e-07;0.00021756203;7.3214073e-07;9.990739e-07;1.6125077e-06;8.0532817e-07;7.3915095e-07;1.5270474e-06;7.154046e-07;6.7251284e-07;8.207218e-07;9.622905e-06;6.572001e-07;1.8895456e-06;4.817113e-07
vxcrna;7.807743e-06;1.2748437e-06;1.0045262e-06;8.722317e-05;1.348167e-06;1.2809049e-06;1.1549829e-06;5.4386535e-05;1.1648133e-06;8.674293e-07;2.568098e-06;1.5776453e-06;1.4461568e-05;8.119606e-07;1.2179308e-06
stress;1.2173747e-05;3.1067582e-05;5.1570933e-05;4.215235e-05;0.00027916933;0.00011982323;2.5944746e-06;2.5710615e-06;1.628623e-05;2.665063e-06;1.26211435e-05;0.00010623469;5.0741187e-06;1.7420321e-05;6.150019e-06
intersection;1.0419138e-06;1.3440863e-06;6.1511805e-06;1.2326166e-06;4.9440547e-05;6.0199785e-05;2.0849516e-06;4.554389e-05;1.0360282e-06;8.676283e-06;1.4908723e-06;1.5200945e-06;8.042392e-05;7.1414666e-05;1.4536367e-06
kilometer;5.9083885e-07;6.342478e-07;8.7401764e-07;1.0302759e-05;1.0115655e-06;0.0007254483;1.1151877e-06;1.2207912e-06;6.5020413e-07;5.957469e-07;8.2808936e-07;1.0632169e-06;9.0182846e-07;1.2019672e-05;4.6091193e-07
howabout;9.419876e-07;5.4155007e-05;1.5101355e-06;1.022696e-06;1.3473456e-06;9.785531e-07;1.1790092e-06;1.9701604e-06;4.728992e-06;7.4777864e-07;1.1374975e-06;8.66099e-07;1.8885585e-05;1.5673745e-06;6.886266e-07
turtle;7.0971964e-07;4.270039e-06;8.49043e-07;5.2512155e-07;2.0066777e-06;2.006448e-06;1.8367891e-05;0.00016350816;7.767888e-07;1.0471151e-06;9.801812e-07;6.8280683e-06;1.1340118e-06;4.576819e-05;7.223086e-07
prevent;0.00014405917;0.00021072692;0.0010256311;0.0005024601;0.0020761648;6.178044e-06;0.000108121414;3.8113633e-06;9.553118e-05;1.9039919e-05;0.00093577727;0.0002535012;5.2945834e-05;4.926026e-05;3.2557702e-05
leonardo;7.092907e-07;8.613233e-07;9.9543504e-05;1.0112362e-06;1.3743638e-06;6.8863146e-06;5.193363e-06;1.7015199e-06;8.0844467e-07;1.3822777e-06;8.806567e-06;9.410143e-07;2.0546074e-06;1.867489e-06;1.6977775e-06
treally;6.5376707e-06;6.9774014e-06;4.3269033e-06;8.8213545e-07;4.2072043e-05;6.7092224e-06;9.302897e-07;1.509274e-06;8.400163e-07;7.467745e-07;1.3874131e-06;7.991801e-07;6.5377253e-07;1.8335248e-06;1.0639031e-06
biochemistry;9.46993e-07;1.6425488e-06;1.3805085e-06;7.610998e-07;0.00043056055;9.40885e-07;3.725512e-06;0.00023394694;8.378146e-07;7.965188e-07;1.1385861e-06;4.099526e-06;4.9025416e-06;1.4450322e-06;1.0020805e-06
establishment;5.7735037e-05;1.3745648e-06;0.000115312156;0.00014856289;0.00012420063;1.50875185e-05;1.4072297e-06;1.6173611e-06;7.5478965e-06;1.5655028e-06;1.74207e-05;0.00014335565;1.133026e-06;1.6944692e-06;2.0009384e-06
shaen;6.3935136e-07;5.962777e-07;1.6295136e-06;8.5024715e-07;9.987664e-07;5.528899e-07;9.5193315e-07;8.975122e-07;6.873487e-07;5.7671434e-07;0.00015961811;6.4071196e-07;6.582156e-07;8.891996e-07;6.774573e-07
horne;8.1727194e-07;8.59892e-07;0.0003009522;1.203876e-06;1.9134673e-06;8.766233e-07;1.4687792e-05;1.7974236e-06;9.734217e-07;4.237477e-06;1.9664347e-05;1.6315824e-06;8.864721e-07;1.5337538e-06;1.3607917e-06
vomit;6.7709396e-07;6.7966316e-06;7.785426e-07;7.785768e-07;0.00011684149;9.016376e-07;8.6744456e-07;1.5198774e-06;7.486873e-07;7.765563e-06;7.7802184e-07;7.926199e-07;5.2899196e-07;1.3586906e-06;7.919009e-07
detweiler;6.796306e-07;2.6875701e-05;9.676228e-07;8.507573e-07;1.3965089e-06;8.41267e-07;1.2522368e-06;7.291923e-05;7.5432627e-07;6.514198e-07;8.3944105e-05;5.5870278e-06;1.015481e-06;1.1433883e-06;7.3642144e-07
mustafa;5.9841267e-07;7.456585e-07;8.5729e-07;4.7871377e-05;8.991217e-07;8.81204e-07;1.9813246e-05;1.0303697e-06;8.0942056e-07;1.9332283e-06;4.8793763e-06;9.38104e-07;8.232043e-07;8.7536375e-07;5.245899e-07
trading;1.3424911e-06;4.0941606e-05;1.5627675e-05;3.7766767e-06;2.5537859e-06;1.832243e-06;1.4773964e-06;2.849849e-05;1.7394325e-06;1.1357906e-06;1.4078708e-05;2.5929601e-05;1.1537697e-06;2.0454352e-06;3.726568e-05
seller;7.6378757e-07;1.1819886e-06;3.5338926e-05;8.9386174e-07;1.744591e-06;1.5072669e-06;7.406583e-05;2.4196703e-05;8.2668237e-07;1.6222924e-06;1.327777e-06;1.5177045e-06;4.5579022e-06;0.00023339402;1.6437106e-06
deed;3.0193723e-05;6.801612e-07;3.0223123e-06;1.7062563e-05;1.0248774e-06;9.500123e-07;9.462824e-07;8.2464646e-07;0.00033633347;3.1489682e-05;1.0720331e-06;8.5355737e-07;6.947417e-07;1.0245973e-06;1.320989e-06
eduwrite;8.426498e-07;1.3514377e-05;6.2347112e-06;7.8117995e-07;6.2531195e-05;1.154462e-06;4.278614e-06;1.7603753e-06;8.654036e-07;1.2808933e-06;1.1429846e-06;9.864897e-07;7.6849426e-07;4.022929e-05;1.5593357e-06
sinai;1.1438931e-06;7.402673e-07;1.4192187e-06;8.346293e-05;1.4635093e-06;1.0377202e-06;5.029957e-06;1.1030434e-06;3.8344013e-05;1.2897042e-06;1.1706422e-06;3.1639463e-06;1.78941e-06;9.18415e-07;8.3114776e-07
unlv;5.3070755e-07;6.331497e-07;2.9718072e-07;3.4395643e-07;1.5567316e-06;5.7634185e-07;8.827778e-07;0.0002257228;6.341441e-07;4.6330138e-07;5.65361e-07;6.287888e-06;5.6192613e-07;7.030922e-07;4.6352463e-07
inter;2.459216e-05;5.8129463e-05;3.1833692e-06;6.9643675e-06;2.6933924e-06;0.00012849647;2.0551033e-06;2.769686e-06;2.9015423e-06;1.581669e-05;4.933617e-06;0.00011888273;9.95509e-06;5.4380394e-05;1.266914e-06
pertain;3.8263148e-05;8.229456e-07;4.288395e-05;1.4173186e-06;1.8597252e-06;1.1847632e-06;2.2750003e-06;8.29321e-05;0.00010221069;9.659954e-07;5.5777295e-05;2.6158816e-05;1.03213915e-05;1.6493583e-06;1.3626332e-06
licensing;9.648303e-07;9.089479e-06;5.474504e-05;1.4170982e-06;5.774298e-06;1.4206871e-06;2.9226183e-06;2.7652547e-06;2.0362575e-06;1.1317242e-06;6.749313e-05;2.6716782e-06;6.592091e-05;1.7886906e-06;3.2275789e-06
berlin;7.6659114e-07;9.3071327e-07;1.1763077e-06;0.00014075468;1.5009368e-06;1.5682232e-06;8.3124876e-05;1.4704517e-05;9.45704e-07;1.6749392e-06;2.0920604e-06;2.220056e-05;0.00023406636;1.0138295e-06;7.146278e-07
function;0.00022481295;2.3379748e-06;8.119888e-05;8.909644e-05;0.00032666101;0.00024656206;0.00040352522;6.6795574e-06;7.14778e-05;3.6897559e-06;0.00068014575;6.31304e-05;0.0020851418;4.8163747e-05;3.5557414e-06
horror;3.2193539e-06;3.719168e-05;5.7273253e-05;0.000111198984;2.4578758e-06;2.063013e-06;8.742585e-06;2.514531e-05;2.7198095e-05;0.00020908467;2.3981394e-05;2.8792153e-06;1.5109872e-06;0.00010771;3.1167344e-06
creationist;0.00016607199;5.2000627e-07;7.055461e-07;6.92472e-07;9.2772297e-07;6.271316e-07;5.9609556e-07;9.198228e-07;3.1887575e-06;5.3538355e-07;7.2682803e-07;5.654937e-07;5.3781355e-07;8.7696384e-07;4.9370976e-07
intake;8.3913335e-07;2.3362009e-06;9.549899e-07;6.6832325e-07;0.0006266137;9.3580655e-07;1.1399648e-06;1.8273071e-06;7.957667e-07;7.377837e-07;8.7217035e-07;1.0150968e-06;6.1726286e-07;3.9351668e-05;1.0970178e-06
