;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
pepsi;4.4805125e-05;4.070194e-06;2.8297102e-06;1.7694733e-06;2.4426067e-06;1.8449144e-06;8.256912e-07;4.8698803e-06;2.0690604e-06;2.644386e-05;1.7040624e-06;2.3223254e-06;7.172886e-07;4.060289e-06;5.2755217e-06;7.295591e-07;2.1818507e-06;1.8683405e-06
glove;2.283546e-06;5.448916e-06;1.4334955e-06;2.9144455e-06;2.599447e-06;2.442134e-06;9.662888e-07;1.3768786e-06;9.6027925e-06;1.4456065e-06;2.1668493e-06;2.4467454e-06;8.471228e-07;4.081424e-05;5.4743446e-06;8.205196e-07;9.315402e-05;0.0004507709
originally;0.00022857332;2.8771265e-05;6.3305815e-05;8.618561e-05;1.9978228e-05;1.739209e-05;1.1219204e-05;0.0001775339;0.00026079066;8.558652e-05;1.3724438e-05;8.349877e-05;1.1620296e-05;7.813812e-05;8.9065456e-05;1.1273869e-05;4.3663724e-05;1.788093e-05
crank;2.0704794e-05;3.1870447e-06;2.2502766e-06;1.6670052e-06;2.1319854e-06;1.7297962e-06;1.484751e-06;1.2033366e-06;1.4042205e-06;1.3673935e-05;1.2847307e-06;4.359995e-06;1.2232913e-06;1.5868038e-06;1.2006929e-06;1.2071052e-06;0.00011261097;5.7669595e-06
fred;0.0004026657;5.501119e-06;0.00032659053;0.00016611969;4.7750615e-05;3.3303193e-06;1.1627628e-05;1.95035e-05;9.137751e-06;2.6109906e-06;2.1009598e-06;2.718028e-05;1.0635819e-05;1.2968474e-05;2.9787278e-05;1.013842e-05;9.071014e-06;4.748519e-06
chair;5.187114e-06;7.750877e-06;2.124799e-06;3.6383233e-05;1.7543065e-05;0.00022448979;9.0791224e-07;1.3816599e-06;0.000496251;5.1493735e-06;2.3931669e-05;1.3403774e-06;9.4850463e-07;1.4916433e-05;3.1538764e-06;7.972911e-07;2.7554806e-06;2.8989298e-06
swear;5.5224496e-06;1.4309801e-05;7.23244e-05;6.769165e-05;1.0343481e-05;8.6200824e-05;5.369502e-05;0.00013117034;2.7369301e-06;2.2000475e-05;3.5321827e-06;5.914028e-06;4.5671208e-05;3.6180332e-05;2.4134217e-06;4.136876e-05;7.009984e-05;4.7558206e-06
andthere;2.0555042e-06;3.3235099e-06;6.079361e-06;6.527168e-06;3.2821413e-06;7.0444657e-06;2.5534641e-06;3.3803575e-05;1.3290074e-06;2.1672415e-06;3.4442512e-06;3.6268898e-06;2.1782728e-06;1.524671e-05;1.3289952e-06;2.0205725e-06;2.8862256e-05;2.185299e-06
columnist;2.1226126e-06;2.6388466e-06;1.6732654e-06;1.7979017e-05;3.200935e-06;3.4642294e-06;9.2308255e-07;1.4174984e-06;2.3882449e-06;1.6042201e-06;2.0458843e-05;1.2138571e-05;8.828498e-07;1.78978e-06;7.2960534e-06;8.58442e-07;2.2272127e-06;5.560184e-05
loss;0.0010842584;5.1237475e-07;1.2961024e-05;0.00059657113;0.0015295498;0.00016671214;1.0122675e-05;5.190013e-06;6.660674e-06;1.7512495e-05;9.3950875e-05;4.3205937e-06;1.096063e-05;8.3211235e-05;1.2667684e-05;1.0610938e-05;3.5122903e-05;0.00024719106
alarge;2.3059206e-06;2.4044495e-05;6.1320484e-06;1.8318041e-06;1.7705097e-06;2.408084e-06;1.401226e-06;2.4299145e-06;1.531199e-05;1.2730924e-06;2.8284178e-06;1.3132868e-06;1.1427999e-06;5.2015653e-06;1.1764794e-06;1.0563145e-06;9.732483e-06;1.5896889e-05
graph;7.665817e-05;4.0745513e-06;2.3117548e-06;1.5371934e-05;2.3696218e-06;2.0401176e-06;3.0008457e-07;1.6173481e-06;4.2683656e-05;2.00622e-06;2.0442217e-06;3.065677e-06;2.9497318e-07;3.0827807e-06;0.0006092634;3.1825758e-07;6.2130753e-06;1.9729432e-06
section;0.00011009517;1.38291e-05;1.7565657e-05;0.00012471898;0.00017696725;3.3134278e-05;2.1373828e-06;0.00012342543;0.0011753493;9.770471e-05;0.00033909883;8.723787e-05;2.5369795e-06;0.00049845246;0.0013606945;2.6552632e-06;8.864839e-06;6.374369e-05
carson;9.07101e-06;0.00011534503;2.9962641e-06;3.6327463e-05;1.9939513e-05;2.2339161e-06;3.6349059e-06;2.905646e-06;6.849027e-05;1.966092e-06;1.2328945e-06;0.00031395286;3.3978174e-06;1.3062319e-06;2.1599285e-06;3.6700615e-06;3.079445e-05;4.2883794e-06
tester;2.0177322e-06;4.9122464e-05;1.4904872e-06;1.0657921e-05;1.9663169e-06;1.3345673e-06;1.780463e-06;1.1700672e-06;3.2229364e-06;1.4617056e-06;1.1496105e-06;4.9804246e-05;1.6274214e-06;1.2478732e-06;4.2197917e-05;1.7342724e-06;2.1335441e-05;2.310955e-06
overview;2.5312098e-05;4.1711164e-06;2.877187e-06;1.9640707e-05;3.042405e-06;1.8203165e-05;5.226879e-07;2.0011373e-06;0.00014996811;1.2642356e-05;2.2971135e-06;1.6700766e-06;5.2413833e-07;1.8364814e-06;2.0531308e-05;4.785957e-07;2.0717225e-06;1.1419254e-05
scroll;2.1232968e-06;9.177888e-06;3.2571925e-06;1.8219013e-06;1.8560481e-06;1.1366774e-06;6.531562e-07;3.3685807e-05;7.734792e-06;4.224347e-06;1.891743e-06;0.00024608377;6.663515e-07;1.278075e-06;0.00015255908;6.990788e-07;2.3309224e-06;1.9323784e-06
bret;8.991814e-05;1.4685041e-05;1.3607612e-06;1.6963503e-06;2.2023214e-06;1.34555e-06;9.198092e-07;1.0949235e-06;2.7388935e-06;1.5786218e-06;1.2135881e-06;4.6243287e-05;8.6547016e-07;1.2230546e-06;1.5174547e-06;8.9819576e-07;5.2538544e-06;5.5688947e-06
perpetuate;2.494072e-06;1.5492147e-06;1.6254768e-05;2.323745e-06;6.1772116e-05;3.5185833e-05;5.560698e-06;1.1839815e-05;2.0185707e-06;4.721734e-06;6.6130215e-06;1.3109318e-06;4.906347e-06;4.715678e-06;1.2007226e-06;4.376228e-06;5.564367e-06;1.842932e-06
homer;2.1233716e-06;3.9023025e-06;2.3782034e-06;4.113015e-06;1.5882769e-06;1.4905307e-06;1.0929862e-06;2.7674778e-06;1.5854342e-06;1.1385957e-06;1.7919446e-06;1.7746872e-06;8.90843e-07;1.6660451e-06;2.087191e-06;8.412668e-07;1.2905432e-05;0.00074741826
bride;1.5564059e-06;2.1719068e-06;3.0099598e-06;1.8472489e-06;1.2664647e-06;1.1810064e-06;5.081922e-07;3.8362337e-05;1.2112735e-06;1.1490984e-06;1.720795e-06;1.4171295e-06;4.2518047e-07;6.249776e-06;2.2606926e-06;4.083006e-07;1.4449456e-06;2.0390703e-06
sayer;4.6498076e-06;2.032024e-06;4.7051058e-06;2.4094232e-05;3.1110033e-06;1.8477141e-06;8.843804e-07;4.21798e-06;2.566086e-06;4.379057e-05;1.5287665e-06;1.5334987e-06;7.094993e-07;2.1439726e-06;1.1217954e-06;6.845277e-07;1.6247836e-06;1.5479917e-06
truecolor;1.5094845e-06;2.2574673e-06;1.444102e-06;1.3439188e-06;1.0467148e-06;8.540497e-07;3.0327232e-07;1.1370797e-06;2.2170761e-06;1.2274472e-06;1.4549772e-06;3.1123304e-06;2.7636273e-07;1.1409053e-06;0.00026618614;2.8446513e-07;1.3224711e-06;1.5006254e-06
patwisdom;1.5516588e-06;1.438876e-06;1.6637881e-06;1.3940709e-06;2.3661532e-06;1.812415e-06;5.7370573e-07;9.768803e-07;1.2469793e-06;0.00014752816;1.579869e-06;1.2565014e-06;4.4077683e-07;6.548851e-05;1.0462387e-06;4.306776e-07;1.2555726e-06;1.1854193e-06
horsepower;1.9156557e-06;3.1112074e-06;1.2688566e-06;1.2219144e-06;2.1922087e-06;1.284582e-06;1.1184169e-06;9.4768666e-07;1.2060842e-06;4.7475455e-06;1.1399399e-06;3.516707e-06;9.0120045e-07;1.8297108e-06;1.1154958e-06;8.874141e-07;0.00033933585;2.2856027e-06
prime;4.7312973e-05;1.1562212e-06;2.7286591e-05;4.705577e-06;0.0002886303;0.00023637504;8.609153e-06;1.2281141e-05;1.8462742e-05;0.00014494255;0.0003282573;4.517557e-06;9.000182e-06;4.1979325e-05;2.2903947e-05;8.352188e-06;6.536311e-06;0.00022367605
paycheck;1.7510342e-06;1.1298004e-06;1.2474336e-06;2.6107016e-06;3.8506838e-05;1.1877808e-05;1.3005887e-06;8.350522e-07;1.0965384e-06;1.4540102e-06;1.4926308e-06;1.0676691e-06;1.1591977e-06;1.5928762e-06;1.1214969e-06;1.1092094e-06;1.7648367e-06;2.9697796e-05
xenon;4.8438897e-06;3.9499835e-05;3.7749014e-06;1.9166555e-06;3.5178888e-05;1.9742292e-06;9.123045e-06;1.437978e-06;3.342243e-06;1.7574005e-06;1.282937e-06;1.5388747e-05;7.649144e-06;1.4455621e-06;1.7227153e-06;8.177258e-06;3.7413186e-06;0.00014943903
carrier;0.00012974479;4.040326e-06;3.0074375e-06;0.0001146744;9.171099e-06;0.00036546524;2.3109938e-06;4.8554607e-06;2.1593358e-05;6.898079e-05;5.875294e-05;0.00015768546;2.7437777e-06;9.713704e-06;2.173208e-06;2.4409883e-06;2.3743096e-05;2.5063086e-06
text;3.1494175e-05;1.2023365e-05;0.00019399224;0.00018946326;2.234617e-05;9.93165e-06;1.9568552e-06;0.0017297809;0.001030416;0.0009200707;0.00012281044;4.8525882e-05;1.9232357e-06;8.425085e-05;0.002970014;2.116912e-06;3.0026124e-06;2.4530739e-06
flag;7.01098e-05;1.7750319e-06;1.4112215e-05;3.0527551e-06;4.7670283e-06;0.000114941824;2.3771302e-06;1.5653579e-05;5.1134293e-06;1.6543538e-05;7.55332e-05;3.6553358e-06;2.6802336e-06;0.00012614479;0.00047108793;2.4276626e-06;1.01359e-05;4.0051154e-06
circuitry;1.7708827e-06;3.113015e-06;1.0525723e-06;1.182114e-06;1.5708691e-06;9.327805e-07;5.1208036e-07;9.28423e-07;1.2280893e-06;2.5925974e-05;1.2216376e-06;0.00015157588;4.5656768e-07;1.0756694e-06;1.4036331e-06;4.651374e-07;1.935682e-06;1.1875453e-06
unworthy;1.8575955e-06;1.325259e-06;6.041029e-06;1.8206334e-06;1.5313297e-05;2.706059e-06;9.033322e-07;3.7187478e-05;1.3538737e-06;1.6123553e-06;3.3857123e-05;1.0791291e-06;7.6476965e-07;7.9334255e-05;1.0475816e-06;7.299711e-07;1.54182e-06;1.4553136e-06
darkness;1.10609535e-05;3.299178e-06;1.9609422e-05;1.9469908e-06;1.9546146e-06;1.8458824e-06;1.4109587e-06;0.00015388269;1.4443984e-06;1.5249177e-06;2.2140118e-06;4.371452e-06;1.2002531e-06;1.40544225e-05;1.5363189e-06;1.1313617e-06;2.3562045e-06;1.9062218e-05
retain;6.740029e-05;1.9642698e-06;6.2646586e-06;3.1517196e-05;0.00014899373;2.0640508e-05;2.6686575e-06;3.1968262e-05;2.1514066e-05;4.9086866e-05;5.1430878e-05;7.0343767e-06;2.7652923e-06;3.72958e-05;5.319371e-05;2.8622428e-06;5.820777e-05;7.4726922e-06
alliance;2.6694763e-06;2.58911e-06;1.8991691e-06;1.7329779e-06;1.4050683e-05;3.3982749e-06;7.176433e-07;1.8676893e-06;1.1666664e-05;1.6736185e-05;0.00011114591;3.847359e-06;6.4103e-07;8.368191e-06;1.4900984e-06;6.3269175e-07;1.2941433e-05;2.1119952e-06
howthe;1.7385612e-06;1.9401027e-06;1.9385512e-05;1.7193032e-06;2.6256225e-06;1.7514371e-06;1.2290285e-06;1.4788025e-05;1.7627052e-06;1.3393104e-05;1.9808042e-06;1.1451218e-06;9.541914e-07;2.8951843e-05;1.2421099e-06;8.614928e-07;1.4668243e-06;1.3350327e-06
preservation;2.1445958e-06;2.1082183e-06;4.0793926e-05;1.9772817e-06;1.4340425e-05;2.6093574e-06;1.2090757e-06;7.8826e-06;1.7472483e-05;4.084808e-06;1.4866265e-05;1.3376165e-06;1.0381364e-06;3.3342698e-05;1.2077298e-05;9.3732643e-07;1.4799651e-06;1.4464043e-06
dsuvax;1.2734296e-06;0.00013189093;2.4349351e-06;1.0823322e-06;6.131569e-07;8.034616e-07;1.1303989e-06;2.0807553e-05;2.8117493e-06;7.213643e-07;1.1022796e-06;2.2568524e-06;9.140907e-07;1.0660839e-06;9.0795265e-07;9.204645e-07;1.5274336e-06;1.5569891e-06
cheat;2.803784e-06;1.0945071e-05;1.7188739e-05;2.3267253e-06;5.4384845e-06;4.4524113e-06;2.7956467e-05;2.8639926e-05;1.6679268e-06;7.0900685e-05;3.0323665e-06;0.00014445247;2.3234443e-05;2.7532276e-06;2.2441504e-06;2.3038074e-05;0.00017888045;1.1865056e-05
vuse;3.51048e-05;2.350652e-06;5.5468045e-05;2.2542793e-06;7.801388e-05;2.2208249e-06;4.214872e-06;2.2027398e-06;1.7827335e-06;2.0124057e-06;2.8128725e-06;1.284924e-06;3.446063e-06;1.6839183e-06;1.4954412e-06;3.2419453e-06;2.05912e-06;1.4619768e-06
composite;3.5500318e-05;2.0690886e-05;3.6869758e-06;2.5214706e-06;2.8002062e-06;1.4504672e-06;5.53684e-07;2.206274e-05;9.943493e-05;2.375068e-06;1.9547629e-06;0.00026937982;5.8963843e-07;1.3274703e-06;4.498976e-05;6.057805e-07;4.081464e-06;3.1823522e-06
adamadam;1.3204398e-06;9.487e-07;1.3782886e-06;9.837647e-07;1.2774292e-06;1.7457905e-06;3.1853367e-07;1.1978625e-06;1.1385874e-06;1.0245813e-06;0.00016788598;9.255111e-07;2.7649799e-07;1.4685154e-06;9.530292e-07;2.61654e-07;1.1473021e-06;1.1010161e-06
publishing;3.455717e-05;1.3935415e-05;5.319384e-06;2.0771942e-05;5.91893e-06;2.109906e-06;5.6662617e-07;8.917248e-06;0.00021203826;2.4455278e-06;2.1338274e-06;3.2520688e-06;5.256911e-07;5.968093e-06;8.897792e-06;5.1499416e-07;2.2491188e-06;6.9309117e-06
steroid;2.1721842e-06;1.9171196e-06;1.5446203e-06;0.0004025431;2.4273083e-06;1.6787632e-06;5.7842374e-07;1.1330897e-06;1.4005719e-06;1.0025913e-06;1.4523334e-06;1.2062333e-06;4.6468995e-07;1.3600821e-06;9.978311e-07;4.5778154e-07;1.8099774e-06;9.356745e-06
capitalize;4.0437564e-05;2.979306e-06;1.9927506e-06;1.933039e-06;3.6388765e-06;7.3637975e-06;1.097489e-06;2.0662064e-06;1.5946873e-06;1.8962583e-06;5.589692e-06;1.6317963e-05;1.0696194e-06;2.5789024e-05;1.3820904e-06;1.0281507e-06;2.8268873e-06;9.324169e-06
abuse;5.6794306e-06;3.2578973e-06;0.000113837785;0.000123889;0.0016109679;6.0065726e-05;1.0042459e-05;0.00029998366;0.00017327329;0.00027802496;4.3844862e-05;2.4841934e-06;8.902634e-06;0.0010630336;1.1211681e-05;8.567216e-06;2.6088517e-05;3.3144634e-06
coast;0.00014998531;0.00020228332;2.443717e-06;6.575532e-06;4.1866397e-06;5.3206627e-06;2.031199e-06;2.1192898e-06;0.00019123669;1.3224957e-05;9.7266e-06;4.9295695e-06;1.9006028e-06;6.532019e-06;2.4754304e-06;1.9115168e-06;9.868532e-06;0.00017777941
specific;0.00022858114;9.864002e-06;0.000450366;0.0004895047;0.0004439674;0.0009816202;3.336207e-05;0.00058792357;0.0008028222;0.00029210543;0.00010791628;0.0004996042;3.8658854e-05;7.535104e-05;0.00088803045;3.654429e-05;0.0003144668;5.3968474e-06
leland;3.6479585e-06;0.0003079209;9.0211e-06;6.5287895e-06;7.4482978e-06;7.006173e-06;0.00017529933;2.358631e-06;1.9951136e-05;3.2457898e-05;3.0309266e-06;0.00012222306;0.0001369645;2.9471528e-06;2.2870704e-06;0.00013723283;0.0002483129;0.00057497324
baltic;1.0839838e-05;1.3408129e-06;1.7526174e-06;1.298401e-06;1.6140026e-06;6.841206e-06;5.262903e-07;1.2053075e-06;1.2931018e-06;1.2145639e-06;4.1274452e-05;2.1453186e-06;4.9908374e-07;1.5879423e-06;1.021005e-06;4.6081482e-07;1.5754372e-06;1.4407253e-06
decay;0.000120641576;2.4357512e-06;9.054503e-05;1.663091e-06;2.1504843e-06;1.628813e-06;1.5206466e-06;6.0874205e-05;1.713049e-06;1.3810883e-06;3.915628e-06;1.2218844e-06;1.2629426e-06;3.3890933e-06;1.1234752e-06;1.1388854e-06;5.5776036e-06;1.3966002e-06
professor;9.8181044e-05;3.7386012e-06;8.120232e-06;0.00016305398;1.305352e-05;8.898196e-06;3.1809773e-07;1.5457303e-05;0.00074249617;1.2243421e-05;0.0013521742;1.8847683e-06;2.913374e-07;1.47842575e-05;2.652264e-06;2.9799864e-07;3.798973e-06;1.4826775e-06
andother;4.92227e-06;1.0124738e-05;1.2407384e-05;2.7594601e-06;6.152712e-06;6.208735e-06;2.035209e-06;5.37922e-05;2.720839e-05;4.575172e-05;3.721654e-05;9.671046e-06;1.8525129e-06;3.9215163e-05;3.7406592e-06;1.752346e-06;2.9694259e-06;2.1806193e-06
tongue;3.015204e-06;4.7168896e-06;2.2989e-05;0.000102373924;2.864605e-06;8.312984e-06;2.92375e-06;0.0003791514;1.874058e-06;1.4631588e-06;3.1961013e-06;1.6605824e-06;2.3942112e-06;4.314919e-06;1.4364548e-06;2.3038522e-06;1.8600907e-05;4.6123445e-05
claim;0.00015123058;5.1384695e-06;0.004616929;0.0006225405;0.00054529926;3.20577e-05;0.00017963878;0.0015829734;2.6062316e-05;0.00067391794;0.0022117838;3.6139474e-05;0.00015337703;0.0024279894;3.413173e-05;0.00015075656;0.00089970336;0.0003495947
seriesin;1.2499634e-06;2.2392653e-06;9.542812e-07;9.623699e-07;8.942966e-07;9.63414e-07;4.9458646e-07;8.83636e-07;9.407193e-07;8.606538e-07;1.1589641e-06;9.75362e-07;3.9919618e-07;1.0761086e-06;9.536783e-07;3.8137804e-07;1.5728805e-06;0.00012005233
massage;2.6512448e-06;1.2236192e-06;2.5493698e-06;0.00015914202;5.7201178e-05;8.116466e-06;1.2327779e-06;2.2776746e-06;3.084291e-06;6.049756e-06;1.7478252e-06;6.9547878e-06;1.1377963e-06;2.2691365e-06;2.0516198e-05;1.1755991e-06;2.1616036e-06;1.8749234e-06
outskirt;1.3292308e-06;1.0533811e-06;1.4126852e-06;1.049816e-06;1.4457951e-06;1.8616661e-06;3.638733e-07;1.2163374e-06;1.0346196e-06;1.1388335e-06;9.135048e-05;8.583758e-07;3.1219415e-07;3.0453343e-06;8.5553563e-07;2.9445357e-07;1.1435782e-06;1.1850723e-06
assert;3.5617363e-06;1.7527485e-06;0.00077082525;1.6579752e-05;1.0856196e-05;5.734499e-06;6.0247967e-06;0.00015123;3.9637844e-06;7.139087e-05;0.00012874819;4.7162794e-06;5.0699996e-06;8.6589476e-05;2.2857492e-05;4.4488966e-06;2.2894403e-06;4.852901e-06
correspondent;2.4355224e-05;1.7301373e-06;3.946222e-06;1.7240073e-06;3.246797e-06;8.377545e-06;9.0130567e-07;8.545292e-06;3.0305746e-06;6.160936e-06;7.276323e-05;2.1606522e-06;8.829584e-07;2.211591e-06;4.220989e-06;8.269495e-07;2.158349e-06;5.7981226e-05
disaster;3.2393782e-05;9.593271e-06;6.614748e-05;6.3117645e-06;1.3792762e-05;5.33591e-05;0.0003584738;3.8342718e-05;1.4712862e-06;6.696731e-06;7.436238e-05;1.9245595e-06;0.00025588227;9.723528e-05;1.1829507e-06;0.00024561858;7.721748e-06;4.1735752e-06
positioning;6.327481e-05;3.5858957e-06;1.5472297e-06;1.6195565e-06;1.9852496e-06;1.2528027e-06;3.5723443e-07;1.0937243e-06;8.879831e-06;1.5842653e-06;1.4220644e-06;6.235971e-06;3.5202473e-07;1.2118645e-06;8.253013e-05;3.659941e-07;1.9442998e-06;5.3310023e-06
stack;1.6515796e-05;0.00031747774;2.2565669e-06;2.2907006e-06;2.2280076e-06;2.9051246e-06;4.7924873e-06;1.4357772e-06;5.8752667e-06;3.0954461e-06;1.728837e-06;0.00012559365;4.6431496e-06;6.409715e-05;0.0001379215;5.068579e-06;2.8235316e-05;9.500725e-06
hydrogen;0.00023640673;2.3561192e-06;1.6287003e-06;4.8780144e-05;2.4453966e-06;1.655107e-06;3.6001668e-07;1.0756777e-06;2.0656162e-06;1.4209539e-06;1.4153375e-06;1.7079669e-06;3.2047907e-07;2.5647807e-06;1.2373074e-06;3.229831e-07;1.9574293e-06;1.3754737e-06
ethic;1.5746968e-05;6.804348e-06;0.00058380736;1.4567457e-05;1.6231756e-05;1.1446309e-05;1.2960947e-05;9.520067e-05;1.840357e-05;0.0001311157;5.9162914e-05;1.5669643e-06;1.0593192e-05;5.792299e-06;2.1226044e-06;9.014683e-06;2.6580876e-06;8.417935e-05
nore;1.472029e-06;1.4888852e-06;1.360686e-06;0.00014103558;1.4756162e-06;1.1191786e-06;3.5027813e-07;9.627988e-07;1.1043969e-06;8.568889e-07;1.1230708e-06;9.879959e-07;2.7975216e-07;1.1494851e-06;8.061878e-07;2.6945e-07;1.2134288e-06;1.0886207e-06
ttake;4.8840343e-06;2.292652e-06;2.4261178e-06;1.718523e-06;2.3728398e-06;1.3685635e-05;1.9343042e-06;3.1489215e-06;1.5520744e-06;1.7065886e-05;2.424154e-06;1.2953996e-06;1.6750797e-06;1.8926537e-06;1.107156e-06;1.5447608e-06;2.396317e-06;1.9449535e-05
approve;7.129219e-05;1.4720697e-06;7.247503e-05;0.00028828124;0.00020671374;0.00014681094;7.748973e-06;5.705202e-05;1.6011494e-05;0.00060170196;2.4303612e-05;4.8918137e-06;7.3325414e-06;0.000317702;2.21828e-06;6.414695e-06;4.8091165e-06;4.266722e-05
hardto;2.7399287e-06;2.6043997e-05;2.8546713e-06;3.2772182e-06;2.778388e-06;1.8449302e-06;1.9349186e-06;1.1674857e-05;2.2966935e-06;5.1460843e-06;8.445223e-06;3.0192119e-05;1.6984025e-06;1.5353438e-06;1.4803223e-06;1.7296394e-06;1.3688719e-05;1.9895742e-06
kkopp;1.7261111e-06;2.8619015e-06;1.4941049e-06;1.3770004e-06;2.9803546e-06;1.4228767e-06;1.0686216e-06;9.949275e-07;9.886579e-07;1.0085032e-06;1.1756309e-06;1.5792541e-06;8.659622e-07;1.8429009e-06;8.987313e-07;8.3682744e-07;0.00023924706;1.9899576e-06
news;0.00033874094;0.0016108863;3.089398e-05;0.0005879779;0.00021491825;0.00019748246;0.0003033584;0.00027316407;0.004273388;0.00053249305;0.0005729754;2.1124555e-05;0.00030013386;0.0014994773;0.000732087;0.00033679584;0.00013453064;0.00029615947
routinely;6.654352e-06;1.9328377e-06;3.0023996e-06;0.00012622416;8.24679e-06;2.748009e-05;1.5033492e-06;2.064481e-06;5.5849882e-06;0.000120536395;1.1486982e-05;3.5253302e-06;1.3472254e-06;2.1801394e-05;1.370863e-06;1.2518603e-06;8.797267e-06;1.9068008e-06
exclusive;4.4859342e-05;4.4105586e-06;4.110764e-05;8.0668015e-06;8.309508e-06;3.7964044e-06;2.8345091e-06;3.6180336e-05;1.5599073e-05;5.9465812e-05;8.303084e-05;1.670095e-05;2.673114e-06;5.567261e-06;1.2148897e-05;2.5464817e-06;6.1824765e-05;3.844557e-05
schnei;1.4193445e-06;2.6400699e-06;1.594345e-06;1.1827128e-06;1.6564665e-06;1.1018767e-06;5.5610764e-07;9.255649e-07;1.7825124e-06;0.00016266665;1.2763105e-06;1.4138776e-06;4.248542e-07;1.3742888e-06;1.0678674e-06;4.2408269e-07;1.2091443e-06;1.1449138e-06
koelln;1.3002608e-06;1.4077956e-06;1.4721169e-06;1.0506633e-06;1.6196955e-06;1.0412847e-06;4.661393e-07;8.751948e-07;1.1288275e-06;0.000234203;1.2169028e-06;1.3368106e-06;3.5519162e-07;1.3551389e-06;1.009783e-06;3.5333483e-07;1.1064095e-06;1.0255916e-06
asia;4.3955115e-05;2.5336526e-06;5.571103e-06;1.7181477e-06;2.13165e-06;2.5279232e-06;3.7646828e-07;6.539883e-05;1.6791531e-05;1.5144841e-06;0.00013981362;1.3518412e-06;3.6144456e-07;1.9323772e-06;2.4721749e-06;3.433894e-07;2.9657763e-06;1.57071e-06
indirect;1.0296417e-05;2.5506379e-06;1.2452673e-05;4.9318704e-05;7.3459846e-06;2.4151607e-06;1.288699e-06;1.2362362e-05;3.6266179e-06;7.0468354e-06;7.1509617e-06;3.0889937e-06;1.1729246e-06;2.9793316e-06;8.4914995e-05;1.1785581e-06;4.155788e-06;2.0990337e-06
juan;1.641763e-06;6.9588227e-06;1.2511413e-06;1.2724307e-06;1.2644928e-06;1.1545807e-06;6.9668295e-07;1.0941907e-06;3.583102e-06;1.218763e-06;1.3555349e-06;2.3733744e-06;6.087363e-07;1.2209221e-06;2.3035183e-05;6.0654537e-07;2.0142174e-06;0.00020994023
andthat;2.5789718e-06;3.9585e-06;2.6504766e-05;6.4299275e-06;7.123413e-05;5.1400875e-06;3.227843e-05;5.256831e-05;1.2094578e-06;2.4648846e-06;2.4834535e-05;7.767833e-06;2.6020474e-05;2.5474137e-05;1.9113252e-06;2.6026124e-05;3.098679e-06;7.916961e-06
accept;1.2796621e-05;3.4484994e-05;0.00233304;0.00042521505;0.00018992968;0.00036160226;0.00012492108;0.0017331925;0.00059496105;6.181473e-05;0.0007078362;5.8757716e-05;0.0001281738;0.0002734046;0.00032065262;0.00011363034;8.593183e-06;1.0597905e-05
habitable;0.000134814;1.1693305e-06;1.4368994e-06;1.3514388e-06;1.5404344e-06;1.777458e-06;2.9126193e-07;1.163522e-06;1.2536233e-06;1.1967835e-06;2.2884253e-05;1.0710672e-06;2.6516784e-07;1.5579446e-06;8.6382596e-07;2.6020078e-07;1.6043986e-06;1.3021097e-06
lateran;1.4453495e-06;1.6990814e-06;3.6836616e-06;1.3760881e-06;9.735608e-07;9.234593e-07;4.0824114e-07;0.00017511651;1.0186599e-06;9.657977e-07;1.7769026e-06;9.85068e-07;3.3200172e-07;1.3655981e-06;8.3571877e-07;3.2923563e-07;1.3245538e-06;1.3590407e-06
used;6.1189153e-06;9.643592e-06;2.3985696e-05;4.314929e-06;8.244782e-05;2.7860617e-06;6.9883736e-06;6.940936e-06;6.014772e-06;3.0108287e-05;2.5005013e-06;6.132319e-05;6.1674687e-06;1.047338e-05;8.562315e-06;6.319118e-06;8.572229e-06;5.86048e-06
mecca;1.4820287e-06;2.0236348e-06;3.587882e-06;1.195419e-06;1.1934721e-06;1.3170268e-06;4.7498008e-07;2.2841275e-05;1.3262069e-06;1.1034396e-06;2.2292052e-05;8.018588e-06;4.2742218e-07;1.2842978e-06;1.174857e-06;4.0403552e-07;1.5013242e-06;1.2588337e-06
taib;1.5904396e-06;4.1857293e-06;1.1760649e-06;1.237494e-06;1.1893807e-06;9.804343e-07;6.1492375e-07;1.0848921e-06;1.4700576e-06;1.5111226e-06;1.2844489e-06;7.6362245e-05;5.682494e-07;1.068435e-06;1.2201682e-05;5.7617405e-07;2.172035e-06;1.4741404e-06
seeing;1.1420759e-05;4.0600016e-06;6.9745433e-06;7.861968e-06;3.594144e-06;1.135999e-05;4.8525926e-06;2.4561625e-06;1.5834487e-06;1.7053009e-06;1.8690349e-06;4.531231e-06;4.3407467e-06;2.5702998e-06;3.4815673e-06;4.0319273e-06;2.9030025e-06;5.1123403e-05
sexually;2.714653e-06;3.940819e-06;9.52968e-06;0.00014237291;4.0547593e-06;1.0585e-05;2.1290439e-06;0.00014839173;6.2205418e-06;2.2640697e-06;7.774067e-06;1.3851165e-06;1.8572907e-06;5.900489e-06;1.4179227e-06;1.7069079e-06;2.7030355e-06;4.2939777e-05
russ;3.4744025e-06;0.000115641255;7.93794e-06;6.45869e-05;7.594307e-06;4.1077897e-06;1.0454755e-05;6.0957973e-06;1.2540651e-05;3.6789493e-06;2.128342e-06;0.000120116405;9.781865e-06;0.00012275975;0.00011024406;1.0197338e-05;1.3339886e-05;0.0002886362
