;0;1;2;3;4;5;6;7;8;9;10;11
operative;2.0938523e-06;2.7787175e-06;3.3238584e-06;0.00014517068;1.5963477e-06;2.2008664e-06;2.0390842e-06;5.3880217e-06;1.0022979e-05;3.2806422e-06;2.8001732e-06;2.6323844e-06
magnesium;1.2187351e-06;1.3371651e-06;1.5719127e-06;1.741048e-06;1.0682406e-05;1.1196098e-06;1.7240318e-06;1.3752792e-06;1.920844e-06;0.00025499857;1.7132958e-06;2.2957042e-06
substantial;4.157522e-05;3.0497351e-06;4.0000294e-05;5.0343668e-05;1.2046757e-05;4.34629e-06;8.9122805e-06;4.515749e-06;7.698895e-06;0.0002511027;6.9631504e-05;3.6428967e-06
exception;0.00017180169;1.0957927e-05;0.00017296261;1.8052477e-05;0.00017462233;9.611996e-06;0.00010719862;9.47851e-05;3.045678e-05;5.0170445e-05;9.316046e-05;6.9494713e-06
ntsc;1.16332e-06;1.2209409e-06;1.7718194e-06;1.4557174e-06;0.00012421733;1.4762439e-06;1.879971e-06;1.0634035e-06;8.261455e-05;2.028537e-06;1.4995741e-06;3.556304e-05
visually;2.5354975e-06;1.8204428e-06;2.1530377e-06;1.7673798e-06;9.617188e-06;1.5217751e-06;1.7146576e-06;1.5631855e-06;3.134539e-05;6.0519933e-06;1.63341e-05;4.9587024e-06
howto;2.3824725e-06;1.5636072e-06;4.1327585e-06;1.5799613e-06;2.1089925e-05;1.5817092e-06;2.0289065e-06;5.659143e-06;3.839913e-06;2.0347934e-06;1.6936987e-05;4.4540797e-05
rockie;6.5647146e-07;1.2833651e-06;9.4627705e-07;1.4683272e-06;1.6994134e-06;1.5443751e-06;0.00044002806;1.1694373e-06;7.462833e-07;1.545909e-06;1.3674809e-06;2.8007157e-06
batch;1.7670874e-06;6.1400756e-06;4.616325e-05;5.0503872e-06;4.0382747e-05;1.455035e-06;1.8509606e-06;1.6262821e-06;0.00025003598;4.2053575e-06;2.5602176e-06;5.9654203e-06
belong;0.00013836128;9.934656e-05;0.00010876221;0.00053369283;5.2471046e-06;5.0365466e-05;0.00020703659;0.00020324269;5.8694102e-05;9.4696825e-06;0.00023302423;3.134618e-05
chipset;9.559741e-07;1.0072556e-06;3.6093086e-05;1.097164e-06;0.00012180696;1.1527984e-06;1.8817683e-06;1.0109223e-06;3.4686589e-06;1.9279446e-06;1.6097687e-06;0.0001316221
luckily;2.2431195e-06;2.6701214e-06;1.7717518e-06;2.582917e-05;4.6317924e-05;1.31415045e-05;3.061253e-05;4.4293465e-06;2.1591725e-06;3.1411107e-06;4.96424e-06;4.57725e-06
receiver;1.9511285e-06;3.2285188e-06;7.809821e-05;1.7813146e-06;0.0005061454;3.8989588e-06;2.2419683e-06;1.5718274e-06;3.5154687e-06;4.78379e-05;6.1451397e-06;1.120764e-05
microdistrict;9.664416e-07;1.4909041e-05;5.674574e-07;2.48837e-06;1.2697769e-06;0.00030211342;2.048397e-06;1.1666212e-06;7.505064e-07;1.4631893e-06;1.8060321e-06;1.0029179e-06
shalom;1.6632766e-06;1.8664662e-06;1.462707e-06;2.855998e-05;1.1744771e-06;1.7563915e-06;1.80927e-06;2.88272e-05;1.8919442e-06;2.3053426e-06;2.0563275e-06;5.920335e-06
optimization;1.265464e-06;1.1541559e-06;3.165094e-06;1.4290787e-06;1.0661269e-05;8.94219e-07;1.4515007e-06;1.1713761e-06;4.7231937e-05;5.401645e-06;1.5019297e-06;3.426146e-06
adelaide;9.177238e-07;1.9071417e-06;1.79067e-06;0.00024101944;4.9145115e-06;2.1470048e-06;1.8795515e-06;1.6027295e-06;1.8233759e-05;2.8880913e-06;2.6779594e-06;6.583387e-06
ruler;5.6723247e-06;5.7707443e-06;9.032385e-06;0.00013884951;2.2500435e-06;3.0828455e-06;1.7923043e-06;0.00011040935;1.236937e-05;3.9319716e-06;3.709167e-05;2.6516643e-06
formulation;3.935476e-06;1.3791844e-05;6.3127836e-06;2.4030658e-06;1.2274304e-06;1.914215e-06;1.5380224e-06;3.115849e-05;1.2504654e-06;2.9785504e-06;1.0798385e-05;2.9182165e-06
interpreter;2.6242813e-06;1.3816482e-06;3.1316645e-06;1.7212435e-06;2.325181e-06;9.638965e-07;1.4605793e-06;1.24594735e-05;0.00014063624;2.1893507e-06;1.6460757e-06;5.300232e-06
patriot;1.5874442e-06;5.41997e-06;5.501001e-06;7.179205e-05;1.275137e-06;1.4187778e-05;2.1503693e-05;1.7332878e-06;1.194063e-06;2.4063365e-06;2.4983272e-05;2.0536977e-06
parade;3.4650493e-06;3.438994e-05;1.4990716e-06;4.894739e-06;1.3861692e-06;7.60983e-06;4.4319804e-05;4.5966142e-05;1.1357854e-06;3.5576088e-06;4.4559993e-06;2.8048748e-06
usual;0.0002786846;5.4703956e-05;8.7890614e-05;7.515126e-05;0.00029060594;0.00018107281;8.889167e-05;7.1280025e-05;0.00010116326;0.0001300085;2.2163978e-05;1.8555851e-05
orthe;3.171192e-06;2.5115101e-05;2.5428462e-05;3.7036104e-06;1.2943883e-05;4.4783287e-06;2.0737427e-06;2.1760183e-05;1.8303108e-06;7.095421e-06;1.6245736e-05;6.9432504e-06
amnesty;1.3409539e-06;5.262574e-06;2.4562496e-06;2.3194987e-05;1.0910508e-06;2.126641e-06;2.8663949e-06;1.8094746e-06;1.0411535e-06;1.8742481e-06;6.317029e-05;1.6393958e-06
arrest;2.7995309e-06;0.00092145597;0.0001642265;0.00019458302;1.3593427e-06;7.5953035e-06;3.4703066e-06;3.0151958e-05;1.4226051e-06;3.54014e-06;0.00016515022;9.616293e-07
techie;2.4603905e-05;1.8031574e-06;3.995978e-06;1.8632763e-06;1.5187098e-06;2.0546502e-06;1.8152326e-06;1.7175832e-06;2.6163766e-06;6.150395e-05;1.805977e-05;2.824338e-06
textbook;7.667211e-05;2.218211e-06;2.8309774e-05;1.2022395e-05;4.0760083e-06;3.3453216e-06;3.5142316e-06;5.6147765e-06;1.3555343e-05;8.919756e-05;3.9672354e-06;4.599207e-06
critisism;6.975891e-07;0.00011459992;1.2074614e-06;1.939305e-06;1.0720029e-06;2.3300117e-06;1.3527809e-06;2.0838388e-06;9.3453707e-07;1.5202403e-06;1.6744949e-06;1.2615089e-06
faculty;5.785862e-06;2.0423877e-06;3.2396113e-06;1.9695703e-06;5.567552e-06;2.140524e-06;2.2308416e-06;5.7232442e-05;5.3035466e-05;2.9789624e-05;3.3780018e-06;9.497193e-05
manual;1.7569345e-06;1.8423285e-06;4.162972e-06;1.9451452e-06;0.0020175187;2.297503e-06;3.884969e-06;1.7925993e-06;0.0011209833;5.0289556e-05;2.2202375e-06;0.0001315667
bothside;2.4318385e-06;2.0892905e-06;1.3844789e-06;1.3275249e-05;1.0164437e-06;1.7326443e-06;1.4844094e-06;2.2178647e-05;1.0754189e-06;1.7681728e-06;1.2634563e-05;1.7528271e-06
spec;3.7541438e-06;1.5679808e-06;2.7526654e-05;1.2753594e-06;0.00066192524;2.9100938e-06;2.9064072e-06;1.9096356e-06;8.7549844e-05;6.9379666e-06;3.4536163e-06;0.0005034968
derive;8.0560734e-05;4.1114354e-06;0.00013895259;4.3471697e-05;3.2959545e-06;2.573145e-06;1.9725746e-06;0.00029767133;5.0034792e-05;9.996662e-05;0.00011045572;4.3122564e-06
glenn;1.8699457e-06;0.00011391203;6.1784274e-05;2.2903419e-06;1.16002775e-05;3.6576612e-06;0.00012743007;1.7026931e-06;6.8880625e-05;3.7693112e-06;7.306323e-06;0.00016985208
icccm;8.8310856e-07;9.188299e-07;1.1714665e-06;1.2807112e-06;1.837143e-06;8.134444e-07;1.2397253e-06;1.1288781e-06;0.000102885206;1.5295606e-06;1.185157e-06;2.7336648e-06
beirut;6.2366746e-07;1.4625673e-06;1.0595304e-06;9.136819e-05;8.9313477e-07;1.4645811e-06;1.3859591e-06;1.450959e-06;1.005101e-06;1.4998861e-06;1.5887765e-06;1.187934e-06
dothe;1.8890601e-06;2.0070565e-06;4.101141e-06;5.358486e-06;2.6146976e-05;2.0441216e-06;1.8202338e-06;1.405733e-06;4.789333e-06;3.3959568e-06;8.240687e-06;3.4887196e-06
electronic;3.5288483e-06;3.4160494e-06;0.0009977764;1.9987997e-06;0.0006090354;1.8316084e-06;6.794378e-06;1.5735432e-06;0.00019449685;0.00029484145;5.5030728e-06;0.0010465117
communism;3.0152337e-06;2.9976668e-06;5.0752e-06;6.7923493e-06;1.2203095e-06;2.1087153e-06;1.8716937e-06;3.081371e-05;1.2319173e-06;1.99616e-06;7.8856e-05;2.405781e-06
bind;0.00010759876;7.1098602e-06;5.070559e-05;0.00014796207;5.966512e-06;3.835494e-05;1.6501555e-05;0.00032955766;6.877911e-05;0.00010850224;0.00011399012;1.4840115e-05
invade;1.6265793e-06;5.9310037e-06;1.1742616e-05;0.00065086735;1.2323367e-06;2.6004689e-06;1.8311243e-06;3.925926e-06;1.5501931e-06;1.2950553e-05;5.6719087e-05;1.2497011e-06
suggest;0.002287668;0.00092417275;0.0007247606;0.00038717606;0.0003088852;5.8515212e-05;5.0468232e-05;0.0006564821;0.00050191;0.0004600967;0.0006218511;3.4004937e-05
idea;0.0028647492;0.00023099432;0.0019683382;0.00022555538;0.0008580851;0.0006671163;0.0003636677;0.0010255846;0.0002742436;0.0009614906;0.0012526334;0.00071519264
jamesjame;5.669915e-07;8.814696e-07;1.0344722e-06;9.308624e-07;9.2554874e-05;1.162333e-06;4.4602816e-06;7.5896116e-07;1.2211664e-06;1.334473e-06;1.1105609e-06;2.382467e-06
known;3.3817985e-05;5.6971636e-05;0.00018496237;6.7733827e-06;7.847718e-06;1.6840973e-05;6.270483e-06;4.9234794e-05;3.4732617e-05;4.301664e-05;2.493619e-05;5.3726762e-06
refutation;3.2812124e-05;2.17962e-06;2.6388052e-06;1.3456067e-05;1.2800753e-06;2.364263e-06;1.8942605e-06;2.5755262e-05;1.535812e-06;4.331214e-06;2.3505014e-05;3.0592796e-06
communicate;3.0572275e-05;1.0309931e-05;6.911833e-05;1.719293e-05;3.0491232e-05;2.0399026e-05;2.7778951e-06;3.5088826e-05;4.030578e-05;3.92328e-05;8.9295745e-06;5.6461263e-06
betterthan;4.017703e-06;1.7634343e-06;1.6908649e-05;1.634009e-06;2.1937656e-05;2.6194452e-06;9.291598e-05;1.9012493e-06;2.2038382e-06;4.1606127e-06;5.7380093e-06;2.4753443e-05
patriotbefore;7.8450074e-07;4.2582018e-05;1.6273245e-06;1.8004482e-06;1.1016211e-06;1.794403e-06;1.2608319e-06;1.3670555e-06;8.9686733e-07;1.5405049e-06;1.859992e-05;1.3244654e-06
sorlin;1.0219308e-06;1.1548937e-06;1.19341e-06;1.1400347e-06;7.6091026e-05;2.0528755e-06;1.5437402e-06;1.0562264e-06;1.5564519e-06;1.5975038e-06;2.3063337e-06;3.9463853e-06
sortof;9.543118e-06;3.1417752e-05;1.7993406e-06;4.4650897e-06;5.4958145e-06;0.00010225151;1.22398105e-05;2.626369e-05;1.7384999e-06;2.0059873e-05;4.6380246e-06;4.700149e-06
correlate;2.8135344e-06;1.9009117e-06;2.010714e-06;5.1170005e-06;1.7959811e-06;2.0182442e-06;7.988239e-05;4.220786e-06;1.3051209e-06;2.1389607e-05;1.3558101e-05;3.6635531e-06
network;1.2365752e-05;3.3635522e-05;0.0016690595;8.579295e-05;0.00025627814;6.067406e-06;0.00010589138;4.4321732e-06;0.0016124694;0.00046948192;2.3922366e-05;0.00086143246
emory;2.3155999e-06;1.5613183e-06;1.7599501e-06;1.3347997e-06;1.203463e-05;1.8870306e-06;2.4867952e-06;1.2996468e-06;2.7275114e-06;3.1516414e-05;7.5668195e-06;0.00017453525
kojian;6.4764384e-07;1.5559195e-06;1.087842e-06;0.00014502116;8.568616e-07;1.5638797e-06;1.2923218e-06;1.3315763e-06;9.404459e-07;1.462309e-06;1.62219e-06;1.1390199e-06
eduthank;9.910259e-07;8.123871e-07;1.2351175e-06;9.951415e-07;7.888226e-06;1.1359903e-06;1.897535e-06;1.0608944e-06;3.0280332e-06;1.5463233e-06;1.452406e-06;0.00033062996
studentuci;6.733583e-07;1.3903548e-06;1.1696412e-06;0.00014320474;9.059251e-07;1.574697e-06;1.3997644e-06;1.3450618e-06;1.0170148e-06;1.5131759e-06;1.7957086e-06;1.2637812e-06
purely;0.00028191347;3.3476026e-05;4.4096505e-05;2.3845138e-05;2.4971972e-05;7.745968e-06;2.8159686e-06;5.693379e-05;1.5987458e-05;8.364995e-05;0.00015652296;4.7843023e-06
surrounding;3.3149006e-06;1.8324789e-06;1.732848e-06;3.262973e-05;2.5677684e-06;2.2430595e-06;1.7068526e-06;1.2775522e-05;2.4294482e-06;2.3678485e-05;1.965572e-06;1.9991546e-06
apartheid;6.7130065e-07;1.4873913e-06;1.2893863e-06;0.00021292064;9.853758e-07;1.6172893e-06;1.3880834e-06;1.6692107e-06;1.149212e-06;1.7453077e-06;1.798648e-06;1.1802766e-06
arromdian;6.1114116e-07;1.4859295e-06;1.0348364e-06;9.154429e-05;9.0581284e-07;1.4856034e-06;1.3327495e-06;1.2934568e-06;9.89408e-07;1.4553874e-06;1.5863918e-06;1.139398e-06
vapor;2.000597e-06;1.4236749e-06;1.568008e-06;1.6505337e-06;3.6586755e-06;1.5940052e-06;1.5993284e-06;1.9189536e-06;1.4401006e-06;7.0153255e-05;1.651762e-06;2.8985487e-06
forbid;9.733581e-06;6.253981e-06;0.00019305234;1.9722123e-05;3.0658425e-06;4.1980446e-05;2.2664628e-06;0.00017467124;3.7615757e-06;3.190127e-06;3.9063998e-05;2.4933327e-06
lang;5.2820624e-06;1.776367e-06;2.9611867e-06;1.8106556e-06;0.0001283667;2.0946509e-06;3.77958e-06;2.7002418e-06;7.762591e-05;1.5268135e-05;2.0954014e-06;1.4098961e-05
hassan;7.118127e-07;1.581322e-06;1.0961387e-06;0.00010250245;9.674382e-07;2.0772982e-06;1.4571289e-06;1.327572e-06;1.0492723e-06;1.5321638e-06;1.6910614e-06;1.8547173e-06
theycould;5.5678292e-06;1.0788442e-05;1.1446132e-05;1.1664669e-05;7.0012484e-06;1.5854856e-05;6.1074306e-06;3.018195e-06;2.68564e-06;1.0836428e-05;5.25985e-06;2.6859857e-06
amuse;1.8149404e-06;1.4969642e-06;1.4138778e-06;1.7606422e-06;1.3929223e-06;1.0078646e-06;1.3163058e-06;1.6182612e-05;2.0992513e-05;1.9073723e-06;5.4197503e-06;2.7498054e-06
rest;0.0003514032;0.00041653545;0.00026925863;0.00050403527;0.00025952273;0.0009372489;0.00048668642;0.00064957526;0.000100938145;0.00017698662;0.00032758192;1.3375842e-05
laptop;1.2464544e-06;1.6518542e-06;0.0003249445;1.4073375e-06;5.2124866e-05;9.1598366e-07;3.6787974e-06;1.2617817e-06;3.2674404e-06;2.686541e-06;2.3230684e-06;5.1004704e-06
iniquity;2.6467233e-06;1.4977381e-06;1.1515558e-06;2.177965e-06;1.0758384e-06;1.1617966e-06;1.3569e-06;0.00022062712;1.1029468e-06;1.924115e-06;1.7184832e-06;1.4905985e-06
ihad;1.8844715e-06;1.1981449e-05;1.5684401e-06;1.3498933e-05;2.1611491e-05;3.085947e-05;2.3757686e-05;1.8719803e-06;1.4612535e-06;2.6210344e-06;6.759206e-06;3.2041598e-06
acknowledgment;9.215943e-07;1.02117e-06;2.1216745e-05;1.2314413e-06;1.426353e-06;6.8772096e-07;1.2800692e-06;1.0358605e-06;9.918862e-06;2.152916e-06;1.8205149e-06;1.8107778e-05
elegant;2.9187988e-06;1.3337608e-06;2.0427794e-06;1.4615752e-06;2.5233066e-05;1.596645e-06;1.7516825e-06;1.7956482e-06;1.7631908e-05;1.0229217e-05;1.7166847e-06;4.255056e-06
benign;2.330453e-05;2.0021241e-06;7.907783e-06;2.0096525e-06;1.2735012e-06;1.8042027e-06;1.7633985e-06;1.9796356e-05;1.4492294e-06;8.823896e-06;3.5451816e-05;2.2807951e-06
slew;1.9496163e-06;3.0134315e-06;3.4398588e-06;2.3788343e-06;3.5399637e-06;9.0007e-06;2.189745e-06;1.7446246e-06;3.8870444e-06;8.872056e-05;3.1249722e-06;3.9792417e-06
noaa;1.38337e-06;1.6063849e-06;6.7302906e-05;1.5965347e-06;1.5226117e-05;1.0668781e-06;1.7005939e-06;1.253708e-06;3.382838e-06;4.4202614e-05;2.3317737e-06;3.194963e-06
spirit;1.4906565e-05;1.7880384e-05;8.847505e-06;7.4849704e-05;2.371966e-06;9.223112e-06;2.6585137e-06;0.0015765529;4.337776e-06;1.0539409e-05;7.452626e-06;3.2328987e-06
picky;3.1815914e-06;2.6796927e-06;8.436287e-06;1.0660499e-05;9.442618e-06;1.2536538e-05;2.6130974e-06;2.5213633e-06;5.3381254e-06;2.149614e-05;1.1784943e-05;1.3403693e-05
bang;3.8359263e-05;0.00011862545;5.10504e-06;2.4186218e-06;0.00014513622;1.1593611e-05;5.9517057e-05;4.1246635e-06;2.7681092e-05;3.686136e-05;4.2749514e-05;7.7574696e-05
scotland;1.859106e-06;3.0457416e-06;1.4775994e-06;2.014832e-06;1.8828326e-06;1.1244047e-05;2.5883473e-06;1.9035244e-06;7.069362e-06;2.0048196e-06;2.7307917e-05;1.3902774e-05
disproportionate;3.9147944e-06;2.5127067e-06;2.0902019e-06;4.1910847e-05;1.1073364e-06;2.2732322e-06;1.7843244e-06;1.9145748e-05;1.33089e-06;1.2435317e-05;2.5938587e-05;1.7286234e-06
obscurity;1.8192416e-06;2.0425045e-06;6.125636e-05;6.1216174e-06;1.6308069e-06;1.5497515e-06;1.66027e-06;2.7802487e-06;5.743321e-06;2.124093e-06;4.6708738e-06;4.0869386e-06
fabrication;2.0803711e-06;2.4095407e-06;5.693951e-06;8.047582e-05;1.7892642e-06;2.6747416e-06;2.2921056e-06;2.930509e-05;1.6566431e-06;3.167814e-06;2.7173178e-06;1.1663219e-05
tochange;1.8685159e-06;1.4592041e-06;1.5827538e-06;1.5529703e-06;6.851426e-06;1.4074119e-06;1.5210363e-06;1.2859824e-05;1.8002838e-05;5.3104454e-06;1.6571391e-06;3.8859735e-06
atlantaga;1.7186624e-06;3.869372e-06;1.9321621e-06;1.8810342e-06;1.8213971e-06;2.0636126e-06;6.0785455e-06;1.6181523e-06;1.0822196e-06;3.284452e-06;0.00027810904;2.7295748e-06
doublespace;1.302012e-06;1.2376844e-06;1.3621698e-06;1.113647e-06;0.00014113028;1.6186733e-06;1.6139286e-06;1.1420696e-06;2.6587113e-06;1.767473e-06;1.6121131e-06;3.6076497e-06
quad;7.605956e-06;1.9635925e-06;8.764653e-06;1.4990549e-06;8.740393e-05;5.4664597e-05;4.1424396e-06;2.6220157e-06;8.952736e-06;4.3545897e-06;4.828772e-06;0.00027158792
feserve;7.4769116e-07;9.638857e-07;1.0324666e-06;9.729906e-07;8.607742e-05;1.4216653e-06;1.5437196e-06;8.835157e-07;1.4170629e-06;1.4258515e-06;1.460905e-06;4.3467576e-06
heart;4.8908547e-05;0.00029325116;1.6236188e-05;0.00014449863;0.00013731279;0.00079856085;7.134769e-05;0.0010752622;4.80355e-06;0.0003260989;9.572762e-05;7.004758e-06
management;2.7718688e-05;3.9055653e-06;0.00041146702;2.4899223e-06;2.0997928e-05;2.5673282e-06;0.00016802181;2.0544178e-06;0.0002560164;0.00033489495;5.7355724e-06;0.00011857875
broken;1.4438972e-05;6.2840772e-06;7.620446e-06;1.6051063e-05;1.784531e-05;0.000116295116;3.268558e-05;4.7186044e-05;3.6248988e-05;2.5425898e-05;3.5766805e-06;3.8167767e-05
preston;1.5821695e-06;1.4946504e-06;1.7905403e-06;1.5097116e-06;2.7224514e-06;1.3569831e-06;1.9097874e-06;1.3020907e-06;8.785642e-06;1.8076507e-05;2.1538879e-05;0.00012230487
melissa;3.824272e-06;2.4154904e-06;2.172492e-06;2.2439938e-06;1.6941996e-06;2.5575898e-06;5.9662484e-06;2.3010056e-05;1.5474916e-06;1.2674066e-05;5.7942612e-05;9.9037325e-06
regard;0.0010870971;0.00015753493;0.0007964661;0.0007148349;0.000105691;2.8920897e-05;5.7554305e-05;0.0012018123;0.00034225607;0.00012055407;0.0005456989;0.0018408552
mainly;6.253295e-05;4.1499106e-06;1.4830963e-05;0.0001994898;0.00019154913;1.5133557e-05;2.7515998e-05;4.746664e-06;8.385201e-05;5.408114e-05;6.8996094e-05;9.405006e-05
disturb;1.29466525e-05;5.360252e-05;0.000120752375;1.0539843e-05;2.8607442e-06;6.312273e-05;1.7854818e-05;1.1995325e-05;1.0987873e-05;2.1502166e-05;1.7595168e-05;3.2327598e-06
paperback;1.6619178e-06;1.5103908e-06;2.8343527e-06;1.8050971e-06;2.510957e-06;1.4436968e-06;2.2569768e-06;3.1021273e-06;1.8775899e-06;2.5942316e-05;1.6580221e-05;0.00010721916
appressian;7.2316965e-07;1.8851385e-06;1.3794339e-06;0.0010306205;7.912479e-07;1.6294905e-06;1.2798776e-06;1.484995e-06;8.6116506e-07;1.4637224e-06;1.9442534e-06;1.1309377e-06
terror;1.4188862e-06;3.314566e-06;1.2506604e-06;0.00023800202;1.1213043e-06;8.687487e-06;1.796478e-06;1.0149593e-05;1.8610319e-06;1.8615328e-06;2.137971e-06;1.3386586e-06
aunt;2.9539092e-06;1.2086808e-05;8.582958e-07;3.0293784e-06;1.4291579e-06;0.00022064178;1.9806464e-06;4.0583973e-06;9.687982e-07;2.5221655e-06;2.1075507e-06;1.4283268e-06
rich;7.208695e-05;9.736543e-06;5.3974713e-05;8.738904e-05;2.973094e-05;4.552328e-05;0.00014900586;0.00022224468;6.58103e-05;0.00010276288;0.00053077785;0.0002803054
limit;0.00032587157;4.5911675e-05;0.00038974083;1.7792298e-05;0.0008427756;1.3155656e-05;2.5046484e-05;0.00012322253;0.00032712726;0.0003856475;0.00097376446;1.6021939e-05
cipriani;1.1836506e-06;1.3337417e-05;1.4587271e-06;1.9441773e-06;1.0940745e-06;2.0925186e-06;1.7134104e-06;1.4206237e-06;1.2235771e-06;1.7047005e-06;0.00046363598;2.0163277e-06
tang;1.3913242e-06;1.2406305e-06;1.564629e-06;1.5686157e-06;2.109469e-06;1.4295305e-06;1.6537656e-06;1.3766112e-06;1.7766892e-05;3.081912e-05;4.2844777e-06;1.0831984e-05
fulk;0.00033216778;1.1119093e-06;2.9924113e-06;1.658113e-06;1.4186259e-06;3.332804e-06;2.3695402e-06;4.1701605e-06;1.7490282e-06;4.6390855e-05;3.10641e-06;2.2099416e-06
timing;1.3007237e-06;5.6373283e-05;1.966171e-06;1.7320966e-06;0.00018822726;4.1988474e-06;3.4876518e-06;1.4944569e-06;3.3278614e-06;1.6757136e-05;2.2118284e-06;3.2781395e-06
woman;3.491232e-05;0.00020549023;3.3881488e-06;0.0012261932;2.8877962e-06;0.0026771906;5.7275654e-05;0.0012073396;2.0428993e-06;0.0006290792;0.0001603798;4.146934e-06
antonio;3.6240058e-06;4.1745243e-06;4.3370496e-06;2.14426e-06;4.817839e-05;5.114441e-06;9.4911775e-05;1.1667031e-05;6.730282e-05;6.4066003e-06;2.9543726e-06;8.666637e-06
dist;1.4538215e-06;1.7374597e-06;2.3311904e-06;4.345669e-06;2.2249922e-06;1.2502652e-06;2.1091473e-06;1.4502561e-06;6.152265e-05;4.9445836e-05;1.892247e-06;3.97012e-05
cathy;1.9436534e-06;1.4099949e-05;1.7901596e-06;2.1928229e-06;1.5601432e-06;9.383775e-06;2.669031e-06;1.5946612e-06;1.1975435e-06;3.0260774e-06;0.00011314867;1.0549891e-05
suffering;4.864533e-06;3.7771997e-06;2.684868e-06;6.791138e-05;1.3307961e-06;2.60178e-05;2.3881953e-06;8.053062e-05;1.3081476e-06;1.8149203e-05;2.1050439e-05;1.7498189e-06
gear;4.8151414e-06;1.4760824e-05;5.399855e-05;3.932702e-06;0.0008148733;1.37344305e-05;4.5397846e-06;1.8770484e-06;3.2984042e-06;3.282592e-05;4.554018e-06;5.356591e-06
ranger;9.723036e-07;0.00016371452;1.618288e-06;3.3109534e-06;4.1219005e-06;7.0863357e-06;0.0011180744;2.8875393e-06;1.3336002e-06;9.171677e-05;3.862662e-06;3.562336e-06
salvation;3.7695022e-06;1.18495245e-05;1.4456397e-06;3.437581e-06;1.5698221e-06;2.5001882e-06;1.4836169e-06;0.0006043129;1.4668188e-06;2.407078e-06;2.0724042e-06;1.4560176e-06
sorenson;1.9197255e-06;4.052303e-05;1.6093337e-06;2.4404965e-06;2.3328148e-06;1.5663343e-05;2.2312354e-06;2.4096307e-06;1.4489558e-06;2.4380058e-06;0.00010420564;2.3733803e-06
vandalism;3.0985736e-06;1.8611676e-06;2.9546113e-06;4.3838913e-06;1.7752316e-06;2.5125244e-06;1.9338058e-06;1.7140259e-06;1.5197633e-06;6.24462e-05;2.9748424e-05;3.6354836e-06
civil;7.953391e-06;0.0003357207;0.00041730568;0.0007339943;2.761081e-06;1.8094395e-05;2.746257e-06;5.4641794e-05;1.8688969e-06;1.6434513e-05;0.0008994403;1.1353716e-06
shielding;1.2113723e-06;1.3077465e-06;3.3317274e-06;1.4492443e-06;2.2217597e-05;1.4941086e-06;1.50063e-06;1.1473838e-06;1.6475853e-06;8.076639e-05;1.5509235e-06;2.5650247e-06
piss;4.5894244e-06;4.7406147e-06;3.89358e-06;6.868916e-05;1.8197972e-05;0.00011988235;2.607893e-05;1.9233141e-06;1.564503e-06;5.081737e-06;0.000101804435;4.031435e-06
along;0.00021961464;0.00051668397;0.0001772662;0.0002448877;0.0002542209;0.0005142608;0.00019671737;0.00024725337;0.00030677294;0.00029694405;0.0002669313;5.411916e-05
brandon;1.7379467e-06;7.962788e-05;1.434443e-06;2.4251651e-06;2.1388155e-06;6.75569e-05;7.804978e-06;1.6810549e-06;2.5243405e-06;2.301665e-06;8.085006e-06;8.068747e-05
jyusenkyou;1.8431683e-06;1.1272431e-05;1.3650478e-06;0.00012270312;8.9128827e-07;2.8743912e-06;1.4968566e-06;6.993472e-05;1.1258326e-06;1.8069526e-06;2.2249728e-06;1.0493234e-06
cryptology;1.2422772e-06;1.5455232e-06;0.0004084081;1.7478457e-06;1.6911906e-06;5.9463736e-07;1.5937055e-06;1.3468127e-06;1.7309775e-06;6.6131106e-06;2.0883197e-06;2.0181824e-06
director;3.4291738e-06;0.00048562896;0.00013342661;0.00021195316;3.057454e-06;2.519544e-05;4.3363427e-05;3.4704144e-06;2.252923e-06;0.00040463245;0.0001633037;1.8136768e-06
insulin;1.4968541e-06;1.1948221e-06;1.3505528e-06;1.6691075e-06;1.4847731e-06;1.4495822e-06;1.6918327e-06;1.3349178e-06;1.5569641e-06;0.00012615813;1.7136389e-06;1.5181191e-05
crash;1.5078957e-05;2.417311e-05;1.875368e-05;5.719843e-06;0.0007199391;5.2563813e-05;2.8575367e-05;5.050873e-06;0.0005274445;0.00011692338;1.2078472e-05;0.00016604172
decent;0.00011427773;5.663596e-05;0.000120739365;3.6946323e-05;0.00030318784;9.459335e-05;0.00043543443;1.6206604e-05;1.816761e-05;5.916867e-06;5.2524163e-05;1.4810503e-05
reflector;1.1728646e-06;1.2847084e-06;1.4304296e-06;1.3046241e-06;3.3886045e-05;1.5032758e-06;1.7327266e-06;1.0987355e-06;1.7281454e-06;3.3085948e-05;1.7049243e-06;3.5287126e-06
school;4.506049e-05;0.00013724253;2.1134503e-05;0.00016180563;1.8344119e-05;0.0015474543;0.00020973163;4.1628555e-05;1.3479426e-05;0.00055973075;0.0016890106;0.002245145
rubin;1.8314635e-06;1.6786834e-06;0.00070631085;1.6918051e-06;4.3207856e-06;7.384885e-07;3.4468223e-06;1.6628838e-06;2.2319928e-06;4.1791523e-06;3.393209e-06;4.491561e-06
thedetail;1.7777701e-06;1.1631305e-05;3.685144e-06;6.3509615e-06;4.873089e-06;2.9639887e-06;1.8961674e-06;4.377436e-06;1.7861768e-06;9.4255565e-06;1.2048703e-05;3.8716576e-06
