;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
miami;2.1395533e-06;2.0476489e-06;9.226605e-07;5.663152e-06;1.2852995e-06;5.0340697e-07;1.325881e-06;0.00043422924;3.2298094e-06;5.824578e-07;5.2074665e-05;1.4711973e-06;3.6433105e-06;8.036364e-07;9.420503e-07;0.00021715462;4.048256e-06;1.40422e-06;2.5268944e-05;1.7945265e-06;6.0117378e-05;1.0827697e-06;1.3486288e-05;5.749095e-07
laserjet;1.4724793e-06;1.1778626e-06;6.912794e-07;9.596168e-07;9.236976e-07;3.6852072e-07;1.1475748e-06;5.137108e-06;3.6304198e-06;3.96797e-07;0.00023847341;1.0580227e-06;1.3914594e-06;5.3271697e-07;6.9588873e-07;1.2857104e-06;1.6207415e-06;3.308771e-06;4.0572853e-05;9.159673e-07;9.895581e-07;6.081932e-05;1.5728058e-06;3.6017838e-07
saint;2.2518245e-06;2.0453635e-06;0.00049022865;1.963053e-06;5.225824e-06;5.0214067e-07;1.023254e-06;3.082531e-06;1.0487966e-05;5.74219e-07;1.1070453e-06;1.9321637e-06;2.9849768e-06;4.5038362e-07;3.1028926e-06;1.009674e-06;9.059157e-07;1.4634576e-06;1.54196e-06;2.3796638e-06;2.4640917e-06;1.2397511e-06;8.786297e-05;5.2288226e-07
surge;0.00015470064;1.1030122e-06;1.053201e-06;1.2409131e-06;1.4980172e-06;9.1226457e-07;8.67849e-07;5.2402276e-05;1.3843654e-06;9.906354e-07;9.951442e-05;1.0505784e-06;1.4934915e-06;1.3084237e-06;7.3916783e-07;1.160644e-05;4.236156e-06;1.2270377e-06;2.0671592e-05;1.3868806e-05;1.1021119e-06;1.036859e-06;1.8246363e-06;8.7733736e-07
choke;0.00017751737;7.1700515e-06;3.839934e-06;2.0320126e-06;3.6381723e-05;2.3621171e-06;1.8654907e-06;2.495417e-06;2.0423665e-06;2.5081354e-06;3.9255367e-05;1.2464974e-06;2.6220218e-06;2.9562143e-06;2.257453e-06;0.00013056361;5.0997314e-06;2.1999262e-05;3.2207809e-06;3.5897874e-06;2.3515017e-06;5.165354e-06;2.1510298e-06;2.4321585e-06
molester;1.3954748e-06;1.1589171e-06;0.00023812022;2.656915e-06;2.7947694e-05;6.110046e-07;3.9391725e-05;0.00017350072;2.1251715e-06;7.04029e-07;1.0102416e-06;1.4366622e-06;3.278853e-06;6.170179e-07;2.299465e-06;1.4831568e-06;1.4084201e-06;9.211911e-07;1.836464e-06;2.0406142e-06;1.1072167e-05;8.839728e-07;1.2081763e-06;6.477322e-07
inkjet;1.421464e-06;9.723146e-07;7.4209936e-07;1.0402773e-06;7.639683e-07;2.597344e-07;1.0905713e-06;2.6849261e-06;1.8014567e-05;2.8713671e-07;0.00019034656;1.0853092e-06;1.2744308e-06;3.393115e-07;5.4519296e-07;1.2446887e-06;9.60984e-07;1.989437e-06;7.811967e-06;8.147326e-07;1.0966883e-06;3.7917937e-06;1.592276e-06;2.7448868e-07
matrix;2.159283e-06;3.5416965e-06;7.8796154e-07;1.7167833e-06;1.0560815e-06;3.8347437e-07;1.4765383e-06;4.005399e-06;0.00021078093;4.107074e-07;0.0002220539;1.37951e-06;2.0170685e-06;5.512324e-07;9.791542e-07;1.2843526e-06;1.2435298e-06;3.8555907e-05;2.4542072e-05;1.2894095e-06;1.431832e-06;0.00031674738;4.101059e-05;3.8244673e-07
cock;5.780862e-05;6.0333593e-07;1.0117056e-06;1.0772267e-06;0.00016891569;7.045321e-07;7.328198e-07;1.8656598e-06;7.308539e-07;7.944629e-07;1.055345e-06;9.981493e-07;2.645113e-06;5.711497e-07;1.0101963e-06;1.2643766e-06;1.0197216e-06;7.487438e-07;1.0914798e-06;1.4565486e-05;1.2836879e-06;8.0224095e-07;1.545309e-06;7.071332e-07
abouta;1.017141e-05;2.1712297e-06;1.8859035e-06;2.0549128e-06;9.293575e-06;1.0165057e-06;1.0401186e-06;1.998812e-06;1.2057825e-06;1.1370316e-06;8.905136e-07;1.3696258e-06;3.072546e-06;8.037797e-07;6.717452e-05;1.3971323e-05;1.0554345e-06;9.942542e-07;1.3389514e-06;2.0314376e-06;2.6343132e-06;1.1115601e-06;5.383334e-06;1.0742742e-06
phony;1.3834563e-06;1.4710735e-06;2.5153595e-05;2.2990173e-06;6.336737e-06;1.053588e-06;1.1687745e-06;2.0080727e-06;1.4717167e-06;1.2418658e-06;1.3360597e-06;5.7229176e-06;9.116246e-05;7.6123126e-07;2.6150774e-05;1.2305949e-06;1.2900339e-06;9.046323e-07;1.3019387e-06;1.7473483e-06;1.1913957e-05;1.0694736e-06;1.8274383e-06;1.1622554e-06
kanga;2.017945e-06;4.5477977e-06;1.0722348e-06;5.5362348e-06;5.095335e-06;6.5492306e-05;9.613727e-07;1.7095946e-06;3.6756515e-07;9.062152e-05;9.62515e-07;9.95969e-07;4.518685e-06;2.175422e-05;2.2185918e-06;1.5094454e-06;3.8003416e-06;1.0745049e-06;8.934783e-07;3.779578e-06;1.4702277e-06;1.0985084e-06;7.547333e-06;7.509419e-05
everywhere;0.00038619534;3.0888914e-05;4.5311182e-05;2.367896e-05;5.6207773e-05;1.4797035e-05;2.0504298e-05;3.411055e-06;2.8714894e-05;1.6493264e-05;4.837201e-06;4.5509616e-05;1.9337635e-05;1.1601204e-05;6.933976e-06;2.3439359e-06;4.1151766e-06;5.8978017e-06;2.970387e-06;0.00034752907;5.8543166e-05;2.8605971e-05;2.8567561e-05;1.4358045e-05
flyback;2.660722e-06;7.921752e-07;6.8463333e-07;7.358978e-07;8.1985206e-07;3.214629e-07;8.417475e-07;2.0757418e-06;8.573239e-07;3.6886564e-07;0.00011860829;8.8692786e-07;9.075112e-07;3.7392243e-07;5.100104e-07;1.1533951e-06;9.119802e-07;9.9796e-07;1.6532803e-06;8.921748e-07;9.2819175e-07;8.2350704e-07;1.2928372e-06;3.3711783e-07
deja;1.969266e-06;1.2334998e-06;3.06442e-05;1.5452413e-06;1.1605414e-06;7.529855e-07;8.852469e-07;4.1632607e-06;1.3134436e-06;8.639165e-07;9.536339e-07;1.2719238e-06;2.7998774e-06;6.7136153e-07;1.9963452e-06;0.00010772393;1.6756104e-06;7.442466e-07;1.5001294e-06;1.4166837e-06;1.3806256e-06;8.328282e-07;3.543791e-06;8.1676677e-07
unpredictable;4.3148302e-05;2.0141479e-05;6.522433e-06;3.298389e-06;1.3678537e-06;2.063508e-06;1.0797358e-05;2.4000844e-06;8.6352575e-06;2.2475836e-06;2.2337948e-05;1.4060975e-06;3.7218495e-06;2.4198134e-06;3.0395997e-05;6.314884e-06;2.3622188e-06;2.8190382e-06;2.496043e-06;1.9264453e-06;6.2163745e-06;5.5001747e-06;5.673974e-06;2.1895075e-06
lafibm;1.1771333e-06;5.584859e-07;7.293126e-07;9.611794e-07;7.529322e-07;3.0382512e-07;7.36947e-07;2.159964e-06;8.734705e-07;3.4528838e-07;8.921729e-07;9.1865206e-07;1.1052213e-06;2.7279867e-07;8.534798e-07;0.00019113699;7.1877116e-07;6.642694e-07;1.213832e-06;9.399379e-07;9.474252e-07;6.70912e-07;9.82082e-07;3.3176917e-07
reasonable;0.00030713028;0.001460537;5.253125e-05;7.456236e-05;0.00021337086;0.0005224867;0.00022651798;4.642128e-06;4.492855e-06;0.0005750539;0.000107725085;9.579985e-06;9.270228e-05;0.00051980873;0.0005160521;0.0003649298;0.00010801946;1.7149388e-05;5.8065248e-06;7.133091e-05;0.0002402085;7.207273e-05;2.8756524e-05;0.00056013715
live;0.0007204492;8.715876e-05;0.0020107916;0.000662842;0.00064583146;0.0025573361;4.517039e-06;8.068537e-06;3.1642205e-06;0.0032972044;2.8598665e-06;0.0015555052;0.0005056288;0.0007557177;0.00070671504;0.00031449902;5.437758e-05;2.8998716e-06;1.0956577e-06;0.0042827926;0.00091897085;3.7835362e-06;0.00016868925;0.0027070893
seperate;2.459847e-05;5.8099056e-05;6.8190016e-06;8.727942e-06;1.7527756e-05;7.913909e-06;2.889458e-06;9.28122e-05;2.6647135e-06;8.953005e-06;0.00014629605;4.674303e-06;1.7276496e-05;1.164595e-05;3.3582214e-06;2.003405e-06;1.1664387e-05;3.340098e-05;1.1863555e-05;3.198333e-06;9.645939e-05;3.2952285e-06;3.1867185e-05;8.559108e-06
crusade;1.7483223e-06;1.3524933e-06;7.1013186e-05;2.052122e-06;4.7462614e-05;1.0881889e-06;2.0718671e-06;4.816124e-06;1.4887567e-06;1.2205597e-06;7.461361e-07;1.1151324e-05;6.263332e-06;7.283982e-07;8.843712e-05;1.5693773e-06;8.5246444e-07;8.8777836e-07;1.1942317e-06;3.293596e-06;4.330026e-06;9.745108e-07;1.37262e-06;1.1019472e-06
turkey;1.9475915e-06;2.739076e-07;1.7021981e-06;4.317524e-06;4.4183225e-06;1.7546149e-06;1.8037985e-06;1.6157662e-06;4.586389e-06;1.8492667e-06;2.025419e-06;0.0040852022;3.5924063e-06;8.3001686e-07;2.2221448e-06;4.1960443e-06;4.9042114e-07;1.4378177e-06;1.1663827e-06;0.00029944268;2.6189477e-06;2.4683275e-06;1.4014475e-06;1.4850241e-06
rogoff;9.238288e-07;4.1271187e-07;7.2813947e-07;7.9982334e-07;7.3472285e-07;2.3060468e-07;6.785624e-07;1.5702117e-06;7.98266e-07;2.6540363e-07;7.336071e-07;1.047588e-06;9.3565546e-07;1.938157e-07;7.767177e-07;0.00010159087;4.552794e-07;5.7833114e-07;9.834374e-07;8.521485e-07;9.168593e-07;5.3688063e-07;7.3416277e-07;2.5067504e-07
giant;2.7841666e-06;2.6953649e-06;1.0618694e-06;4.455427e-06;1.7718468e-06;1.0129098e-06;8.123525e-06;0.00027006876;2.3613998e-06;1.0858254e-06;1.6119492e-06;2.2403897e-06;2.7331123e-06;1.3348575e-06;1.4494012e-06;0.0014966174;4.7238677e-06;1.1870818e-06;2.909436e-06;2.2289028e-05;2.9734897e-06;1.3794028e-06;0.00035514528;1.0311704e-06
katz;5.7943457e-06;1.7107883e-06;1.0957993e-06;2.288406e-06;1.2878884e-06;5.757291e-07;3.2486366e-06;0.00014909181;5.1897614e-06;6.446046e-07;1.8778577e-05;1.450195e-06;2.4605367e-06;8.3958537e-07;9.686562e-07;1.4165087e-06;2.6392545e-06;1.8769871e-06;6.5115005e-06;1.5125169e-06;2.5065933e-06;1.4305748e-06;3.149182e-05;6.132903e-07
nazi;1.0865999e-06;4.1756402e-07;2.1946462e-05;5.481173e-06;0.00058983715;2.13531e-06;2.8365287e-06;2.9110377e-06;2.8841646e-06;2.27593e-06;6.8569733e-07;0.0040163305;0.0003064326;1.1579583e-06;9.487858e-06;3.4938835e-06;1.3295213e-06;1.9530557e-06;1.2473391e-06;1.2779474e-05;2.0646428e-05;2.1985752e-06;1.6205962e-06;2.1389344e-06
isaac;2.7516749e-06;2.1853205e-06;4.5993424e-05;2.6912478e-06;0.00021537018;9.874813e-07;1.2522962e-06;0.0002292398;2.0453876e-06;1.1221559e-06;1.6556768e-06;1.6198194e-06;3.9570623e-06;1.015263e-06;3.5138306e-05;1.4580474e-06;2.377617e-06;1.0741658e-06;2.7318931e-06;3.1098502e-06;4.9421083e-06;1.1965251e-06;6.564188e-05;1.0229106e-06
newton;0.00014555521;5.602049e-06;0.0013632405;2.9193611e-06;0.00010648701;1.6923458e-06;1.6875998e-06;5.661116e-06;3.6004026e-06;1.8867693e-06;2.2592899e-06;2.6304629e-06;5.371944e-06;1.4215354e-06;0.00028541003;1.5448489e-06;1.9764352e-06;1.362561e-06;1.499114e-06;3.6117406e-06;7.350136e-06;2.3501677e-06;3.291413e-05;1.688313e-06
parable;1.2809994e-06;1.0578198e-06;0.00022848317;1.2222397e-06;1.7171592e-06;5.6493275e-07;3.27376e-06;1.5131197e-06;1.2819304e-06;6.4171746e-07;8.420398e-07;1.4711874e-06;2.456818e-06;4.275646e-07;9.557176e-06;1.1217771e-06;6.8086223e-07;7.6755157e-07;1.046717e-06;1.5164223e-06;1.2754315e-06;8.8859366e-07;1.2155776e-06;5.725633e-07
smooth;0.0003703474;1.14336735e-05;1.6941282e-06;1.3794348e-06;1.4134533e-06;1.2246722e-06;1.3306682e-06;2.6874031e-06;6.6136554e-06;1.2927162e-06;0.00012367178;1.4466615e-06;2.8849201e-06;1.802925e-06;1.8407388e-06;5.7103707e-06;3.4378963e-06;1.5415084e-05;4.8491133e-06;1.9100141e-06;1.5518174e-06;0.0009310939;5.2576896e-05;1.1439952e-06
slick;0.00018704333;3.240721e-06;2.290807e-06;5.7175057e-06;5.7407346e-05;2.215593e-06;1.6895337e-06;0.0007890752;2.6274647e-06;2.6153286e-06;1.3755881e-06;1.939321e-06;0.00021234257;2.4071771e-06;1.8773853e-05;1.9280415e-06;5.7009856e-06;1.5565474e-06;3.7887078e-06;3.2810278e-06;0.00015830681;1.4576193e-06;2.2267564e-06;2.5359207e-06
caratza;1.2110747e-06;3.777071e-07;7.763907e-07;1.2767763e-06;1.9082192e-06;5.9281456e-07;7.4912714e-07;1.3225169e-06;7.384133e-07;6.9135274e-07;7.6844935e-07;1.1350235e-06;1.1188487e-06;3.8885636e-07;9.118012e-07;1.0841139e-06;5.053291e-07;6.298174e-07;1.1555964e-06;0.00011153037;7.8641074e-07;6.205448e-07;1.2467432e-06;5.491311e-07
saturate;2.6601183e-06;2.8587865e-06;8.2309623e-07;2.5756885e-06;1.1144799e-06;5.1007254e-07;1.1451413e-06;3.4246211e-06;2.2066993e-06;5.6985465e-07;3.2105133e-06;1.1924258e-06;2.000408e-06;6.025488e-07;1.3118811e-06;8.308901e-06;1.1894542e-06;1.9783781e-06;2.186263e-05;1.4144346e-06;6.808434e-06;2.7556976e-05;5.929795e-05;5.3198335e-07
judaism;1.2925493e-06;9.814371e-07;0.00012348348;1.5477368e-06;1.0402837e-06;7.642476e-07;1.1718939e-06;1.5446652e-06;1.7128785e-06;8.139921e-07;6.2875796e-07;0.00026814314;2.5543477e-06;4.5217612e-07;0.0001577769;1.6281167e-06;3.8654542e-07;9.2077033e-07;8.2803945e-07;1.8580888e-06;1.7921043e-06;1.0862625e-06;1.2472283e-06;7.169762e-07
humble;2.3543416e-06;3.293476e-06;7.399793e-05;2.8581514e-06;2.7905862e-06;3.4650582e-06;1.2230314e-06;2.1601306e-06;1.9293172e-06;3.960917e-06;2.1154408e-05;4.2766046e-06;6.7680157e-06;2.544215e-06;0.0001690028;3.6627669e-06;2.6951745e-06;1.3818051e-06;2.3319637e-06;9.326086e-05;1.7936944e-06;1.4067406e-06;1.1771276e-05;3.2172015e-06
steady;1.7410537e-05;4.5474466e-05;3.7648513e-06;6.720873e-06;1.2046495e-06;1.5985033e-06;2.0998332e-06;2.2039333e-06;6.659872e-05;1.7668609e-06;1.0539596e-05;2.1355288e-06;2.50727e-06;1.93277e-06;2.5258896e-06;1.9219073e-05;1.6129193e-06;6.5065826e-05;2.4157873e-06;1.5627544e-06;3.896221e-05;4.729353e-06;2.415809e-05;1.7909002e-06
message;2.631555e-06;7.1753943e-06;0.0006053845;2.2000042e-05;0.00041754238;9.464748e-06;0.005815369;0.000121247605;0.0034846368;8.279449e-06;0.000546955;9.041782e-05;0.0017927702;2.0369227e-05;1.4538645e-05;3.9233814e-06;0.00010522807;0.0023622604;0.0040562316;8.964619e-06;1.969356e-05;0.000267077;6.7948936e-06;9.297795e-06
impact;0.00013328584;0.00016517278;2.9443692e-05;0.00044266888;0.00015111282;1.8671652e-05;1.4824898e-05;0.000103258455;5.839153e-06;2.0286016e-05;1.01152045e-05;1.9012481e-05;1.3869707e-05;2.0363352e-05;5.3738077e-06;0.00010891638;8.974196e-06;2.2186925e-05;2.77735e-06;2.5576124e-05;0.0002524466;6.16109e-05;0.00057103013;2.0352993e-05
defensive;2.0306518e-06;1.5509786e-06;1.0954922e-06;7.211785e-06;1.4866444e-06;7.628692e-07;1.9314339e-06;2.3371688e-06;1.5287429e-06;8.842072e-07;1.1720302e-06;2.5433845e-05;0.00010083415;6.402115e-07;1.8491174e-06;0.0012034504;1.8174273e-06;1.1079115e-06;1.070183e-06;2.6147386e-06;0.00013036432;1.3775991e-06;1.3696321e-06;9.241069e-07
moderator;1.7172541e-06;3.062979e-06;0.00028687788;4.7333874e-06;2.9292155e-06;8.438106e-07;1.8273548e-06;3.656308e-06;6.490568e-05;9.882773e-07;1.085543e-06;2.2011063e-06;5.813214e-05;6.464461e-07;4.816726e-05;1.4568674e-06;1.0405977e-06;1.3331085e-06;5.5047517e-06;1.9311376e-06;5.233851e-05;1.586401e-06;1.7932464e-06;9.5001303e-07
sedan;0.0007547284;9.655618e-07;1.2424211e-06;5.8190324e-07;9.37302e-07;4.3452926e-07;6.6466913e-07;2.2868703e-06;8.416563e-07;4.8194516e-07;1.4987094e-06;7.108216e-07;1.0106684e-06;5.026386e-07;9.690157e-07;1.2430957e-06;1.1143294e-06;8.688024e-07;1.7865876e-06;9.270729e-07;8.5993736e-07;8.741109e-07;1.2879615e-06;4.414909e-07
affect;2.6891144e-05;0.00060629175;2.7551929e-05;0.00025991822;3.17676e-06;0.00017280813;0.000117107964;3.70382e-06;5.229515e-06;0.00020114017;0.00014259807;4.0404604e-05;0.00013494772;0.00015608255;0.000264871;5.9993916e-05;3.325351e-05;6.288391e-05;4.63658e-06;1.0899541e-05;0.0005956595;7.220524e-05;0.00042821383;0.00019662833
buick;0.00044077024;1.0229944e-06;1.2273658e-06;5.589687e-07;8.162431e-07;3.4569896e-07;5.630632e-07;1.455936e-06;9.122293e-07;3.832568e-07;1.2223096e-06;6.645317e-07;9.0175683e-07;3.7768194e-07;9.329149e-07;1.141497e-06;7.765487e-07;7.5460326e-07;1.1806743e-06;8.8453316e-07;8.580188e-07;7.2450723e-07;1.3208127e-06;3.5308324e-07
cord;2.3509247e-06;1.0267917e-06;2.1328258e-05;1.6299085e-06;1.9897977e-06;1.1178482e-06;1.0885296e-06;2.2868091e-06;1.4389618e-06;1.2832104e-06;0.0003445331;2.1937067e-06;1.4906342e-06;1.1236211e-06;9.452324e-07;2.7580809e-06;2.178728e-06;1.3032744e-06;2.8870315e-06;7.5928685e-05;1.1306121e-06;1.0865091e-06;2.4519352e-06;1.0371826e-06
stacker;1.6758238e-06;8.6467577e-07;6.4614375e-07;8.482135e-07;8.393527e-07;4.0631022e-07;1.107664e-06;2.9445316e-06;1.2358846e-06;4.5693054e-07;0.00048294853;1.0153842e-06;1.1529389e-06;5.37555e-07;5.0194114e-07;1.2644248e-06;1.468972e-06;2.8841425e-06;4.3680143e-06;1.0253447e-06;9.373211e-07;1.8802829e-06;1.3850026e-06;4.1679505e-07
bowl;3.4064972e-06;1.801371e-06;1.2973139e-06;2.1310668e-06;2.288346e-06;5.0738454e-06;1.0608181e-06;8.951162e-06;7.494217e-07;5.1824118e-06;3.4470463e-06;1.3414273e-06;5.1921434e-06;9.6866315e-06;1.017666e-06;5.6916542e-05;0.00027025928;1.0239463e-06;4.3215496e-06;0.00013304407;8.359085e-07;8.2004857e-07;9.370789e-06;4.9802525e-06
shred;1.5799777e-05;1.3539504e-06;4.323788e-06;3.3187912e-06;0.00026115685;1.3191308e-06;2.1565884e-06;8.604284e-05;1.5492361e-06;1.5349334e-06;1.0809963e-06;2.2567879e-06;5.4264183e-05;1.2011742e-06;4.505409e-06;1.7298931e-06;2.6578928e-06;1.0429706e-06;2.0208022e-06;4.7769868e-06;2.5640797e-05;1.1808969e-06;2.8017714e-06;1.4548853e-06
parametric;1.2878344e-06;9.459175e-07;1.1077915e-06;1.1430213e-06;7.172829e-07;2.391727e-07;1.0576825e-06;3.8660946e-06;6.1114275e-05;2.496708e-07;1.5532596e-06;8.237886e-07;2.0311988e-06;2.7091153e-07;1.1479657e-06;1.1842011e-06;7.451832e-07;2.304833e-06;0.00013181208;8.037537e-07;8.6562454e-07;0.0001155183;1.3213759e-06;2.3818781e-07
everybody;1.0106887e-05;3.288177e-05;7.263557e-06;0.0004001694;0.00026019523;0.0011034703;3.772071e-05;0.00020748432;2.868797e-06;0.0012204242;4.2505467e-06;0.00034976593;0.00014442069;0.0006840558;8.441195e-06;0.00021846844;0.00022293317;5.5549635e-06;0.00015369781;3.123861e-05;2.4692778e-05;3.917669e-06;2.307574e-05;0.0012614378
britain;2.9658672e-06;2.7435872e-06;5.2561036e-06;1.4975943e-05;2.168125e-06;6.0224653e-07;2.1304977e-06;1.5497826e-05;4.6986884e-06;7.002464e-07;8.8529924e-07;0.00028770603;6.5006293e-06;4.3571865e-07;5.5581313e-05;4.750585e-05;3.304221e-07;1.2595513e-06;1.0346457e-06;2.9997946e-06;0.0006254382;1.4437996e-06;2.5926731e-06;6.676659e-07
couldn;0.00020287694;7.445503e-05;4.150035e-05;0.00021637409;0.00039440536;0.0007151831;6.8503396e-05;2.7554172e-05;1.0089454e-05;0.0006973964;0.00017273136;2.960568e-05;0.00058142096;0.0008558913;0.0001783905;0.00026082236;0.0017533983;1.17510235e-05;2.4778343e-05;0.0042247865;1.3057211e-05;2.2308213e-05;0.000120837634;0.0007104848
kill;0.00031887452;1.041518e-05;0.00017515435;0.00016910024;0.006182664;6.5917804e-05;1.8726938e-05;3.495531e-06;1.198474e-05;7.266895e-05;1.0774229e-06;0.004352233;0.00076693605;3.0092155e-05;0.001145402;1.0650774e-05;5.886241e-06;5.5167143e-06;2.105733e-06;0.0063776374;0.0013287577;4.7268145e-06;1.690255e-05;6.4700704e-05
wilbur;2.8867462e-06;1.7492268e-06;5.9560907e-06;1.9602674e-06;1.315585e-06;4.3619917e-07;1.0809324e-06;5.8055552e-06;4.734231e-05;4.8884374e-07;1.5067002e-06;1.3271552e-06;2.8892593e-06;4.6392316e-07;2.2498295e-06;1.2737331e-06;1.1095025e-06;1.4776867e-06;4.320515e-06;1.863608e-06;1.5097465e-06;1.613847e-06;3.8338938e-05;4.697325e-07
martz;2.139788e-05;1.0612046e-06;7.859382e-07;7.683365e-07;8.623893e-07;4.3541365e-07;8.6846586e-07;1.5753594e-06;1.2561037e-06;4.829155e-07;3.7876114e-05;8.514044e-07;1.0889189e-06;5.1376054e-07;8.14891e-07;1.1589952e-06;1.0396454e-06;4.9804486e-05;1.9436402e-06;9.1185177e-07;1.0952876e-06;1.908764e-06;1.4511616e-06;4.3528254e-07
irvinehome;9.298748e-07;4.0119878e-07;1.3227964e-06;1.5008792e-06;1.0884004e-06;5.020378e-07;1.0495717e-06;2.0009844e-05;1.3778995e-06;5.467585e-07;8.857502e-07;0.00020622065;9.298357e-06;4.1420319e-07;1.5142862e-06;1.7584441e-06;7.5557153e-07;8.4578807e-07;1.8250943e-06;1.5255708e-06;1.8319226e-06;9.278695e-07;1.1321961e-06;5.109198e-07
suppress;5.513833e-06;7.59931e-06;1.7298367e-05;9.427247e-06;1.0669011e-05;5.621899e-06;2.2485907e-05;2.3047273e-06;2.457653e-06;6.258077e-06;3.4946409e-06;0.000103483144;0.00010895147;4.524356e-06;3.3801636e-05;1.7127011e-06;3.4284994e-06;7.700067e-06;1.9786078e-06;4.822185e-05;1.9198806e-05;2.589957e-06;0.00016749187;5.677623e-06
thirst;1.7362046e-06;1.0918482e-06;3.8578575e-05;1.2117131e-06;2.0226222e-05;4.6808765e-07;8.029545e-07;1.8735531e-06;1.2802017e-06;5.432931e-07;8.6428173e-07;1.1184511e-06;1.7576045e-06;3.9190022e-07;1.7481116e-06;9.712356e-07;7.180545e-07;7.741502e-07;1.0086917e-06;1.7667538e-06;1.2482742e-06;8.3544694e-07;2.7329548e-05;4.9060037e-07
comuucp;0.00012030457;9.731161e-07;1.0216428e-06;6.9759835e-07;8.1457426e-07;3.6967313e-07;6.325681e-07;1.8256721e-06;8.6305477e-07;4.13104e-07;1.0162887e-06;7.2119997e-07;1.0143241e-06;3.7697808e-07;9.813211e-07;1.1380861e-06;7.3424263e-07;7.596338e-07;1.202178e-06;1.1099398e-06;9.032458e-07;7.136892e-07;1.6837221e-06;3.7932685e-07
trentu;1.3955413e-06;6.553023e-07;8.666767e-07;1.1549275e-06;9.210648e-07;5.289756e-07;1.0976646e-06;3.587908e-05;4.535494e-06;5.5398857e-07;7.403455e-06;8.485292e-07;8.693727e-06;7.615689e-07;1.1518291e-06;1.2185313e-06;3.9348183e-06;1.5770645e-05;0.00024962908;1.0827661e-06;1.1115136e-06;2.270558e-06;1.4237208e-06;5.3166485e-07
dose;1.3950198e-05;1.928463e-06;8.548365e-07;1.9602785e-06;1.884812e-05;6.134048e-07;8.747766e-07;4.277626e-06;2.155166e-06;6.4112845e-07;1.52987e-06;1.3458275e-06;2.0409248e-06;8.128985e-07;1.4564555e-06;1.0244645e-06;2.2788843e-06;4.4247754e-06;6.159015e-05;5.1636175e-06;1.8858284e-06;1.8824234e-06;0.0005305614;5.9070067e-07
further;5.3023818e-05;4.3486863e-05;0.0001271386;0.0005818309;4.4872188e-05;1.3030222e-05;0.000515209;3.7631012e-06;0.00042302316;1.2882427e-05;2.6811622e-06;0.00017749784;2.6645435e-05;9.806236e-06;0.0001807673;3.0861065e-06;2.7576366e-06;0.00017752817;1.0967141e-05;8.078027e-05;7.532596e-05;0.0006287462;0.00028710937;1.2694534e-05
donation;2.7460676e-06;1.1161844e-06;1.618171e-06;3.1832847e-06;1.1495669e-06;2.6212004e-07;1.2793982e-06;0.0001692301;0.00028887606;2.9179674e-07;1.4040737e-06;6.522132e-06;2.7277301e-06;2.8606237e-07;1.4658207e-06;1.5053829e-06;6.3394015e-07;2.6209902e-06;5.668377e-06;1.5353073e-06;6.5997942e-06;3.801497e-06;6.6605458e-06;2.839331e-07
quarrel;1.31561e-06;7.7653755e-07;2.4540845e-05;2.0095843e-06;1.1106237e-05;6.440381e-07;1.3228557e-05;1.6964781e-06;1.3742276e-06;7.184873e-07;8.889295e-07;9.280203e-06;2.15215e-06;4.8575396e-07;1.8850683e-06;1.4310767e-06;6.2005927e-07;7.992913e-07;1.0419325e-06;7.718829e-06;2.1563226e-06;8.5771023e-07;1.2165204e-06;6.4653545e-07
mentally;3.3537403e-06;2.4865417e-06;2.1129379e-06;4.707983e-06;5.215578e-05;4.8707752e-06;5.1072634e-06;2.8441323e-06;1.0854646e-06;5.520954e-06;9.3426183e-07;1.8439051e-06;7.137856e-06;2.9496107e-06;7.598286e-05;3.286751e-06;2.144774e-06;1.1132856e-06;2.2426532e-06;0.0001455381;2.8457841e-06;1.3861506e-06;5.5801265e-06;4.7003346e-06
forfeit;9.2763126e-05;2.7018712e-06;1.2900557e-06;3.4931547e-06;1.4867833e-06;6.274843e-07;4.2333457e-05;1.6215132e-06;2.5085194e-06;7.292376e-07;1.3290841e-06;1.2858361e-06;5.398939e-06;6.4069224e-07;1.8544807e-06;1.4312501e-06;7.679042e-07;1.2127399e-06;1.3169476e-06;1.5210397e-06;4.1271975e-05;1.2057186e-06;1.6640871e-06;7.0709814e-07
mouth;0.0001572054;3.0726515e-05;0.00015662747;2.4944688e-05;6.6925866e-05;0.0003873584;4.278083e-06;6.2159133e-06;1.8399179e-06;0.00045849962;2.8943589e-06;2.5078483e-05;6.456414e-05;0.00017145142;0.00015315972;6.331166e-05;3.5339046e-05;2.8238383e-06;2.4791282e-06;0.0003616851;3.872932e-06;2.8347324e-06;0.00015494449;0.00038835587
candy;2.7737697e-06;3.3888862e-06;5.797342e-06;4.5436664e-06;1.5703204e-06;6.4665005e-07;1.1382264e-06;2.453133e-06;1.6763142e-06;7.9110674e-07;1.1042563e-06;1.548403e-06;3.5000273e-06;5.7190465e-07;3.0149677e-06;1.4129328e-05;7.926732e-07;1.0197862e-06;1.1527127e-06;2.21364e-06;4.409596e-05;1.072643e-06;7.4065305e-05;7.3119605e-07
