;0;1;2;3;4;5;6;7;8;9;10
wade;1.0648721e-06;9.008446e-06;8.8145663e-07;5.951313e-06;0.00038942636;9.2965155e-07;1.2262878e-06;1.7007035e-06;9.0167543e-07;0.0001810339;1.1585261e-06
regulate;8.22536e-07;1.2073024e-06;9.225586e-07;1.3705817e-05;8.85599e-07;0.00012546426;0.00015020005;1.8297568e-06;1.0671308e-06;1.5122593e-05;1.3864432e-06
prejudiced;2.0843815e-06;4.2051015e-05;6.6836134e-07;8.0188715e-07;1.6312155e-05;1.0248232e-06;5.577612e-06;1.2640617e-06;5.451608e-07;8.830075e-07;2.1938988e-06
hypocrisy;1.0951139e-05;0.0001176141;7.2605104e-07;1.0984817e-06;1.0500522e-06;1.3749858e-06;0.00010957479;1.6158916e-06;6.5093815e-07;1.122609e-06;2.2447437e-05
albert;5.506621e-05;0.00014138418;1.6235692e-06;5.7070418e-05;1.629018e-06;9.082219e-05;5.1322764e-05;8.520699e-05;5.9353324e-06;0.00021537635;2.0854543e-06
pointof;1.2043945e-06;4.6668818e-05;8.4652595e-07;1.6452542e-06;3.3349531e-06;1.2638678e-06;2.2666843e-06;8.698803e-07;4.6577875e-06;1.0257671e-06;1.4169807e-06
brenda;7.698368e-07;7.888514e-07;3.8396947e-06;3.093208e-05;1.3067787e-06;9.666782e-07;2.1384371e-06;1.06787365e-05;8.7300833e-07;1.1193698e-06;7.7001634e-05
smell;3.6964698e-06;4.2156635e-06;1.1219846e-06;1.2746943e-05;2.3660812e-06;1.7454862e-05;1.2700313e-05;0.0002216387;9.58451e-07;3.7266098e-05;1.05452755e-05
ucla;9.854057e-07;1.2432467e-06;0.000120781966;1.4273755e-05;2.0342832e-06;9.643891e-05;5.356458e-06;2.2327542e-06;0.00010437716;2.0420136e-06;0.00012163037
desert;5.4567485e-05;8.5382824e-05;1.4699093e-06;7.261314e-06;9.313969e-06;1.8409646e-06;1.5698071e-05;4.6048804e-06;3.7775965e-06;2.290865e-06;0.00045245973
duly;8.534419e-07;9.122239e-07;9.257579e-07;1.2591356e-06;7.7245227e-07;1.0046792e-06;1.6847152e-06;1.1779013e-06;1.0236598e-05;9.145889e-07;4.6128625e-05
otago;3.173679e-05;1.4272433e-06;5.048801e-05;1.759272e-06;3.5363068e-05;8.555771e-07;9.738071e-07;1.1359463e-06;1.0954155e-06;3.1064885e-06;1.0483753e-06
sweetpea;6.5747173e-07;6.6028775e-07;2.6083131e-05;9.720438e-05;9.533584e-07;1.0080008e-06;4.0793466e-06;1.7178257e-06;1.2386611e-06;1.2620231e-06;1.2199595e-06
several;0.0005695212;0.00010253603;0.00040329614;0.00077201985;0.00030602375;0.00066556525;0.0005910285;0.0015636174;0.0012279954;0.0006521927;0.0004921865
fatigue;1.1142048e-06;1.1593385e-06;9.414742e-07;5.6426994e-05;7.4096424e-06;1.0015004e-06;3.0843341e-06;6.208939e-05;8.338387e-07;1.3619164e-06;3.2020864e-06
organpipe;1.0345573e-05;6.0359886e-05;5.799342e-07;6.4781995e-07;8.1837993e-07;6.297029e-07;6.9176724e-07;7.209353e-07;5.4501834e-07;6.889828e-07;7.64032e-07
warn;0.00039644894;9.9847966e-05;7.8745725e-06;2.853834e-05;1.0367322e-05;4.0550754e-06;7.715128e-05;0.0005468465;0.00023843949;6.367223e-05;0.00015073601
barrel;9.639457e-07;8.926164e-07;4.7271883e-06;4.3128357e-06;8.923907e-06;2.1485569e-06;0.00022675963;2.6377788e-06;9.108175e-07;5.0198714e-06;1.0538124e-05
golf;6.1827103e-07;8.3739275e-07;3.2063486e-05;9.466813e-07;6.3219e-05;5.95483e-06;8.877086e-06;9.417757e-07;1.2657176e-06;2.4943156e-06;1.0081675e-06
career;3.777608e-06;1.3849778e-06;1.2040766e-06;4.45529e-05;0.0013246484;1.1911484e-05;5.0073642e-05;1.9876584e-06;1.30127e-06;1.5417397e-06;1.3614559e-05
toldme;2.465766e-05;1.1478968e-06;3.2418614e-06;9.81807e-07;7.552208e-07;7.7423175e-07;8.892892e-07;2.442064e-05;6.756039e-07;9.3122156e-07;1.4912438e-05
halat;2.0302684e-06;0.00052203384;6.842144e-07;9.00122e-07;1.555044e-06;8.1153263e-07;1.1037574e-06;1.016997e-06;7.270235e-07;7.5463123e-07;9.986129e-07
secondary;3.149591e-05;3.3794935e-05;2.8748143e-05;5.998525e-05;9.780402e-06;6.5970125e-05;3.2888897e-06;4.934672e-05;1.2640265e-05;3.6554073e-05;1.4030397e-05
nuke;3.6838674e-06;1.2309346e-06;4.7662365e-05;2.7577535e-06;1.1627066e-06;5.6353047e-06;3.3448934e-05;1.8345899e-06;9.57421e-06;2.644652e-05;1.4717738e-06
refreshing;4.0400855e-06;9.1852934e-07;3.5354547e-05;9.154765e-07;8.8655554e-07;1.0993531e-06;1.3797134e-05;1.1701434e-06;7.672077e-07;1.3325593e-05;9.04878e-07
themls;8.723664e-05;1.0391659e-06;5.294283e-07;6.6207286e-07;5.507584e-07;5.982035e-07;6.75745e-07;6.042333e-07;5.1633003e-07;6.2969355e-07;7.5806025e-07
kendig;0.00039919373;2.6018035e-06;8.091077e-07;7.8925177e-07;6.602587e-07;6.7462236e-07;8.958803e-07;1.0374704e-05;6.886971e-07;8.096799e-07;1.062044e-06
fundamentally;2.7501548e-05;9.239034e-06;1.0245417e-06;9.652973e-06;8.4829037e-07;3.1496667e-05;1.200469e-05;9.442254e-07;1.9980758e-05;1.2222876e-06;1.3407274e-06
nonetheless;4.3200165e-05;7.3741256e-05;3.7240202e-06;1.2793276e-06;8.228659e-06;9.075491e-06;7.5078237e-06;1.0646035e-05;1.344741e-06;1.2671741e-06;4.8024285e-06
mail;0.00044412518;0.000100924655;0.0067907698;0.00054566766;0.0011113099;0.0027106807;4.9647944e-05;1.5404526e-05;0.003963362;0.0012431412;5.8856753e-05
scientist;6.065532e-06;0.0005844712;1.6175356e-06;0.0010761125;2.5831541e-06;1.788499e-05;9.844295e-06;2.6477264e-06;1.1837576e-05;2.4043873e-06;2.6290356e-05
adaptor;5.1134555e-07;5.460307e-07;0.00024120546;8.6174697e-07;7.7854855e-07;7.684389e-07;6.9603556e-07;7.2286167e-07;8.962307e-07;6.046886e-06;7.133457e-07
incited;5.744576e-07;5.7977513e-07;5.824172e-07;8.55314e-07;6.045674e-07;6.4303214e-07;7.7689117e-07;7.954649e-07;5.153678e-07;6.6333496e-07;5.8363985e-05
porter;7.508362e-07;3.4508262e-06;2.1224685e-06;2.0876763e-05;4.9317812e-05;2.4129981e-06;5.223394e-06;1.7293548e-06;2.7975484e-05;1.5268574e-06;1.1739153e-06
wind;7.243147e-05;2.6900266e-06;2.680834e-06;0.0001488176;0.00010736412;3.1541392e-06;8.1634724e-05;0.00026555482;2.4774743e-06;0.0003213552;7.647764e-06
lance;2.1927255e-05;2.3341465e-06;0.0003155251;2.2195359e-06;5.7831418e-05;0.00023248456;0.00011763587;2.8364243e-06;9.200072e-06;1.7895685e-06;0.00015715316
gradient;3.2093426e-06;9.27003e-07;1.5759632e-06;1.966412e-05;8.593643e-07;1.1201147e-06;7.884785e-07;9.971667e-07;8.289708e-05;2.068958e-05;1.0708209e-06
shade;9.222977e-06;2.8871611e-06;1.9527932e-05;4.048014e-06;4.8646925e-05;2.2171146e-06;3.336206e-05;1.6727334e-05;0.00022783963;7.73167e-06;8.911542e-06
religous;1.0854017e-06;4.3162465e-05;8.251973e-07;7.9092e-07;9.5074984e-07;9.1398607e-07;3.1234379e-06;1.0578484e-06;6.521517e-07;8.981634e-07;1.452908e-06
cruiser;5.69973e-07;5.9467084e-07;7.779428e-07;1.0501617e-06;9.128713e-07;8.72878e-07;1.0999012e-06;9.87852e-07;7.017027e-07;0.00023570763;1.0758232e-06
initiativein;8.255049e-07;4.154741e-06;7.1208603e-07;7.7558303e-07;7.6534616e-07;8.467674e-05;1.9580762e-06;6.46833e-07;7.429992e-07;8.8574694e-07;8.618175e-07
andsome;8.934514e-07;6.502072e-06;9.930758e-07;1.2320728e-06;5.0051378e-05;1.5680482e-05;1.7098314e-06;1.2737596e-05;1.939606e-06;2.3474791e-05;1.0373083e-06
loki;6.3707876e-07;7.195751e-07;2.8393806e-06;1.670419e-06;1.2095378e-06;8.901246e-05;3.7851245e-05;7.9012256e-07;1.4556961e-06;1.0691159e-06;1.0063856e-06
attendee;6.4573163e-07;7.242788e-07;1.1788625e-06;8.406647e-05;7.199989e-06;1.2267575e-05;1.0097004e-06;8.778633e-07;1.7795865e-05;1.1831992e-06;1.1466329e-06
clipper;7.4022483e-07;9.350767e-07;1.5415642e-06;6.216157e-06;2.4319275e-05;0.0071148677;4.710059e-06;5.6774815e-07;2.2927056e-06;1.8246122e-06;1.9808697e-06
concise;1.8121601e-06;2.9908531e-05;1.3720622e-06;4.1837055e-05;1.1861399e-06;3.7570902e-05;9.234696e-06;1.8698678e-06;3.692724e-05;1.4792488e-05;1.3458875e-06
sleeve;1.839199e-06;1.825157e-05;1.9383585e-06;1.1252115e-06;5.1413176e-06;1.395941e-06;1.835391e-06;4.6009514e-05;7.366865e-07;9.1816155e-06;2.597668e-05
isnothe;1.1355879e-05;3.7544392e-05;1.022454e-06;2.5379338e-06;5.310319e-06;3.0593496e-06;1.1155314e-06;4.9205246e-06;4.555022e-06;1.1763024e-06;2.5720753e-06
aremostly;7.421545e-07;4.091943e-06;6.429224e-07;6.863943e-07;6.8059677e-07;8.2273225e-05;1.1388738e-06;5.7311365e-07;7.025471e-07;7.872679e-07;7.7521605e-07
depth;0.0001258794;4.8952574e-05;0.00010786699;5.6724795e-05;1.8802322e-05;1.7568736e-06;3.348805e-06;2.2993668e-06;0.0003894046;2.018029e-06;2.7533315e-05
hamburg;5.7025846e-07;7.059507e-07;2.3004072e-06;1.081044e-06;8.356894e-07;0.0005609389;3.0272822e-06;5.0337604e-07;2.0127075e-06;1.0607434e-06;2.0239381e-06
emit;6.649072e-07;7.6513027e-07;1.3298355e-06;1.3709726e-05;9.788264e-07;1.4788442e-05;1.3282304e-06;1.301635e-06;1.2676657e-05;0.00019426056;2.6160924e-06
include;0.0010237608;0.00045788515;0.0015632211;0.0023146663;0.0005339221;0.0009818367;0.0009644701;0.00019150595;0.0056339246;0.00043205175;0.0012192082
favorite;2.8024383e-06;0.00015712726;0.00014247632;1.3881e-05;0.00030538914;5.1991214e-05;1.5360318e-05;1.0088229e-05;0.000111789785;5.645544e-05;5.929626e-06
lane;4.186255e-06;1.3758587e-06;7.046934e-05;1.4529533e-05;3.2051657e-06;2.3670464e-06;1.537712e-06;1.7558949e-06;9.179472e-05;0.00046062274;1.6529112e-06
miami;6.4334176e-07;8.493817e-07;5.005834e-05;2.9196333e-05;0.0002745858;1.003225e-06;6.255929e-06;1.6979614e-06;1.1101687e-06;1.3150702e-06;1.3817363e-06
laserjet;4.904589e-07;5.502629e-07;0.0001500416;9.89734e-07;6.257413e-07;7.784244e-07;6.242109e-07;6.19829e-07;1.9481884e-05;8.1584824e-07;7.7336045e-07
saint;0.00044290745;1.9297697e-06;9.388445e-07;5.847219e-05;8.5389e-07;1.272678e-06;1.5533918e-06;1.1682389e-06;5.5154414e-06;1.2822346e-06;1.9503805e-06
surge;6.8328893e-07;8.05153e-07;3.056715e-05;1.5024834e-06;7.979681e-06;9.673458e-07;9.598907e-07;2.4363277e-05;1.0156274e-06;0.00014545732;9.294745e-07
choke;3.882775e-06;2.3950179e-06;9.877416e-06;1.6550837e-06;0.00013104542;2.4011301e-06;5.266558e-06;5.335431e-06;1.7201935e-05;0.00011256709;1.172615e-06
molester;0.00022655076;1.3466337e-06;6.379124e-07;1.0142625e-06;7.2514814e-07;2.5200625e-05;2.1267278e-05;9.546297e-07;7.772261e-07;9.794494e-07;1.1800157e-06
inkjet;4.841212e-07;5.162817e-07;0.00012172678;8.7164807e-07;6.341609e-07;7.6059024e-07;6.268901e-07;6.2416814e-07;4.741879e-06;7.905497e-07;6.994516e-07
matrix;6.6373707e-07;7.7066807e-07;0.00016146737;2.5009855e-05;8.626908e-07;1.2768187e-06;8.348524e-07;9.1802605e-07;0.00015151316;1.6530265e-06;1.235341e-06
cock;6.5791704e-07;7.701795e-07;8.6801435e-07;1.5316031e-06;9.790579e-07;1.3312922e-06;5.41617e-05;4.857347e-05;6.019895e-07;1.1767147e-05;1.0912081e-06
abouta;1.4024926e-06;2.4700757e-05;7.8735917e-07;6.2698423e-06;1.2182133e-05;1.1258454e-06;5.4541797e-06;1.3459895e-06;7.6090913e-07;4.7729814e-06;1.7521855e-06
phony;2.5296236e-05;4.643149e-05;2.4057579e-06;1.7082178e-06;9.736193e-07;1.4328685e-06;1.2702397e-05;1.3994929e-06;7.819203e-07;1.282363e-06;8.462409e-06
kanga;5.246242e-07;1.2312175e-06;6.842848e-07;7.9755665e-07;7.603518e-07;9.68304e-07;1.641305e-05;6.07575e-05;4.8347465e-07;8.741112e-07;1.0234385e-06
everywhere;5.196404e-05;3.4857176e-06;1.6554396e-06;1.9931456e-05;1.2214729e-06;2.9102512e-05;5.5879726e-05;0.00025464784;2.3051247e-05;0.00020385312;5.0870614e-05
flyback;5.07985e-07;5.4969223e-07;1.6121465e-05;7.6085394e-07;8.229671e-07;8.1348765e-07;7.530562e-07;9.704197e-07;7.9608026e-07;7.219855e-05;7.1164357e-07
deja;3.2233558e-05;2.1485926e-06;7.705311e-07;3.8624726e-06;7.765732e-05;7.694296e-07;9.429259e-07;1.4767515e-06;7.1684644e-07;1.1288184e-06;9.763177e-07
unpredictable;3.755601e-06;1.7460448e-05;7.6052393e-06;3.4283141e-06;6.905572e-06;1.4887034e-05;1.8078943e-06;1.8105604e-06;1.6771842e-06;1.1416934e-05;1.135164e-06
lafibm;4.8939455e-07;6.665723e-07;8.8269826e-07;6.559565e-07;0.0001486733;6.0795423e-07;7.076326e-07;7.23512e-07;5.3429125e-07;7.9200686e-07;7.450077e-07
reasonable;9.782208e-05;0.00066969835;0.00020563709;5.3905154e-05;0.000391892;0.00029222152;0.00033747192;0.00011500201;8.276903e-05;0.00039936748;1.9481758e-05
live;0.0018289423;0.0010396809;2.5717777e-06;0.00023596417;0.0004173642;2.2496197e-05;0.0009371021;0.0039056616;3.894902e-06;0.00057377195;0.0019889176
seperate;5.903309e-06;2.2792324e-06;7.2392155e-05;3.6042482e-05;1.244187e-06;2.7535448e-06;6.594189e-05;1.8890462e-06;6.948557e-06;0.0001191012;3.3348992e-06
crusade;7.0144866e-05;5.236259e-05;8.0673686e-07;1.0355767e-06;1.0659171e-06;1.7091588e-06;1.4450105e-05;2.6737098e-06;6.9551e-07;1.3142766e-06;7.755503e-06
turkey;7.9947824e-07;1.5932728e-06;1.0595147e-06;3.9874185e-06;7.6366706e-07;1.5626106e-06;1.9913523e-06;0.00012251806;1.0920537e-06;1.9987474e-06;0.0028152375
rogoff;4.753083e-07;6.495905e-07;6.2317446e-07;6.4486983e-07;0.000114487215;5.8729205e-07;6.8710165e-07;6.7701717e-07;5.0397307e-07;7.6031273e-07;7.075737e-07
giant;9.16179e-07;9.917605e-07;1.164343e-06;0.00019530352;0.0013476537;3.3188537e-06;1.6186012e-06;1.5293579e-05;1.1080025e-06;2.0189127e-06;2.2465383e-06
katz;9.187084e-07;8.3387675e-07;1.6539225e-05;4.4719916e-05;2.131136e-06;6.784063e-06;3.1884324e-06;1.3185254e-06;3.1346208e-06;1.4122954e-06;4.6438945e-06
nazi;6.1346636e-06;9.145738e-06;1.1762829e-06;4.3218324e-06;1.0377317e-06;2.5557752e-06;0.00017656853;4.5729766e-06;1.1413148e-06;2.0780433e-06;0.0030162646
isaac;4.5995614e-05;1.08637005e-05;1.13430715e-05;7.540882e-05;1.4100747e-06;1.751136e-06;7.630751e-05;1.956042e-05;1.1520183e-06;1.6681536e-06;3.383437e-06
newton;0.0009872875;7.929727e-05;1.3125264e-06;4.0901625e-05;1.0846571e-06;1.4844333e-06;2.1501937e-06;1.8507834e-06;2.0610153e-06;5.0606614e-05;1.921172e-06
parable;0.0001423996;1.9633208e-06;5.386135e-07;7.806424e-07;6.417996e-07;1.6531346e-06;1.0009232e-06;1.0344211e-06;6.4439837e-07;7.2407505e-07;9.1612617e-07
smooth;1.1191983e-06;8.890152e-07;9.022161e-05;4.195376e-05;5.83772e-06;1.5199848e-06;9.114023e-07;1.8524556e-06;0.00022241267;0.00018239564;1.3534225e-06
slick;1.7794544e-05;1.8563433e-05;2.4836806e-06;2.025317e-06;9.324092e-05;2.5285278e-06;0.00016277444;5.451076e-06;1.1932405e-06;0.0001042875;2.1781277e-06
caratza;5.132495e-07;6.0738995e-07;6.707674e-07;6.702229e-07;6.23671e-07;5.7151783e-07;6.3665954e-07;6.096407e-05;4.6150197e-07;7.8890406e-07;7.704056e-07
saturate;5.924329e-07;7.871703e-07;3.5232315e-06;4.5825476e-05;1.0065247e-05;1.1283778e-06;2.160269e-06;1.025078e-06;3.5644478e-06;1.3452526e-05;1.1612439e-06
judaism;0.00011714868;9.6385396e-05;6.67525e-07;1.4525036e-06;9.5334843e-07;8.569098e-07;9.777762e-07;1.2736381e-06;8.6466946e-07;8.934102e-07;0.00018164617
humble;4.810446e-05;8.2009035e-05;3.1126883e-06;7.736992e-06;1.9849128e-06;9.383235e-07;1.2148328e-06;4.3554122e-05;1.0163599e-06;5.4699494e-06;2.612166e-06
steady;5.474382e-06;3.071512e-06;3.0978724e-06;1.2081525e-05;1.765067e-05;3.4943653e-06;8.345455e-06;2.5905242e-06;3.0576815e-05;3.7324942e-05;6.6026755e-06
message;0.0006244358;3.603753e-05;0.0014158288;5.787242e-05;3.3819222e-06;0.005538021;9.683234e-05;3.0423587e-05;0.0019063402;6.1661617e-06;0.0002610553
impact;3.1919182e-05;6.986261e-06;9.147714e-06;0.0004025019;0.00011678214;2.2346198e-05;0.00023659374;2.029069e-05;2.4578489e-05;5.7921923e-05;2.4454752e-05
defensive;7.4961986e-07;3.8795056e-06;8.965876e-07;1.3024121e-06;0.00090587704;1.5226819e-06;6.1856874e-05;1.7983817e-06;6.754763e-07;1.5171078e-06;2.2426691e-05
moderator;0.00024027865;2.1497332e-05;2.7966776e-06;3.52284e-06;1.0638047e-06;2.4793982e-05;1.8637804e-05;1.3785226e-06;1.1845374e-05;1.4281366e-06;1.8574596e-06
sedan;5.703286e-07;5.655771e-07;7.729171e-07;8.2580465e-07;9.0394644e-07;7.986843e-07;7.185561e-07;8.4649264e-07;6.783329e-07;0.00031875056;6.96281e-07
affect;5.571531e-05;0.00021549675;0.00010896705;0.00047782037;8.701571e-05;0.00016235832;0.0002771995;7.697788e-06;6.400239e-05;0.00019839781;5.8064856e-05
buick;5.371381e-07;5.531071e-07;7.31839e-07;8.045974e-07;8.2559814e-07;7.871985e-07;6.914895e-07;7.9155177e-07;7.532501e-07;0.00023103475;6.913133e-07
cord;1.6253582e-05;1.239715e-06;0.00025833657;2.0355042e-06;1.8030158e-06;9.58541e-07;9.858087e-07;4.188477e-05;1.292845e-06;7.823629e-05;1.395586e-06
stacker;5.0394675e-07;5.694208e-07;0.00029699074;7.967159e-07;7.4311873e-07;7.995455e-07;6.884509e-07;6.696212e-07;1.3668792e-06;8.482387e-07;7.352678e-07
bowl;5.435506e-07;7.9896347e-07;1.0436088e-06;8.8469e-07;3.065931e-05;9.1257425e-07;3.3307601e-06;0.00012201765;5.23047e-07;2.1142691e-06;1.1495717e-06
shred;1.692134e-05;7.868611e-06;9.728608e-07;2.4274618e-06;1.0581971e-06;2.9150845e-06;7.854584e-05;3.9420116e-05;7.3442845e-07;5.8214364e-06;6.154309e-06
parametric;5.520697e-07;6.27776e-07;1.9097326e-06;2.8749648e-06;8.397879e-07;1.2544391e-06;7.032147e-07;6.950433e-07;8.448268e-05;4.0322548e-06;9.956839e-07
everybody;5.1594303e-05;9.649452e-05;7.0583745e-05;4.47969e-05;0.00024275402;0.000138338;0.00038325996;0.00032208159;1.634402e-05;8.136765e-05;0.00031105455
britain;1.0173032e-05;4.4723005e-05;1.0465669e-06;1.5068939e-05;4.5219593e-05;5.073458e-06;0.00015177048;2.5582472e-06;1.1629975e-06;2.2958427e-06;0.00022294985
couldn;8.105433e-05;0.00028984752;0.00016116521;0.00011402845;0.00027083122;9.785821e-05;0.00015247623;0.002055938;3.2565058e-05;0.00017551419;0.000100949714
kill;0.00017726979;0.00097039924;2.4973804e-06;1.4250288e-05;3.1858115e-06;3.6113877e-05;0.0022851366;0.0041088634;1.0102423e-05;0.0001626526;0.0037457559
wilbur;3.4252823e-06;2.674117e-06;2.973787e-06;4.8926653e-05;1.5963191e-06;1.0371429e-06;9.849545e-07;1.5785272e-06;9.934429e-07;1.829648e-06;1.2277912e-06
martz;6.142892e-07;7.964112e-07;2.5106016e-05;1.1147358e-06;8.390762e-07;1.0560314e-06;7.8107365e-07;1.3588484e-06;2.5916497e-05;1.643866e-05;8.671797e-07
irvinehome;5.27341e-07;6.041058e-07;6.1255946e-07;9.727322e-07;6.224422e-07;6.6510836e-07;8.1213153e-07;7.4165774e-07;5.5030597e-07;6.838787e-07;0.00013843254
suppress;1.2282809e-05;4.0270075e-05;8.416687e-07;8.865943e-05;1.2025804e-06;2.2163546e-05;8.773589e-06;7.808023e-05;1.8056578e-06;3.6072722e-06;7.347838e-05
thirst;3.3575983e-05;1.2658853e-06;6.799336e-07;1.6467296e-06;7.422992e-07;9.1877786e-07;5.2999385e-06;3.3879507e-05;5.805836e-07;9.40144e-07;1.0449626e-06
comuucp;5.7844437e-07;5.970382e-07;7.371212e-07;4.8345068e-05;7.3780984e-07;8.1475e-07;7.551029e-07;1.1127806e-06;7.940709e-07;1.3126845e-06;9.4992424e-07
trentu;6.7204337e-07;1.3257624e-06;4.5463396e-05;1.3713603e-06;8.752372e-07;1.7930204e-06;9.3958664e-07;4.959481e-06;3.781401e-05;1.1110094e-06;9.787256e-07
dose;6.217881e-07;7.033179e-07;1.0107376e-06;0.0004655223;1.0275196e-06;1.1558496e-06;3.4643576e-06;5.728814e-05;4.647028e-06;3.068002e-06;1.489884e-06
further;0.000119169476;0.00016251886;4.794712e-06;0.00032721972;2.4350848e-06;0.00035557858;0.00016638917;0.00011508052;0.00030466542;4.054692e-05;0.00018803185
donation;1.0831619e-06;1.2447273e-06;1.8156635e-06;5.8132882e-05;1.6373945e-06;3.1939041e-06;5.1635297e-06;2.1829844e-06;0.0001143665;1.6005479e-06;3.324796e-05
quarrel;1.7926224e-05;1.2138611e-06;7.069685e-07;9.65957e-07;7.6758727e-07;1.0554137e-05;5.378497e-06;3.711544e-06;6.206357e-07;9.1995486e-07;7.3734814e-06
mentally;1.335575e-06;4.2865904e-05;1.4365711e-06;3.7579737e-06;2.2824536e-06;2.6643258e-06;1.849302e-05;6.842958e-05;7.863413e-07;1.3599968e-06;1.3526947e-06
forfeit;7.9393556e-07;1.7570248e-06;7.7587936e-07;9.13137e-07;1.0100324e-06;3.1582073e-05;1.1901526e-05;2.2108725e-06;7.913252e-07;4.6659297e-05;9.5231974e-07
mouth;0.00014501416;0.0001553648;2.9695022e-06;8.874211e-05;7.415425e-05;1.4639902e-05;2.6783466e-05;0.00040113262;2.5562153e-06;7.798849e-05;3.1344873e-05
candy;2.5634101e-06;1.4372184e-06;9.688101e-07;1.6324726e-05;1.0453767e-05;1.4539748e-06;1.8967461e-05;6.6547436e-05;7.506929e-07;1.5259942e-06;1.393474e-06
byte;6.3639806e-07;8.408763e-07;0.00046200663;3.0362783e-06;8.7409774e-07;0.00025649503;1.4275703e-06;9.949999e-07;0.0010917773;2.283952e-06;1.6693215e-06
flight;1.3085653e-06;2.8331335e-06;1.4573413e-06;0.0017247725;2.0205532e-06;1.3083396e-06;2.946406e-06;3.9393995e-05;4.682006e-06;1.8471823e-06;8.126167e-05
ignore;0.00023174247;0.0006760273;1.7596236e-05;0.00020881405;0.0001742052;0.0001817503;0.0003786047;0.00010085511;0.0001276226;0.00011048722;9.368878e-05
cbnewse;8.1179877e-07;9.548498e-07;4.7892645e-06;1.0911189e-06;1.2570464e-06;1.4987833e-06;3.3356522e-05;2.4529927e-05;6.7191894e-07;1.2859856e-06;1.2019658e-06
providence;7.978499e-06;1.0320086e-06;8.3011554e-07;4.5216043e-06;9.455858e-05;6.2615186e-07;7.7358413e-07;9.3988433e-07;6.9174155e-07;8.976805e-07;8.274663e-07
celebrate;0.0002434023;1.5885983e-06;7.976591e-07;9.111667e-06;9.156858e-07;1.3312199e-06;1.1779163e-05;2.5331516e-05;8.8541174e-07;1.2364396e-06;5.5966168e-05
youwould;3.1664338e-05;5.3968113e-05;1.8212157e-05;9.70148e-06;2.1477472e-05;1.2913662e-05;5.877022e-06;3.3807337e-06;4.34402e-06;1.4481522e-05;1.3825758e-06
commerical;6.3537436e-07;8.2950487e-07;3.6281892e-06;3.3754415e-05;1.36874105e-05;1.909953e-06;9.086858e-07;8.254481e-07;2.0952271e-05;1.2531649e-06;1.0675845e-06
religious;0.0006852751;0.0018930801;9.321773e-07;3.4094555e-06;1.545371e-06;2.2366676e-06;0.0004353269;4.7782e-06;1.446514e-06;1.7159897e-06;0.0010763714
mathematic;1.8724858e-06;0.00012712805;3.2308166e-05;0.00016341775;6.602666e-05;9.636376e-05;1.6688969e-06;1.494759e-06;3.665056e-05;1.9250494e-06;2.5559539e-06
fulfill;0.00011826109;6.500193e-06;7.005302e-07;1.1378533e-05;7.7064294e-07;4.5191216e-05;2.392254e-05;1.0038688e-06;8.831795e-07;1.0503609e-06;4.928962e-06
thatha;1.8972549e-05;7.882234e-06;7.709225e-06;1.6896711e-06;5.6406748e-06;4.617553e-06;2.810317e-05;6.9420566e-06;1.412627e-06;1.9042074e-05;1.256573e-06
clam;8.9942716e-07;2.199739e-05;1.15884295e-05;8.4280396e-07;5.779941e-05;3.166904e-06;1.2143036e-06;6.503913e-06;8.0338214e-07;1.0930278e-06;1.0101809e-06
complicated;1.4365482e-05;3.440126e-05;1.0453086e-05;1.8223196e-05;1.5187404e-06;0.00012534902;4.0789986e-05;2.0425205e-06;0.00015912522;2.3287781e-05;2.714251e-05
unocal;9.2749235e-07;1.057716e-06;1.2412548e-06;3.9162045e-05;9.656952e-07;2.6783273e-06;1.3005714e-06;1.3248768e-06;6.3157313e-06;1.2143717e-06;0.00016018443
orin;1.0964903e-05;1.1830695e-06;9.036524e-07;9.606454e-07;0.00011406899;7.156254e-07;9.478459e-07;1.0532431e-06;6.4357545e-07;2.629936e-06;1.0212209e-05
baylor;6.532991e-07;1.0868494e-06;2.5324496e-06;3.5361812e-05;7.857489e-05;8.4554887e-07;1.417907e-06;1.0258467e-06;1.0850506e-06;1.3306746e-06;1.063102e-06
mnemonic;7.2772013e-07;1.1159951e-06;1.0875457e-06;4.6662662e-05;7.9288793e-07;4.2712065e-05;1.8662367e-06;1.3591427e-06;1.2117746e-05;1.1910051e-06;1.1728254e-06
comprehensive;6.733482e-07;5.7942526e-07;9.042627e-06;0.00039718582;8.936265e-07;0.00015208244;1.6113501e-05;1.3532319e-06;5.6211273e-05;8.8217e-06;2.356523e-05
gestapo;7.576566e-07;1.3831971e-06;7.5477567e-07;1.0118105e-06;9.2250684e-07;1.960476e-06;5.721628e-05;1.0953081e-06;5.6098054e-07;3.170539e-06;9.8096825e-06
apology;9.83891e-05;0.00023597495;1.2024094e-05;5.8754717e-06;0.00022011563;3.4091714e-05;2.9588507e-05;4.5972563e-05;2.6381495e-05;2.3148204e-05;7.764911e-05
phenomenon;5.1788265e-05;0.00029245947;2.7834705e-05;0.00018167566;8.810299e-06;1.2510532e-06;1.3525544e-06;1.0464005e-05;1.6193625e-06;1.857489e-05;5.9339814e-06
foard;0.0001260463;1.1064627e-06;5.8548295e-07;6.951042e-07;6.1518466e-07;6.246405e-07;7.070369e-07;6.5541576e-07;5.7732603e-07;6.793278e-07;8.4338916e-07
