;0;1;2;3;4;5
rotaract;2.4656698e-05;1.2442832e-06;1.2092045e-06;1.4231877e-06;1.0887438e-06;1.1715881e-06
dxcern;1.8345709e-05;1.4377309e-06;1.0946001e-05;2.5489364e-06;1.0948194e-06;1.3681939e-06
geophysical;9.2321903e-07;1.1022035e-05;1.433e-06;3.2126794e-05;9.868058e-07;1.3093702e-06
initiate;6.281225e-05;0.000119339216;1.8945389e-06;6.135048e-06;8.3249324e-05;4.6173933e-05
bombardment;1.0797808e-06;5.4578544e-05;1.2494284e-06;9.056094e-07;1.3437746e-06;1.13144e-06
alberto;1.2481377e-06;5.586077e-06;1.4950461e-06;4.4425506e-06;9.7536875e-05;1.3437066e-06
pledge;3.0334562e-05;1.5787013e-05;2.4639756e-05;2.3896223e-06;2.4638828e-05;3.7518523e-06
notification;2.305765e-06;1.6839776e-06;1.5773752e-06;7.773884e-06;1.4995278e-06;4.058024e-05
exam;1.5820533e-06;2.100891e-06;2.9365348e-05;2.406358e-06;3.4049426e-06;5.9525344e-05
excel;2.5858387e-06;1.8848831e-06;2.2221984e-05;9.116701e-05;2.7062872e-06;7.1032573e-06
aweto;1.1133004e-06;9.389455e-05;1.2869876e-06;9.0114065e-07;1.0864196e-06;1.1031431e-06
confine;2.7761573e-05;3.597745e-05;2.7168494e-06;1.6907898e-06;2.5130477e-05;1.0696221e-05
service;0.0004895685;0.0005212565;0.00060640665;0.00055929384;9.124078e-05;0.0017038999
aeronautic;1.0247912e-06;5.507842e-05;1.35267e-06;1.5783672e-06;1.119968e-06;1.4942287e-06
repeatedly;8.213681e-05;5.533139e-05;2.2958193e-05;1.722743e-05;7.360328e-05;2.5823745e-05
intervene;3.3728977e-06;0.00016558147;5.1468855e-06;1.7338909e-06;1.1653924e-05;1.8164093e-06
vanilla;1.0177904e-06;1.2302726e-06;1.0037811e-05;2.3683664e-05;9.834058e-07;2.3120476e-06
release;0.0006465547;0.00034947728;0.000313623;0.0009040816;4.0347045e-06;0.00077271863
relatively;5.282053e-06;6.7768684e-05;0.00010024265;8.659766e-05;3.2964625e-05;0.00032855154
pregnant;3.2431723e-05;1.4652169e-05;2.0265802e-06;1.2109313e-06;5.2490395e-05;6.8373665e-05
structural;8.668623e-06;3.044466e-05;6.1694427e-06;4.0112313e-06;1.5448353e-06;2.791306e-05
coal;1.3184318e-06;2.9958599e-06;1.9385096e-05;1.1156963e-06;1.0450805e-06;2.8833274e-05
pixie;9.764825e-07;1.2526056e-06;1.2134777e-06;8.603765e-07;5.6657012e-05;9.926085e-07
jovanovic;1.1444525e-06;0.0001444289;1.2451532e-06;9.403871e-07;1.300285e-06;1.104443e-06
mandtbacka;9.659119e-07;1.279297e-06;1.4166845e-06;8.6751487e-07;3.5651556e-05;9.894056e-07
covenant;2.177505e-06;2.8480217e-05;1.2685437e-06;1.0128077e-06;0.00016232513;1.5371404e-06
carb;9.1148735e-07;1.1671337e-06;0.00011235808;1.0045542e-06;1.0264602e-06;1.1068703e-06
spaceflight;1.2577325e-06;0.000102912694;1.4914561e-06;1.1398201e-06;1.3273935e-06;3.5136202e-06
connection;2.1276952e-05;0.0001190963;5.1377174e-05;0.0004339503;9.316247e-05;0.00027956063
hathaway;2.170011e-06;0.00012398408;3.5889716e-06;1.1575179e-06;1.7037976e-06;1.4124115e-06
species;1.0653146e-06;1.4474175e-06;1.7462584e-06;1.0970034e-06;3.2236443e-05;2.2776337e-06
kingman;8.159922e-07;1.1057242e-06;0.00012763447;9.61362e-07;8.4851564e-07;9.075245e-07
denote;2.315558e-06;1.9278177e-06;8.104511e-06;1.7017885e-06;6.622457e-05;2.6398699e-05
roughly;6.604298e-05;6.0622617e-05;6.746418e-05;5.519211e-05;3.98806e-05;4.4727643e-05
nato;4.2465526e-06;5.1560022e-05;1.4374264e-06;3.8625167e-06;1.2034586e-06;1.9571576e-06
osteopathic;1.0868307e-06;1.3785076e-06;1.4353648e-06;1.069733e-06;1.0670373e-06;6.611884e-05
gentile;1.257229e-06;2.4891467e-06;1.4114522e-06;9.983225e-07;0.00021667886;1.6933718e-06
score;4.8579986e-06;2.5511588e-05;0.0013015164;2.9178057e-06;2.8038012e-06;1.2953207e-05
importance;2.8309863e-05;0.000108470995;1.2119054e-05;1.7595187e-06;0.00016323748;0.0001420325
southeast;1.3614942e-06;2.0258045e-05;5.3361077e-06;3.4384907e-06;6.114264e-06;1.961547e-06
simulate;3.7776715e-06;3.926293e-06;4.5292677e-06;5.7066936e-05;1.1744263e-06;2.345969e-06
theyhad;2.152317e-05;1.8122671e-05;8.49245e-06;1.1299085e-06;2.4554324e-06;6.230277e-06
bonner;3.46818e-05;1.4470986e-06;1.231747e-06;8.5989086e-07;1.1235829e-06;1.7294883e-06
revdak;1.1146815e-06;1.665737e-06;1.4007126e-06;9.595392e-07;0.00014809093;1.2262878e-06
clamp;1.0721556e-06;7.774876e-06;3.5051147e-05;8.270318e-06;1.0514866e-06;1.3630926e-06
martinez;1.684561e-06;1.2038967e-06;9.222412e-05;1.0388053e-06;1.0170172e-06;1.0343313e-06
maximize;2.9304802e-06;1.4828059e-05;3.0929295e-06;1.8636143e-05;5.200394e-06;5.201229e-06
theold;5.790027e-06;1.4614127e-05;1.1169282e-05;1.0473297e-05;1.1441647e-05;2.1160145e-06
kerr;1.1461182e-06;1.7466149e-06;3.496636e-05;3.5861878e-05;1.0783814e-06;2.6705584e-06
barrett;1.6460632e-05;1.948135e-06;4.618994e-06;1.4199429e-05;1.402027e-06;7.575973e-05
mcguire;8.903766e-06;1.8249706e-06;6.0809234e-05;5.2738033e-06;1.5391324e-06;9.644646e-06
openly;1.9013522e-05;5.367515e-05;1.9563377e-06;2.5672628e-06;5.570354e-05;1.2679407e-05
imperial;1.290519e-06;3.437515e-05;2.679526e-06;1.997246e-05;1.5140541e-06;1.7100402e-06
noyes;1.0402149e-06;1.3694846e-06;1.2662689e-06;9.0593335e-07;9.4464696e-05;1.0266011e-06
uokmax;1.0709865e-06;1.1612117e-06;0.00023575853;1.526019e-06;1.0796059e-06;1.0610532e-06
hawk;1.885561e-06;0.00014672;6.313458e-05;1.7646373e-05;2.162733e-06;2.795788e-06
otherword;1.8360175e-06;3.6601893e-06;1.2643846e-05;3.3833098e-06;2.1692054e-05;7.668025e-06
snip;1.7968667e-05;9.737321e-06;2.4271822e-05;7.7200075e-06;2.2251822e-06;1.72841e-06
showing;1.2119859e-06;2.227413e-06;1.5880563e-05;2.7252113e-06;1.234477e-06;1.0340724e-05
aegean;1.4251896e-06;5.0361912e-05;1.4544896e-06;1.5153237e-06;1.2262307e-06;1.978635e-05
astronomical;2.0013263e-06;0.00022318306;2.1079973e-06;3.6547175e-05;1.2542891e-06;1.8095744e-06
monty;5.9447552e-06;1.30969265e-05;2.8095267e-06;2.3510485e-05;6.6680864e-06;1.924035e-06
otherpeople;1.4533961e-05;1.4167252e-06;9.818381e-06;1.0367626e-06;7.156368e-06;1.2796377e-06
lurk;1.6522363e-05;1.7609871e-06;2.890866e-06;1.1969759e-05;2.9081555e-06;1.5862597e-05
overhead;9.161026e-06;0.00011314002;3.9804186e-06;0.00012421027;1.4611234e-06;8.9821415e-06
adventure;1.1346793e-05;0.00013751292;1.662971e-05;1.6392245e-06;3.7163823e-05;1.737493e-06
shape;6.144794e-05;9.525646e-05;0.0002786447;0.00022370112;5.0788567e-05;5.1824492e-05
charity;5.7966434e-05;2.7140813e-06;2.4754022e-06;1.0443848e-06;5.048366e-05;1.5527063e-06
aggravate;3.1691034e-05;2.954464e-06;1.4968181e-06;6.266752e-06;8.196245e-06;2.5022512e-06
theirs;3.8981063e-05;8.433836e-05;9.1623915e-06;1.2207768e-06;4.9822687e-05;8.952321e-06
nubus;1.0743819e-06;1.5985387e-06;1.7369853e-06;0.0002992892;1.0640141e-06;1.6089946e-06
hamaza;1.0489015e-06;5.4900564e-05;1.3428246e-06;9.866541e-07;1.1058427e-06;1.1760582e-06
totalitarian;1.42910185e-05;1.5532967e-06;1.5743844e-06;1.1800036e-06;1.5662893e-06;5.471265e-05
significance;2.2209882e-05;7.272848e-05;3.3186675e-06;1.8014007e-05;0.00014081965;7.5193646e-05
maintain;0.0001106677;0.00031142542;0.000109822526;0.00029336935;0.00026258957;0.00025879542
madness;4.7742586e-05;1.4922894e-05;8.748279e-06;2.3940795e-06;4.5681645e-06;1.0779233e-05
weizmann;2.277453e-06;9.012355e-05;1.5636409e-06;1.1555701e-06;1.4659581e-06;2.308245e-06
findout;4.290439e-06;1.4810724e-06;1.5898847e-06;1.9768608e-05;6.2242852e-06;1.4413914e-06
enforcement;0.00039602764;4.889525e-06;2.5307356e-06;2.419578e-06;2.4458548e-06;0.0013957729
motion;7.3049356e-05;0.0003793428;8.649174e-05;0.00013853275;7.712612e-06;5.1002125e-06
assist;3.7910215e-06;0.0002658409;0.00010400937;3.7547336e-05;6.2998747e-06;0.00011382781
readme;9.174263e-07;1.4524383e-06;1.6075492e-06;0.00025710728;1.0242532e-06;1.9143527e-06
eskimo;2.553726e-05;1.933072e-06;6.299752e-05;1.4837403e-06;2.1190397e-06;4.080557e-06
libxmu;9.595611e-07;2.0441448e-06;1.7282938e-06;0.00023397531;9.321876e-07;1.291875e-06
whoever;5.840394e-05;8.561549e-06;4.4123597e-05;1.5279048e-06;0.00016992934;9.6629636e-05
ascension;1.0810934e-06;3.7623943e-06;1.3465409e-06;1.2992592e-05;2.709275e-05;1.2156615e-06
extensively;6.274696e-06;2.4922812e-05;4.938113e-06;8.444723e-06;4.0984237e-06;1.9103049e-05
sister;0.00023899527;2.2291939e-05;2.1485786e-05;3.2142823e-06;7.7284756e-05;1.526071e-05
wouldnot;2.5371486e-05;9.489183e-06;4.4766864e-05;1.9515326e-06;3.2450138e-05;4.545629e-06
expend;7.3832066e-06;3.2537806e-05;1.9398124e-06;2.0002253e-06;1.5759385e-06;8.976011e-06
tale;6.295045e-05;4.1813873e-05;1.892121e-05;2.858381e-06;3.7421276e-05;1.082427e-05
conditioning;1.9574018e-06;1.5482844e-06;9.651216e-05;1.3655293e-06;1.4012918e-06;3.0366798e-05
clutchless;7.564975e-07;1.0137643e-06;4.583606e-05;9.0285766e-07;8.940923e-07;9.607242e-07
mcrae;9.167022e-07;1.082422e-06;5.1019862e-05;9.312084e-07;9.4814067e-07;3.613622e-06
intention;5.931193e-05;0.000127196;3.4535447e-06;2.2140136e-06;0.000106624895;1.5066821e-05
condemnation;2.7066453e-06;8.611602e-06;2.1104893e-06;1.1311074e-06;0.00015377189;1.7103664e-06
martian;1.3513217e-06;0.00014436257;2.109946e-06;1.2488962e-06;1.269745e-06;1.4386255e-06
tohelp;3.388334e-05;5.875897e-06;1.5457998e-06;1.4186725e-06;1.560421e-05;1.7755391e-06
prince;5.2441824e-06;5.598314e-05;0.00010961749;4.987659e-06;0.00015074074;9.9410216e-05
pellet;2.5456106e-06;5.969251e-06;6.962663e-05;1.4346563e-06;1.0917686e-06;1.2433987e-06
waltham;1.3799915e-06;1.5703883e-06;1.4647654e-05;1.3517278e-05;1.1841884e-06;1.11509e-05
noticeable;1.958186e-06;1.5544258e-06;1.5300646e-05;3.8553277e-05;2.5898003e-06;2.800239e-05
pipeline;6.726927e-06;1.8756573e-05;3.1912787e-06;9.267592e-06;1.2045195e-06;8.283319e-06
bookstore;1.6497203e-05;8.674593e-06;2.1574211e-05;2.9971137e-05;6.524019e-05;2.2645777e-06
crowley;1.5226514e-05;2.118944e-06;1.9686977e-06;5.921969e-06;1.8259749e-05;0.00011003581
parity;1.5441102e-06;6.020135e-06;1.7687443e-06;6.351901e-05;1.1379999e-06;1.6079301e-06
cleansing;1.5260946e-05;0.00022571633;1.5233111e-06;1.0922745e-06;8.683519e-06;2.9899184e-06
sandberg;8.995358e-07;1.2406492e-06;0.00019504939;1.0421184e-06;1.0450865e-06;9.625813e-07
unlike;5.0594143e-05;0.000101704514;9.323331e-05;4.9097842e-05;0.00010351722;0.00019310681
tilt;1.7201942e-06;6.44413e-05;6.421182e-05;1.3412412e-05;1.2945749e-06;2.3840275e-06
mozart;1.1924212e-06;1.6009218e-06;1.2174821e-05;1.7610697e-06;0.000101910475;1.168728e-06
msstate;2.8756447e-06;1.7812099e-06;0.0001396093;1.2625205e-05;1.2265335e-06;1.8051172e-06
parsli;0.00012377097;1.4159973e-06;1.2172226e-06;8.2184494e-07;1.2810701e-06;1.4001296e-06
eugene;2.2655688e-06;4.760605e-05;2.4354076e-06;2.6290183e-05;8.734948e-05;2.2779814e-06
calstate;2.774486e-06;7.0150316e-05;1.751812e-05;1.5433094e-05;2.0928048e-06;2.278945e-05
sift;2.8091963e-06;1.1242969e-05;4.0883833e-06;6.624174e-06;7.835668e-06;1.8130103e-06
wuarchive;8.626613e-07;1.4168928e-06;1.622065e-06;0.00019654736;1.0291822e-06;1.3572514e-06
arabia;2.7845667e-06;0.00024029211;1.4735938e-06;1.0566605e-06;1.9168353e-06;1.7494611e-06
meta;1.5027284e-06;3.9910474e-06;2.3598138e-06;9.196444e-05;5.0208255e-05;1.7958262e-06
rectify;7.266367e-06;4.834404e-06;1.8581672e-05;8.550094e-06;1.2278098e-05;2.2643585e-06
solar;2.36251e-06;0.001310258;2.3303671e-06;2.2845056e-06;2.0401512e-06;2.490076e-06
reckon;2.1125018e-06;2.0987802e-06;1.5962413e-06;1.0196324e-06;6.082544e-05;1.4802368e-06
thought;0.0004540459;8.442688e-05;0.00033618;6.946877e-05;0.0007511692;0.00026156654
identity;5.134567e-06;0.00013854976;2.4423598e-06;3.5375083e-06;7.33378e-05;0.00021641751
unwilling;2.138283e-05;6.67172e-06;1.8793975e-05;1.5672438e-06;2.2865865e-05;8.571498e-06
afifi;1.647614e-06;5.5283734e-05;1.4179943e-06;9.929597e-07;1.7570003e-06;1.5789186e-06
redraw;2.2805827e-06;1.472178e-06;1.7027945e-06;9.2500646e-05;1.0734562e-06;1.4688604e-06
microcomputer;1.0077456e-06;1.733345e-06;7.474287e-05;1.2971025e-05;1.0032849e-06;1.1857569e-06
venerable;1.1685305e-06;1.5682243e-06;3.8277085e-06;2.475671e-05;2.0572303e-05;1.3445167e-06
dang;1.226951e-06;1.9034928e-06;2.07952e-05;1.4113066e-05;1.2860374e-06;5.552072e-06
iceland;1.8119521e-06;6.8176545e-05;1.7728581e-06;1.6369358e-06;1.3123669e-06;1.4730914e-06
ifit;6.6223956e-06;1.59453e-05;1.7501814e-05;9.407724e-06;3.585667e-05;3.327027e-05
eloquently;1.0425264e-05;1.5819816e-05;1.3405995e-06;9.500866e-07;1.3653806e-05;1.7338779e-06
carrying;1.0878356e-05;1.4465344e-06;2.7691653e-05;1.1084717e-06;1.155879e-06;1.3322087e-06
portray;7.106644e-06;3.4640365e-05;3.0689935e-06;1.0861013e-06;3.5408655e-05;1.7344847e-06
disobedience;2.8286815e-06;7.2850344e-06;1.2512681e-06;9.536932e-07;5.4983186e-05;4.2934685e-06
willingto;1.7956941e-06;1.1399537e-05;2.9403725e-05;3.368558e-06;2.8360997e-05;2.7033257e-06
incomplete;1.4187901e-06;2.167413e-05;2.2112827e-06;2.5456631e-05;1.9377489e-05;1.4392981e-05
catastrophic;3.4740624e-06;1.540826e-05;1.0057598e-05;2.86863e-06;1.1094173e-05;1.8045922e-06
surrender;0.00029886139;2.128524e-05;2.10888e-06;1.5235876e-06;3.3785775e-06;0.00035971988
hamburgtel;1.2670919e-06;1.2638309e-06;1.4566662e-06;1.1338842e-06;1.09193e-06;8.551829e-05
much;0.002090349;0.0011118134;0.004279101;0.0020651123;0.0021502485;0.0021721306
disturbing;2.2369599e-05;9.1436295e-06;1.5760235e-06;1.1004109e-06;2.5697395e-06;2.7449269e-05
somwhere;1.2255149e-06;6.357609e-05;1.4537228e-06;2.518078e-06;1.2378522e-06;1.2101625e-06
innovation;1.8499111e-06;2.7658296e-05;2.5999998e-06;2.4257793e-05;4.4260864e-06;7.863038e-06
pleiade;1.1513679e-06;5.526223e-05;1.2774035e-06;8.841173e-07;1.171138e-06;1.1148305e-06
arpa;1.0646371e-06;2.031693e-06;1.7760412e-06;4.4049928e-05;4.679185e-06;1.9816791e-06
transmit;2.7191754e-06;0.0001106735;2.0270401e-05;4.272078e-05;1.64059e-05;0.00046065293
liek;1.2005855e-06;6.0884384e-05;1.7275424e-06;2.8370541e-06;1.1977063e-06;1.3161496e-06
rotate;8.100534e-06;2.4294728e-05;9.133384e-05;0.00012167071;1.5541507e-06;2.6764023e-06
guise;1.9286907e-05;1.5705029e-05;1.4307086e-06;1.0055271e-06;1.2216423e-06;5.660343e-06
president;0.0035033578;0.00074625254;8.304288e-06;4.436547e-06;7.587473e-06;0.00045683485
machinegun;3.1790154e-05;4.0656614e-06;1.3734082e-06;9.169741e-07;1.2469673e-06;1.2987148e-06
vivaldi;6.2207882e-06;1.3960812e-06;1.4618684e-06;9.266742e-07;1.7251446e-05;1.2043506e-06
flee;0.000111989946;0.000318482;1.513385e-06;1.3907501e-06;4.311085e-06;1.8129134e-06
yassin;1.2816246e-06;0.00030982235;1.4854814e-06;1.121998e-06;1.332064e-06;1.4291983e-06
laughter;0.00019310498;3.9104675e-06;1.4323155e-06;1.1352074e-06;3.023138e-06;2.1496053e-06
foremost;1.0053598e-05;2.2511815e-06;2.3967355e-06;1.1829534e-06;1.8104989e-05;2.9656521e-06
resultof;2.3095197e-06;1.7200249e-06;3.2559499e-06;3.2350836e-06;2.4598869e-05;1.1649812e-06
mitchum;1.4206721e-06;1.1985e-06;1.5682839e-06;1.1239321e-06;1.117414e-06;3.4329852e-05
strongly;0.00014070512;8.921505e-05;3.0868065e-05;4.317381e-06;0.000114392686;0.00017566745
construction;5.534135e-05;0.00017904014;0.00014889766;2.9146715e-05;4.1195668e-05;5.1490233e-06
adequate;8.40066e-06;2.02662e-05;4.3004395e-05;1.7052953e-05;2.0002477e-05;0.00015732269
reminder;3.9115944e-06;3.516782e-06;3.5587877e-06;2.0491792e-05;2.0634334e-05;4.6100604e-06
democrats;4.3801996e-05;6.38993e-06;1.2995878e-06;9.143361e-07;1.621574e-06;1.5410976e-06
trot;6.4519863e-06;2.5943245e-06;1.24678645e-05;3.0238007e-06;1.1686378e-06;9.3138215e-06
wire;9.783146e-06;2.478815e-05;0.0011189764;2.4991841e-05;2.863309e-06;5.4710876e-05
benedikt;9.818716e-07;1.2112845e-06;1.0680396e-06;8.1250414e-07;0.000159587;1.0566486e-06
horizon;1.4829749e-06;8.905175e-05;2.1496753e-05;9.048601e-06;3.1812951e-06;3.5254466e-06
perpetrator;2.4521743e-05;4.4679196e-05;1.3788506e-06;9.829125e-07;1.1000456e-05;1.6369517e-06
cardena;9.483177e-07;1.197176e-06;1.1372953e-06;8.09392e-07;5.5662833e-05;9.797326e-07
jerry;0.00015216187;6.364296e-06;0.0002396906;5.3183252e-05;5.2924133e-06;8.57346e-05
hillary;5.4248827e-05;1.8431629e-06;2.1370033e-06;1.1957829e-06;9.230683e-06;2.569133e-06
manyother;1.625091e-06;8.109673e-06;2.0216075e-06;1.3401882e-06;1.5852813e-05;5.897892e-06
eachother;2.3925638e-06;1.5473604e-05;1.3531629e-06;9.4008846e-07;2.3704162e-05;1.2032049e-06
healy;1.5124692e-06;1.7676956e-06;1.6637142e-06;1.1653466e-06;9.8582954e-05;2.0593669e-05
presumably;5.93306e-05;5.551615e-06;5.132514e-06;5.2932806e-05;8.356192e-05;0.000246736
sinful;1.2222433e-06;1.6232444e-06;1.296352e-06;9.863343e-07;0.00018470864;1.267919e-06
underway;2.5622814e-05;8.522723e-06;2.8354777e-06;1.5023388e-05;2.0079663e-06;3.7248003e-05
raphael;1.0969427e-06;8.101081e-06;2.2122298e-05;1.0026467e-06;3.2405e-06;1.1463665e-06
orlando;2.950452e-06;5.852777e-05;2.9141802e-05;4.9471787e-06;1.2354275e-06;1.7977248e-06
registry;1.9707344e-05;3.7095326e-06;3.526015e-06;1.0659707e-05;1.4416377e-06;5.710867e-05
entropy;1.4033042e-06;1.6998708e-06;1.8030553e-06;2.0085425e-05;3.834495e-06;8.564512e-05
horizontal;1.1589616e-06;4.359657e-06;3.7697155e-05;0.00016199601;1.2863908e-06;1.7865983e-06
interpret;0.00011562911;1.2040999e-05;5.8587207e-06;3.4990004e-05;0.00047387622;2.6490308e-05
steering;8.937229e-07;1.2648135e-06;0.00016325215;1.1486853e-06;1.0061863e-06;1.0807678e-06
desire;0.00017017478;0.00011676176;1.2022215e-05;8.069173e-05;0.0004794363;0.0001583917
diaspora;1.1429146e-06;7.4070755e-05;1.2948717e-06;9.223927e-07;2.1199696e-06;1.2424505e-06
qualification;4.0086004e-05;7.4124946e-05;1.0551939e-05;1.74423e-06;2.2028055e-06;2.0283705e-05
group;0.0013442767;0.0017379019;3.3216897e-05;0.0013351805;0.0014821257;0.0019323356
subsequently;4.077283e-06;2.106423e-05;2.1562362e-06;6.1196297e-06;1.2908542e-05;3.332012e-05
bdira;1.1980682e-06;0.00013379386;1.2500635e-06;8.795408e-07;1.2327781e-06;1.12551e-06
daystar;9.109781e-07;1.3452614e-06;1.717574e-06;5.2366388e-05;1.0525703e-06;1.3588497e-06
saudi;1.7042472e-06;0.00035426498;1.5153275e-06;1.0957383e-06;1.9185397e-06;1.5910441e-06
introduction;3.256648e-05;1.591021e-05;7.4163863e-06;0.00022483479;4.957426e-05;0.00010838784
yogi;1.7714591e-06;1.6048625e-06;6.3873005e-05;1.3162309e-06;7.158918e-06;2.4377568e-05
shopper;3.1087025e-06;1.5631089e-06;4.9330197e-06;2.9642422e-05;2.4553292e-06;1.7387893e-06
theaction;1.2569736e-05;6.527825e-06;1.2883263e-05;9.976078e-07;4.7415083e-06;1.3187326e-06
inone;1.1646844e-06;2.4147482e-06;1.5934868e-06;6.3059088e-06;1.9022187e-05;2.3255714e-06
inspect;2.2812257e-05;3.8338667e-06;2.7174092e-05;1.4357396e-05;1.3002715e-06;2.5798365e-06
laurie;2.603206e-06;1.8153211e-06;5.22262e-05;1.4890462e-06;8.057101e-06;8.52364e-06
dseg;0.00016140754;0.00025061183;6.0713508e-05;1.7139879e-06;1.546464e-06;3.8667336e-06
reynold;5.5170817e-06;1.9153692e-06;1.2757228e-05;2.272694e-05;1.2943082e-06;3.0058774e-05
undergraduate;1.1476068e-06;4.664414e-06;1.7319485e-06;2.2118718e-05;6.3608004e-06;4.4724675e-06
generator;4.27254e-06;4.801641e-06;6.240964e-05;0.00023989307;1.4065321e-06;3.4951372e-05
allegation;8.025772e-05;8.6107815e-05;2.3677917e-06;1.0733936e-06;3.1589277e-06;2.594611e-06
boggs;8.753792e-07;1.0347936e-06;7.51483e-05;9.41314e-07;9.321921e-07;9.853538e-07
eight;0.00012358892;0.00018595807;0.00011137531;6.9923866e-05;1.7380169e-05;6.469511e-05
longtime;6.733455e-06;1.650857e-05;1.183366e-05;4.381735e-06;1.477212e-06;2.2136985e-06
preventive;2.3306054e-06;9.704472e-06;1.5980781e-06;7.2300663e-06;1.2326888e-06;2.262487e-05
invariably;5.926632e-06;2.1494716e-05;1.1539223e-05;1.3604237e-06;1.0426833e-05;1.4862273e-06
password;1.688033e-06;2.1857916e-06;1.9474046e-06;0.00015749692;1.291625e-06;0.00019293971
underscore;2.629501e-05;4.2579427e-06;2.0277266e-05;1.2292712e-06;2.995041e-06;5.508167e-06
zoom;2.5724066e-06;1.5176605e-06;3.7423308e-06;9.413638e-05;1.314445e-06;1.6579685e-06
fund;0.00036766747;0.000741479;4.1414723e-06;3.3074741e-06;4.190169e-06;0.0006523331
step;0.0002375648;0.00026951707;0.00023502644;0.00030783945;0.0001696931;0.00038011742
rant;4.8706424e-05;2.6903547e-06;1.4953115e-05;1.254734e-06;2.0545314e-05;1.6880125e-05
junction;1.2544432e-06;1.2328753e-06;5.1564144e-05;1.2490736e-06;9.845658e-07;4.8803117e-06
tunnel;1.8806593e-05;1.0039412e-05;8.847662e-06;5.2536034e-06;1.5801071e-06;2.7947553e-05
hmmmm;3.3722606e-06;2.5489956e-06;1.8701263e-05;1.3493888e-06;1.8632227e-05;2.1924992e-05
impair;5.658318e-06;1.7710908e-06;4.077177e-05;2.2317618e-06;5.3315193e-06;3.9076207e-05
defective;1.5342783e-06;4.447603e-06;1.1542806e-05;2.6994752e-05;5.042657e-06;1.4366281e-05
wiring;1.1315637e-06;1.6229102e-06;0.00022465178;4.696468e-06;1.0505295e-06;2.3286884e-06
abouttheir;1.4128842e-05;1.6358384e-06;2.5290806e-06;1.0200156e-06;1.045915e-05;5.7637517e-06
fulfillment;1.2143797e-06;2.5332532e-05;1.2668897e-06;9.265391e-07;6.575062e-05;1.1848266e-06
optimistic;2.9279995e-06;4.2173782e-05;1.3766866e-05;1.1635971e-05;3.53575e-06;1.7555413e-06
hubble;1.1542979e-06;9.478913e-05;1.6104815e-06;1.52569455e-05;1.1658359e-06;1.4984413e-06
pimentel;1.066143e-06;2.6755008e-05;1.4327321e-06;2.2159584e-05;1.2589954e-06;1.4674449e-06
ulysse;1.4105186e-06;6.924806e-05;2.210064e-06;1.1320247e-06;5.94457e-05;2.0122507e-06
sutherland;1.3537312e-06;1.6547976e-06;1.6826394e-05;5.2014595e-05;1.2091981e-06;7.1181216e-06
grep;9.663445e-06;1.6482425e-06;2.1983533e-06;1.8314122e-05;1.2958002e-06;3.4680138e-06
theman;1.1963543e-06;1.4647293e-05;3.1434972e-06;1.964308e-06;1.70101e-05;1.7211001e-06
asynchronous;9.551741e-07;1.4942724e-06;1.3453908e-06;7.784241e-05;1.1387273e-06;1.4950326e-06
neededi;9.4843165e-07;1.3132114e-06;1.0446471e-05;2.8432758e-05;1.074377e-06;1.4569114e-06
openlook;9.035631e-07;1.2954797e-06;1.4640028e-06;0.00011053418;1.0559767e-06;1.2908037e-06
bitmap;1.0168852e-06;1.6803376e-06;1.9614265e-06;0.00042323326;1.1420008e-06;1.5165729e-06
herre;7.0353155e-05;1.3109442e-05;1.6795811e-06;1.424945e-06;3.5713965e-05;4.5910365e-06
heidelberg;2.4797976e-06;3.6770791e-06;1.6878137e-06;3.519544e-05;2.1385955e-05;8.632104e-06
asset;1.3483088e-05;8.604645e-05;1.9634563e-05;1.3605131e-06;1.9717556e-06;7.542825e-05
continued;2.0427597e-06;3.8505426e-05;2.3994571e-06;1.0921797e-06;1.5542574e-06;1.3671238e-05
visser;7.1335606e-05;3.7393256e-06;1.3454794e-06;1.4089995e-05;1.242857e-06;1.6679105e-06
ming;1.2217935e-06;1.5958137e-06;1.9064584e-05;1.8016799e-05;1.201383e-06;1.906272e-05
emeritus;1.025816e-06;5.156162e-05;1.2561824e-06;9.4751226e-07;1.4053362e-06;1.1152846e-06
thetime;2.1570246e-05;2.755944e-06;8.2531515e-06;2.3015691e-05;2.7493994e-05;1.2542635e-05
right;0.0071209758;0.0024059217;0.0022728126;0.00072789105;0.002171816;0.0014305149
heed;2.341935e-06;1.3104304e-06;3.5042538e-06;1.4961049e-06;2.3819292e-05;1.929354e-06
ohanus;1.019684e-06;0.00052214845;1.4681722e-06;1.1378609e-06;1.1588569e-06;1.2840435e-06
engin;1.6631863e-06;1.4040711e-05;5.6286913e-06;9.771646e-05;2.3529588e-05;3.4753787e-06
caution;1.5175348e-06;3.8711914e-06;2.930829e-05;2.1257016e-05;1.4205316e-05;4.786199e-05
round;0.00024054693;0.00016833747;0.00044812748;7.810386e-05;4.7999074e-05;0.00014756624
unto;2.2474987e-06;2.8674258e-06;1.6925363e-06;1.198922e-06;0.0004962229;1.7369132e-06
directive;1.1149286e-05;2.6195264e-06;1.779393e-06;2.8077677e-05;2.7686901e-06;9.959786e-05
flexible;8.537705e-06;3.0931085e-06;2.7711467e-05;9.857583e-05;1.2140605e-06;2.3284397e-06
