fiber;1.6815175e-05;1.6257016e-05
kuleuven;1.415001e-06;1.1873294e-05
entirely;0.00019259301;0.00011673809
kinsey;8.522459e-05;3.994634e-06
lynn;1.4459894e-05;4.6842644e-05
ninja;1.1132663e-05;1.5798323e-05
gillogly;1.7814935e-05;4.7609587e-06
desperately;8.5357615e-06;7.757497e-06
unpopular;1.5755126e-05;1.7630557e-06
raytracing;1.3387177e-06;1.7885104e-05
oppose;0.00028840092;7.52579e-05
maneuver;1.9603094e-05;3.3669323e-06
fungal;4.1452164e-05;2.1295696e-06
tove;4.151394e-06;1.6915087e-06
subsidize;2.4600395e-05;5.177675e-06
specialized;8.8654415e-06;2.588829e-05
split;4.3210464e-05;0.00015188952
correctly;7.903069e-05;0.00013161215
soviet;0.0005250734;3.0160068e-06
gretzky;3.5309165e-06;1.8168417e-05
vessel;2.5405114e-05;2.1730611e-06
assignment;1.620118e-05;1.0576851e-05
wolf;3.607948e-05;3.2077944e-05
cdac;2.0925206e-06;4.4115146e-05
ididn;8.729507e-06;6.697592e-06
ozonehole;2.6964963e-06;2.3577817e-05
highly;0.00013579126;0.00014446168
local;0.00038067644;0.0007950793
intestinal;1.4693124e-05;1.6350336e-06
longitude;7.4602794e-06;9.990386e-06
accordingto;1.3318273e-05;8.576217e-06
liberalizer;1.1650731e-06;1.801976e-05
rabbi;1.7423443e-05;1.4446979e-06
gooch;1.2514486e-06;1.9637644e-05
winchester;3.0226956e-06;2.0829031e-05
defy;2.1657206e-05;2.3912314e-06
spawn;6.597765e-06;6.183232e-06
moose;8.951426e-06;6.9353437e-06
itbefore;2.5321335e-06;3.940991e-06
noteven;3.3777465e-06;6.6163566e-06
shaft;8.2801926e-05;7.696618e-05
willing;0.00034576058;0.0001973322
remotely;1.4051996e-05;3.1405878e-05
dorothy;6.703858e-05;4.3748882e-06
nowadays;2.1020784e-05;2.4047595e-05
cairo;2.462248e-05;3.3952751e-06
werth;8.697891e-06;1.3729539e-06
mood;1.5898022e-05;3.6613253e-06
escrowe;7.0758484e-05;1.5013215e-06
warrant;0.00041202386;4.557995e-06
youdon;8.180776e-06;1.0693335e-05
chrome;1.2986611e-06;2.0592974e-05
capitalization;8.494027e-06;6.265806e-06
avoid;0.00024987618;0.00028350326
tread;7.1480267e-06;1.5387834e-05
cousin;1.7357865e-05;4.46766e-06
whomever;1.08306995e-05;2.3857954e-06
theywere;2.8376231e-05;8.290899e-06
compaq;1.0394868e-05;5.5337932e-05
door;0.00037845294;0.0001874393
bean;3.85865e-05;7.802419e-06
belgarath;3.41018e-06;2.149781e-05
informationabout;5.121899e-06;5.2559326e-06
silently;6.7098986e-06;4.119883e-06
subtract;1.7583725e-06;1.7803904e-05
canterbury;1.4129108e-05;2.0605969e-05
procomm;1.2617353e-06;2.7272165e-05
ravel;1.4379091e-06;4.6085246e-05
radiator;4.389304e-06;3.4278182e-05
ditto;9.038383e-06;2.880214e-05
boldly;9.999999e-06;1.9299903e-06
manchester;1.873067e-06;4.8440357e-05
liketo;1.2631067e-05;3.201387e-05
reproduction;1.8266554e-05;1.5464731e-05
foreigner;1.2691937e-05;1.3253501e-06
devote;3.827886e-05;2.1510146e-05
constantly;3.7369744e-05;3.3008702e-05
unlimited;1.4985936e-05;1.3403631e-05
storm;5.5917826e-05;5.8082853e-05
overdrive;1.8498403e-06;1.6250187e-05
responsibility;0.00027626214;1.9253006e-05
flybys;1.9654319e-05;2.7133308e-06
severity;1.3738635e-05;1.8039946e-06
annex;2.2643697e-05;1.9953418e-06
sunos;1.5653972e-06;0.00011060881
notwithstanding;1.8681869e-05;2.3484117e-06
already;0.0007545348;0.0005494907
neatly;7.2913726e-06;8.849924e-06
thereafter;1.10018245e-05;3.5346663e-06
terminal;1.0470638e-05;0.00029971523
baggage;1.1170657e-05;3.2134294e-06
suprise;1.3730102e-05;1.6012295e-05
imagery;3.8559792e-06;4.586394e-05
njin;1.34683e-06;1.4811267e-05
butts;6.939737e-06;2.531169e-06
gold;5.395274e-05;0.00010570665
behanna;5.820509e-06;2.8123874e-05
thatyour;8.942471e-06;2.1374028e-06
yelena;8.313806e-06;1.2744346e-06
redress;1.2566893e-05;1.5640705e-06
feat;1.0777837e-05;6.6918938e-06
bend;2.112425e-05;3.331833e-05
aboutthis;5.4694215e-06;7.992248e-06
empire;0.0001861342;2.6269302e-06
nessie;4.251858e-06;3.515417e-05
arras;2.3572376e-05;1.6092365e-06
marriage;0.00021551634;7.775484e-06
jerusalemin;1.1068869e-05;1.475045e-06
qdeck;1.5442469e-06;4.8389986e-05
accounting;1.38692785e-05;5.145448e-06
cupertino;1.1318712e-06;2.7243845e-05
hernia;3.359712e-05;6.1199817e-06
investigator;8.1500206e-05;2.141312e-06
statute;3.4870056e-05;1.771878e-06
transient;4.8664697e-06;4.441374e-05
jgreen;2.2657046e-05;7.105517e-06
around;0.00094021857;0.001248315
autre;1.5093617e-05;6.4237493e-06
knock;0.00025919997;2.2957232e-05
sophistication;6.538965e-06;4.721055e-06
assessment;3.878297e-05;6.1870514e-06
intercept;3.4131994e-05;1.5897249e-05
outright;4.4816505e-05;7.414181e-06
hopkin;5.3449472e-05;1.8534534e-05
chapel;3.6647978e-06;4.5984885e-05
emerson;2.1295532e-06;1.698214e-05
risk;0.0004029581;2.6214007e-05
pegasus;3.45758e-05;5.574622e-05
vocal;1.3346422e-05;5.6655176e-06
prone;2.218309e-05;3.571632e-05
compiler;3.5017301e-06;0.00016449377
grab;5.0333245e-05;0.00013600852
goat;1.2969544e-05;3.5642395e-06
alamos;5.6689655e-06;1.36958e-05
alleg;1.9521854e-06;5.7288773e-05
responce;2.5276506e-06;1.01423375e-05
squash;1.0699303e-05;2.7489982e-06
phase;5.7335066e-05;0.00011284966
sociology;3.6136244e-06;7.494305e-06
epson;1.3044752e-06;3.842813e-05
buphy;3.9993683e-05;1.6920927e-06
siemen;1.8585138e-06;2.0839027e-05
relaxed;7.392227e-06;2.33943e-06
apocalypse;2.9054903e-05;2.3242126e-06
payment;3.1035433e-05;4.531001e-05
expense;6.058164e-05;1.3301029e-05
soccer;9.922562e-06;1.1383898e-05
penn;3.3179888e-06;2.2764843e-05
malcolm;9.830933e-05;1.7441282e-05
pizza;1.6840811e-05;6.155054e-06
canseco;2.8406134e-06;5.7687153e-05
legit;7.4666036e-06;6.3374982e-06
anyways;1.0457127e-05;5.265668e-05
someother;8.051306e-06;1.2438033e-05
vouch;2.8083334e-06;6.9111557e-06
salein;2.4042583e-06;1.4238289e-05
swift;5.2881205e-06;1.3005085e-05
line;0.00043971455;0.0028283657
record;0.00035612192;0.0003565353
sophia;1.2556267e-06;1.8025035e-05
concern;0.00045544514;0.00010991359
manifestation;2.3830473e-05;2.9711048e-06
chemist;9.729835e-06;6.4734586e-06
lodge;2.6575395e-05;6.6881007e-06
cultural;9.394515e-05;3.8630665e-06
pissed;7.3583706e-06;6.6462953e-06
draft;5.6738496e-05;0.0001935274
trajectory;2.4890507e-05;1.997838e-05
austrian;9.818653e-06;1.6647857e-06
themore;9.771046e-06;2.7649223e-06
collection;6.316103e-05;0.00011930917
dixon;3.1739237e-06;1.8167171e-05
thatwe;1.7588723e-05;5.5689757e-06
wustl;2.4292167e-06;0.00014870064
metric;4.738412e-06;6.636032e-05
sasghm;2.0994055e-05;1.6006027e-06
legislation;0.00010493136;7.3997e-06
harmfulin;6.52756e-06;2.3823654e-06
poet;1.0283695e-05;6.849552e-06
moin;1.1538508e-05;7.2950243e-06
paris;5.912448e-05;1.5821572e-05
lawyer;0.00016067103;3.760199e-06
ottolini;2.2439065e-06;1.571034e-05
prettier;1.13160195e-05;1.6134609e-06
ciceran;1.1617789e-06;1.7622555e-05
iici;1.9197873e-06;9.471092e-05
pathetic;2.0851441e-05;8.88091e-06
await;3.2660715e-05;3.903438e-06
judas;2.9954143e-05;4.320043e-05
legitimize;7.5499934e-06;1.6250365e-06
thruster;1.9144105e-05;1.5508262e-05
schumacher;6.4708934e-06;2.9626221e-06
stan;2.6230273e-05;6.128062e-05
rambo;1.1439433e-05;1.4908177e-06
bellow;2.3220434e-06;2.0999834e-05
acknowledgement;7.3846454e-06;1.2360857e-05
outer;4.1897376e-05;3.2383068e-05
robertson;1.3527179e-05;2.0043504e-05
sixty;1.6928876e-05;1.50396845e-05
devout;1.6688176e-05;2.1146298e-06
garden;5.3964628e-05;8.015036e-06
interlace;1.1888285e-06;1.9399227e-05
strong;0.00053780153;0.00011235633
synagogue;2.626374e-05;1.6426168e-06
righteous;7.8788034e-05;4.3155774e-06
mose;8.172339e-05;9.465169e-06
needpyron;1.4215203e-05;1.7423625e-06
suis;2.6225458e-05;2.0160032e-05
find;0.0022563098;0.0030260677
iicx;1.1505138e-06;2.110227e-05
stsci;3.1502004e-05;3.6756013e-05
finger;6.715437e-05;0.00017053052
sting;1.841629e-05;2.6508949e-06
aboutthe;4.960687e-05;3.3120265e-05
prank;7.6849665e-06;2.1353899e-06
marty;3.6769652e-05;6.9426233e-06
theus;1.2553537e-05;4.2815745e-06
specially;8.834614e-06;2.0681597e-05
determine;0.00021488772;0.00028583594
band;4.0583473e-05;0.00021140614
thanx;2.4963642e-06;0.00019188269
slash;6.744697e-06;1.9001647e-05
wild;9.0884554e-05;2.1711532e-05
trademark;4.878149e-06;4.9795024e-05
undeniable;2.076179e-05;1.6627198e-06
many;0.0026021535;0.001483321
camping;5.2800797e-06;1.2850157e-05
freely;4.668691e-05;8.233219e-05
queiser;1.5035566e-06;1.3017977e-05
great;0.00095853844;0.000777359
smyrna;7.763854e-06;4.368851e-06
fraser;9.93245e-06;5.5212528e-05
astray;8.542866e-06;3.855514e-06
scam;1.0691092e-05;2.9735753e-05
dread;9.840017e-06;3.00017e-06
fallen;1.05536255e-05;2.7345347e-06
whichever;1.22696065e-05;1.3807621e-05
involved;2.7300543e-05;1.9184028e-05
gladly;1.022633e-05;1.2874844e-05
hahn;7.835298e-06;7.155072e-06
darice;4.3694305e-05;2.2038869e-06
handwriting;9.073542e-06;3.778725e-06
tigger;1.4144114e-06;1.8872934e-05
thine;2.6154688e-05;7.325801e-06
pocket;7.02214e-05;3.6474325e-05
rayssd;2.0204474e-05;1.7558941e-06
huntsville;2.7892597e-06;5.085953e-05
pursuant;1.981924e-05;1.7736261e-06
laden;9.692474e-06;1.5965932e-06
proposition;3.6980455e-05;3.612625e-06
discount;1.4185916e-05;9.042772e-05
fond;6.364399e-06;6.586597e-06
mitchell;4.440652e-05;6.391506e-05
inherent;6.6571774e-05;1.1894187e-05
tutorial;3.4076425e-06;9.792008e-05
zikzak;1.3327713e-06;1.2613174e-05
dosage;8.495032e-06;2.0061798e-06
reformatte;1.1792259e-06;1.2631772e-05
benefit;0.00024598758;0.00011850624
omission;5.5870223e-05;2.072875e-06
themself;8.398211e-06;3.0431104e-06
capability;4.1424282e-05;0.00028483517
canbe;3.283323e-05;3.890119e-05
friction;1.8799515e-06;1.9942927e-05
stanley;3.7653717e-05;4.0923722e-05
makea;6.253675e-06;3.961329e-06
general;0.0008296199;0.00043124403
wagon;3.0739498e-06;0.000103504535
entry;2.1599986e-05;0.000673735
jhuvms;1.5482992e-06;2.1126383e-05
distrust;1.3830743e-05;2.09404e-06
cross;0.00022372838;0.000113631104
ubvmsb;4.3414475e-05;1.8063833e-05
temptation;5.4737816e-06;7.0449623e-06
suzuki;1.3112003e-06;1.7203489e-05
despair;1.1296423e-05;4.760981e-06
mnot;3.967278e-06;1.8160128e-05
enormously;5.6030726e-06;6.079877e-06
stockton;1.945901e-06;2.771743e-05
engine;2.162532e-05;0.0009922314
teflon;2.1235654e-05;1.7992688e-05
differential;5.111047e-06;0.00011942812
strife;3.0975392e-05;2.4040394e-06
shai;5.19407e-05;2.3474463e-06
khan;5.5243785e-05;1.6257449e-05
apple;3.5656794e-05;0.0016974986
bull;7.552302e-05;7.0825794e-05
construe;1.7804245e-05;9.314497e-06
flow;6.984085e-05;7.839259e-05
onthe;0.00012291837;0.00011994421
tradition;0.00031963855;1.774214e-05
clarke;6.2907793e-06;3.7541435e-05
route;3.6184196e-05;7.47674e-05
worm;2.2565271e-05;7.358697e-06
feedback;4.5223496e-06;0.00012290072
phobo;2.568702e-05;2.6075302e-06
mild;3.2793974e-05;7.908969e-06
quebec;2.716483e-05;6.4436346e-05
prevalence;3.1004784e-05;3.1648547e-06
knowof;4.1327885e-06;9.697389e-06
rally;5.4752978e-05;1.7520093e-05
cellular;7.190537e-05;3.586936e-05
spout;2.2513736e-05;2.155221e-06
config;1.6143458e-06;0.00015616055
downtown;1.1347852e-05;4.8237266e-06
music;7.8962206e-05;0.0001351274
wwarf;2.8023433e-05;1.7619799e-06
contact;0.00014528552;0.00079153373
requirement;9.163184e-05;0.00018310662
mystery;9.498082e-05;1.3078049e-05
thespace;1.0736263e-05;2.8405702e-06
tickle;1.4315057e-06;2.527381e-05
hostility;4.0698196e-05;2.4652086e-06
elder;9.950421e-06;2.4866697e-06
associate;0.00027650033;0.00020011561
lxmu;1.2582387e-06;3.0707342e-05
mcgill;5.9761118e-05;0.00010118127
herd;8.892742e-06;4.9014416e-06
layout;1.7511447e-06;0.00010757643
tweak;1.5445385e-06;1.4533465e-05
supersede;3.5042658e-06;7.648299e-06
mechanical;9.9412355e-06;0.00010407705
suno;9.8560395e-06;8.9005436e-05
compuserve;5.3918535e-05;0.00017285334
observable;2.7473132e-05;1.0098413e-05
pihko;2.4112273e-05;4.7321782e-06
powerful;9.394493e-05;0.00012177277
crude;1.6396314e-05;3.3888941e-06
typeof;3.5176806e-06;1.2865724e-05
institutional;4.4273065e-06;2.009519e-05
endanger;1.2598777e-05;4.3242576e-06
authorized;1.3034786e-05;1.6911086e-05
molecule;1.4705903e-05;3.498157e-05
balloon;7.075147e-05;3.2882567e-06
tone;1.3856937e-05;8.243291e-05
benevolent;1.4735117e-05;1.7620941e-06
vest;1.29715845e-05;2.8903867e-06
china;3.644388e-05;3.854536e-06
misuse;3.6100628e-05;4.163709e-06
goon;6.0094108e-06;2.9222524e-06
explicit;3.395756e-05;1.3592931e-05
outfit;8.172494e-06;6.082864e-06
calculation;1.5705995e-05;7.2232564e-05
modern;0.00025131353;7.006864e-05
quackery;1.1542823e-05;1.7711835e-06
gerry;4.6093268e-05;2.5761712e-05
ofthe;0.0004035459;0.0001917307
facilitate;1.0928656e-05;1.7878641e-05
eclipse;1.1039335e-05;3.486688e-05
format;1.3256523e-05;0.0018258211
hopeful;1.866618e-05;1.8827451e-06
tolive;8.228968e-06;1.5133663e-06
murderer;5.63374e-05;2.3385355e-06
pythagorean;2.459208e-05;2.8115467e-06
rootwindow;1.1212329e-06;2.1961805e-05
peopleare;1.2373212e-05;2.6603211e-06
someof;2.0146916e-05;1.539791e-05
dell;6.4393257e-06;6.320167e-05
notto;9.091849e-06;5.074705e-06
livni;0.00010500353;1.7907752e-06
indianapoli;1.2804693e-05;1.6275894e-06
encounter;6.676592e-05;6.249225e-05
reward;0.00010422022;6.1006876e-06
solid;7.054634e-05;0.00022934451
utxvms;4.5659367e-06;2.4258472e-05
frustrating;1.1447618e-05;8.452399e-06
jtchern;1.161914e-06;1.790199e-05
frankly;4.315322e-05;1.15744215e-05
tamut;8.330397e-06;2.5832689e-05
milk;5.8759808e-05;2.733003e-06
denial;6.730892e-05;2.6784378e-06
creator;5.2799543e-05;8.1105545e-06
focus;9.352023e-05;0.000118995136
genius;7.1482245e-06;4.152782e-05
spectrometer;7.528869e-06;2.880909e-05
traffic;6.1823215e-05;0.0002215736
entity;0.00012954834;1.5608104e-05
bizarre;3.087974e-05;1.7627572e-05
chlorine;1.6409682e-05;2.5302797e-06
corresponding;7.180432e-06;5.5486903e-06
uncle;4.2299518e-05;6.656625e-06
base;0.00076075783;0.0014948893
future;0.00034986177;0.00028707026
nomination;1.0469191e-05;3.7229097e-06
membrane;1.9412708e-05;6.5106497e-06
hang;0.000111088324;0.000291252
chronicle;3.1328298e-05;4.404883e-06
serie;2.8316986e-06;1.3344775e-05
peter;0.0003077085;0.0005422036
totake;1.1008033e-05;3.0519543e-06
week;0.00057386106;0.00065114634
robot;6.513652e-06;3.1651187e-05
cymbal;3.6721308e-06;1.4933721e-05
retreat;4.467734e-05;1.6752829e-06
conclude;0.0001524681;1.3645273e-05
sustain;2.7461434e-05;1.3185977e-05
grossly;5.7105412e-06;2.1649173e-06
evade;1.7869343e-05;2.7297835e-06
weary;6.520924e-06;1.7644618e-06
lotsof;8.4678895e-06;1.0202956e-05
terrorismin;1.0520971e-05;1.461584e-06
wasnot;1.7954531e-05;5.067741e-06
deploy;3.2430202e-05;4.172259e-06
southern;0.00014246635;1.4971266e-05
reassure;1.0247105e-05;1.5613671e-06
wackos;1.1219079e-05;1.6169699e-06
youhave;2.7016353e-05;7.020024e-05
humanist;9.3402405e-06;1.7541701e-06
niel;5.931424e-06;7.946093e-06
theclipper;6.503587e-06;4.0334157e-06
surface;0.00010927625;0.00040800404
spit;1.2289152e-05;1.53493e-05
duty;0.00015830825;3.7442805e-05
astrophysical;9.462478e-06;6.396085e-06
intend;0.00026560872;0.00019490223
misunderstanding;6.443407e-06;5.88652e-06
scsiin;1.1226828e-06;3.3448352e-05
bimac;9.204642e-06;1.4639611e-06
question;0.002101888;0.0017516677
apprehend;1.0565328e-05;1.645643e-06
themoon;7.273413e-06;2.2165273e-06
gaine;6.5069094e-06;1.413016e-05
away;0.0009124562;0.00037516266
sander;5.0150065e-06;6.27955e-05
darwin;6.6816556e-06;2.3998145e-05
link;0.00012439748;0.00027063864
setup;3.8513485e-06;0.00032366614
haddy;1.1774213e-06;1.6330834e-05
microscopic;7.75948e-06;1.7593503e-06
tomake;4.0295137e-05;2.3078768e-05
davidian;0.00036427603;2.764751e-06
interim;1.3932009e-05;1.7559677e-06
franklin;2.6308213e-05;2.6110563e-05
launch;0.0006372823;4.640966e-05
planetary;9.9358615e-05;3.8912938e-05
mike;0.00015236848;0.00090701354
economic;0.0003356738;3.9639085e-06
rcollin;1.2357863e-05;1.6422753e-06
rafael;1.4622141e-06;1.1735084e-05
ironically;1.5130461e-05;3.5708176e-06
yourown;8.521727e-06;3.1327131e-06
alot;5.138595e-05;8.657163e-05
handler;4.0359323e-06;0.00013597029
vanderby;1.7790657e-06;1.6491056e-05
arizona;0.00010980814;0.00014404608
bison;2.0953203e-06;6.45602e-05
commando;2.038508e-05;1.285278e-06
insofar;1.3386577e-05;2.4680537e-06
kosmo;1.176305e-05;3.613199e-06
alfalfa;1.7815258e-06;2.9158036e-05
digitize;7.0929887e-06;0.00010510733
comeback;4.5493375e-06;1.1305707e-05
mccreary;9.952846e-06;8.0369955e-06
usage;7.3431765e-05;0.00011703589
firmware;1.1573334e-06;1.5721498e-05
hyundai;1.8531422e-06;2.0550713e-05
dduff;7.5921425e-06;4.94839e-06
abridge;1.5694293e-05;2.545081e-06
diary;2.2971994e-05;2.437427e-06
breach;2.0220474e-05;2.7664507e-06
illegal;0.0004126203;2.2843875e-05
naked;3.4034885e-05;6.4104875e-06
significantly;6.953805e-05;7.241672e-05
intrinsically;1.610908e-05;1.2445046e-05
realization;9.4123525e-06;3.757815e-06
onethat;5.984464e-06;3.5835305e-06
twelve;3.6721274e-05;3.011055e-06
coreldraw;1.2810219e-06;4.147239e-05
basement;1.9548179e-05;1.4124529e-05
seventh;3.2808144e-05;2.193382e-05
blindly;6.482478e-05;3.2133007e-06
respect;0.00030542247;3.816109e-05
charge;0.0003190818;0.00019277328
thankful;1.4310724e-05;2.4398898e-06
extermination;0.00018443163;1.7507641e-06
plea;1.33858675e-05;2.064404e-06
unspeakable;1.0657458e-05;1.480283e-06
frog;2.6044521e-05;3.9014638e-05
diffie;1.3665224e-05;2.1529746e-05
wealth;2.962108e-05;8.138925e-06
honour;1.0591901e-05;9.951001e-06
stipulate;1.6000684e-05;1.8996282e-06
kepler;5.6060417e-06;8.055438e-06
condemene;1.6414337e-05;1.4289061e-06
ghetto;4.2172313e-05;1.5406033e-06
figured;7.73916e-06;8.6181335e-06
hasthe;4.561252e-06;8.584199e-06
expulsion;1.9687272e-05;1.5727924e-06
mossad;2.6982598e-05;2.0441742e-06
plastic;1.2981584e-05;0.00017728031
loudspeaker;1.6525195e-05;1.4245508e-06
kerry;7.3199035e-06;7.0473448e-06
flexibility;2.5219729e-06;1.3223353e-05
unproven;6.819202e-06;2.5646582e-06
czar;1.8100667e-05;1.4814566e-06
sure;0.0010532201;0.0011726556
generalize;1.9250068e-05;5.047577e-06
sucha;2.4497664e-05;2.7431242e-05
skepticism;9.9385485e-05;2.157125e-06
system;0.00096212217;0.004483673
commonly;5.0448627e-05;6.119419e-05
extremely;0.000101217505;4.821526e-05
planesin;1.267791e-05;1.6003538e-06
originate;5.6101228e-05;8.239326e-06
jung;8.028251e-06;5.738197e-06
decwindow;1.3483349e-06;5.0700615e-05
fortune;1.961682e-05;1.737321e-05
mcimail;3.225242e-05;8.897785e-06
uncertainty;1.861872e-05;4.6715923e-06
physician;0.00015442558;2.5046534e-06
analog;4.094886e-06;0.00013940064
useit;4.1183e-06;8.128663e-06
callback;2.1300164e-06;0.00012065679
experiment;0.00012386104;7.849909e-05
string;9.066959e-06;0.00036782067
tough;0.00010859385;1.8469662e-05
diplomacy;1.5782367e-05;1.4748227e-06
tripe;5.9762942e-06;5.935039e-06
usenet;9.5674804e-05;0.00051076466
admit;0.00034841345;6.103743e-05
wellington;4.2772053e-06;8.668158e-06
prevention;6.7869805e-05;6.503417e-06
inventor;7.14603e-06;1.2892592e-05
park;4.2534928e-05;0.00033439152
bottle;3.078017e-05;6.218619e-05
blvd;3.3299953e-06;4.7797155e-05
repent;6.273887e-05;5.702223e-06
native;9.617112e-05;4.177788e-05
priority;5.8906557e-05;2.9819583e-05
earle;1.9482684e-06;4.7174526e-05
boris;1.1874528e-05;1.0136565e-05
hallam;0.00016447048;5.864538e-06
workplace;3.9389392e-06;3.7773196e-05
become;0.0010960373;0.00025759026
extension;5.1947163e-06;0.00041952942
cunixf;6.0364646e-06;1.1590471e-05
smear;1.10279025e-05;1.265707e-05
fictionin;1.2020019e-05;1.5119974e-06
upto;5.8097526e-06;3.5110148e-05
isolate;2.5831985e-05;3.5224595e-05
similarly;9.668113e-05;2.5392359e-05
postulate;2.3185496e-05;4.6904197e-06
xsession;1.1359143e-06;3.611225e-05
stance;1.9693787e-05;4.7160243e-05
corporation;7.766558e-05;0.00021977111
messiah;0.00011369023;1.0087584e-05
handy;7.6664755e-06;0.00011490478
wisc;4.112968e-05;0.00016273532
avail;9.133046e-06;3.554667e-05
magnum;1.7889293e-05;3.3217311e-06
alexia;5.0623043e-05;1.4777617e-05
thatthere;3.8093352e-05;9.228523e-06
rotaract;8.347224e-06;3.211066e-06
dxcern;6.833501e-06;3.8534704e-06
geophysical;2.2258776e-06;2.1998405e-05
initiate;6.832006e-05;1.0734794e-05
bombardment;1.44550695e-05;1.4240331e-06
alberto;2.0538018e-05;3.1701259e-06
pledge;1.5543887e-05;1.4898677e-05
notification;6.9451326e-06;9.1195025e-06
exam;1.4049208e-05;1.4470848e-05
excel;2.3321281e-06;4.3233977e-05
aweto;1.5110835e-05;2.7357125e-06
confine;2.7352482e-05;3.0563758e-06
service;0.0005198872;0.00074865366
aeronautic;9.721825e-06;1.1958574e-05
repeatedly;6.5869084e-05;1.7804346e-05
intervene;3.954854e-05;2.7605709e-06
vanilla;1.2125801e-06;2.3473985e-05
release;0.00027592122;0.00053153734
relatively;8.326151e-05;0.000103829705
pregnant;4.540545e-05;2.2061054e-06
structural;9.284981e-06;2.0566938e-05
coal;1.0351668e-05;5.0182384e-06
pixie;1.8141536e-05;1.9831984e-06
jovanovic;2.7524702e-05;1.4035502e-06
mandtbacka;1.0771963e-05;1.980369e-06
covenant;5.7890295e-05;4.3507107e-06
carb;1.8710192e-06;3.938545e-05
spaceflight;2.527393e-05;2.1622348e-06
connection;9.097027e-05;0.0002602249
hathaway;2.5140498e-05;3.110309e-06
species;7.171416e-06;2.8045597e-06
kingman;1.5156442e-06;6.112347e-05
denote;2.540441e-05;7.839727e-06
roughly;5.8881982e-05;5.9306432e-05
nato;1.0875983e-05;3.7254936e-06
osteopathic;1.8587441e-05;1.5307528e-06
gentile;5.140068e-05;7.813777e-06
score;2.355869e-05;0.0005043107
importance;0.00012120529;8.706447e-06
southeast;9.802776e-06;3.500735e-06
simulate;2.6427656e-06;4.3228534e-05
theyhad;1.4785469e-05;3.3403483e-06
bonner;1.1535725e-05;1.408748e-06
revdak;3.3247816e-05;4.454401e-06
clamp;2.06515e-06;1.988193e-05
martinez;2.2337008e-06;4.7905924e-05
maximize;9.515404e-06;1.4661499e-05
theold;6.417066e-06;1.04686715e-05
kerr;1.6103849e-06;4.0778854e-05
barrett;1.2688687e-05;1.5926953e-05
mcguire;4.0317354e-06;2.2248378e-05
openly;3.440309e-05;3.1386805e-06
imperial;6.9845105e-06;1.4228297e-05
noyes;2.4597613e-05;2.8079746e-06
uokmax;1.9846495e-06;9.8472505e-05
hawk;2.0000867e-05;5.1036826e-05
otherword;8.552543e-06;6.8666423e-06
snip;9.612757e-06;1.4087803e-05
showing;2.7858039e-06;7.889472e-06
aegean;1.5602984e-05;2.6094085e-06
astronomical;2.1512915e-05;0.00011276059
monty;5.289825e-06;1.3644018e-05
otherpeople;7.877507e-06;3.1631482e-06
lurk;8.012636e-06;1.4749071e-05
overhead;2.1417785e-05;0.00010729308
adventure;4.264526e-05;6.758792e-06
shape;5.0268794e-05;0.0002778509
charity;3.1731022e-05;2.6625737e-06
aggravate;1.0694742e-05;5.1833913e-06
theirs;4.6274865e-05;2.9460848e-06
nubus;2.3813886e-06;0.00017623408
hamaza;1.30702865e-05;1.4930658e-06
totalitarian;1.2231888e-05;1.7135054e-06
significance;7.164618e-05;2.6958174e-05
maintain;0.00021661565;0.00022208226
madness;2.2811491e-05;6.2426816e-06
weizmann;1.50143105e-05;2.1795447e-06
findout;3.0589595e-06;1.2216034e-05
enforcement;0.0004101381;3.761404e-06
motion;8.452077e-05;0.00013827984
assist;8.161556e-05;5.430086e-05
readme;2.0175419e-06;0.00014059122
eskimo;1.03141865e-05;3.308956e-05
libxmu;2.8477227e-06;7.5463264e-05
whoever;0.0001000111;8.74039e-06
ascension;7.3191636e-06;8.657522e-06
extensively;1.2974171e-05;8.520695e-06
sister;0.00010929901;9.882888e-06
wouldnot;2.1653468e-05;1.7032024e-05
expend;1.4758689e-05;2.524596e-06
tale;2.9968258e-05;1.5587062e-05
conditioning;5.8076894e-06;3.932585e-05
clutchless;1.2317247e-06;1.8056064e-05
mcrae;1.6815318e-06;2.6218284e-05
intention;8.108122e-05;6.22642e-06
condemnation;3.293638e-05;3.22108e-06
martian;3.4145913e-05;2.9849557e-06
tohelp;1.4441614e-05;2.3267542e-06
prince;7.683666e-05;5.1055813e-05
pellet;3.877731e-06;1.9715491e-05
waltham;4.385877e-06;1.8964352e-05
noticeable;4.7206386e-06;2.7098682e-05
pipeline;8.501803e-06;6.450013e-06
bookstore;1.4904033e-05;3.8729122e-05
crowley;2.9558998e-05;1.1506938e-05
parity;3.0128904e-06;4.232736e-05
cleansing;5.3869095e-05;1.8756607e-06
sandberg;2.28711e-06;4.1964056e-05
unlike;0.00012747002;5.8010803e-05
tilt;9.306036e-06;3.6419493e-05
mozart;2.0555477e-05;6.9385655e-06
msstate;3.3920628e-06;4.307315e-05
parsli;4.2037955e-05;2.7752938e-06
eugene;3.3237324e-05;2.3799788e-05
calstate;1.3323513e-05;1.8843635e-05
sift;6.3259376e-06;6.6727152e-06
wuarchive;2.269396e-06;0.0001061553
arabia;6.661106e-05;1.6393006e-06
meta;8.688046e-06;5.5931934e-05
rectify;6.5793392e-06;1.4117404e-05
solar;0.0003167009;1.0076354e-05
