;0;1;2;3;4;5;6;7;8;9;10;11;12;13
adolescent;1.5457421e-06;8.656197e-07;5.6294016e-06;8.056972e-07;1.0108959e-06;3.841143e-05;1.0042678e-06;0.00010987438;1.8783899e-06;7.592029e-07;1.1747534e-06;3.953333e-06;7.2643115e-07;8.8307445e-07
hear;0.0013380658;0.0017424285;0.00036461686;0.00015646772;0.00062663766;0.0007833723;0.00060141116;0.0014238931;0.0044375267;0.0021203347;0.0025403753;0.00013612815;0.0016503575;0.00031538773
sysadmin;0.00028340457;8.9200455e-07;7.505865e-05;1.1175377e-06;1.0502044e-06;1.0475319e-06;8.298815e-07;9.958779e-07;7.385037e-07;1.0620463e-06;1.2357785e-06;1.1154823e-06;5.9134805e-07;8.7548983e-07
sperm;1.2044555e-06;6.816283e-07;6.054789e-07;7.222581e-07;5.0943167e-06;8.7112943e-07;9.4441884e-07;0.00020546115;8.186606e-07;6.935574e-07;1.1366116e-06;9.159838e-07;5.060186e-06;6.597889e-07
muratoff;1.0879285e-06;6.2615504e-07;5.9997916e-07;6.8201683e-07;4.881059e-07;7.974425e-07;9.0104666e-05;9.1600583e-07;7.327713e-07;4.4575043e-07;8.0959364e-07;7.582505e-07;6.240974e-07;5.8610016e-07
loop;3.670964e-06;0.00016827416;2.6003167e-06;0.00094292575;6.817538e-05;1.4893301e-06;1.573843e-06;3.1602292e-05;3.128586e-06;1.6612986e-06;0.0002209769;1.7081427e-06;2.8184047e-06;4.8076028e-05
cactus;2.1512776e-06;1.4581397e-05;1.7265274e-06;1.2672665e-06;9.953771e-07;1.7789878e-06;1.0393622e-06;1.3630431e-06;6.6605853e-06;1.1975235e-06;0.0005553677;1.1984921e-06;1.1111032e-06;1.0526558e-06
spacecraft;2.8949626e-06;8.342577e-07;1.0496515e-06;1.4150315e-06;2.4617395e-07;1.0389122e-06;1.8228071e-06;1.4023358e-06;5.944404e-07;2.3825696e-07;2.3261427e-06;1.1522599e-06;6.484995e-07;0.0022821547
cyclone;0.00011914989;0.00012316451;1.5454943e-06;1.1648415e-06;5.088939e-07;3.857201e-05;7.738195e-07;1.0891686e-06;6.7443256e-07;1.0060452e-06;1.2233725e-06;8.2264705e-07;5.233326e-07;1.018521e-06
assassin;2.0540892e-06;1.0684096e-06;8.9574144e-07;2.7427426e-05;7.2956743e-07;9.070372e-07;3.501312e-05;1.1517569e-06;1.0784937e-06;5.418627e-07;1.1482836e-06;1.0669302e-06;8.16867e-07;7.8763014e-07
psyrobtw;9.99758e-07;5.47826e-07;6.0693e-07;6.9424516e-07;1.034317e-06;7.863922e-07;9.09912e-07;8.734455e-07;6.6725636e-07;4.9921397e-07;1.0632017e-06;8.641088e-07;0.00023563132;6.075849e-07
spectacular;2.0427528e-06;1.2681255e-05;8.5528345e-06;9.33257e-07;9.980805e-07;2.4822239e-05;1.1750165e-06;1.5315302e-06;1.8138409e-06;9.4271195e-07;1.8911272e-05;9.884284e-07;3.826877e-06;7.0603994e-05
sound;0.00014340367;0.0034288047;0.00043499004;5.8455593e-05;0.00057082134;0.0005122288;0.00010797459;0.0007051371;0.0006995431;0.0016048197;0.002054553;0.00017941603;0.0004698885;0.00032985382
tower;2.5916172e-06;0.00012173366;2.0124871e-06;1.983995e-05;1.6564728e-06;3.961024e-06;1.7509866e-06;2.1038227e-06;0.00011418225;3.07994e-06;0.0011930706;3.0139458e-06;2.3951892e-05;4.6474837e-05
damned;1.4847927e-06;7.5577566e-07;2.1805503e-05;8.5807585e-07;3.688286e-06;1.0671159e-05;4.1066096e-06;1.3316486e-06;1.19244e-06;3.2650435e-06;1.1441144e-06;1.2273933e-05;5.9033946e-06;8.0880125e-07
intheir;2.3693478e-06;1.0247336e-06;1.7890609e-06;1.6599924e-06;2.2028635e-06;6.109998e-06;1.0684928e-05;6.2103186e-06;1.0259125e-05;5.3037893e-06;2.476297e-05;1.3044426e-05;4.216587e-05;2.5541462e-05
transition;5.493857e-06;6.0059624e-06;2.1112319e-06;2.4314328e-05;5.573019e-06;1.2929212e-06;1.3790141e-06;1.7465089e-06;1.4074395e-06;3.7614773e-05;1.3050662e-05;3.442684e-05;3.266873e-05;0.00016275307
drove;1.3270787e-06;7.4122477e-07;7.041558e-07;7.3579224e-07;5.596621e-07;1.3897721e-05;3.3542707e-05;1.1700741e-06;8.688764e-07;7.3026376e-07;1.713422e-05;9.295907e-07;8.0312805e-07;7.2947677e-07
vojak;1.4910634e-06;5.400821e-07;8.56311e-07;6.7307866e-07;8.568888e-07;8.998438e-07;1.0876354e-06;1.0593667e-06;6.6482804e-05;6.2494536e-07;7.4676495e-07;0.00013800232;7.3781524e-07;7.337083e-07
wvnvms;1.6846357e-06;3.0725637e-06;7.2037267e-07;1.0116372e-06;8.740027e-07;7.0600465e-05;7.987944e-07;0.000115556264;8.1475076e-07;7.1778226e-07;1.071893e-06;8.633707e-07;5.7927303e-07;8.7051944e-07
positive;4.761725e-06;5.2948726e-06;4.0929506e-05;3.7819627e-06;0.00051480695;7.5876844e-05;0.00016177856;0.00059472944;9.056465e-06;0.0002049551;4.737515e-05;0.00012544253;0.00010710081;1.7926192e-05
wallpaper;5.053587e-06;1.8462065e-06;7.3425787e-07;7.7123164e-05;5.293774e-07;8.602853e-07;8.270089e-07;8.919521e-07;6.3825854e-07;4.8623514e-07;9.180392e-07;8.3003033e-07;6.4310996e-07;6.9603374e-07
plate;1.5766296e-05;4.290729e-06;1.6579421e-06;1.7207182e-06;6.7724027e-06;0.00081363966;1.7765145e-05;7.002782e-06;4.2050533e-06;1.7173357e-05;0.00016510159;4.306724e-06;1.6836944e-06;0.00043594334
weep;9.262621e-07;5.6610213e-07;6.918618e-07;7.9637664e-07;1.0794191e-06;8.556346e-07;2.403224e-05;1.0106986e-06;1.9439669e-05;6.536211e-07;1.1574089e-06;1.0427735e-06;3.0337209e-05;6.9089714e-07
colonial;2.036851e-06;6.900065e-07;9.814742e-07;8.217684e-07;7.667978e-07;3.832946e-05;2.7798162e-05;1.5192538e-06;1.1138626e-06;7.323449e-07;7.724121e-07;5.4435342e-05;8.071108e-07;8.680738e-07
alex;0.00031732544;4.179627e-06;1.1506035e-06;5.6196925e-05;6.112405e-05;0.00015044995;1.3168185e-06;8.892927e-05;1.2309739e-06;2.230632e-06;1.398677e-05;1.3990534e-06;1.6546013e-06;2.5218878e-06
drop;2.999823e-05;0.00061851554;0.00022177654;0.0001590077;4.590341e-05;0.00032947346;7.603727e-05;0.00038100453;0.00038817187;0.0005508138;0.00091146765;2.710485e-05;1.5992968e-05;0.00040210612
donb;1.2227068e-06;5.6863877e-07;7.729827e-07;6.785019e-07;9.086483e-07;8.886965e-07;9.806402e-07;1.1422327e-06;6.298071e-05;7.838533e-07;9.890019e-07;3.0072173e-05;7.0221375e-07;7.079528e-07
disregard;7.758986e-06;1.004604e-06;1.6425545e-05;1.1412552e-06;0.00017647202;1.6947656e-06;0.00015837338;2.6095784e-06;4.389458e-05;2.8106335e-06;2.7642338e-06;1.778457e-05;2.4526923e-06;6.249741e-05
useto;3.0761837e-06;1.1848579e-06;3.411389e-05;1.613395e-05;1.1187858e-06;1.3373843e-06;1.1332335e-06;1.695377e-06;1.0552369e-06;7.341197e-07;1.0292215e-05;1.203518e-06;5.947273e-06;1.7146343e-06
mancus;2.674246e-06;5.2845164e-05;7.65516e-07;9.033842e-07;5.307929e-07;9.080438e-07;8.1635966e-07;1.0362871e-06;6.4685037e-07;6.095528e-07;1.2465083e-06;7.9498153e-07;5.578507e-07;0.0002122434
candida;1.3475042e-06;7.730095e-07;5.5885766e-07;1.0457576e-06;6.256344e-07;1.0898489e-06;1.6591262e-06;0.0018678313;8.979574e-07;3.3167433e-07;1.4819334e-06;1.4482226e-06;4.5016827e-07;5.6155454e-07
taste;4.24504e-06;1.6576456e-06;1.7702846e-06;5.8883843e-06;1.5477568e-05;4.34564e-06;8.048073e-06;0.00093347725;2.6602884e-06;0.00019591747;9.9388984e-05;1.8527927e-06;2.5379628e-05;3.5784782e-05
noone;4.28181e-05;1.3323977e-06;2.332005e-05;6.5317545e-06;8.407996e-05;1.726241e-05;3.4572102e-05;8.141579e-06;2.2987665e-06;1.498542e-05;1.4226119e-05;1.7631197e-06;7.468396e-06;1.8188434e-06
classmate;1.2764023e-06;6.984025e-07;7.3771673e-07;6.7531107e-07;5.0220115e-05;8.7825737e-07;8.44678e-07;1.8154359e-06;2.2490723e-05;2.4041262e-06;1.1701657e-06;8.867806e-07;9.675801e-07;3.034845e-05
debugger;1.6526411e-06;1.6534789e-06;1.4746297e-06;0.00012782983;5.7805033e-07;9.0861727e-07;9.344314e-07;9.756301e-07;7.66166e-07;4.344391e-07;9.350582e-07;8.3818213e-07;7.6827104e-07;6.5784934e-07
itha;2.6647754e-06;3.9942897e-05;1.6056956e-05;1.829511e-05;1.0570483e-05;3.0227366e-06;3.4434527e-06;2.095259e-06;3.622396e-05;1.6633595e-06;1.8108244e-06;2.0204969e-05;7.038893e-06;2.6061955e-06
invoke;2.3297955e-06;1.3040711e-06;2.5208662e-06;0.00031287697;6.815113e-05;1.9333544e-05;2.2395277e-05;2.8155239e-06;1.7584961e-06;1.5578055e-06;1.3229286e-05;2.1721053e-05;4.0617728e-05;1.1553436e-06
cube;9.892112e-05;4.108393e-06;1.1047393e-06;5.2392406e-05;3.1270806e-06;1.2605027e-06;1.1768265e-06;1.6933378e-06;0.00056873565;1.7100891e-06;3.2459855e-06;6.815136e-06;9.25357e-07;1.7487109e-06
virtual;0.0003440077;0.00017588146;4.8445427e-06;0.00076498074;1.3057604e-05;1.3115069e-06;1.15981475e-05;4.216567e-06;1.8955034e-06;1.5914433e-06;4.95147e-06;1.9868012e-06;2.1627395e-06;0.00011213844
seewhat;1.2460047e-06;7.572041e-07;7.5999634e-07;7.905907e-07;1.1614309e-06;7.853931e-07;8.906225e-07;1.0751661e-06;7.297666e-06;7.9674334e-07;7.191191e-06;1.082578e-06;2.4286646e-05;9.428484e-06
dtate;1.2812488e-06;5.5268526e-07;5.4419223e-07;6.159376e-07;3.7842494e-07;0.00026817352;7.0622013e-07;8.202688e-07;6.137394e-07;4.8017364e-07;5.6213094e-07;6.499784e-07;5.1090984e-07;5.8259496e-07
firstly;1.8293455e-06;3.8034457e-06;1.6435581e-06;1.6458032e-05;0.0001558285;1.0799074e-06;1.0702627e-05;2.312965e-06;3.5847923e-05;1.5659158e-06;6.2797167e-06;2.059274e-06;1.8541174e-06;8.512338e-06
ofright;1.5734071e-06;7.616415e-07;1.9394829e-05;8.424475e-07;1.2061738e-05;9.4805e-07;1.1970221e-06;1.4425933e-06;3.6155157e-06;9.3010607e-07;1.1388641e-06;1.0425727e-05;9.973019e-07;3.4137272e-05
gently;1.2437383e-06;8.362619e-07;8.2559313e-07;8.2925766e-07;1.5033803e-06;8.585396e-07;3.381336e-06;1.381074e-06;8.729166e-06;1.461098e-06;6.954494e-05;1.0876176e-06;2.5457783e-05;1.9797179e-05
actual;4.12663e-05;0.00011034163;0.00027579255;0.00021830368;0.00024177153;0.0001532286;3.0994768e-05;0.00018851641;2.5091063e-05;7.3845215e-05;0.00034721507;0.00019539135;0.00024802436;0.0001261362
honey;2.969114e-06;1.9465601e-06;1.0152868e-06;9.708763e-07;1.3359386e-06;5.3975546e-06;1.0061362e-06;1.6618153e-05;9.465021e-07;1.5294328e-06;2.7045315e-05;1.0754705e-06;1.958414e-05;8.65962e-07
reaction;3.9450265e-06;1.2901744e-06;2.3789e-06;1.2017964e-05;0.00014336208;4.632386e-05;0.00015181211;0.0013387201;7.746453e-05;2.3795224e-05;6.883525e-05;0.00011736535;0.00012677936;0.00010995303
aperture;1.8500215e-06;4.2580166e-05;7.818221e-07;1.9673758e-05;5.516894e-07;8.83395e-07;8.143838e-07;1.0902982e-06;7.344126e-07;4.957818e-07;1.1693658e-06;7.839548e-07;6.4243994e-07;5.049041e-05
deuterium;1.1689837e-06;6.3910977e-07;7.3830864e-07;7.2610976e-07;1.1310813e-06;9.024573e-07;9.2841157e-07;1.9869882e-05;6.976434e-05;7.237763e-07;1.2747365e-06;9.63032e-06;6.462664e-07;2.0323548e-06
dirt;3.0209974e-06;5.6711157e-05;1.7566103e-06;4.4414108e-05;5.808396e-06;5.8229696e-05;8.434501e-05;2.8298962e-06;1.8648941e-05;1.1553108e-05;0.00017490893;3.479892e-06;1.7892179e-06;3.860161e-06
meltdown;4.511493e-06;5.0204385e-06;1.2690274e-06;1.3928165e-05;8.544122e-07;1.389244e-06;9.99765e-07;1.386096e-06;9.01031e-07;2.2076763e-06;1.03010525e-05;1.1315174e-06;9.371832e-07;3.792987e-05
skeptic;2.150535e-06;1.5511274e-05;1.2443707e-06;9.67497e-07;9.9832956e-05;1.0476907e-06;2.040248e-06;1.4533262e-05;1.8749232e-06;1.6189363e-06;1.5752548e-06;5.5712526e-06;1.5949581e-05;0.00012295954
ignorant;9.399352e-06;1.3791547e-06;2.0340556e-05;1.670931e-06;0.00011600656;6.766542e-06;0.00027199576;1.2352565e-05;6.214177e-06;0.0002304339;1.5033803e-05;0.00012405678;0.00011900588;6.2431645e-06
though;1.425204e-05;0.0011477557;0.0010092682;0.0004982498;0.0015036192;0.0012390584;0.00019875861;0.0006008244;0.0008694132;0.0018110326;0.0012649479;0.0002519085;0.0012704486;0.00016677234
virus;2.8291984e-06;0.00020565146;0.00024886965;2.4678493e-06;3.4506975e-05;2.1126991e-06;1.300332e-06;0.0004607509;1.2560706e-06;2.5447132e-06;2.111795e-06;1.4369566e-06;3.0056717e-06;1.5382112e-06
tclock;1.2478729e-06;6.488122e-07;7.32916e-07;8.186295e-07;6.1898515e-07;8.8780615e-07;0.00053286745;1.163033e-06;9.012089e-07;5.0903145e-07;7.6153134e-07;1.0124967e-06;8.3136007e-07;6.403272e-07
last;7.912429e-05;0.0006765168;0.00028746235;0.00035885035;8.5386724e-05;0.0059652776;0.0018714508;0.00080420205;0.0016913848;0.0021271822;0.001101134;0.0017249541;0.00086393626;0.0010739014
breaker;1.3992931e-06;8.281421e-07;1.03458315e-05;8.672794e-07;8.7276914e-07;1.3382564e-05;1.1893503e-06;1.4552755e-06;1.2135538e-06;1.2099282e-06;0.00046970963;6.0930925e-06;5.918262e-06;7.532762e-07
chief;1.0760277e-05;9.2314497e-07;2.7864116e-06;1.5650802e-06;2.5579996e-06;3.3218774e-05;0.00027586526;1.1327554e-05;0.00011571642;2.1223848e-06;1.8218498e-06;0.00041186446;0.000152846;2.9351258e-05
delaware;5.2552572e-05;1.3161717e-06;7.5300335e-07;7.9313793e-07;7.4118225e-07;8.746349e-06;9.15068e-07;1.2487867e-06;1.9118856e-05;9.400698e-07;8.961021e-06;1.1981482e-06;6.9183875e-07;1.2304364e-05
bliss;2.9156208e-06;2.5860484e-06;8.157219e-07;9.050425e-07;1.396663e-06;1.0962503e-06;1.0814524e-06;1.1160879e-06;2.1074682e-06;8.0583495e-06;4.589572e-06;1.0544358e-06;9.6701515e-05;8.1729394e-07
andrea;0.00015178534;1.0474639e-06;8.029091e-07;6.556694e-06;9.592499e-07;1.2270118e-06;9.4592957e-07;9.495156e-05;8.1471654e-07;2.8475092e-06;1.3198676e-06;1.0316249e-05;6.911759e-07;9.846119e-07
category;0.00018962522;2.4332767e-06;4.002097e-06;7.782967e-05;0.00012070299;0.00030668086;4.799829e-05;9.3560986e-05;2.058207e-06;5.3732115e-06;5.0281426e-05;0.00010617161;0.00016336147;6.9355497e-06
collect;7.383246e-05;8.682576e-05;3.2387477e-05;7.5286545e-05;1.1607174e-05;6.499542e-05;4.6697944e-05;4.4976736e-05;7.826524e-05;1.1711486e-05;3.894475e-05;0.00042465204;6.885739e-05;0.00026771383
aryan;1.2732704e-06;6.52243e-07;8.756719e-07;8.248352e-07;7.0653454e-07;1.3796059e-06;0.00019221164;1.1761804e-06;8.6306244e-07;5.793596e-07;8.341696e-07;9.753252e-06;1.6119241e-06;6.961028e-07
gothamcity;1.8015578e-06;1.1225362e-06;8.3412925e-07;3.3224365e-05;6.468388e-07;9.572962e-07;9.744044e-07;1.3310708e-06;8.4580927e-07;4.1815397e-07;5.7503194e-06;1.0397606e-06;8.031411e-07;0.00038492543
rightful;1.2669476e-06;6.268971e-07;7.6416507e-07;7.969928e-07;7.592207e-07;5.988119e-06;3.066293e-05;1.1480973e-06;9.563112e-07;6.5967856e-07;9.3814424e-07;9.079702e-06;6.733573e-06;7.091921e-07
rage;3.8099865e-06;7.7666505e-07;1.2450378e-06;9.4892334e-07;5.9217223e-06;3.5689577e-06;4.5737062e-05;1.4850584e-06;0.00016697383;1.7425891e-06;1.4056981e-06;4.1558114e-06;2.097392e-05;1.059662e-06
mobility;4.228789e-06;9.211838e-07;4.94515e-06;1.0729744e-06;8.8039735e-07;3.401033e-05;9.571164e-07;1.469718e-06;8.921705e-06;9.336904e-07;8.116454e-05;1.3727406e-06;8.852896e-07;1.587688e-05
guardian;1.7047163e-06;8.3840996e-07;3.7776842e-06;9.587602e-07;8.122521e-07;1.0306435e-06;7.770942e-05;1.3933815e-06;1.0767322e-06;6.814023e-07;2.851882e-06;1.6856417e-05;7.710334e-06;7.89356e-06
adaptation;1.4927123e-06;9.081884e-07;7.1680904e-07;4.865278e-06;1.3819009e-06;8.742587e-07;8.682739e-07;5.221051e-05;8.7069304e-07;4.5003424e-07;1.2220968e-06;9.486171e-07;2.0276564e-06;4.9066595e-05
pearl;1.4634819e-06;3.2019965e-05;2.373742e-06;1.2656986e-06;1.3073578e-05;1.1283826e-06;3.0354127e-05;1.5527536e-06;1.3616157e-06;1.2685939e-06;1.9403294e-06;1.157359e-06;1.5794221e-05;8.335646e-07
fortran;4.684634e-06;1.2365822e-06;1.1135899e-06;0.00029347677;5.766507e-07;9.217507e-07;9.413005e-07;1.0556936e-06;7.2189664e-07;4.415769e-07;1.0181644e-06;9.209098e-07;7.363468e-07;6.447797e-06
muffler;1.17081e-06;7.0203856e-07;3.5413343e-06;7.2342317e-07;6.101935e-07;7.039446e-07;7.6773966e-07;1.0152991e-06;8.5045934e-07;6.057328e-07;8.563353e-05;3.4356422e-06;7.795587e-07;7.115618e-07
neal;0.0003232165;1.6665934e-06;1.2404346e-06;2.6099788e-06;1.4092343e-06;0.00015337509;1.4063321e-06;2.1490478e-06;1.5983186e-06;1.8188776e-06;7.539758e-05;0.0001565205;6.166238e-06;3.324322e-05
upside;1.7462496e-06;2.9706745e-05;2.6287012e-06;5.045679e-06;1.33871e-05;1.1645722e-05;1.285402e-06;1.6026804e-06;2.9508094e-05;1.5793748e-06;1.4802694e-06;1.4660585e-06;6.5337235e-06;1.0448116e-06
halfway;1.4908061e-06;1.2583864e-05;8.263801e-07;1.4483034e-06;9.25525e-07;6.619905e-05;1.024168e-06;1.2998225e-06;1.7014549e-05;1.6048492e-06;3.778038e-05;9.467074e-07;3.7663474e-06;3.1473333e-05
simplistic;2.4091007e-06;8.7760935e-07;9.771854e-07;1.8789373e-05;1.1024469e-05;8.668904e-07;1.0600032e-06;2.1213284e-06;1.3961605e-06;9.911083e-07;1.1898883e-05;5.567498e-05;7.795302e-06;8.8489116e-07
liability;3.9853635e-06;1.2283863e-06;5.6844936e-05;2.3611336e-05;9.150625e-07;0.00014181455;1.7230808e-05;3.4482655e-06;1.8257533e-06;1.326734e-06;8.8655e-05;8.560967e-05;1.1989179e-06;1.1207034e-06
towards;2.611113e-05;4.2409747e-06;0.00012573718;2.4587791e-06;0.00021192258;2.6124191e-05;0.0005449092;0.00017781928;5.8219975e-06;0.00023197835;0.00011436607;0.00011100659;0.00021073657;0.00032799545
dare;4.0003783e-06;2.1928217e-06;1.5661193e-06;1.323132e-06;1.5087097e-05;2.8077407e-05;0.00015502493;4.8011505e-05;0.00011082301;3.965636e-05;3.0916174e-06;0.00046303013;4.5707562e-05;3.853276e-06
astrophysic;2.1097223e-06;9.687014e-07;9.028038e-07;1.6870754e-05;7.125784e-05;9.77858e-07;1.1889959e-05;1.7519287e-06;1.0439132e-06;7.400073e-07;1.1849656e-06;1.0428372e-06;1.2564803e-06;0.00011344461
misleading;2.7924236e-06;8.779149e-07;1.5313072e-06;1.0478351e-06;1.9025036e-06;1.1648566e-05;6.6261837e-06;5.185618e-06;1.2291276e-06;2.6709482e-05;1.4645356e-06;1.1174952e-05;1.3672011e-05;1.1771715e-06
cbnewsc;2.2447514e-06;2.3919967e-05;8.9251046e-07;8.3408713e-07;8.257722e-07;9.412249e-07;1.0065489e-06;1.2582462e-06;3.5993584e-05;7.9497113e-07;1.3994181e-06;6.454673e-05;7.420279e-07;8.973877e-06
ftcollinsco;9.7999655e-05;2.3838247e-05;1.0755798e-06;1.4968091e-06;6.3623565e-07;1.1250269e-06;8.9164575e-07;1.3280531e-06;7.168815e-07;1.1046326e-06;1.6546829e-06;9.861649e-07;6.50138e-07;8.1522216e-05
coat;1.3867482e-06;3.597124e-06;1.0781904e-06;9.775451e-07;8.671102e-06;1.5011412e-06;4.4707504e-06;0.00015071305;0.00038575928;3.430872e-06;8.6425694e-05;2.1207718e-06;2.0081754e-06;1.6116534e-05
pinout;3.822969e-06;0.0004050068;1.0498256e-06;9.936488e-07;5.114511e-07;8.79518e-07;7.1061424e-07;1.002664e-06;6.3255044e-07;6.640364e-07;1.3653538e-06;6.791659e-07;5.4599815e-07;9.2797814e-07
critical;4.3308473e-06;6.8966747e-06;0.00012844572;1.5292037e-05;0.00017381752;3.6809128e-05;6.465486e-05;0.0001335492;3.9887225e-05;1.9082217e-05;2.6199947e-05;6.0654027e-05;0.00014567506;0.00023592812
celica;1.1121846e-06;7.681475e-07;6.432915e-07;6.6990424e-07;5.739776e-07;7.9432147e-07;7.1209183e-07;9.565051e-07;9.119965e-07;6.5731297e-07;0.00022814976;7.0405474e-07;8.675144e-07;7.11264e-07
neck;2.8099696e-06;6.452632e-05;1.2415009e-06;1.4565046e-06;3.9036763e-06;0.00014599753;4.1978114e-06;8.932187e-05;0.00010748354;3.6658687e-06;0.00018534815;4.343912e-06;9.174028e-06;1.3233932e-06
greenwell;1.2977767e-06;6.68331e-07;6.128779e-07;6.9329303e-07;4.7327532e-07;0.00016898927;8.0032703e-07;1.0177993e-06;7.6e-07;5.484623e-07;7.3742603e-07;7.799302e-07;5.8211174e-07;6.9533513e-07
haveany;3.942915e-05;2.8702894e-05;8.4165015e-07;9.481453e-07;2.5992154e-05;9.761603e-07;1.0193486e-06;2.971702e-05;6.061323e-06;2.099091e-06;1.3591102e-05;3.1465709e-06;5.4497386e-06;6.487943e-06
coalition;2.1313872e-06;7.314269e-07;1.4366105e-06;8.977613e-07;6.643243e-07;9.1181073e-07;4.760551e-05;1.4883806e-06;1.2158486e-06;6.649622e-07;8.172314e-07;0.00020295032;1.1610264e-06;4.085414e-05
legitimately;1.2518205e-06;7.1867186e-07;4.6269466e-05;8.671529e-07;1.6107766e-06;8.7406784e-07;1.2955306e-05;1.0649552e-06;8.5554274e-07;6.9895174e-07;1.1259986e-06;1.0053075e-06;2.8295248e-05;6.676898e-07
atmosphere;2.6911366e-06;9.678454e-07;1.1259827e-06;1.1911385e-06;1.6093333e-06;1.2315452e-06;1.3013381e-06;3.0371677e-06;9.4567196e-07;5.6539875e-07;2.1098124e-06;1.2257568e-06;1.214326e-06;0.0013799337
rjwade;1.0528737e-06;7.5397446e-07;6.425711e-07;6.7238705e-07;5.4058245e-07;7.5778496e-07;6.9047536e-07;9.576086e-07;8.42515e-07;5.9693923e-07;0.00018818442;7.0930065e-07;7.640755e-07;7.023644e-07
digex;6.7798683e-06;0.00027979616;0.00048235853;2.033138e-06;1.5603891e-06;1.4097924e-06;1.6846944e-06;5.6790137e-05;1.2694051e-06;2.1024568e-06;8.412202e-06;1.6135489e-06;8.134107e-07;0.0016903633
decode;2.9585428e-06;6.749335e-05;0.0003381015;0.00016082205;8.376411e-06;9.220558e-07;1.1925896e-06;1.7898351e-06;1.1209578e-06;1.0167398e-06;2.511489e-05;1.1813017e-06;1.1095498e-06;1.1885298e-06
ofpeople;2.0957275e-06;1.1965642e-06;5.1044284e-05;1.430329e-06;4.4678087e-05;1.9796045e-05;6.1340914e-05;9.6427655e-05;1.8514467e-05;4.5156776e-05;1.9175868e-06;1.64204e-05;3.4213277e-05;1.0782052e-05
satya;8.9553987e-07;5.297486e-07;6.4108553e-07;7.031291e-07;5.755804e-07;8.257541e-07;0.0001981181;1.0098835e-06;8.2637297e-07;4.667301e-07;7.3247423e-07;9.3083275e-07;7.365062e-07;5.9583147e-07
pulse;4.7385806e-06;1.2800963e-06;9.4675573e-07;3.6944102e-06;6.95281e-07;8.6103137e-07;8.453002e-07;1.5792498e-06;9.837344e-07;7.3472415e-07;0.0004147567;8.5692403e-07;1.0042644e-06;6.438795e-06
mailer;9.974947e-05;3.4268658e-05;5.0539576e-05;0.0001595181;8.485072e-07;1.1584996e-06;1.1046409e-06;2.1753383e-06;7.251451e-07;8.925732e-07;1.3613803e-06;1.2446739e-06;7.880307e-07;1.2651858e-06
diagnosis;1.4318357e-06;1.3735446e-06;6.8072706e-07;7.8642177e-07;1.1485405e-06;9.4502775e-07;1.2747861e-06;0.00067985523;9.228814e-07;6.3288996e-07;2.9388798e-06;1.0880109e-06;7.1039835e-07;9.0879183e-07
entirety;3.1533948e-06;1.0180456e-06;1.9567804e-05;3.7217847e-05;1.4071112e-06;9.656272e-07;1.2501558e-06;2.0716445e-06;2.023563e-06;8.3407815e-07;1.2809002e-05;1.7881202e-05;3.3215212e-05;9.88361e-06
inhabitant;9.354884e-07;6.159684e-07;9.219147e-07;7.556232e-07;2.8124152e-06;9.297565e-07;0.00094146037;1.4540436e-06;3.3337707e-05;1.0158753e-06;1.12806e-06;2.165884e-06;4.703568e-05;1.4211632e-06
distributor;6.0183193e-05;9.706689e-05;1.4900903e-05;3.587121e-05;9.714935e-07;9.849693e-07;1.0642475e-06;2.5382756e-06;8.736899e-07;1.0801115e-06;0.00010278209;1.0985225e-06;4.544304e-06;1.3263107e-06
strider;2.3812177e-06;6.878627e-07;6.3620274e-07;7.124731e-07;9.441161e-07;1.0829187e-06;8.6948205e-07;1.0555044e-06;0.00013368821;7.223303e-07;1.331495e-06;1.3609633e-06;6.2435873e-07;4.3129345e-05
stoop;9.566331e-07;5.9621425e-07;6.260688e-07;7.027141e-07;1.3369327e-06;1.0154198e-06;9.151745e-07;1.1638474e-06;5.3341475e-05;6.621046e-07;1.3257451e-06;9.921674e-07;1.5212754e-05;6.654864e-07
theseus;1.0033723e-06;5.567927e-07;6.2928325e-07;6.0122665e-07;0.0001416895;7.0717306e-07;7.0778106e-07;1.8739861e-06;8.759525e-07;6.3448294e-07;8.9241405e-07;6.975844e-07;9.98064e-07;5.3788756e-07
soft;1.2609845e-05;0.0001501223;4.5650318e-06;8.0297184e-05;1.0197873e-05;0.00011520451;4.467859e-06;7.5631084e-05;2.6212708e-06;1.716779e-06;0.000100832556;2.2301444e-06;2.5870648e-05;0.00015666796
reverse;3.6102547e-06;1.4330172e-05;0.0004778128;0.00010529736;0.00012224216;1.8727707e-05;8.7611515e-05;0.00013654084;3.944052e-06;3.0420438e-06;0.00052172714;6.840659e-05;2.3876232e-06;8.533101e-05
heinous;1.3406836e-06;6.998554e-07;1.7232901e-06;7.587558e-07;4.8211787e-06;9.725837e-07;2.157144e-05;1.2403017e-06;1.2730026e-05;1.1197117e-05;1.1823468e-06;4.4895755e-06;4.640701e-06;6.603315e-07
promote;1.1018822e-05;1.7146302e-06;0.00014883981;2.218049e-06;7.8917335e-05;4.7862348e-05;7.6261415e-05;0.00042507955;2.446574e-06;2.7653991e-06;1.2294655e-05;0.00023513725;4.7265676e-06;0.00013468148
