;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
price;0.00012550768;0.0035745003;0.0007409734;6.44288e-06;1.3512522e-05;4.623097e-06;5.3358915e-05;0.00025440153;9.131713e-06;0.0030220295;2.7466487e-05;5.8496727e-05;9.2734655e-05;0.00026372974;0.000827745;2.6161904e-05;0.0035418763
thick;1.6795823e-06;3.2511357e-06;4.462457e-06;2.0221103e-05;1.5303079e-06;1.6443697e-06;2.413391e-05;0.00012192178;8.032475e-06;9.952489e-05;1.1170239e-05;1.0685825e-05;2.2243191e-06;8.826051e-06;2.8047727e-06;3.8052607e-05;2.5859015e-05
stupid;0.0002514103;4.181725e-06;1.3703473e-06;0.00010706404;3.790781e-06;0.00027830678;0.0002274331;2.0958582e-06;5.869946e-06;0.00011052126;0.0027005458;2.3103646e-06;0.0004119544;4.9889353e-05;6.728682e-05;1.0693542e-05;1.5306188e-05
wrongdoing;4.0051764e-06;9.0878547e-07;8.7245985e-07;1.8614337e-06;4.3839253e-05;8.428331e-07;2.8003531e-05;9.900351e-07;1.2348156e-06;7.6101543e-07;1.1078646e-06;9.877872e-07;1.1186394e-06;1.5360234e-05;3.2944267e-06;8.217575e-07;7.319478e-07
argument;3.07763e-05;2.8136906e-06;2.4661006e-06;0.004463681;0.0011457577;0.0004361514;0.00034754077;1.2153821e-05;7.750313e-05;4.404058e-06;0.00039029634;0.00020629569;0.00093239464;0.00019304728;0.0014788596;0.0006064059;2.5894105e-06
dwight;0.00014155086;1.0841497e-06;7.0221887e-07;7.5461975e-07;2.7342942e-06;3.1537653e-05;5.2302863e-07;1.0763571e-06;1.062649e-06;1.4427452e-06;5.764917e-07;5.9170065e-07;9.543323e-07;8.205792e-07;1.5008644e-06;7.3421734e-07;4.5945524e-07
breathing;1.0253617e-06;1.868855e-06;2.1114668e-06;2.1677645e-06;2.1870035e-06;1.1205823e-06;9.542484e-07;0.00013988762;3.6059115e-05;1.27056e-05;2.9321427e-06;1.2857234e-05;5.583441e-05;2.0822329e-06;1.7696989e-06;1.3971436e-06;1.9770132e-06
deakin;9.3867425e-07;3.3007782e-06;1.5672282e-05;7.869023e-07;7.5391335e-07;8.076796e-07;5.1903857e-07;1.0434421e-06;1.0260507e-06;9.701406e-07;3.272285e-07;6.501176e-07;1.1007883e-06;9.887857e-07;1.0326264e-06;0.00012719356;1.2665282e-06
sysop;1.5500657e-06;1.06512425e-05;3.7365462e-05;2.7887017e-06;3.3307013e-05;1.249417e-06;1.1121557e-06;1.3753826e-06;1.5849268e-06;1.2926347e-06;1.8092096e-06;1.1032444e-06;1.5927192e-06;1.0145758e-06;4.7432623e-06;1.7716917e-06;3.3127802e-05
jimf;6.3943014e-07;1.1870274e-06;7.3517054e-07;7.082307e-07;6.243853e-07;9.713169e-07;4.934469e-07;9.055939e-07;9.4873917e-07;0.00028543005;6.9517483e-07;5.3603134e-07;8.234434e-07;6.0576673e-07;7.939553e-07;8.606108e-07;7.9240004e-07
cheaper;4.748374e-06;2.07088e-06;1.1509388e-06;1.1794173e-06;9.35935e-07;9.809677e-07;8.560421e-07;0.00013348731;3.188841e-05;1.5818936e-05;1.9882164e-06;1.1371204e-06;1.3442888e-06;9.3022913e-07;6.089705e-06;3.905709e-06;7.0552305e-05
ijust;1.4964102e-05;2.1426035e-06;9.1168573e-07;1.1889142e-05;1.3130865e-06;1.6671615e-06;1.8022621e-06;1.3833767e-06;1.8740711e-06;3.8365706e-05;2.672783e-05;1.0352414e-06;2.9275038e-06;1.0013823e-06;1.5691086e-05;1.037965e-06;3.8935046e-05
modest;1.4482599e-05;2.8359993e-06;2.8949367e-05;1.9619415e-06;2.266749e-05;1.4348126e-06;1.4595371e-06;3.7009413e-05;9.089781e-06;3.7778034e-05;1.8995574e-06;1.3327354e-05;1.8496597e-06;4.1854228e-06;4.0457984e-05;2.2704605e-06;5.606812e-06
wail;6.507e-07;9.49804e-07;9.31442e-07;1.3025834e-06;2.2778711e-05;1.0297507e-06;7.5154463e-07;1.1685942e-06;1.2995074e-06;4.2986918e-05;1.1876067e-06;4.6475332e-05;1.2710512e-06;5.4800785e-05;1.4601193e-06;1.0161481e-06;9.021014e-07
informationon;4.3997632e-05;3.232148e-06;1.869001e-06;1.272079e-06;6.020343e-06;1.0277032e-06;7.761596e-07;1.3622594e-06;9.831927e-06;3.7045909e-06;1.3394097e-06;1.0055822e-06;1.4352413e-06;6.12305e-06;1.8243504e-06;2.7044125e-05;1.5568494e-06
illusion;2.0122548e-05;2.7267608e-06;1.5180401e-06;0.00014610415;9.524262e-06;4.5953384e-06;7.405093e-06;2.833108e-05;2.3567172e-06;1.7873982e-06;5.626603e-06;8.029523e-06;1.2887012e-05;6.430103e-05;3.6938184e-06;3.3477736e-05;2.9357261e-06
malicious;2.4456454e-06;1.2873368e-06;2.7383262e-06;2.0144218e-05;6.7113565e-06;9.803598e-07;9.968976e-07;1.569476e-05;1.6787455e-06;9.784005e-07;1.2447555e-06;9.244632e-06;1.3770946e-05;2.013713e-06;2.352532e-05;9.1707346e-07;7.993914e-07
speaking;5.3162225e-06;1.3866367e-06;1.0518327e-06;2.0125822e-06;4.424444e-06;1.8355639e-05;8.041971e-07;2.7536012e-06;1.8159878e-06;1.5400918e-05;1.200812e-06;2.6720943e-06;1.0350908e-05;2.6153168e-05;1.6321633e-06;1.0942831e-06;9.3758814e-07
hinge;6.1869964e-06;1.3574054e-06;6.423947e-06;7.022398e-06;5.71646e-06;3.9495317e-06;3.9216397e-06;1.2560521e-06;1.4931712e-06;1.7584392e-05;1.3639319e-06;1.8087168e-05;1.2616025e-06;1.0541943e-06;2.109527e-06;9.768147e-07;1.3749083e-06
lovely;9.091542e-07;2.3593334e-06;1.7877214e-06;2.1030683e-06;2.2401226e-05;1.4111272e-06;2.0536186e-06;1.2062632e-06;3.1741615e-06;6.494881e-05;7.815417e-05;1.4619237e-06;3.8874663e-05;1.5539903e-06;2.707088e-06;1.0083307e-06;1.2341076e-06
hamlet;1.0983291e-06;1.3577201e-05;1.248226e-06;1.4530633e-06;1.1507906e-06;7.2719005e-05;1.2236491e-06;9.3608105e-06;5.950597e-06;1.2002324e-06;1.7442393e-06;1.4529893e-06;9.861202e-06;9.4485654e-07;3.6749218e-05;2.1015796e-06;1.3573552e-06
australian;1.1972937e-05;4.4406093e-05;0.00011345924;7.937585e-06;1.5913081e-06;1.5544665e-06;0.00014046744;4.881808e-06;2.2074523e-06;2.040362e-06;2.225353e-06;6.2477693e-06;3.391588e-06;1.3709456e-06;4.0061946e-05;3.6123417e-06;6.908807e-06
display;5.5021515e-06;1.2895191e-05;0.0011599112;2.7547303e-06;1.1287363e-05;1.7187368e-06;2.3441544e-06;5.1167517e-05;2.1166688e-05;2.970043e-06;9.86826e-07;3.4307525e-06;2.5405648e-06;3.9614544e-05;7.838644e-06;0.00831641;0.0009378341
extended;8.714714e-06;2.3579253e-06;5.4525677e-05;8.0532425e-07;8.174597e-07;1.0719197e-06;7.56575e-07;1.447977e-06;1.5088026e-06;0.00011134646;1.0264724e-06;3.0543615e-06;1.309478e-06;1.0407229e-06;2.8244451e-06;1.25803745e-05;0.00019992622
thisto;1.0443903e-05;1.812756e-05;1.3554366e-06;8.1221583e-07;7.3237203e-07;9.727826e-07;5.672129e-07;1.1404953e-06;1.2103895e-06;2.0885258e-05;7.0999755e-07;6.4495384e-07;1.1743549e-06;8.847557e-07;1.1852597e-06;3.2948625e-05;1.3016066e-06
deprive;1.8989683e-06;1.4669957e-06;1.0342878e-06;4.059548e-05;5.1960974e-06;1.207693e-06;8.0402235e-05;1.2303972e-06;4.0477103e-06;1.3349423e-06;4.763967e-05;1.5885537e-06;1.9071936e-06;9.321968e-05;0.00014247751;1.0118545e-06;8.3257316e-07
crucifixion;5.182937e-07;9.504283e-07;6.1976976e-07;1.7184724e-06;0.00010143225;8.4427387e-07;5.0347165e-07;7.9549733e-07;9.919364e-07;7.4342336e-07;8.240099e-07;5.7230653e-07;8.9208925e-07;6.44724e-07;1.0714365e-06;5.5401495e-07;6.941207e-07
quiet;1.5337259e-06;1.7825341e-06;1.6260292e-06;4.552746e-06;7.45606e-06;4.6454425e-06;0.00016688884;8.741835e-06;2.7569165e-06;0.00014058758;3.445927e-05;0.00014458162;9.25794e-05;0.00017037663;6.658744e-05;2.0217249e-06;9.225321e-05
theresult;1.2348135e-05;2.1054415e-05;8.288024e-06;4.155526e-06;3.6071968e-05;1.2667431e-06;7.6106094e-06;4.850039e-05;8.23313e-06;1.5739504e-06;1.526876e-06;2.41182e-06;2.432705e-06;2.1993488e-05;1.3369215e-05;5.810533e-06;5.881762e-06
autobahn;6.052525e-07;1.0774755e-06;6.958099e-07;6.9807356e-07;6.560904e-07;1.092009e-06;5.155601e-07;8.827719e-07;9.999003e-07;0.00023889019;6.812344e-07;5.9823543e-07;8.1910576e-07;5.8845444e-07;7.985388e-07;6.6902396e-07;7.2570685e-07
persecute;2.2587978e-05;8.00115e-07;9.74424e-07;1.0785946e-05;0.00016617311;1.0297458e-06;0.00011955952;1.2420902e-06;1.5712573e-06;8.4984725e-07;1.9877577e-06;1.591884e-06;4.4466046e-06;0.0001640319;1.8909535e-05;1.1231419e-06;7.977517e-07
diablo;7.685121e-07;4.1051044e-05;0.00019313424;7.0568956e-07;7.2016763e-07;1.1130863e-06;5.532281e-07;1.0945853e-06;1.1919003e-06;1.4014447e-05;4.7035954e-07;6.297924e-07;1.8099287e-06;7.635419e-07;1.0399743e-06;1.2754338e-06;1.2564419e-06
navy;2.979518e-06;0.0018700112;0.00056481594;7.6360455e-05;1.9441911e-06;0.00010589512;3.4833877e-06;0.0003029883;4.013913e-06;0.00035259456;3.6220704e-06;7.0796195e-05;5.725382e-06;4.093272e-06;0.0001520669;4.264033e-06;2.2035885e-05
meeting;1.4079282e-06;1.5655902e-06;0.00022287799;3.2602682e-06;7.547955e-05;6.515208e-06;2.600795e-06;8.53567e-05;8.835268e-05;1.7761088e-06;2.5507984e-06;0.001051785;3.176133e-06;6.468254e-05;7.886058e-05;1.8535519e-06;1.5894734e-06
broadcasting;6.9556627e-06;1.0455659e-06;1.2965442e-06;1.1239416e-06;8.074884e-07;4.625478e-06;7.651144e-07;3.0084911e-05;1.4694612e-06;1.0038766e-06;5.2594294e-07;2.010038e-06;1.2086934e-06;6.612834e-05;5.1237735e-06;1.0679967e-06;7.7208006e-07
laser;1.912406e-06;0.00022685205;0.00010474322;1.2490439e-06;1.0671714e-06;1.4429306e-06;1.108529e-06;0.00018873018;0.00016212644;0.00015693546;1.6874176e-06;1.8073348e-06;3.0688873e-06;1.2321067e-06;2.2913423e-06;1.0445358e-05;0.00090945384
theroad;6.7546495e-07;1.2104649e-06;6.71217e-07;1.4120543e-06;8.78826e-06;1.0681999e-06;2.6577638e-05;1.0486815e-06;1.2845575e-06;4.5549867e-05;2.037533e-06;8.467222e-07;1.1225849e-06;7.9639597e-07;1.8849291e-06;6.491314e-07;8.8985706e-07
military;0.00027670842;1.0632989e-06;1.1352401e-05;3.7844288e-06;1.8790628e-06;2.2667925e-06;0.00064860896;0.00088729046;3.4652371e-06;2.3014154e-05;2.6142066e-06;0.00080400985;0.00010932723;0.0012684733;0.0013079386;2.430676e-06;1.2283657e-06
toxin;6.7833435e-07;1.0396606e-06;6.774401e-07;7.9314816e-07;6.9573946e-07;7.7496503e-07;5.3261454e-07;1.0225139e-06;0.00017170844;7.671743e-07;5.862093e-07;6.589602e-07;9.189688e-07;7.716712e-07;1.3413767e-06;5.2593185e-07;6.49504e-07
willtake;1.1147999e-05;2.6633186e-06;2.175131e-06;2.0617283e-06;2.6939395e-05;1.0063533e-06;2.9258008e-06;1.2187794e-06;1.7253626e-06;1.5755107e-06;1.3003713e-06;1.6338128e-06;1.5826547e-06;2.1526617e-05;8.256022e-06;2.5306388e-06;2.2571096e-06
briefly;9.590831e-06;6.8068493e-06;2.8989067e-05;5.1267793e-06;0.00010092384;2.1124015e-05;2.5390023e-06;4.098046e-05;6.314356e-05;4.3127355e-05;4.5443092e-05;2.0022522e-05;2.6203688e-06;3.6513342e-05;2.9212943e-05;1.661857e-06;1.5363918e-06
tracking;8.2342206e-07;1.5333233e-06;5.6267156e-05;9.2651516e-07;8.7367204e-07;9.269838e-07;8.531892e-06;8.853602e-05;3.3350298e-06;3.2513417e-06;4.2260174e-07;1.4615287e-05;1.3181748e-06;1.0101048e-06;2.3094346e-06;9.998895e-07;9.588233e-07
admission;1.1344816e-06;5.8928545e-06;2.8255126e-05;2.5389252e-05;8.995429e-05;1.2749408e-05;2.046065e-06;6.6629236e-06;5.3423995e-05;2.4148005e-06;5.7183064e-05;4.3455307e-06;3.3597364e-06;9.8514965e-06;3.4766426e-06;1.3189848e-06;1.2505199e-06
govt;0.0002700943;5.6192992e-05;5.429399e-06;1.7760773e-06;1.196537e-06;1.1164149e-06;0.00015227616;2.8309837e-06;2.174815e-06;1.278699e-06;2.132693e-06;1.5981221e-06;0.00022225;1.8808378e-05;0.000768156;1.9430263e-06;9.937056e-07
cray;1.1596973e-05;0.00018819487;0.00027064478;1.3724945e-06;1.1999481e-06;2.7635051e-05;7.122326e-05;3.15238e-06;3.0221859e-06;6.9523645e-05;2.3704488e-06;1.542217e-06;0.0002787807;1.395236e-06;4.0312916e-06;2.4665205e-05;5.470867e-06
disadvantage;1.7445383e-06;2.5102784e-06;3.87767e-05;1.4426549e-06;1.1133928e-06;1.2823352e-06;6.3966036e-05;3.953237e-05;6.933086e-05;8.686023e-05;1.5617914e-06;1.7854085e-06;1.6768263e-06;1.8886402e-06;7.1755017e-06;5.313284e-05;3.4365119e-06
freenet;1.5792577e-06;0.0027863935;2.2882189e-06;0.00014924945;8.551094e-06;2.276789e-06;0.00026962708;1.7766669e-06;4.7344106e-06;6.0371253e-06;6.7603773e-06;2.520804e-06;0.0006973956;0.000625427;6.419157e-06;2.4781843e-06;0.00037744557
card;4.1005886e-05;2.322195e-05;0.0006733155;2.1980582e-06;2.9459113e-06;0.00023619249;2.4975858e-05;2.978514e-06;6.040499e-06;4.4723306e-06;5.067279e-06;5.326271e-06;0.00013705777;7.95079e-05;1.1880228e-05;1.2312494e-05;0.015236189
theprogram;1.7821285e-05;1.4889853e-06;1.2503526e-06;9.914693e-07;1.1548276e-06;9.665175e-07;6.37613e-07;1.8392651e-05;1.5303909e-06;1.1451901e-06;4.882688e-07;8.40908e-07;1.1871319e-06;9.306755e-07;1.7582124e-06;5.0031234e-05;1.118906e-06
linder;6.709669e-07;1.5108245e-06;7.586882e-07;6.56593e-07;7.3882325e-07;8.1204644e-07;5.371012e-07;8.662591e-07;1.0165467e-06;9.621082e-07;5.582042e-07;5.7351235e-07;0.00015928393;6.68092e-07;1.0234448e-06;7.8756796e-07;4.408415e-05
manner;0.00010581413;2.9497828e-06;6.995996e-05;0.00013637783;0.0001478622;3.8617695e-06;0.00024469447;1.7223636e-05;1.9264698e-05;6.149874e-06;0.00038660388;3.465048e-06;0.00017360767;0.00012991799;0.000257194;6.960485e-05;3.9866973e-06
asuacad;6.6758025e-07;1.4817042e-06;8.0044157e-07;1.6046884e-06;2.8168974e-05;1.0176246e-06;6.141808e-07;1.1574726e-06;0.00016714766;8.760846e-07;8.4944065e-07;8.962097e-07;1.1379036e-06;7.708657e-07;1.295557e-06;6.2368633e-07;8.061038e-07
immunize;8.3240406e-07;1.1319687e-06;6.363985e-07;8.2757134e-07;8.250906e-07;8.677111e-07;5.379629e-07;9.013297e-07;6.509383e-06;7.632519e-07;5.616366e-07;6.460761e-07;0.00027103792;7.3436945e-07;1.143336e-06;5.863055e-07;6.78022e-07
rebellion;8.109097e-07;9.4322263e-07;7.812286e-07;1.73796e-06;3.2933636e-05;8.80386e-07;3.0245745e-05;9.856177e-07;1.2551335e-06;7.7613686e-07;8.9496365e-07;1.4864916e-06;1.4641212e-06;3.7775902e-05;1.06972075e-05;8.3336045e-07;7.6829076e-07
thorn;1.7329228e-06;1.4087511e-06;6.889402e-07;3.2391754e-06;7.304059e-05;3.961894e-05;7.1167034e-07;9.788499e-07;1.3684976e-06;9.259751e-06;5.400545e-06;8.5624237e-07;1.43122e-06;7.321667e-07;1.3681239e-06;6.9244606e-07;8.1976845e-07
usingthe;1.019416e-06;3.2151133e-06;1.7176518e-06;7.4463774e-06;3.793506e-06;5.329552e-06;8.186207e-07;7.302401e-05;1.7013322e-06;7.355636e-06;9.896261e-07;1.1606844e-06;1.4611306e-06;1.1261143e-06;1.4950787e-06;4.2363656e-05;7.788153e-05
charon;3.099147e-05;1.3386032e-06;1.1879266e-06;8.0317136e-07;7.309082e-07;8.472696e-07;6.5430163e-07;0.00035544694;1.5233026e-06;1.3979513e-06;3.0945316e-07;7.8535606e-07;9.646484e-07;8.5546804e-07;1.9904073e-06;1.0541277e-06;1.1269367e-05
feed;0.00042997266;0.00043154057;5.0835104e-05;8.894948e-06;6.2774314e-05;0.00026533962;8.6298045e-05;8.806143e-05;0.00016652272;0.00035097293;1.8566128e-05;2.4121618e-05;7.56358e-05;7.377213e-05;0.00017428971;0.000103072765;2.243907e-05
golden;1.3773532e-06;2.392651e-06;2.0629088e-06;0.0001765334;2.9365357e-05;0.00028798732;8.275874e-06;0.00011806892;2.3961966e-06;2.7069732e-06;4.122231e-06;1.3598198e-05;9.240202e-05;4.31013e-05;1.6313214e-05;1.6972496e-06;1.3139226e-06
underestimate;1.6704834e-06;1.4299875e-06;8.294085e-07;1.5147731e-06;5.2391833e-06;6.62852e-05;0.00013750249;1.3622672e-06;1.5858386e-06;1.0921552e-06;1.6480992e-06;2.5634878e-05;1.54812e-06;1.1500016e-06;9.368029e-06;8.101547e-07;8.7486217e-07
maurice;9.381042e-07;2.7061127e-05;9.473927e-05;5.3908185e-05;1.5700996e-06;9.424549e-07;8.1426975e-07;1.5804263e-06;2.0667698e-05;1.03395e-06;8.5199054e-07;9.104141e-07;4.365709e-06;1.909786e-06;1.990024e-06;1.2471592e-06;1.4474845e-06
broadway;1.246108e-06;4.8275338e-06;8.5548134e-05;1.552882e-06;8.631481e-06;1.8769802e-05;7.169354e-07;1.3404363e-06;1.3875451e-06;2.8019433e-05;9.276236e-07;9.524303e-07;1.3977619e-06;2.449956e-06;1.3526322e-06;1.1232801e-06;1.4266167e-06
cbnewsb;7.553638e-07;0.00018893353;1.0789697e-06;8.099155e-07;7.57119e-07;1.0549933e-06;1.5500655e-06;9.362841e-07;2.4373435e-06;1.2017925e-05;1.7822207e-06;5.7421727e-07;1.3199384e-06;6.4991207e-07;1.5131363e-06;7.6131306e-07;1.0760957e-06
supra;7.2369915e-07;9.991051e-06;2.309641e-06;8.6330573e-07;4.1454464e-06;9.850128e-07;1.1710611e-06;1.2285528e-06;4.5791107e-06;0.00010471729;1.3039503e-06;7.8614966e-07;1.1247131e-06;7.137037e-07;3.6305908e-06;8.585073e-07;0.00011161564
ballpark;3.7507066e-06;1.2533264e-06;7.2021993e-07;6.83417e-07;6.3765845e-07;0.00021452681;5.038665e-07;7.973977e-07;9.413972e-07;8.3927125e-07;5.4797425e-07;5.100097e-07;8.361466e-07;6.727953e-07;1.0644579e-06;6.1368854e-07;6.382835e-07
houghton;1.442104e-06;2.978841e-06;2.0631704e-05;1.109889e-06;1.9746458e-06;1.0399682e-06;4.0164636e-05;1.3626284e-06;1.5525725e-06;1.1039064e-06;7.192113e-07;1.080147e-06;1.5922848e-06;1.0218099e-06;4.97786e-05;9.5316176e-07;1.4626913e-05
priesthood;6.10017e-07;1.0271583e-06;7.452751e-07;2.7050635e-06;0.000118247066;7.83151e-07;5.658562e-07;2.8166838e-05;1.199155e-06;8.816633e-07;6.513912e-07;7.168235e-07;1.1732869e-06;6.7925396e-07;1.3106373e-06;6.587522e-07;8.149364e-07
usaf;8.259679e-07;1.0323159e-06;8.584521e-07;8.8457267e-07;7.7064163e-07;9.617886e-07;7.1556383e-07;0.00017368716;1.4315303e-06;9.552884e-07;3.4351643e-07;1.1254793e-06;1.1650949e-06;7.809033e-06;1.6460568e-06;7.8589034e-07;7.942362e-07
koran;7.32262e-07;9.225916e-07;8.056808e-07;0.00017442761;3.0603696e-05;9.3036346e-07;7.4318e-07;1.0535553e-06;1.368221e-06;8.351211e-07;1.5053989e-06;9.697599e-06;1.411861e-06;2.3930304e-05;1.941522e-06;9.335554e-07;7.196131e-07
batf;1.0351416e-06;1.0097467e-06;9.3893095e-07;7.8122326e-07;6.467921e-07;2.53619e-06;0.0052250223;5.6745677e-07;4.6169552e-07;1.037123e-06;3.010789e-07;8.121791e-07;1.5941475e-06;8.5496816e-07;4.9891637e-06;6.6987565e-07;2.608688e-07
animator;8.2571904e-07;0.0001323653;1.9228031e-05;7.4835674e-07;8.36014e-07;1.1260502e-06;5.9256735e-07;9.558759e-07;1.1207561e-06;1.1473578e-06;4.4641857e-07;7.036665e-07;1.3575988e-06;8.9895093e-07;1.0542079e-06;4.136141e-05;2.1035023e-06
criticize;5.209921e-06;1.2422134e-06;9.966408e-07;0.00017507478;3.0710964e-06;1.9374682e-05;2.3137529e-05;2.3338072e-05;2.1074568e-06;2.1552069e-06;6.7898923e-06;3.819325e-06;3.4100813e-06;5.9374208e-05;7.740855e-05;1.2392653e-06;9.479745e-07
dram;2.4959704e-06;1.6941503e-06;6.949922e-07;4.250914e-07;6.5654916e-07;7.071874e-07;4.5278603e-07;7.2789067e-07;9.729343e-07;9.4887e-07;6.34358e-07;4.7540175e-07;8.310342e-07;6.7380597e-07;9.935341e-07;7.3819683e-07;0.00031903316
internal;9.4311734e-05;5.879315e-06;0.00010763454;3.3639496e-06;2.7724745e-05;1.5327869e-06;9.598397e-05;0.0001274791;0.00034644955;0.00014206635;4.6012337e-06;6.430318e-05;5.069356e-06;9.946932e-05;3.0430541e-05;0.00014834016;0.002370906
binary;2.5783859e-06;1.7006481e-05;0.00128184;1.1401407e-06;1.2664239e-06;1.0288359e-06;6.4009754e-07;0.0002107576;1.886865e-06;1.9689282e-06;1.6406165e-07;1.6863701e-06;1.4034574e-06;1.4378681e-06;1.7185339e-06;0.0004238265;1.9706056e-06
fatal;1.3233844e-06;1.7875169e-06;1.4479316e-06;1.40817865e-05;1.2501147e-05;1.1475939e-06;0.000203813;1.8230556e-06;0.00017091839;2.2408929e-06;1.8125617e-06;1.7617863e-06;1.6430189e-06;3.4128482e-06;6.477927e-06;0.000226601;1.2974413e-06
stand;5.293124e-05;4.610359e-06;0.0002059822;0.00017642973;0.00071505614;0.00031719875;0.0013834642;8.423199e-05;3.7573693e-05;0.0001971888;0.00010581612;0.0024614178;0.0002644072;0.0002724718;0.00085686037;9.009513e-05;5.707936e-05
chromium;9.566404e-07;1.1879221e-06;1.376943e-06;1.1343167e-06;8.914383e-07;7.9907727e-07;5.34871e-07;2.3389218e-06;0.0005050431;7.0919623e-07;3.9839486e-07;1.2210475e-06;2.9849121e-05;3.5093728e-06;1.863511e-06;1.1461362e-06;8.648957e-07
ranum;0.00012610175;9.514358e-07;6.7149097e-07;5.6006695e-07;5.607869e-07;6.478108e-07;4.2974938e-07;7.914701e-07;9.691107e-07;8.1417056e-07;3.4549066e-07;3.6678966e-07;7.752875e-07;7.063784e-07;1.1324613e-06;6.1404216e-07;4.7164588e-07
double;5.9968486e-05;1.0082269e-05;0.00039157906;7.257672e-05;0.00011712233;0.00084019726;0.00012448168;0.00012282156;0.00066233525;0.00010341506;1.0050431e-05;9.93874e-05;0.0008145348;1.01494115e-05;1.3834044e-05;0.0001335443;0.0011592027
shove;3.2508078e-06;1.5934752e-06;1.1248201e-06;4.0036107e-06;1.58757e-06;1.0176393e-05;1.1835934e-06;6.7762517e-06;3.3488232e-06;5.6518006e-06;9.613979e-05;5.116886e-05;7.940386e-06;2.7916444e-06;4.659157e-06;2.7282501e-06;3.5494284e-06
wilmington;6.1087803e-07;1.2842958e-06;6.1928233e-07;7.590782e-07;7.4510234e-07;3.0228382e-06;5.481904e-07;8.4392593e-07;9.390749e-07;9.166117e-07;4.909073e-07;5.787822e-07;0.00020132014;7.0669574e-07;1.063705e-06;5.8122595e-07;6.606149e-07
timer;1.5352385e-05;2.538365e-06;3.789959e-06;1.2090549e-06;1.0423759e-06;1.4111272e-06;2.3686955e-05;0.0005121837;2.2277368e-06;0.00027353005;9.012358e-07;1.6155576e-06;1.9161103e-06;1.269936e-06;2.4191845e-06;6.6185356e-05;6.6419365e-05
hint;0.0002484596;0.00034514983;1.9224914e-05;1.898501e-05;2.9843104e-05;4.081803e-05;7.195009e-05;4.3040676e-05;5.3317286e-05;5.1672832e-05;8.7714936e-05;1.69058e-05;2.5411791e-05;1.24747e-05;2.436542e-05;0.00053006184;9.169142e-05
synonymous;6.495502e-06;1.1785327e-06;8.2178934e-07;5.3493415e-05;9.734274e-06;9.685881e-07;6.5447387e-07;1.6336718e-06;1.3002413e-06;2.954232e-05;1.2566975e-06;8.2528067e-07;1.3417924e-06;5.4217735e-06;1.5718952e-06;8.9983666e-07;7.637636e-07
available;0.0016585969;0.0003082129;0.009115959;2.2554465e-05;0.00017948543;1.4745013e-05;9.696256e-05;0.0006266776;0.0008287845;0.0004959165;4.999096e-06;0.00020660245;6.884186e-06;6.7482592e-06;1.7309922e-05;0.0029288994;0.0006113758
oneself;1.0741549e-06;1.3015033e-06;6.965203e-07;6.6312816e-05;5.0411243e-05;1.2188692e-06;9.5921005e-06;1.0233313e-06;3.4806997e-06;1.3899909e-06;2.5333109e-05;1.1413098e-06;4.3785538e-05;4.3078408e-06;7.597822e-06;7.6242975e-07;8.379675e-07
moron;1.4366818e-06;1.3213877e-06;7.4001997e-07;1.5755834e-06;1.2523919e-06;8.918675e-05;9.882403e-05;1.0965454e-06;1.9617298e-06;3.7567588e-06;0.00012736375;1.6224841e-06;6.0675233e-05;2.4219742e-05;5.345616e-05;1.7009928e-06;1.0092214e-06
hadn;1.2014566e-06;1.4648106e-06;1.3531208e-06;5.3892534e-05;3.2495948e-06;0.00016091162;0.00018332795;3.4434757e-05;3.0925053e-06;5.4829783e-05;6.4187025e-06;0.00047447623;4.340779e-06;4.4947697e-06;1.3450942e-05;1.5361986e-06;1.1212848e-06
roam;7.8022214e-07;1.3029129e-06;7.3319535e-07;1.0223616e-06;1.0369544e-06;1.7118515e-05;9.4610664e-07;9.5352317e-07;1.4553528e-06;1.509804e-06;3.862777e-06;2.7029193e-06;2.608167e-06;4.1777203e-05;1.8551998e-06;8.090691e-07;8.6702306e-07
jade;8.28803e-07;9.654797e-05;1.7817694e-06;8.6273445e-07;7.8850996e-07;9.6481e-07;5.8641155e-07;1.0426731e-06;1.1186931e-06;4.6260443e-06;9.733797e-07;1.0036939e-06;1.8662872e-06;5.6235144e-06;1.0621438e-06;7.5394266e-05;4.3982487e-05
explosive;2.3336445e-06;1.5195566e-06;8.148104e-06;4.219141e-06;4.271121e-06;5.900531e-06;0.0006291605;0.000115066665;1.9542474e-06;1.5688207e-06;7.399096e-07;1.8207509e-06;1.7780472e-06;1.4310459e-06;8.023687e-06;1.1160682e-06;1.0081122e-06
knowthat;5.931526e-06;8.113106e-06;1.4726701e-06;4.96065e-05;6.0251532e-05;1.3135012e-06;1.130015e-05;1.3641029e-06;1.9512327e-06;1.3803594e-06;5.6467024e-06;1.2790489e-06;1.6376907e-05;1.4872911e-05;4.42403e-06;1.5060434e-06;3.4900866e-06
victim;4.261254e-06;8.974118e-07;1.7865881e-06;1.3202217e-05;3.7794754e-05;3.817596e-05;0.0006062609;2.9092007e-06;9.6265365e-05;9.348347e-07;4.174659e-06;0.00020449614;0.00048420968;0.00054528995;0.0005040795;1.5088023e-06;1.0784094e-06
