;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
maintain;2.5772874e-06;0.0002253727;0.0002872385;5.3680644e-05;0.000314925;5.834643e-06;1.5977854e-05;0.0005779951;0.00042669292;0.00031194987;0.00021480187;1.3363622e-05;1.4922224e-05;8.464559e-05;0.00016249443;1.2937246e-05;4.232433e-06;0.00026910755;0.00027794554;0.0002109748;2.4396262e-05
madness;0.00014695113;1.0864052e-06;1.7407978e-06;2.5167758e-06;2.0286534e-06;1.6549171e-06;9.287728e-07;4.4754793e-07;1.5784371e-06;5.0636777e-06;3.5125668e-05;1.001877e-06;8.3564754e-07;2.4311862e-06;2.0897644e-06;0.00019159052;2.2172737e-06;1.5550079e-06;7.986861e-06;1.6650312e-06;2.3062162e-06
weizmann;1.835742e-06;1.2278094e-06;5.478505e-05;1.0955749e-06;2.1678554e-06;9.761338e-07;1.6589495e-07;3.820906e-07;1.113234e-05;0.000112749556;1.0269229e-06;1.7663734e-07;1.4864084e-07;2.4332203e-06;1.7077123e-06;1.9924132e-06;1.6066435e-06;1.1536325e-06;1.1893791e-06;1.3114026e-06;1.1107426e-06
findout;1.7097229e-06;5.3892425e-05;1.1943454e-06;2.082866e-05;1.5455937e-06;8.540335e-06;6.047831e-07;8.1346474e-07;1.3939771e-06;1.0500913e-06;1.0329745e-06;6.578094e-07;5.8272155e-07;1.8760504e-06;1.0967365e-05;1.1963734e-06;2.7453357e-06;9.168974e-07;1.1916067e-06;1.3358617e-06;1.0582831e-06
enforcement;1.8424015e-06;1.1371789e-06;4.0557798e-06;0.0005488888;0.00048904144;1.4235725e-06;1.6417024e-06;1.7688697e-06;2.0556627e-06;3.1847817e-06;0.0031717801;1.7439068e-06;1.4595302e-06;3.6543968e-06;5.254825e-06;0.00041229467;5.615944e-07;1.4707854e-06;2.176036e-06;2.7345338e-06;4.330515e-06
motion;6.4133174e-06;7.568254e-05;0.0011465843;0.00026952094;7.4630275e-06;0.00039798944;2.5194156e-06;5.3698095e-06;7.3324345e-06;1.8727464e-05;5.9916993e-06;2.8489642e-06;2.412473e-06;1.0896813e-05;3.3130575e-06;1.7842214e-05;4.8810525e-06;2.0941666e-06;3.9167047e-05;6.8154e-05;2.1808033e-05
assist;3.539626e-06;3.07774e-05;0.00028053942;3.8125877e-06;6.3749576e-05;5.151083e-06;1.4520991e-06;7.0746287e-06;9.2457856e-05;0.00021332283;8.3782405e-05;1.4794714e-06;1.3160354e-06;0.00011475912;3.1295358e-06;5.229877e-06;7.99887e-06;1.0375318e-05;3.1249808e-06;2.73722e-05;0.00025964773
readme;2.634338e-06;0.00032555175;2.5860058e-06;7.2266965e-07;1.8008612e-06;3.0263425e-05;1.2193914e-07;7.504766e-07;0.0004981151;1.3007992e-06;1.7136507e-06;1.3428712e-07;1.18297e-07;2.3028986e-06;9.572193e-07;9.0841513e-07;6.490217e-06;8.3887977e-07;1.213394e-06;1.3503727e-06;1.2715709e-06
eskimo;3.6124573e-05;1.368172e-06;2.1753665e-06;1.8847802e-06;1.9824536e-05;2.3612024e-06;1.4823258e-06;1.4445068e-06;1.7220036e-06;2.1795404e-06;1.1214281e-05;1.6389613e-06;1.3767398e-06;1.8948313e-06;2.2788647e-06;6.1879065e-05;2.1420126e-06;1.720495e-06;1.3074041e-06;6.422133e-05;0.00012003836
libxmu;2.0119405e-06;0.0008731697;2.7964243e-06;1.2904966e-06;1.7817487e-06;2.2174338e-06;1.4649967e-07;9.751268e-07;2.8262532e-06;9.197055e-07;2.0221282e-06;1.423097e-07;1.3863519e-07;2.5444472e-06;8.3275205e-07;1.2536618e-06;2.0756208e-06;9.621896e-07;1.2425184e-06;1.2351531e-06;7.7568876e-07
whoever;4.213082e-06;1.1782508e-06;3.8087117e-06;6.980015e-05;4.8260878e-05;1.3174171e-06;1.269048e-05;1.4701181e-05;2.2258703e-06;4.0208284e-05;8.2413026e-05;1.1896603e-05;1.0870534e-05;0.00015788396;0.00025576312;6.671407e-06;1.5520766e-06;0.00025581982;6.482495e-05;2.6422456e-06;8.318086e-05
ascension;2.020341e-06;1.2425467e-06;2.9920277e-06;8.54166e-07;1.7206025e-06;9.4370256e-07;1.335603e-07;3.573452e-07;5.2902775e-05;2.699934e-06;1.0497948e-06;1.4169906e-07;1.1764268e-07;1.8195933e-06;1.3004668e-06;1.1396882e-06;2.0266866e-06;6.420712e-05;1.7100766e-06;1.0396332e-06;1.0256205e-06
extensively;4.953224e-06;2.1204965e-05;2.718775e-06;2.2194504e-06;4.1188876e-05;2.2188744e-06;7.9855283e-07;2.1826572e-06;6.566192e-06;2.7885802e-05;3.1279593e-05;8.2474577e-07;7.5680373e-07;7.1281615e-06;2.4000567e-06;1.4044197e-05;6.0411476e-06;5.838767e-06;2.1631788e-06;1.6626407e-05;1.6731597e-06
sister;2.2738625e-06;2.27558e-06;3.626328e-05;3.6341473e-06;1.562287e-05;5.163354e-06;4.565576e-06;4.658107e-06;2.6404518e-06;3.4437112e-06;2.0858997e-06;4.3810255e-06;4.2269735e-06;2.976304e-05;0.0002342234;0.00091117993;2.71069e-06;0.00011402152;3.2404666e-06;1.9551575e-05;2.1951423e-06
wouldnot;9.202341e-05;1.2991337e-06;1.750737e-06;3.147166e-05;9.234568e-06;6.7652586e-06;4.0329396e-06;1.9306112e-06;1.4256578e-06;1.6371034e-05;4.24095e-06;4.326621e-06;3.7207017e-06;3.7109012e-06;5.5013323e-05;2.2031113e-06;2.6536861e-06;1.255379e-05;2.0065663e-05;1.8907722e-05;6.779131e-05
expend;2.1209087e-06;1.1075389e-06;3.1942975e-05;3.6862584e-06;4.9877417e-05;2.3057949e-06;3.911087e-07;9.248547e-07;1.6418127e-06;4.6067885e-06;1.3647948e-06;4.172197e-07;3.5172093e-07;1.8747627e-06;3.8670564e-06;1.8886092e-06;1.939809e-06;1.0462943e-06;1.4734923e-06;2.2732183e-06;1.2904146e-06
tale;4.5361776e-05;1.7176063e-06;1.9618577e-05;4.9807313e-06;8.373772e-05;2.7623134e-06;1.8582003e-06;1.6093643e-06;2.8574499e-05;2.6673097e-05;2.6914145e-06;1.9427098e-06;1.7828847e-06;3.6978847e-06;4.634062e-05;0.00011184018;2.0261909e-05;3.7759746e-05;2.5913057e-06;2.8734885e-05;2.0726502e-06
conditioning;2.513854e-06;1.2209307e-06;2.6545843e-06;1.6555833e-06;1.2998557e-06;1.5925658e-06;6.935943e-07;1.261779e-06;7.352714e-06;1.0139189e-06;1.2521851e-06;7.3022727e-07;6.9431195e-07;4.2827094e-05;2.66925e-06;1.3342069e-06;3.1794893e-06;9.832991e-07;1.1056732e-06;0.0003119195;1.250981e-06
clutchless;1.6792254e-06;7.81392e-07;1.1057261e-06;9.2735826e-07;9.849712e-07;9.294875e-07;3.2099703e-07;4.1051567e-07;7.708793e-07;7.944463e-07;8.052543e-07;3.4848708e-07;3.1440507e-07;1.0251223e-06;1.0933164e-06;7.731273e-07;1.599411e-06;6.838737e-07;6.82975e-07;0.00014851426;1.0078735e-06
mcrae;2.5543377e-06;7.575663e-07;1.3648623e-06;1.0722176e-06;9.429078e-07;8.7028957e-07;4.3752203e-07;4.8292026e-07;1.0478741e-06;8.493516e-07;8.877891e-07;4.9248996e-07;3.888402e-07;1.3649137e-05;1.3220061e-06;1.0928816e-06;1.352104e-06;7.341499e-07;9.459624e-07;9.994985e-07;0.00014626289
intention;2.613304e-06;2.0672398e-06;2.1938442e-06;1.7541106e-05;0.0001265014;2.620569e-06;3.4318925e-06;4.0948053e-06;2.8270592e-06;0.0002218549;4.0012663e-05;3.2135242e-06;3.015505e-06;4.770623e-06;0.00012827481;7.06888e-05;1.736737e-06;0.00013324188;4.94528e-05;1.0781945e-05;1.8414308e-06
condemnation;2.014277e-05;8.3699945e-07;1.3332783e-06;4.430753e-06;2.4130197e-06;8.596985e-07;5.256096e-07;4.5346263e-07;1.6382451e-06;2.6345231e-05;1.2061225e-06;5.4658705e-07;4.5942974e-07;2.023239e-06;7.742337e-06;1.5531928e-06;1.4789538e-06;0.00023294009;1.4735e-05;1.4845533e-06;1.0379388e-06
martian;2.0434097e-06;1.2649203e-06;0.00035742793;1.1966074e-06;2.096638e-06;1.0856959e-06;1.8038786e-07;3.8946988e-07;2.0695993e-06;1.206852e-06;1.1563613e-06;2.0586874e-07;1.6317779e-07;2.9693806e-06;7.5940966e-07;1.2588555e-06;1.1914832e-06;8.7862384e-07;1.0254018e-06;1.6480233e-06;3.8099665e-06
tohelp;3.2091964e-06;1.084636e-06;1.3336446e-06;2.1308083e-06;8.639621e-05;1.570617e-06;8.9298254e-07;1.0874746e-06;1.7406628e-06;2.6342494e-05;1.3456424e-06;9.348001e-07;8.1827574e-07;1.939927e-06;3.3406508e-05;2.236973e-06;4.976113e-06;7.992367e-06;2.1601772e-06;1.2891493e-06;1.2307645e-06
prince;0.00012339585;1.714487e-06;1.0545245e-05;2.3467903e-06;1.787313e-05;1.3939255e-06;2.0816433e-06;3.9049323e-06;3.013401e-05;6.270917e-05;4.2456446e-05;2.1488604e-06;1.7777911e-06;0.00022827994;5.0893486e-06;4.1776893e-06;3.1117897e-06;0.0003217703;3.7714133e-06;3.130084e-06;0.00029267298
pellet;1.6410006e-06;9.720102e-07;2.151671e-05;1.1655441e-06;1.1891007e-06;1.1529079e-06;3.1759026e-07;6.1154407e-07;1.681528e-06;9.5032374e-07;8.957348e-07;3.3632014e-07;3.0873792e-07;1.8227073e-06;9.2734854e-07;8.9899874e-07;1.5439053e-06;7.364359e-07;7.366523e-07;0.00022685378;1.1371643e-06
waltham;0.000110452675;2.0769921e-06;1.967549e-06;9.835301e-07;1.4321449e-06;1.4103202e-06;2.9827052e-07;3.7176488e-07;3.3300083e-05;1.0491653e-06;9.1988534e-07;3.3107347e-07;2.8475677e-07;9.469577e-06;1.2241188e-06;8.626191e-07;4.576299e-06;8.496251e-07;9.971088e-07;9.003301e-06;1.3731401e-06
noticeable;1.3240625e-06;4.5341825e-05;2.831277e-06;1.4075753e-06;2.189876e-05;4.8188424e-05;2.8612008e-06;5.706631e-05;6.8210597e-06;1.3303254e-06;8.54162e-06;2.837692e-06;2.6916057e-06;2.1743366e-05;2.3178575e-06;1.7370996e-06;2.9495288e-06;1.3816999e-06;6.9875696e-06;1.557996e-05;2.220692e-05
pipeline;2.6218538e-06;1.4955262e-06;5.0736402e-05;1.1393188e-06;2.2489114e-05;1.3901023e-05;4.0712914e-07;7.926212e-07;4.881374e-06;1.3745652e-06;1.08854565e-05;4.4295635e-07;3.6355848e-07;1.9301629e-06;1.2978835e-06;8.582492e-06;4.770981e-06;9.208874e-07;1.2479371e-06;2.5493566e-06;1.5582897e-06
bookstore;5.0145654e-06;2.5968716e-06;8.629923e-06;2.000545e-06;4.8529187e-06;5.5633052e-05;1.7955483e-06;1.2215745e-06;1.144244e-05;6.7983747e-06;1.4219852e-06;2.0696275e-06;1.7219164e-06;3.3235447e-06;2.4985125e-06;4.4327797e-05;0.00019290326;0.000110434645;1.1546639e-05;1.3662392e-05;4.743113e-06
crowley;5.346501e-06;4.3273494e-06;1.6200352e-06;5.0066938e-05;2.8124157e-06;1.2220994e-06;3.6762535e-07;6.5883296e-07;1.5739764e-05;1.3113304e-06;0.00027014047;3.923343e-07;3.3034917e-07;1.9749803e-06;2.2191373e-06;1.2942977e-06;2.047163e-06;4.3813605e-05;2.1986757e-06;1.3323539e-06;1.7201023e-06
parity;2.7243293e-06;2.0900447e-06;2.6016667e-06;7.614678e-07;1.814667e-06;0.00014119904;2.4705477e-07;4.2604398e-07;0.00016477217;2.1349479e-06;1.4529688e-06;2.7632242e-07;2.2577798e-07;2.709201e-06;1.4441854e-06;1.3810298e-06;7.751263e-06;9.516021e-07;1.294227e-06;1.5619547e-06;1.3585902e-06
cleansing;1.3935388e-06;8.30033e-07;2.019713e-06;2.2093875e-06;3.0473652e-06;9.1100037e-07;4.049865e-07;5.5037737e-07;1.7006502e-06;0.00034746254;1.0132162e-06;4.1434137e-07;3.5603088e-07;2.9172204e-05;2.635243e-06;0.000119164906;1.1554245e-06;1.1657127e-05;1.8544233e-06;1.0609199e-06;1.2937057e-06
sandberg;2.2975044e-06;5.715052e-07;9.3141233e-07;1.2615475e-06;9.575609e-07;6.7811516e-07;2.9810414e-07;2.559285e-07;9.55518e-07;6.7778757e-07;6.605251e-07;3.4745736e-07;2.6732215e-07;1.0417444e-06;9.849222e-07;1.4605096e-06;1.4437037e-06;4.641331e-07;6.649662e-07;1.2257107e-06;0.0004889853
unlike;9.214921e-05;4.0458675e-05;3.0705774e-05;6.47293e-05;0.00025005607;6.3621614e-05;3.812396e-05;5.3694384e-05;1.5759877e-05;0.000151774;0.00017464883;3.869032e-05;3.4477303e-05;0.00014022883;2.76663e-05;9.182756e-06;6.3046355e-06;0.00013668953;2.2766908e-05;1.36091e-05;0.00011723196
tilt;2.201097e-06;1.4723107e-06;0.00022606023;1.5017782e-06;2.6725208e-06;5.6172656e-05;4.7582196e-07;9.841929e-07;3.4789275e-06;1.1341012e-06;1.1233027e-06;5.154108e-07;4.4433165e-07;4.4877784e-06;1.0530105e-06;1.507347e-06;2.7429123e-06;9.072876e-07;1.0865887e-06;0.00010161673;1.4634576e-06
mozart;2.5944066e-06;9.408905e-07;1.4563356e-06;1.173314e-06;1.3123928e-06;2.4747042e-05;6.9322596e-07;7.4145396e-07;1.1098714e-06;2.4277274e-06;1.0625808e-06;7.5019875e-07;6.0303427e-07;1.5345179e-06;1.7476644e-06;1.1513106e-06;2.0488935e-06;0.000166828;1.4079349e-05;1.305115e-05;9.393125e-06
msstate;4.9575036e-05;1.3301587e-06;1.3757178e-06;1.2727328e-06;4.9703052e-05;3.241691e-05;1.6640874e-06;5.822692e-07;2.490789e-06;1.0658022e-06;1.4669099e-06;2.1752896e-06;1.6543329e-06;1.4140631e-06;1.9262536e-06;1.2934611e-06;0.0005824538;8.126175e-07;1.3109386e-06;2.1347437e-06;7.245749e-05
parsli;1.3106626e-06;6.906935e-07;7.686633e-07;4.8810314e-05;3.6186513e-05;8.230351e-07;7.560626e-07;4.857309e-07;6.589406e-07;1.1054268e-06;1.121296e-06;7.613103e-07;6.9702475e-07;1.2377996e-06;0.0003509473;8.5563926e-07;1.1856853e-06;8.385991e-07;9.884958e-07;9.0747284e-07;8.994964e-07
eugene;0.00013370997;2.2991742e-06;0.00014634892;1.4097934e-06;8.30854e-06;6.2865525e-05;6.1849016e-07;7.341532e-07;3.9726983e-05;1.5143625e-06;1.4899621e-06;6.9226394e-07;5.524125e-07;3.0316764e-06;1.7848912e-06;1.3998551e-06;3.323566e-05;0.00018574393;4.653005e-06;2.522405e-06;1.6567686e-06
calstate;5.0508675e-05;1.0558368e-06;1.7583857e-06;1.0309362e-06;1.3897992e-06;3.1911895e-06;7.897411e-07;1.9563821e-07;1.8150555e-06;4.4858447e-05;7.817649e-07;9.780929e-07;8.09925e-07;1.6931498e-06;3.0588951e-06;1.2185593e-06;0.00038328784;8.679769e-07;1.0322916e-06;1.3417258e-06;9.89851e-07
sift;2.3825967e-06;1.4578192e-06;1.3513393e-06;1.1206084e-06;1.4679792e-06;3.728757e-05;8.4575726e-07;6.6193337e-07;1.6096964e-06;1.7722574e-05;1.1725166e-06;9.598072e-07;7.926403e-07;1.7684878e-06;1.9880877e-06;1.4606405e-06;2.557773e-05;4.8249826e-06;9.974161e-06;2.5913055e-06;1.2110364e-06
wuarchive;2.9786322e-06;0.0001947978;2.1226592e-06;6.695442e-07;1.606515e-06;5.49452e-06;1.705199e-07;6.149385e-07;0.00041906573;1.1375404e-06;1.4169292e-06;1.9336645e-07;1.7356044e-07;2.2153329e-06;1.1181713e-06;8.424068e-07;0.00010947563;7.787383e-07;1.0948174e-06;1.384e-06;1.1466178e-06
arabia;1.30152e-06;9.37648e-07;1.830562e-06;1.9286524e-06;2.0594132e-06;8.195801e-07;1.8974059e-07;2.8008543e-07;1.5766302e-06;0.0003697321;7.966754e-07;2.054118e-07;1.7053281e-07;3.2826242e-06;1.8980653e-06;2.1584933e-06;9.739583e-07;1.0962079e-06;1.8494569e-06;9.786113e-07;9.4277834e-07
meta;4.077972e-05;0.00020973186;1.6388034e-06;1.3380143e-06;2.3147477e-06;1.4902104e-06;5.0799395e-07;1.2274929e-06;2.4349865e-06;3.5345836e-06;1.0976112e-06;5.4207953e-07;4.7274685e-07;2.5307643e-06;2.0082853e-06;1.152031e-06;2.6370885e-06;1.587118e-05;7.223071e-05;1.2080192e-06;2.050258e-06
rectify;0.00012225437;2.4829578e-06;1.464197e-05;3.4696743e-06;1.0485019e-05;1.4193673e-06;4.7671037e-07;7.755416e-07;3.938397e-05;1.5495029e-06;1.3247397e-06;5.174572e-07;4.4121788e-07;5.1461216e-06;1.9077706e-06;9.575658e-06;5.5482114e-06;1.5744079e-05;1.7529754e-06;8.246174e-06;2.7189394e-06
solar;6.64559e-06;2.2105332e-06;0.0026484968;1.6041095e-06;4.8753495e-06;1.9572049e-06;1.4714433e-07;3.094745e-07;5.77758e-06;1.8276475e-06;2.4931974e-06;1.6978835e-07;1.3717955e-07;7.1575487e-06;7.811203e-07;1.8877503e-06;1.939217e-06;1.288526e-06;1.2443458e-06;5.847686e-06;1.798299e-06
reckon;3.2540593e-06;8.459463e-07;3.89662e-06;0.00012561728;1.8526671e-06;8.830534e-07;3.5984743e-07;4.0855505e-07;8.287477e-07;1.233595e-06;1.0255175e-06;3.8824524e-07;3.2096835e-07;2.26837e-06;2.5629101e-06;1.2097651e-06;1.2265601e-06;6.5109016e-05;3.0836675e-06;1.3236469e-06;1.1010093e-06
thought;1.4932856e-05;8.0290865e-06;9.150136e-05;0.0002224253;0.000113093534;5.7274225e-05;0.001419255;0.00018150585;2.7302535e-06;8.075225e-06;0.00013721515;0.0014848378;0.0013536155;9.124699e-05;0.00057484506;0.0007690436;2.1470018e-05;0.0006075122;0.0006976211;0.00018645052;0.00035743977
identity;2.0658451e-06;2.0264556e-06;3.6605047e-06;2.9854664e-06;4.9398304e-06;1.7040662e-06;1.7515165e-07;6.810261e-07;0.00032893615;0.0003410958;8.77752e-05;1.7300262e-07;1.5106252e-07;3.6036693e-06;2.8456213e-06;4.3337895e-06;2.6900907e-06;2.9623101e-05;0.00012057025;2.1056055e-06;1.7464521e-06
unwilling;2.9581892e-05;1.1067608e-06;1.9663992e-06;4.5820958e-05;3.565418e-05;2.9028693e-06;1.9749264e-06;2.4615983e-06;1.493897e-06;1.4726126e-05;7.725175e-06;2.1315648e-06;1.7260579e-06;9.565056e-06;6.95404e-06;3.5161863e-06;1.8082387e-06;5.534553e-06;2.7819215e-05;1.4837763e-06;6.0523562e-05
afifi;3.011096e-05;7.425751e-07;9.196564e-07;1.2537957e-06;1.4715648e-06;7.907665e-07;5.0253124e-07;2.5514427e-07;1.0805228e-06;6.273534e-05;7.610156e-07;5.286529e-07;4.6341083e-07;1.4787009e-06;3.627361e-05;1.060812e-06;1.4150052e-06;9.3950615e-07;1.1383366e-06;9.301604e-07;1.0290721e-06
redraw;1.7280596e-06;0.00040247536;1.459759e-06;1.1252948e-06;2.7409253e-06;2.9172383e-05;3.4224516e-07;9.588083e-07;2.1195635e-06;1.1894883e-06;1.1953961e-06;3.7252104e-07;3.2917958e-07;1.7050628e-06;1.2048441e-06;3.0519452e-06;2.887527e-06;7.975204e-07;1.1679116e-06;1.9257755e-06;1.260884e-06
microcomputer;2.2117822e-06;1.4918553e-06;8.07601e-06;8.7452537e-07;1.3445189e-06;1.1533214e-06;2.0939092e-07;5.6953223e-07;5.8552392e-05;1.0094075e-06;9.876311e-07;2.2570423e-07;2.0679842e-07;1.7720398e-06;8.873591e-07;8.821647e-07;2.742133e-06;7.886583e-07;7.2762094e-07;0.00021150718;1.1945941e-06
venerable;1.9760541e-06;1.0040392e-06;1.1713586e-06;9.920866e-07;9.543783e-07;0.00013120458;4.483788e-07;4.3339668e-07;9.964092e-07;9.421993e-07;1.0137389e-06;4.909228e-07;3.998857e-07;1.2381502e-06;1.3121836e-06;7.3322303e-07;2.5424683e-06;3.099089e-05;1.5726149e-06;7.984501e-06;1.009632e-06
dang;0.00017268487;1.4819957e-06;1.8716953e-06;1.038379e-06;1.468122e-06;1.4805473e-05;3.8390516e-07;3.1032744e-07;2.3995273e-05;9.88121e-07;7.0544556e-06;4.34113e-07;3.5714186e-07;1.6314774e-06;1.3287114e-06;7.651089e-07;5.6516005e-06;8.6940844e-07;9.988067e-07;4.593696e-06;1.4945149e-06
iceland;1.6133837e-06;8.4601896e-07;4.1012795e-06;1.1449041e-06;4.4206413e-06;4.0784266e-06;2.4426268e-07;3.5827776e-07;1.342942e-06;0.000118492;1.1573962e-06;2.6632122e-07;2.2009127e-07;1.5439109e-06;1.5072089e-06;1.8441579e-06;1.6345987e-06;9.67891e-07;1.1311035e-06;1.5752701e-06;9.667515e-07
ifit;3.2765706e-06;4.2301717e-06;5.306848e-05;4.7200033e-06;7.2166363e-06;2.815694e-06;3.7215025e-06;6.1698006e-06;3.6355345e-06;1.4468267e-06;3.4664685e-05;3.9234646e-06;3.5573476e-06;4.2949836e-05;4.5750767e-06;2.4292165e-06;7.519441e-05;4.5523324e-05;3.5527e-05;1.9106095e-05;6.374283e-06
eloquently;1.5507328e-06;8.718446e-07;6.3019897e-06;1.0571974e-05;1.5644759e-05;9.88805e-07;8.674941e-07;9.4658566e-07;1.0814414e-06;1.1952143e-05;1.0725031e-06;8.742411e-07;7.7367133e-07;2.0397572e-06;8.040882e-05;1.4303688e-06;1.1240069e-06;1.7998282e-06;1.9871895e-05;1.2337146e-06;1.061378e-06
carrying;3.3150611e-06;1.0310647e-06;1.7215427e-06;4.15629e-06;1.1635081e-05;1.5883431e-06;7.722609e-07;9.681963e-07;1.0434375e-06;1.2970867e-06;1.2932724e-06;8.403679e-07;7.40876e-07;1.4541497e-06;2.3793386e-06;1.47898545e-05;2.5107063e-06;1.0440575e-06;1.2654067e-06;5.956832e-05;4.563548e-06
portray;1.9665658e-06;8.3639145e-07;1.6252549e-06;4.5701663e-06;6.6552834e-06;8.807599e-07;6.184843e-07;8.119193e-07;1.2653269e-06;7.743021e-05;1.2882637e-06;6.5747446e-07;5.2939686e-07;1.9700292e-06;3.0305148e-06;1.0483682e-05;1.1875276e-06;6.059846e-05;1.377601e-05;1.1463318e-06;1.9321906e-05
disobedience;1.2418598e-06;8.021237e-07;1.1630347e-06;2.2192642e-06;2.9777073e-06;8.302817e-07;3.3401653e-07;5.342184e-07;1.1918919e-06;1.5320518e-05;2.1376261e-05;3.433766e-07;2.845228e-07;1.5750632e-06;1.9027793e-06;1.4641662e-06;1.0662374e-06;0.00011128815;8.122274e-06;1.0143731e-06;1.1116497e-06
willingto;1.4860516e-05;1.836696e-06;1.9221284e-06;3.9137576e-05;1.5667356e-05;5.0372078e-06;2.6187884e-06;1.409978e-06;4.3597825e-06;2.5907195e-05;1.772559e-06;3.1336244e-06;2.5922125e-06;2.3600928e-06;7.372116e-06;3.260527e-06;0.00010326924;3.8731487e-05;3.3832405e-06;6.7518968e-06;4.296493e-05
incomplete;2.5312181e-06;6.0997252e-05;2.711163e-05;1.4073312e-06;2.1189178e-06;1.838901e-06;7.3130974e-07;2.7104813e-06;1.0189553e-05;2.207409e-05;3.1915497e-06;7.307351e-07;6.659568e-07;2.7530381e-05;2.1374353e-06;2.0412906e-06;4.79657e-06;2.4202678e-05;7.7478195e-05;6.643089e-06;1.2680541e-06
catastrophic;1.2347859e-05;1.1852517e-06;4.435706e-05;2.0334003e-06;2.9468158e-06;1.27486455e-05;1.2749477e-06;9.15935e-07;1.5341664e-06;1.6400027e-06;1.1171833e-06;1.2906332e-06;1.155014e-06;2.5899842e-06;8.2595885e-05;1.3959997e-06;2.2527236e-06;1.1850659e-05;2.087945e-06;8.167388e-06;1.4454066e-06
surrender;2.325518e-06;8.819609e-07;3.3262336e-06;0.0008991819;5.3109907e-06;7.919378e-07;1.0980165e-06;1.568612e-06;1.7537078e-06;7.331018e-05;9.806291e-06;1.0525306e-06;9.879735e-07;0.0010030983;5.7187048e-05;9.278678e-06;1.0592764e-06;4.977501e-06;2.4832634e-06;6.8335737e-07;4.2548345e-06
hamburgtel;1.1489784e-06;7.68534e-07;8.0238715e-07;9.571928e-07;1.3082715e-06;8.9398503e-07;2.4815282e-07;3.264235e-07;9.442138e-07;9.3648214e-07;0.00019015241;2.637864e-07;2.2013744e-07;1.0403902e-06;1.1345534e-06;6.766476e-07;1.1358538e-06;7.4408075e-07;8.967508e-07;9.441589e-07;1.1844141e-06
much;1.2953825e-05;0.0005771437;0.002040883;0.0014115189;0.00079608354;0.0013120826;0.006665666;0.01375918;0.00043445645;0.00026738795;0.0010207872;0.006729044;0.006588313;0.0017810866;0.0024887114;0.00093984493;0.0011416668;0.0011280555;0.0010141057;0.0023542691;0.0017964916
disturbing;3.9303063e-06;7.976832e-07;1.0988668e-06;1.4011321e-05;1.432296e-05;9.362578e-07;8.253447e-07;6.4504144e-07;1.0722521e-06;9.32619e-06;5.4315955e-05;8.389977e-07;7.4591446e-07;1.6110467e-06;7.086593e-05;2.0806742e-06;1.2162978e-06;3.8212806e-06;1.5299934e-06;1.1464489e-06;1.3099971e-06
somwhere;1.9594165e-06;1.3532334e-06;1.1495924e-06;9.294114e-07;1.2136098e-06;1.6485092e-06;2.407566e-07;2.5929077e-07;1.3329919e-06;8.955721e-05;8.02375e-07;2.6933978e-07;2.246129e-07;1.3308862e-06;1.4694189e-06;1.2444765e-06;4.2981374e-06;8.2285686e-07;9.764615e-07;9.627963e-07;9.0779014e-07
innovation;2.2219003e-06;1.5747397e-06;4.965929e-05;1.1421472e-06;2.2854226e-06;5.8651432e-05;5.541974e-07;7.001866e-07;3.4750894e-05;1.4475278e-06;1.9662734e-06;5.75543e-07;4.9525966e-07;2.7985825e-06;3.232486e-05;1.0829465e-06;5.0757144e-06;9.176678e-06;1.6364261e-06;1.5340054e-06;1.2321949e-06
pleiade;1.1898649e-06;6.8570813e-07;9.704045e-07;8.581832e-07;1.1553286e-06;7.2261645e-07;1.540325e-07;2.0488831e-07;9.877824e-07;8.484255e-05;7.118139e-07;1.6765078e-07;1.3928349e-07;1.1786095e-06;1.2845156e-06;1.0991614e-06;1.0289896e-06;7.726317e-07;8.567258e-07;8.277043e-07;7.94117e-07
arpa;1.8110773e-05;3.4528304e-05;3.2749026e-06;8.9055595e-07;1.5394257e-06;5.0421727e-06;1.9980678e-07;6.2163264e-07;0.0001785175;1.0536735e-06;1.2267823e-06;2.1907884e-07;1.8545389e-07;2.2984534e-06;1.1460775e-06;8.4811154e-07;4.81386e-06;2.3948132e-06;6.674495e-06;1.5473981e-06;1.16482e-06
transmit;2.3732398e-06;8.043345e-05;0.00023186632;2.169342e-06;2.546696e-06;3.4709349e-06;1.7425755e-06;7.914003e-06;4.365861e-06;2.3320923e-05;0.0008843993;1.6657496e-06;1.6350173e-06;0.00020035247;2.969092e-06;3.5844494e-06;2.5215284e-06;4.6898276e-05;4.1537965e-06;0.0001072954;2.211566e-06
liek;1.7113151e-06;1.0842388e-06;0.0001493832;1.013216e-06;1.3661297e-06;8.955416e-06;1.9733928e-07;3.7062995e-07;1.4645415e-06;1.0058741e-06;8.61014e-07;2.1553615e-07;1.7440615e-07;2.1039662e-06;8.0166285e-07;8.9699734e-07;1.58908e-06;8.0421864e-07;9.1100804e-07;1.5434587e-06;1.0199271e-06
rotate;3.4584914e-06;0.00018149335;0.00013389187;1.3076158e-05;2.4336437e-06;9.234864e-05;1.3023076e-06;5.4932625e-06;8.54211e-05;1.2515416e-06;1.7195343e-06;1.4712222e-06;1.297451e-06;3.832698e-06;1.826358e-06;1.9112415e-06;1.3738472e-05;1.1225377e-06;3.233604e-06;0.00013656628;6.695751e-05
