;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
trade;0.0008353232;0.0014127807;9.387192e-06;7.032196e-06;2.69076e-05;0.0011271745;0.0010646883;0.000169331;2.7406442e-05;0.00029107532;9.847012e-06;3.4630855e-05;1.5078757e-05;4.1618114e-05;0.00013937289;9.552433e-05;3.5435564e-06;5.169039e-05;4.31204e-06;6.511907e-05;4.498293e-05;7.0992446e-06
tiny;6.016019e-05;3.6046576e-06;1.6459644e-05;3.034512e-06;0.00010820123;7.2217526e-06;3.4865716e-06;9.649183e-06;0.00029683055;1.6776821e-05;6.461361e-05;9.467861e-05;5.0356757e-06;3.8273425e-05;0.00021872894;0.00022624306;7.4800564e-06;3.4370312e-06;5.183652e-06;1.5256164e-06;1.4660739e-05;0.000117634656
competition;9.970639e-05;3.167886e-05;5.315065e-06;1.5628764e-06;5.1340616e-05;4.7936855e-06;5.810379e-06;4.3992048e-05;0.00026291734;3.3015424e-06;2.598964e-06;4.144561e-05;4.049574e-06;1.1316575e-05;0.00016522135;3.485857e-05;1.9623687e-06;1.6764705e-05;3.5669113e-05;3.9766423e-05;4.0277107e-05;2.7037848e-05
shanti;1.0430392e-06;1.2304437e-06;8.9172744e-07;1.1492494e-06;3.830327e-07;9.94901e-07;1.0294106e-06;9.140299e-07;1.6027777e-06;1.4167753e-06;7.1525585e-07;3.2284925e-07;2.8719394e-05;4.0464383e-07;8.2853995e-07;1.7076418e-06;9.6232085e-05;7.4032187e-07;1.0925697e-06;5.879347e-07;9.234066e-07;9.1762956e-07
plane;7.2435664e-06;5.7737834e-06;4.383234e-05;0.0011579943;1.8010678e-06;9.819851e-05;3.0850567e-06;3.2442372e-06;2.702268e-06;3.442953e-06;0.00037165053;1.5105664e-06;5.7983103e-05;1.2534952e-06;1.170218e-05;2.6376068e-05;0.00016568071;5.299232e-06;3.3468905e-06;0.00031990447;2.8333739e-06;0.0005921759
progress;0.00019228013;4.291966e-05;9.3056615e-06;0.00010897938;2.8118372e-06;0.00072453386;6.030233e-06;1.26328205e-05;5.7595576e-06;4.14546e-06;6.0792745e-06;2.3691118e-06;0.00013107968;1.201146e-06;4.0993044e-05;4.484665e-05;5.7228353e-05;2.388952e-06;0.00018445129;0.00029534684;2.8700435e-05;3.3029028e-05
deuterocanonical;8.3999396e-07;1.1421341e-06;9.223814e-07;1.0834538e-06;2.3912244e-07;8.171511e-07;8.326497e-07;8.222531e-07;9.4340237e-07;1.1455946e-06;6.391189e-07;2.1131818e-07;1.1090755e-06;3.3335698e-07;7.7916934e-07;2.1649805e-06;0.00019354463;6.5892635e-07;8.768117e-07;5.5750706e-07;7.7257846e-07;7.6544717e-07
borden;0.0004142985;1.2179947e-06;8.1343063e-07;1.5001809e-06;4.290945e-07;2.2683384e-06;0.00010623155;1.3381624e-06;1.951521e-06;7.375918e-05;7.2239345e-07;4.6275707e-07;1.2613193e-06;6.4094723e-07;1.0992703e-06;1.4386767e-06;1.1228385e-06;8.2739916e-07;1.9324116e-06;1.129255e-06;1.692666e-06;2.1600656e-06
reject;8.365485e-05;3.4483214e-06;9.6851e-06;0.00048173463;2.346964e-06;0.00021296657;1.2913696e-06;4.6038767e-06;7.743978e-06;1.5355597e-05;5.589901e-05;1.536356e-06;0.0006659935;7.7515284e-07;1.5865916e-06;0.00033619965;0.00076930254;2.0966295e-06;6.4760905e-05;5.3287267e-06;7.4984884e-05;2.8559716e-05
mental;6.579151e-05;3.938058e-06;1.9512257e-05;3.86059e-05;2.806498e-06;4.1030025e-06;1.0780848e-05;3.7251202e-06;1.08650775e-05;0.00030347524;9.4265147e-07;2.324235e-06;0.00018187005;1.984872e-06;1.4939826e-06;5.511783e-06;0.00017364805;1.0787667e-06;0.00020932076;3.821066e-06;1.17713735e-05;5.1332754e-06
attend;0.00013031751;5.261913e-05;5.4342556e-05;8.283289e-05;2.9005193e-06;0.00015892804;0.00020148308;3.680461e-06;3.867625e-06;2.0210788e-05;1.5533426e-06;3.1997395e-06;3.930782e-06;5.3372532e-06;2.0317564e-06;5.646434e-06;0.00013562056;1.8011804e-06;0.00010663734;0.00010325309;2.5762147e-06;4.111807e-05
flammable;1.8961917e-06;1.1022003e-06;1.3026495e-06;1.0904924e-06;2.8787528e-07;1.0229303e-06;1.416551e-06;9.4568577e-07;7.3856177e-07;1.2376087e-06;6.8799716e-07;2.9890725e-07;8.313074e-07;2.769798e-07;2.0601407e-05;8.3069267e-07;9.3558816e-07;1.570908e-06;9.260201e-07;6.698084e-07;9.884728e-05;1.2453332e-06
knowledgeable;4.290734e-06;1.638065e-05;2.7586848e-06;2.0074774e-06;4.3905306e-06;4.4697597e-05;3.8619414e-06;2.6570731e-05;7.1948753e-06;2.517194e-06;2.0459959e-06;4.0489367e-06;0.00010340067;3.5782116e-06;1.2764985e-05;1.6045551e-05;3.8158476e-05;4.8861617e-05;6.701207e-05;2.1655255e-06;2.017902e-06;2.54054e-06
abandon;8.95356e-05;4.9201226e-06;2.0448251e-05;0.00027380016;2.9247658e-06;4.2045125e-05;1.8410284e-06;6.2631293e-06;9.398808e-06;8.0214095e-06;3.309015e-05;2.13271e-06;0.00010684617;1.0378094e-06;1.998859e-06;0.0001042257;0.00014265391;1.985939e-06;1.5100711e-05;1.022658e-05;9.270322e-05;1.8262579e-05
prohibit;0.0014277938;2.8514644e-06;1.9709378e-06;1.1143557e-05;9.579823e-07;5.6064014e-06;2.2423578e-06;0.0004362028;4.499489e-06;3.907584e-06;1.1034084e-05;7.7528574e-07;8.965534e-06;2.6355798e-07;7.731571e-06;2.1085083e-05;0.00011662014;9.649394e-07;2.9284954e-06;6.8938925e-06;2.7345288e-05;4.811636e-06
toal;1.3579843e-06;1.0820544e-06;5.8676216e-07;9.899925e-07;3.1816214e-07;1.1362007e-06;1.454813e-06;0.00076522946;9.811002e-07;1.0642228e-06;1.0084974e-06;3.0122862e-07;7.398343e-07;2.8762776e-07;7.9060214e-07;8.3253576e-07;8.930544e-07;7.1098896e-07;9.0373936e-07;7.876767e-07;8.9823544e-07;1.0854088e-06
olwm;1.1077236e-06;1.2639294e-06;3.829344e-07;7.9735196e-07;2.8602207e-07;9.753397e-07;1.751584e-06;1.2153297e-06;8.038188e-07;1.2114416e-06;0.00063954486;2.606566e-07;9.935717e-07;2.873366e-07;1.1536371e-06;8.663461e-07;1.125317e-06;1.6706576e-06;6.784936e-07;1.423894e-06;8.860224e-07;1.5370598e-06
lydick;9.825255e-07;8.0497773e-07;6.47998e-07;8.818402e-07;2.2106713e-07;7.0915394e-07;1.3102991e-06;7.0884613e-07;9.2323825e-07;0.00046069126;5.1988997e-07;2.1449105e-07;7.7372795e-07;3.165665e-07;8.055659e-07;7.380812e-07;8.863539e-07;7.0381293e-07;5.2069013e-06;5.8837725e-07;8.1517163e-07;1.0211712e-06
proverb;2.2321087e-06;1.5954482e-06;3.4818877e-06;6.780071e-06;4.291506e-07;1.4392664e-06;6.8910726e-05;1.4391699e-06;9.926821e-07;1.9802824e-06;8.1429977e-07;4.4156084e-07;1.5968142e-06;1.2490633e-06;1.1082502e-06;2.346718e-06;0.00018481971;1.0686866e-06;1.3580222e-06;4.986091e-06;1.2914265e-06;1.2497757e-06
lookat;2.8741042e-06;2.3653947e-06;3.4322093e-05;3.6044282e-06;2.0260516e-06;4.3407526e-06;7.1346303e-06;1.1076683e-05;4.399943e-06;1.9290262e-06;8.9447843e-07;2.0441998e-06;1.2838926e-06;1.861413e-06;1.701554e-06;1.4792776e-06;1.8002806e-05;1.0561414e-06;1.6866081e-06;8.5628557e-07;6.229905e-05;5.2855917e-06
dobson;2.3729876e-06;1.3884039e-06;1.3452939e-06;1.5331841e-06;3.6634384e-07;1.604797e-06;1.588286e-06;1.0480743e-06;1.1441862e-06;3.3472763e-05;7.045343e-07;3.554052e-07;1.2494215e-06;4.0468743e-07;1.0354271e-06;1.2399483e-06;7.025419e-06;9.458851e-07;1.0122713e-05;8.5334176e-07;4.2285912e-05;1.8178338e-06
frontier;1.1718692e-05;1.8517339e-06;2.4235596e-06;9.512891e-05;3.1445063e-07;3.6470592e-06;4.5042543e-06;8.904339e-05;6.4387973e-07;3.118159e-06;2.995749e-06;2.964338e-07;1.727416e-06;3.0308098e-07;1.5268873e-06;2.396671e-05;2.3224145e-06;2.227262e-06;2.8057589e-06;8.7224675e-05;2.5343857e-06;8.9539186e-05
painfully;2.2237332e-06;1.6087391e-06;3.6904425e-05;5.8477362e-05;1.3359494e-06;4.386397e-05;1.7677866e-06;6.944676e-06;2.8427087e-06;1.6903751e-06;6.6701073e-06;1.2043964e-06;4.995675e-06;8.487245e-07;1.6625291e-06;1.937159e-06;1.7158233e-06;1.6958666e-05;2.6998791e-06;1.6307489e-06;1.6088549e-06;2.1439284e-06
ferrari;1.0603593e-06;1.2172804e-06;9.638766e-07;6.917624e-07;3.2250375e-07;7.9757194e-07;1.2884074e-06;8.1869763e-07;7.5823016e-07;1.1505304e-06;6.7024456e-07;3.382818e-07;7.021096e-07;4.0204546e-07;0.00016012615;7.5174046e-07;8.5346954e-07;8.216551e-07;6.464378e-07;6.249055e-07;7.604332e-07;1.3959765e-06
indiana;5.441127e-05;0.000336067;1.2418919e-05;9.675035e-05;1.0894201e-05;5.965067e-06;0.0005367602;5.352448e-05;4.2670285e-06;0.00017925099;0.00016440282;1.640985e-05;1.3178745e-05;6.0337745e-05;0.00012012139;4.7932226e-06;0.00044624586;0.00037828303;3.7312166e-06;0.00011800873;0.0007577377;2.0843934e-05
chhabra;8.520185e-07;6.2404935e-05;5.310093e-07;7.193754e-07;1.9111123e-07;7.2556895e-07;1.3500539e-06;7.215238e-07;5.2421535e-07;6.297404e-07;2.9960545e-06;1.871497e-07;6.1039157e-07;2.5150294e-07;6.6187687e-07;6.33047e-07;7.776622e-07;6.735746e-07;6.865792e-07;9.857929e-07;6.9954245e-07;1.0960771e-06
face;0.0005658233;0.00061225204;0.0024463623;0.0006222536;0.00043411306;0.0002994798;2.3053383e-06;0.0001130581;0.0006381478;0.0021179926;3.187968e-05;0.0003561361;0.00017023843;8.1520186e-05;0.00028286065;0.00045477637;0.00033683216;5.3732865e-06;0.00029169497;5.790049e-06;0.0005744394;0.000507441
coordinate;5.5174747e-05;2.0105615e-06;1.1056792e-06;3.845825e-06;5.002496e-07;5.5759152e-05;2.3600887e-06;2.1017804e-06;1.2713961e-06;1.8290356e-06;0.00026124006;4.96778e-07;1.3938968e-06;3.0869964e-07;3.3348488e-06;1.6613593e-06;1.2910193e-06;2.53646e-06;4.0426858e-06;0.00024450448;2.7747901e-06;0.0001127667
within;0.00050334656;0.00010462657;3.9790903e-05;0.00090263464;3.963614e-05;0.0006461954;8.877802e-06;0.00036724898;2.7657095e-05;0.000357169;0.00066304876;3.6795125e-05;0.0006006513;1.5881285e-05;0.0005599164;0.0004005841;0.00059684203;0.0004005117;0.0005773004;0.00070157845;0.0004124112;0.00088117865
quit;4.88597e-06;0.0001289735;1.0853543e-05;3.906023e-06;0.000119435696;6.423325e-06;2.9132134e-05;6.807425e-06;0.00011039121;4.9682603e-05;0.00044712023;0.00013346013;3.8667586e-06;0.00018588231;1.3947467e-05;4.7894946e-06;5.42946e-05;8.140474e-05;0.0003050528;2.6559308e-06;1.5221346e-05;1.7439002e-05
nolonger;1.0133948e-05;1.4328399e-06;1.9991671e-06;7.0883098e-06;4.5276616e-07;2.292677e-06;2.1350336e-06;1.7292303e-06;1.2544023e-06;1.9230345e-06;1.1675224e-06;4.2807423e-07;1.6023686e-06;3.7148e-07;1.8534201e-05;1.5545513e-05;1.3782585e-06;3.119036e-06;1.2888385e-06;1.2258164e-05;1.0554937e-05;8.034826e-06
goldberg;5.156505e-06;1.3315046e-06;1.0184489e-06;9.723063e-07;5.0510874e-07;1.3605728e-06;3.9582706e-06;1.3812935e-06;1.2016701e-06;1.4919414e-06;1.9025747e-05;5.111967e-07;9.4845245e-07;4.6253265e-07;0.00011219676;1.0987608e-06;9.4896575e-07;1.4959934e-06;6.1663295e-06;1.9867251e-05;9.968603e-07;2.0950354e-06
supporter;3.764646e-05;1.6430317e-06;1.3958992e-05;7.037875e-05;9.485545e-05;4.6178306e-05;1.3933915e-06;2.9374496e-06;0.002326762;4.929228e-05;2.1300286e-06;5.7776855e-05;3.5367746e-06;1.2352102e-05;1.3195811e-06;1.3825594e-05;6.0784164e-06;5.0328254e-06;1.971572e-06;1.8729224e-05;0.00013339822;1.9225345e-06
carefully;3.5468507e-05;2.1523183e-06;1.070877e-05;6.320258e-06;9.846508e-05;6.9469097e-06;6.703228e-06;0.00018617496;0.00024063588;0.0001550337;0.00011052362;8.253543e-05;0.0001317982;2.973083e-05;0.0002035747;7.48366e-05;7.625518e-05;5.3952976e-05;5.461399e-05;2.6029961e-06;0.00015375463;3.816602e-05
gist;1.4618369e-06;1.3212989e-06;6.455455e-07;1.1323755e-06;5.81228e-07;1.4465347e-06;1.793592e-06;6.1823835e-06;1.607991e-06;1.5030264e-06;2.3548764e-05;5.249934e-07;3.90426e-05;5.177502e-07;1.0462874e-06;1.371502e-06;5.8969595e-06;4.3014998e-06;4.0539517e-06;1.328878e-06;1.7271162e-06;1.4718039e-06
eternal;1.4203323e-06;3.1505094e-06;9.771996e-06;4.952267e-06;1.7883286e-06;2.509936e-06;1.6415112e-06;1.0909406e-06;6.532e-06;1.1442806e-05;8.440201e-07;1.5194203e-06;0.00021102538;1.9899724e-06;7.813087e-05;9.70128e-06;0.0014530882;1.1636738e-06;2.581602e-06;1.1085269e-06;4.4084577e-06;2.012938e-06
character;0.000117150055;3.2807264e-05;3.2160886e-05;0.00019516757;9.1459315e-06;9.712348e-06;8.352604e-06;0.00013764734;1.9725967e-05;1.3445003e-05;0.0014635964;7.2136677e-06;0.00010762365;3.9623515e-06;1.03551265e-05;9.636792e-05;0.00024612265;3.8797105e-05;3.4280818e-06;0.00029394927;0.00014409481;9.720537e-06
mislead;7.805755e-06;2.1752687e-06;7.1745003e-06;4.0539533e-05;2.010937e-06;0.000117569696;1.2487625e-06;2.6049092e-06;5.354508e-06;4.1772142e-05;1.2049121e-06;1.5973777e-06;8.936114e-06;1.2303847e-06;1.4329067e-06;0.0001860304;0.00014487744;4.3231566e-06;3.7789778e-05;1.4908342e-06;0.0001634546;7.885162e-06
flamed;1.7150901e-06;1.4634459e-06;1.1668548e-06;9.729622e-07;1.490544e-06;1.4943781e-06;7.2930693e-06;4.514832e-05;3.3507176e-06;2.002781e-06;2.9217581e-05;1.5236864e-06;1.2649465e-06;1.633496e-06;7.1446957e-06;1.0548424e-06;2.2041718e-06;3.2584696e-06;1.0214656e-06;1.553299e-06;1.215593e-06;1.6119575e-06
outto;1.6828478e-06;8.822098e-06;9.1062736e-07;1.3817112e-06;7.427018e-07;1.5575544e-06;1.99624e-06;1.608889e-05;1.2753987e-06;1.4301291e-06;6.151076e-06;7.582498e-07;1.2452474e-06;8.0991805e-07;1.9473217e-05;7.206955e-06;1.229206e-06;1.190352e-06;1.271312e-06;1.3911775e-06;1.0807904e-06;2.6216343e-05
thesame;7.545321e-06;6.1322e-05;4.291334e-05;1.0701125e-05;0.00013077681;6.4666415e-06;6.6666025e-06;9.048776e-05;0.00015568746;8.816944e-06;7.91974e-05;0.00012355775;8.509864e-05;7.048343e-05;0.00010377157;2.8276176e-05;7.759643e-05;0.00010451803;4.3941152e-05;1.6902914e-05;7.179041e-05;5.2532992e-05
repository;4.6205973e-06;1.1970901e-06;6.1665276e-07;1.4961803e-06;2.1782084e-07;1.4898885e-06;1.9196025e-06;6.715728e-05;7.6928166e-07;1.4434943e-06;1.7119262e-06;2.0313124e-07;9.91391e-07;2.033544e-07;8.8685977e-07;1.0234897e-06;4.9272912e-06;9.035758e-07;7.222709e-06;0.00016649294;9.834094e-07;1.6785525e-06
huntbach;1.1542695e-06;1.1626465e-06;7.524159e-07;1.1963211e-06;2.756393e-07;9.589546e-07;1.1565501e-06;9.1015477e-07;1.0476566e-06;1.3947092e-06;6.464461e-07;2.4160582e-07;1.0984183e-05;3.3758286e-07;8.0751505e-07;1.6750906e-06;7.6661985e-05;7.168728e-07;1.045334e-06;6.1952824e-07;1.0583769e-06;9.305205e-07
wiley;1.2684994e-06;1.4867412e-06;5.909797e-07;1.1309412e-06;1.5959141e-07;9.896697e-07;5.276388e-06;1.2092738e-06;5.08451e-07;6.7313e-06;1.483245e-06;1.6674912e-07;8.072174e-07;2.8115812e-07;1.0549584e-06;7.318683e-07;8.61495e-07;1.1016025e-06;1.1735925e-06;0.00016980669;7.017187e-07;3.0177255e-06
common;0.0008883921;4.943654e-06;5.5877892e-05;0.0004496965;0.00026287712;0.00012892387;6.4151595e-06;0.00045979494;0.00048096204;0.00012374623;0.00037250304;0.00020861927;0.00044811598;5.541427e-05;0.00082717184;0.0002098079;0.0008187153;0.0002023416;0.0013775289;0.0005786146;0.00037962332;9.4221e-05
bust;8.559617e-05;4.880831e-05;1.1600173e-05;9.042764e-06;2.6978685e-06;1.1370559e-05;1.5984435e-05;0.00014295019;5.061889e-06;3.763514e-05;1.764982e-06;2.9726089e-06;1.356951e-06;2.4074395e-06;3.4701686e-06;1.8687753e-06;1.6729017e-06;1.170167e-05;2.2082431e-06;1.4296361e-06;0.00012470545;2.2274987e-06
selectively;2.8177776e-06;1.6014269e-06;2.3032578e-06;1.4440589e-05;7.949545e-07;2.2742822e-06;1.3217131e-05;9.748317e-06;1.7336095e-06;2.8222723e-05;1.6255699e-06;7.3149954e-07;2.0030618e-06;9.95373e-07;2.168022e-06;7.774417e-05;1.5816285e-06;6.3306993e-06;5.2073163e-05;3.3254112e-06;1.6101794e-06;2.171386e-06
easier;7.089593e-06;1.5698895e-06;1.4532035e-06;1.7121139e-06;9.258591e-07;2.2954862e-06;3.3674105e-06;1.4769537e-05;1.6546445e-06;1.7341536e-06;2.891552e-05;9.855153e-07;1.3037753e-06;8.330059e-07;2.9713874e-05;1.2805573e-06;2.9364512e-06;8.070456e-06;4.1452945e-06;2.3825962e-05;2.4137944e-05;1.2098943e-05
gopher;2.6690348e-06;1.4446771e-05;3.7520704e-07;2.9674052e-06;2.2921779e-07;2.6799944e-06;1.1582244e-05;2.472656e-06;7.721334e-07;2.9533512e-06;8.148261e-06;2.3220893e-07;1.7267473e-06;3.2679455e-07;1.9260842e-06;1.8496685e-06;3.2064088e-06;5.6999093e-06;2.74517e-06;0.0009568403;1.5604861e-06;3.9015235e-06
primer;3.7327459e-06;7.1483973e-06;1.3950448e-06;1.5778268e-06;3.635692e-07;2.9591513e-06;2.0608236e-06;1.859221e-06;9.639102e-07;1.4107809e-06;3.598785e-06;3.51338e-07;9.999882e-07;2.8200617e-07;1.9454033e-06;1.0287281e-06;9.919038e-07;1.1136825e-06;5.4039214e-05;2.983994e-05;3.820028e-05;2.4874962e-06
dishonest;1.5771826e-05;1.2739459e-06;1.1658013e-06;2.1882715e-06;7.7541455e-07;4.5383862e-05;1.2420685e-06;6.60084e-06;3.6215527e-06;5.9071193e-05;8.8086773e-07;6.0591935e-07;0.00022180378;4.3165525e-07;9.405983e-07;1.6202295e-05;4.0672126e-05;8.014e-07;1.5934143e-05;9.4672765e-07;1.7735384e-06;1.8618194e-06
oklahoma;9.278271e-06;0.00026258928;1.8853564e-06;1.1002702e-06;1.0022836e-06;1.6304499e-06;2.297919e-06;9.903928e-07;1.6685352e-06;1.5166939e-06;7.224514e-07;1.0856467e-06;1.3813082e-06;9.919538e-07;0.00028698274;1.0283405e-06;1.051189e-06;1.5588214e-06;2.566806e-05;9.4555463e-07;1.8488865e-06;2.4937976e-06
napoleon;3.6256522e-06;1.2687324e-06;4.0226537e-06;0.00030914485;1.2050096e-07;1.2239288e-06;1.6811244e-06;1.564175e-06;3.8675563e-07;9.437862e-06;6.0143566e-07;1.06006034e-07;1.5674322e-06;1.3798426e-07;7.139042e-07;3.332418e-06;1.6429419e-06;7.7719477e-07;1.151743e-06;1.1201493e-05;1.3496823e-06;3.850572e-06
higher;2.2589243e-06;3.0596242e-05;1.2875419e-06;2.0901393e-06;1.2261968e-06;2.1314208e-06;2.5037266e-06;1.2351725e-06;2.6845548e-06;1.6931517e-06;1.7449601e-06;1.0926871e-06;9.2560476e-05;1.1011881e-06;8.687949e-06;2.4353325e-05;3.9842266e-06;4.7172634e-06;2.9550223e-05;1.0693463e-05;1.3394956e-06;1.5060099e-05
certainly;0.00011349755;0.0007036945;0.00016379582;0.00011749223;0.0011749266;0.0010353433;3.358056e-06;0.00033502048;0.0019289269;0.00044702258;0.0001066299;0.00088491244;0.0017087287;0.0003043266;0.00018557691;0.0006262241;0.0008647435;6.0474126e-06;0.00042810323;7.1393342e-06;0.00051523605;0.00010500978
concatenate;1.1184001e-06;1.0495695e-06;5.294993e-07;8.6853794e-07;2.4804925e-07;9.3476564e-07;1.3442725e-06;0.00015173189;7.7564874e-07;9.987929e-07;8.4289064e-07;2.3690991e-07;7.1515973e-07;2.5138925e-07;7.7022906e-07;7.4830854e-07;8.408253e-07;6.725393e-07;8.443418e-07;7.2156485e-07;8.2211926e-07;9.882693e-07
arizvms;9.542291e-07;1.2252259e-06;4.887182e-07;7.754498e-07;4.526746e-07;8.6026984e-07;2.0316675e-06;9.571436e-07;1.1600185e-06;1.2218575e-06;1.1554207e-05;4.3768358e-07;3.0093892e-05;5.427564e-07;1.0969129e-06;1.1184184e-06;2.0981247e-06;3.1364667e-05;9.637159e-07;1.037657e-06;8.5155466e-07;1.1840507e-06
clyde;1.7210887e-06;1.2948348e-06;1.3649006e-06;1.6994705e-06;4.2667756e-07;1.1652588e-06;3.310189e-05;1.0639814e-06;9.847945e-07;5.234431e-05;1.2498492e-06;4.7422466e-07;2.4135031e-06;1.1956886e-06;1.4247582e-06;1.2594087e-06;1.7454195e-05;7.127218e-06;1.7546582e-06;1.9535024e-05;1.9988636e-06;1.3800313e-06
substitution;1.8587305e-06;8.148352e-06;1.0242219e-06;1.4591121e-06;7.2120287e-07;1.779672e-06;2.7570163e-06;0.00022966508;1.432739e-06;1.5419425e-06;7.710309e-06;7.080423e-07;1.4254289e-06;9.1084814e-07;1.0185182e-06;1.6425473e-06;5.238863e-05;7.340071e-06;2.193986e-06;3.130708e-06;1.2665458e-06;1.5264108e-06
bullet;8.717591e-06;1.9132513e-05;0.000119644596;0.0006912811;5.868076e-07;1.737454e-05;1.4459895e-06;1.6850956e-06;1.3449433e-06;2.4266074e-06;4.6342439e-07;4.9315133e-07;7.253745e-05;2.9784565e-07;5.5608652e-06;1.1719338e-05;2.848178e-06;1.4605056e-06;2.125367e-06;2.0640625e-06;0.0012590139;3.7222205e-06
stable;1.4768415e-05;8.3093255e-06;5.3214712e-06;1.5358974e-06;6.275518e-05;4.9445375e-06;8.161349e-06;5.137769e-06;0.00021090482;3.5548194e-06;6.0198654e-05;5.5905897e-05;2.4515315e-05;2.3691971e-05;0.0001728103;7.0111323e-06;2.5669844e-06;5.9440485e-05;4.2134496e-05;0.00018389482;1.7875559e-06;0.00023666758
colony;7.9090656e-05;2.0801583e-06;1.7330975e-06;1.6786264e-05;3.022961e-07;3.4620273e-06;1.5328287e-06;1.5939687e-06;9.635197e-07;6.7879837e-06;1.1452561e-06;2.916719e-07;2.1498552e-06;2.267276e-07;1.7563107e-06;5.1473653e-06;1.4488503e-06;8.79575e-07;2.2034762e-06;1.7687371e-06;2.5481636e-06;0.00047163595
warrent;2.3238854e-06;1.4767703e-06;6.4234723e-07;1.5985433e-06;2.6103552e-07;1.5073072e-06;1.21143e-06;1.8842351e-05;5.152708e-07;1.4170618e-06;9.610263e-07;2.8433092e-07;9.665321e-07;3.002464e-07;1.256169e-06;1.0550639e-06;8.899842e-07;1.1507387e-06;1.2771352e-06;8.6770626e-07;5.1624877e-05;7.646684e-05
nevertheless;0.00010814994;2.759428e-06;6.02816e-06;0.0001029611;1.714258e-06;8.46591e-06;1.9355418e-06;8.9262656e-05;5.884092e-06;4.0504924e-06;2.272181e-06;1.3623568e-06;8.524936e-05;8.758864e-07;3.0260048e-06;6.0666057e-06;0.00024208859;1.5428941e-06;5.546102e-05;4.2318723e-05;4.0986884e-06;2.2615768e-05
conserve;8.40363e-06;1.3459438e-06;5.374193e-07;1.0734016e-06;4.9502023e-07;1.6182478e-06;1.9697138e-06;1.261194e-06;1.762891e-06;1.9039722e-06;3.5485453e-05;4.4157937e-07;5.6492223e-05;3.6331548e-07;1.1389764e-06;1.3848556e-06;1.6262171e-06;8.454157e-06;1.1060698e-06;1.2190565e-06;1.26211e-06;1.4308894e-06
exegesis;8.057915e-07;1.0997234e-06;8.0504026e-07;9.590295e-07;2.0384932e-07;7.762231e-07;8.8457847e-07;8.069933e-07;7.666216e-07;1.1525939e-06;6.2751144e-07;1.8323887e-07;9.857231e-07;2.8045622e-07;7.5204963e-07;1.3804672e-06;8.0656784e-05;7.012462e-07;7.968044e-07;5.465608e-07;7.8869266e-07;7.3592196e-07
technician;6.5438176e-06;1.3406594e-06;2.1549113e-06;1.3029497e-06;1.1657894e-06;2.2538693e-06;2.230746e-06;1.8982863e-06;1.6697672e-06;2.0805874e-06;1.355991e-06;1.2803029e-06;1.2891476e-06;1.2555865e-06;8.003351e-05;1.2390772e-06;9.001759e-06;0.00016824134;4.5220055e-05;1.1477889e-06;1.2682428e-06;9.125479e-06
grasp;6.9114344e-06;3.9416725e-05;2.4586472e-05;4.470554e-06;1.3493177e-05;5.110054e-06;1.9620216e-05;2.6543341e-06;2.942167e-05;4.7929852e-06;5.873491e-06;1.3741174e-05;8.834385e-05;1.8235562e-05;2.6560047e-06;3.0148926e-06;0.00012718274;1.5597107e-06;2.7019707e-06;0.00010908669;1.9994119e-05;1.6140666e-05
receive;0.0006764592;0.0001622236;0.0002887926;0.0006846052;7.638991e-05;0.0005426955;0.0015119989;0.0005961864;3.5396828e-05;7.169485e-06;0.0007688721;8.078443e-05;3.7171703e-05;8.203069e-05;0.0001242723;0.000562047;0.0008127044;0.00021211732;0.00071013765;0.0011357147;2.1003412e-05;0.00018599437
glory;1.7861519e-06;1.6285945e-05;7.493968e-05;5.3972584e-05;1.3760572e-06;3.075971e-06;1.0825107e-06;1.1954087e-06;3.2455464e-06;2.1505553e-05;1.0554648e-06;1.2383007e-06;6.995985e-06;1.5252381e-06;1.7665272e-06;3.9077427e-06;0.0004839112;1.0844554e-06;2.0961372e-06;1.1190308e-06;2.7082874e-06;1.9997662e-05
concurrent;1.340478e-05;1.57713e-06;7.364835e-07;1.453393e-06;2.6570387e-07;1.7552214e-06;3.0060942e-06;1.3199477e-06;9.975087e-07;1.6759942e-06;7.896571e-06;2.5069275e-07;1.02154e-06;2.3623878e-07;1.6742603e-06;1.6404088e-06;1.0571758e-06;2.2932713e-06;4.162128e-06;7.753888e-05;1.1195118e-06;2.1324054e-06
inevitably;7.072036e-05;1.2145201e-05;1.2182102e-06;2.3181606e-06;8.4661616e-07;2.6606683e-06;2.0134937e-06;3.0307565e-05;3.4871603e-06;3.8136557e-06;7.793625e-06;7.210246e-07;6.495887e-05;4.3414263e-07;1.0710422e-06;2.414883e-06;2.7583592e-06;1.2863068e-06;1.7518124e-06;3.303336e-06;1.8147122e-06;1.8162708e-06
candidiasis;1.0778137e-06;1.2805381e-06;7.546594e-07;7.9385416e-07;2.4112202e-07;1.0519368e-06;1.1536175e-06;8.9902966e-07;8.1748993e-07;1.2983653e-06;4.585314e-07;2.2017684e-07;8.4223507e-07;2.1597988e-07;8.652291e-07;7.756669e-07;9.852469e-07;7.724943e-07;0.0001989379;6.079593e-07;8.3343394e-07;1.1928219e-06
