;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
accounting;2.188164e-06;5.600046e-07;5.19615e-05;9.591987e-07;3.35604e-06;1.4154185e-06;5.6712025e-07;0.00011514436;8.401507e-06;5.265173e-07;9.3482964e-07;1.2574328e-06;1.2606259e-06;9.585525e-07;7.295032e-07;1.5501075e-06;9.650583e-07;6.1404016e-06;5.83984e-07;3.0809064e-05;5.2472853e-07;1.6995682e-06;1.3598634e-06
cupertino;3.35935e-05;3.7875876e-07;1.8883992e-06;1.8003253e-06;6.894384e-05;3.197211e-06;3.6238072e-07;1.0848531e-06;1.3728328e-06;3.6973643e-07;9.110484e-07;7.534463e-07;1.5510697e-06;7.1218227e-07;7.0394157e-07;9.847624e-07;6.11785e-07;1.9249994e-05;4.1124272e-07;1.2959342e-06;4.01703e-07;1.9336294e-06;9.709806e-07
hernia;1.4255013e-06;3.8138802e-07;1.5406771e-06;9.62805e-07;1.0898843e-05;1.2546192e-06;3.6058944e-07;7.474034e-07;1.2200392e-06;4.1781635e-07;8.6422654e-07;1.1207585e-06;1.2851758e-06;6.8074047e-07;6.729047e-07;9.946834e-07;7.3506817e-07;1.5094313e-06;4.1105923e-07;0.00025867452;3.4635966e-07;1.7937414e-06;8.926286e-07
investigator;3.2508945e-06;8.1277705e-07;1.859007e-06;1.0587039e-06;8.4283374e-07;7.947831e-07;6.6837686e-07;1.6129894e-05;0.0003215692;9.742345e-07;0.00025177043;8.159646e-06;1.5797548e-06;1.8798681e-06;7.728322e-07;2.843649e-06;1.8135618e-06;1.8052162e-06;8.6348564e-07;8.1906546e-05;6.193359e-07;1.5590524e-06;3.6233537e-06
statute;1.2435768e-06;4.0591e-07;1.3535364e-06;6.5672504e-07;6.981296e-07;9.147932e-07;3.675384e-07;1.6343281e-06;1.7982908e-06;4.1377055e-07;1.5204811e-06;1.2870015e-06;6.122933e-06;1.8024544e-06;1.8234128e-05;1.0764163e-06;3.2609387e-06;1.3003848e-06;4.33251e-07;1.8166596e-06;3.8806388e-07;1.1060336e-06;0.00037891575
transient;9.402309e-05;3.55607e-07;1.5643678e-06;2.8817913e-05;1.391404e-06;2.1256217e-06;3.1517587e-07;1.1465065e-06;2.4558308e-06;3.565303e-07;1.2531121e-06;1.1491609e-06;1.7342851e-06;1.2977852e-06;8.934029e-07;1.0843116e-06;7.617041e-07;5.3192998e-05;3.7116953e-07;1.1757979e-05;3.3594733e-07;3.3800757e-06;3.0320974e-05
jgreen;1.5201888e-06;3.6046612e-07;0.00023993255;8.4461266e-07;9.833157e-07;1.5760195e-05;3.7942058e-07;5.892094e-07;1.080262e-06;3.5652963e-07;8.101479e-07;9.542837e-07;1.2803838e-06;7.66076e-07;6.709618e-07;8.5477154e-07;8.776195e-07;1.164262e-06;3.6323107e-07;0.00017074957;3.50268e-07;1.1747477e-06;9.400214e-07
around;0.00033310452;0.003512046;0.00095488323;0.000819998;0.0014209562;3.0734245e-05;0.0033232765;8.062921e-05;0.0006642224;0.0034425505;0.002412165;0.0004041231;0.0014180421;0.0001632006;0.00046741846;0.0011928083;0.0010513823;0.0025864735;0.0032287624;0.0012038007;0.0034023079;0.0011936247;0.00012513447
autre;6.29877e-07;6.938969e-07;1.1884432e-06;7.471173e-07;6.8246686e-07;1.2288224e-06;5.3826193e-07;5.8319796e-07;1.0091288e-06;7.2540155e-07;1.0668577e-06;1.0701269e-06;2.504442e-06;1.3906349e-06;1.7864251e-06;8.50647e-07;0.00042265255;1.1057493e-06;6.63872e-07;4.0583177e-06;5.7483436e-07;1.1276007e-06;8.979512e-07
knock;1.5869679e-06;7.5238404e-06;4.19523e-06;1.6995355e-06;2.0120565e-06;1.6891379e-06;6.4871915e-06;4.7163526e-06;4.3759983e-06;8.806618e-06;0.0017081427;9.393312e-05;0.00031111625;1.8791368e-06;1.9170589e-06;0.00017424522;3.3178316e-05;3.6741694e-05;7.821593e-06;3.314257e-05;6.757574e-06;2.118585e-06;4.096856e-06
sophistication;1.2454223e-06;7.635472e-07;1.2311754e-06;8.7815596e-07;1.0356104e-06;1.0341615e-06;6.851862e-07;2.8860704e-05;1.5937309e-06;7.029224e-07;6.832687e-06;1.1549333e-06;1.7386768e-06;1.1047745e-05;8.077965e-06;9.629858e-07;6.3617576e-06;1.0864858e-05;7.68713e-07;6.0373827e-06;6.844449e-07;1.5944937e-06;5.8905284e-06
assessment;3.4757304e-06;1.1372156e-06;2.234479e-06;9.989595e-07;1.5554463e-06;1.5321891e-06;1.1108568e-06;0.00016892415;8.126764e-05;1.135408e-06;5.6175695e-06;2.4953674e-06;1.9852696e-06;1.7843917e-06;1.2713362e-05;6.193034e-05;2.0799112e-06;2.1167602e-06;1.1997553e-06;0.000100392186;1.0062205e-06;2.3585435e-06;5.0128932e-05
intercept;1.9692884e-06;7.061873e-07;1.2976302e-06;9.171397e-06;9.94393e-06;1.0914832e-06;6.763142e-07;0.00046857612;6.73511e-06;7.185343e-07;2.4013048e-06;1.9305198e-05;1.5378973e-06;1.0538761e-06;8.559467e-07;1.0227787e-06;1.2048813e-06;1.6313982e-06;7.8753266e-07;7.234765e-06;6.5513365e-07;2.2225925e-06;1.5410918e-06
outright;9.2206574e-07;2.4785309e-06;2.2127442e-05;1.5594148e-06;1.5665997e-06;1.7332165e-06;2.3023263e-06;0.00022749964;2.1221724e-06;2.2927102e-06;1.2507787e-05;2.3199966e-06;1.0597832e-05;2.2709687e-06;6.727655e-06;2.0968433e-05;0.00014325038;1.4527575e-05;2.3770497e-06;1.414449e-06;2.3643465e-06;2.0478333e-06;3.2029136e-05
hopkin;8.30842e-06;1.137247e-06;0.00024308953;1.7710214e-06;4.5696406e-06;3.5272205e-06;1.2101021e-06;1.086112e-06;2.9948185e-06;1.131891e-06;1.6653494e-06;2.4709501e-05;0.00039621026;1.6611372e-06;6.467285e-06;3.251305e-06;1.389908e-06;1.4148942e-06;1.2092585e-06;0.0005242486;1.127708e-06;2.614729e-06;2.1588546e-06
chapel;0.0001989204;3.004274e-07;6.078409e-05;1.6911248e-06;1.4282442e-06;1.3142837e-05;2.9165355e-07;7.932959e-07;2.5420209e-06;2.7619083e-07;9.881239e-07;1.2376619e-06;1.4023427e-06;1.2705967e-06;1.360404e-05;1.0719898e-06;1.0702321e-06;1.0680915e-06;3.0507766e-07;1.1271675e-05;3.0371044e-07;1.8864931e-06;1.3274087e-06
emerson;7.63852e-06;6.70115e-07;2.0836953e-06;1.179578e-06;4.3189397e-05;3.1427985e-06;6.661751e-07;3.462221e-05;1.4170731e-06;6.304292e-07;1.1160822e-06;8.765856e-07;1.6548616e-06;7.9953764e-07;7.086843e-07;8.8673977e-07;8.57862e-07;5.447272e-05;7.263128e-07;1.3864297e-06;7.1347085e-07;2.2249826e-06;1.407995e-06
risk;5.6755223e-05;8.476907e-05;7.978706e-06;3.5223588e-06;1.3671119e-05;4.1955104e-06;7.544816e-05;0.00023028936;0.000319104;9.661295e-05;0.0002161695;0.00016925127;0.00026848482;0.00016256295;4.085509e-05;1.7066142e-05;0.00021258608;0.00018672713;8.769297e-05;0.0011635374;7.5932214e-05;3.03907e-05;0.0008180484
pegasus;4.533142e-06;1.1645003e-06;3.8697304e-05;1.2228844e-06;2.5161214e-06;2.1150076e-06;1.2112152e-06;7.8241874e-07;1.9792749e-06;1.0743031e-06;1.1185938e-06;1.5690802e-06;1.3505074e-05;2.5596698e-06;0.0001012547;0.0004116629;2.3860791e-06;2.210355e-06;1.1634239e-06;0.0002708159;1.1456667e-06;2.4263024e-06;1.4039497e-06
vocal;1.317227e-06;3.6010195e-05;1.8112058e-06;1.0537228e-06;1.3285761e-06;2.0056789e-06;3.377763e-05;1.5768542e-06;8.68776e-06;3.7596645e-05;1.9924876e-06;4.8062234e-06;5.173961e-06;1.4321756e-05;4.4230615e-06;1.7408236e-05;1.1244065e-05;9.795766e-06;3.8070266e-05;4.3715095e-06;3.3417025e-05;2.5778543e-06;1.3274543e-05
prone;3.3213414e-06;3.4732584e-06;1.7207358e-06;1.6633066e-06;2.132826e-06;1.0053095e-06;3.2285245e-06;1.090184e-05;3.696616e-05;3.2513253e-06;1.5462585e-06;3.3994102e-06;0.00016622308;5.3567146e-05;5.386409e-06;0.00012427877;2.937285e-06;3.2940647e-05;3.5574774e-06;3.8020036e-05;3.076707e-06;0.00016214765;9.075722e-06
compiler;0.00038483806;6.8762944e-07;2.3535645e-06;0.0005537363;2.7967612e-06;0.00013037215;6.4604734e-07;9.679621e-06;2.2364281e-06;5.935746e-07;8.2283213e-07;1.5233086e-06;1.490975e-06;5.9086542e-05;1.2570257e-06;1.0829671e-06;1.5425634e-06;1.4676835e-06;6.8217696e-07;2.8745444e-06;6.6028576e-07;9.73987e-06;1.4266042e-06
grab;4.786441e-06;3.6673762e-06;7.658081e-06;0.00045937093;1.4222806e-05;4.061157e-06;3.2532287e-06;2.0641824e-06;1.8811666e-05;3.9485594e-06;0.00031928605;6.1916246e-05;0.00020658625;1.5955299e-06;1.4815365e-06;0.00013630973;4.1836315e-06;0.0001856644;3.901803e-06;2.4979975e-06;3.4919092e-06;3.439905e-06;4.38855e-06
goat;3.142979e-06;8.265762e-07;1.3553085e-06;1.1255923e-06;1.0437864e-06;1.0567503e-06;7.5242866e-07;6.309715e-05;2.3173127e-06;7.76509e-07;1.3739559e-06;1.3079337e-05;1.4919294e-06;1.93707e-06;3.7053484e-05;1.7315571e-05;3.9245384e-05;1.0692554e-06;8.361611e-07;1.3825255e-06;7.6256447e-07;1.6254834e-06;1.5830966e-06
alamos;3.5304234e-05;2.9065626e-07;0.00015409094;1.2742207e-06;1.7370487e-06;3.8841704e-06;2.9496204e-07;7.666454e-06;1.7283674e-06;2.7396624e-07;8.417572e-07;1.0153813e-06;1.4063016e-06;8.845409e-07;6.631866e-07;9.587706e-07;5.786307e-07;1.2936881e-06;3.0105963e-07;1.3820622e-05;2.9296538e-07;1.5157241e-06;1.4133615e-06
alleg;4.7100125e-06;4.3879956e-07;5.9664042e-05;1.0321936e-06;1.4871687e-06;1.7195038e-06;4.4344927e-07;7.160874e-07;1.342061e-06;4.1400148e-07;1.221481e-06;9.1736945e-07;1.4634566e-06;9.225636e-07;1.2920096e-06;0.00053712784;9.1189e-07;1.2546583e-06;4.524007e-07;1.2723226e-06;4.580772e-07;1.0598608e-06;1.1331741e-06
responce;1.4662937e-06;7.8540904e-07;2.3793712e-06;1.0557698e-06;1.0744357e-05;6.970891e-05;8.085803e-07;9.630966e-07;9.4333706e-07;7.414448e-07;1.0026924e-06;8.909479e-07;2.8758925e-05;1.1350237e-06;8.095105e-06;9.065942e-07;1.9404515e-06;3.1989832e-06;8.2463794e-07;1.5965732e-06;8.348808e-07;1.1530527e-06;1.2463883e-06
squash;1.0397758e-06;9.362977e-07;1.4059365e-06;8.347185e-07;8.4794516e-07;1.2066176e-06;7.623079e-07;1.0828912e-06;5.5363557e-06;1.0030055e-06;1.4222545e-05;1.4051429e-06;2.3209645e-06;1.8886248e-06;1.0894264e-06;1.1874833e-06;3.34174e-05;3.0755054e-05;9.413575e-07;6.650301e-06;7.9949695e-07;1.4007705e-06;1.5471744e-05
phase;9.08706e-05;2.3821437e-06;7.970219e-06;4.6367037e-05;2.4078363e-06;2.5735455e-06;2.1218013e-06;1.6393624e-05;0.00019440564;2.2461384e-06;1.4824219e-06;6.8595946e-06;2.2285421e-06;7.714724e-06;2.5124826e-05;3.0091803e-06;2.6948003e-06;0.00029972635;2.4059482e-06;0.00038910884;2.0206323e-06;0.00030039702;2.5659144e-06
sociology;1.233392e-06;4.3975976e-07;0.0002598583;7.768354e-07;9.393572e-07;3.3447898e-06;4.300793e-07;8.5003427e-07;1.1368339e-06;4.1501622e-07;1.0847119e-06;1.0441519e-06;2.1693475e-06;1.3342127e-06;5.008151e-06;1.0987119e-06;3.7475554e-06;1.17665e-06;4.50371e-07;1.2569624e-06;4.3892746e-07;1.1538754e-06;1.073294e-05
epson;7.646111e-05;2.9815826e-07;1.4940789e-06;1.813366e-06;0.0002118803;3.4111144e-06;2.858998e-07;1.0845387e-06;1.2542891e-06;2.9740315e-07;8.276833e-07;7.7134456e-07;1.1080767e-06;5.7623424e-07;6.520996e-07;8.9354637e-07;4.6444336e-07;1.3349578e-06;3.3406772e-07;1.2097235e-06;3.1990535e-07;2.1178496e-06;8.2326017e-07
buphy;9.112095e-07;3.8320368e-07;9.600647e-07;6.901474e-07;3.7192657e-07;8.2032744e-07;3.3563802e-07;8.1178166e-07;8.8592543e-07;3.3461157e-07;5.4599417e-07;9.649957e-07;1.2093897e-06;0.00046148887;1.5533271e-06;8.878932e-07;2.0844088e-06;9.033819e-07;3.859096e-07;1.0667834e-06;3.2746297e-07;1.0713657e-06;1.1703743e-06
siemen;9.009166e-06;5.012587e-07;2.1092246e-06;4.992131e-06;1.8329297e-06;0.00018407377;4.895353e-07;8.8292865e-07;1.0788887e-06;4.897362e-07;8.100807e-07;7.132295e-07;1.1749015e-06;8.1626564e-07;6.8919536e-07;7.727514e-07;1.1525974e-06;1.1593316e-05;5.19691e-07;1.2321241e-06;5.182979e-07;1.722546e-05;1.0899001e-06
relaxed;1.8572334e-06;1.0229909e-06;1.1957865e-06;1.3096683e-06;9.974747e-07;1.4331467e-06;8.4409896e-07;4.1508456e-06;1.4548012e-06;1.0588021e-06;8.412504e-06;3.7905947e-06;1.8333255e-06;1.5709643e-06;1.1317715e-05;9.826845e-07;5.747109e-05;1.1596346e-06;1.0339282e-06;1.5168977e-06;9.0302876e-07;2.0126267e-06;1.922582e-06
apocalypse;1.0699569e-06;5.160175e-07;4.0482264e-05;8.104694e-07;8.3338784e-07;1.1620031e-06;4.6531227e-07;6.447163e-07;6.4889724e-07;5.151207e-07;0.0001727121;1.1201707e-06;4.1776784e-05;8.005868e-07;1.1915243e-05;1.172436e-06;1.6918705e-06;1.1398556e-06;5.334463e-07;1.1612935e-06;4.972576e-07;7.160634e-07;1.3247428e-06
payment;0.00017079974;9.0443837e-07;3.3304314e-06;1.7585855e-06;2.0827335e-06;5.5470573e-05;8.3992177e-07;1.565456e-06;0.00039103985;9.0316695e-07;1.6868113e-06;2.4132178e-06;2.2989002e-06;1.6772323e-06;5.072444e-06;1.8081575e-06;3.4069853e-06;7.7181314e-05;9.550043e-07;3.927643e-06;8.6897535e-07;2.9537096e-06;1.6836924e-05
expense;7.738543e-06;2.738556e-06;0.00010631671;1.3379685e-06;1.85507e-06;1.9614665e-06;2.6631405e-06;0.000101001184;8.041462e-05;2.817071e-06;3.5549096e-05;5.67067e-06;1.6383367e-05;3.4244674e-06;2.7654817e-06;1.9470592e-06;3.0830547e-06;6.941361e-05;2.8525467e-06;0.0002326632;2.5189277e-06;5.5904325e-06;0.00020118077
soccer;1.2782341e-06;5.957183e-07;1.6276861e-06;1.0086849e-06;4.835629e-06;1.8663471e-06;5.527849e-07;9.671436e-07;1.7025714e-06;6.7479004e-07;2.366256e-05;3.5532863e-05;1.6635565e-06;7.637198e-07;8.649271e-07;0.000100958656;1.3311279e-06;9.583775e-07;6.6137903e-07;1.3623784e-06;5.9128456e-07;9.473841e-07;1.3744269e-06
penn;5.530907e-06;5.889571e-07;0.000252756;3.7606758e-06;1.1206548e-06;3.7401576e-06;5.856697e-07;1.1371202e-06;1.5243525e-06;5.1799566e-07;9.992559e-07;1.0564318e-06;2.635051e-06;1.4943557e-05;1.1326774e-06;3.0764102e-06;1.4088746e-06;6.0340985e-06;5.9425673e-07;1.4294866e-06;5.897246e-07;1.668924e-06;4.5570014e-06
malcolm;6.557521e-07;9.995803e-07;2.548098e-05;1.0075745e-06;1.1041059e-06;2.2722143e-06;7.7870607e-07;6.443352e-07;1.1168675e-06;9.548964e-07;1.3467812e-06;9.925583e-07;1.7634501e-06;1.6719813e-06;7.389553e-06;1.0856195e-06;0.001412817;4.823754e-06;8.9199574e-07;2.2157071e-06;8.374573e-07;1.2120381e-06;9.374315e-07
pizza;1.5788751e-06;1.8811915e-06;2.0776552e-06;1.2901178e-06;3.5304343e-05;2.7663539e-06;1.6536477e-06;2.6187396e-05;3.6107426e-06;1.8073566e-06;1.3012088e-06;1.5440822e-06;1.9798056e-06;3.890965e-06;6.5751597e-06;1.0669035e-06;0.00022657841;2.004833e-06;1.8335112e-06;1.8711093e-05;1.653083e-06;2.3512248e-06;1.5577416e-06
canseco;8.897432e-07;3.4016824e-07;1.2794704e-06;6.5922876e-07;7.354931e-07;7.859664e-07;3.242034e-07;4.932479e-07;1.0406617e-06;3.4551326e-07;7.5126843e-07;7.45979e-07;1.2147324e-06;7.1128966e-07;6.286552e-07;0.000518547;7.6133955e-07;1.0821453e-06;3.6209386e-07;1.0175504e-06;3.3802436e-07;7.888162e-07;8.9493943e-07
legit;1.4171637e-06;8.7638017e-07;7.916811e-05;1.0296295e-06;1.2243269e-06;1.6573188e-06;8.941347e-07;6.1071282e-06;1.4015512e-06;7.6535304e-07;1.0758201e-06;1.6666112e-06;2.2575647e-05;1.6226655e-05;9.211334e-07;8.694263e-06;1.2548561e-06;1.6281141e-05;8.954707e-07;1.2808068e-06;8.9302756e-07;1.3883343e-06;2.3123257e-06
anyways;1.922685e-06;1.950916e-05;3.968829e-06;5.7948846e-06;2.9834226e-05;0.00020319756;2.1122107e-05;2.343893e-06;2.075891e-06;1.9534516e-05;1.7391104e-06;4.4013686e-06;4.4799967e-06;2.5451502e-06;1.1975237e-06;0.00013103253;6.03543e-06;6.544904e-05;2.0371977e-05;1.960125e-06;2.1892463e-05;4.7238063e-06;1.1547706e-05
someother;1.7292576e-06;2.761994e-06;1.8774419e-05;2.2597069e-05;2.1491818e-05;4.105582e-06;2.511262e-06;1.9679273e-05;1.6623986e-06;2.519253e-06;3.1622194e-06;1.3319215e-06;2.3495934e-06;4.0533923e-06;5.279688e-06;1.0916368e-06;5.5387838e-05;1.2656714e-05;2.6696976e-06;6.2527324e-06;2.5510053e-06;3.0213826e-06;1.7044574e-06
vouch;1.6125141e-06;1.0005073e-06;1.3298413e-06;2.1551798e-06;1.5268822e-06;1.0969522e-06;9.3191005e-07;2.1762527e-05;1.3127951e-06;9.439201e-07;1.141013e-06;8.600754e-07;2.922757e-05;1.4621744e-06;2.5788481e-06;1.0124627e-06;1.4332751e-06;2.7969418e-05;1.0548255e-06;1.4373345e-06;9.606039e-07;3.3184708e-05;1.4598363e-06
salein;1.1454683e-06;6.037587e-07;0.0001713367;8.228368e-07;1.2578725e-05;3.3111637e-06;6.2310625e-07;9.3920335e-07;7.793171e-07;5.762347e-07;9.3431356e-07;8.0979345e-07;1.9662926e-05;8.0677506e-07;7.2829295e-07;1.1891095e-06;9.556352e-07;4.8998313e-06;6.396224e-07;1.189376e-06;6.4672594e-07;9.938807e-07;1.2649829e-06
swift;6.870022e-05;3.693569e-07;1.9142483e-06;1.4323239e-06;1.1830324e-06;1.940122e-06;3.4204058e-07;1.1959406e-06;3.1996274e-06;3.7979282e-07;1.2150562e-06;1.2482175e-06;2.086452e-06;1.17541e-06;8.1245406e-07;5.0352082e-05;7.8323603e-07;1.1481341e-06;3.9577694e-07;3.9883716e-06;3.6864589e-07;1.9301326e-06;2.2912009e-05
line;0.0024797549;0.00020708804;0.00028968672;0.0043973196;0.0009745141;0.004993697;0.0002517785;0.0016423021;0.00068416237;0.00018605682;0.00057470205;0.0004941118;0.00062526297;0.0003750898;7.3374475e-05;0.0011249747;3.5029116e-05;0.001693222;0.00020182574;2.5530533e-05;0.00025305647;0.0055460627;0.00035400933
record;0.00013981343;0.00017047778;1.6154198e-05;2.945651e-05;8.149518e-05;0.0002226803;0.00018730674;0.0009658105;0.0004174082;0.00016408061;0.00014519945;0.00022634586;4.2314165e-05;8.027834e-05;0.0004509357;0.0015743411;6.844542e-05;0.00039842853;0.00017650775;0.00039320858;0.00017883221;0.00016006734;0.00053533365
sophia;2.5847942e-06;3.1561993e-07;1.8968046e-06;3.1902036e-05;1.1437226e-06;0.00013530126;3.0823236e-07;6.6306444e-07;6.5859183e-07;3.0875023e-07;6.7854626e-07;8.842152e-07;1.0509365e-06;6.862491e-07;6.2563663e-07;7.7786797e-07;1.1580214e-06;9.515189e-07;3.294083e-07;1.0241013e-06;3.17923e-07;1.515214e-06;8.2318326e-07
concern;7.005254e-05;0.00029217327;5.387162e-06;3.361342e-05;5.207547e-06;6.5524227e-06;0.00026822137;0.00085308345;0.000994992;0.00028160802;0.00022016373;0.00024650892;0.00060522516;0.00023230205;0.0007689711;7.1175215e-05;0.00017019841;0.0002798261;0.00029829674;0.000383366;0.00025502127;0.00014025171;0.00028635171
manifestation;1.9637298e-06;6.5418243e-07;1.3763259e-06;9.0488317e-07;5.9219605e-07;8.0075085e-07;5.787525e-07;1.0185431e-06;1.0424085e-05;6.2434907e-07;1.0703656e-06;6.1165288e-06;1.8764292e-06;4.5269862e-05;7.278268e-05;1.0511512e-06;3.2034463e-06;1.2118805e-06;6.823234e-07;3.695005e-05;5.5023764e-07;1.5678283e-06;1.552959e-05
chemist;1.4636756e-05;7.2235304e-07;5.036776e-05;1.2088242e-06;1.261424e-06;2.0862904e-06;6.7822475e-07;1.171984e-06;2.4962249e-06;6.979452e-07;6.253294e-06;1.1640537e-06;2.2180827e-06;1.2540991e-06;2.165753e-06;1.163727e-06;1.2292571e-06;6.1248946e-05;7.305176e-07;2.37804e-05;7.010971e-07;2.2555316e-06;3.1075765e-06
lodge;3.813739e-05;3.8189395e-07;0.00016990416;1.3538692e-06;9.433629e-07;2.0636958e-06;3.5095317e-07;8.2394985e-07;2.277749e-06;3.5040517e-07;2.8770075e-05;1.4939577e-06;1.6368567e-06;1.3669851e-06;0.00010583805;1.1905654e-06;1.7191217e-06;1.5704452e-06;3.8655716e-07;2.093846e-06;3.73385e-07;1.5527254e-06;1.5126051e-06
cultural;1.0362596e-05;1.589696e-06;3.2321109e-06;1.3649484e-06;7.3401384e-07;1.1345409e-06;1.4068484e-06;1.7105966e-06;0.00015124258;1.5554689e-06;1.2148222e-05;0.0002406129;6.687725e-05;0.000101036494;0.0003028067;3.1531458e-06;1.6748823e-05;1.2827077e-06;1.7251795e-06;3.9594556e-06;1.3576574e-06;1.7902892e-06;6.807899e-05
pissed;1.2297171e-06;1.0314294e-06;1.3694548e-06;9.541543e-07;3.7857666e-05;1.4379988e-06;9.781471e-07;2.902379e-05;1.4840068e-06;1.0822334e-06;3.475446e-05;1.2782824e-06;2.0330933e-06;7.731329e-07;7.773679e-07;1.8262188e-05;1.3253264e-06;2.2442637e-06;1.1363746e-06;1.2041112e-06;1.0412471e-06;1.7428167e-06;1.14286695e-05
draft;3.5637808e-05;3.679031e-06;2.1062166e-05;1.1515495e-05;3.0772826e-06;4.009375e-06;3.7633886e-06;7.0959286e-05;0.00031388618;3.6654635e-06;1.7910957e-05;7.516416e-06;1.09570055e-05;3.3958502e-06;1.9053391e-06;0.0013192456;6.18441e-06;0.00021426263;3.8834905e-06;3.8142696e-06;3.7338805e-06;7.4026034e-06;4.07961e-05
trajectory;5.1433435e-05;2.2432624e-07;1.451515e-06;1.1993186e-06;8.346971e-07;1.4406068e-06;2.0249779e-07;6.41275e-07;1.7820772e-06;2.3747639e-07;7.8428974e-07;1.0330535e-06;1.1189711e-06;8.816774e-07;6.7444796e-07;8.22916e-07;4.7602447e-07;9.87582e-07;2.379439e-07;0.00028644767;2.0341112e-07;2.1473843e-06;9.755231e-07
austrian;3.3251254e-06;3.5143927e-07;1.057093e-05;1.008707e-06;7.547774e-07;1.2205254e-06;3.2928497e-07;1.4073896e-06;2.678932e-06;3.82688e-07;1.3852194e-06;0.00012266393;1.7013086e-06;1.2544758e-06;2.6445873e-06;9.748679e-07;1.2387578e-06;6.68906e-07;3.9958348e-07;1.3254802e-06;3.4425832e-07;1.0849885e-06;1.3108541e-05
themore;1.6022207e-06;7.895854e-07;8.905211e-05;1.1587183e-06;9.938522e-07;1.7792172e-06;7.287623e-07;9.841772e-07;1.3281597e-06;7.4196896e-07;9.445844e-07;1.1424472e-06;1.3895838e-06;9.7033835e-06;6.4567594e-06;1.0552735e-06;2.0696598e-06;2.1512617e-06;8.0486024e-07;3.934398e-06;7.3011176e-07;4.1855536e-05;3.4700602e-06
collection;0.0005840187;3.809088e-06;0.00031491803;8.17573e-05;5.0616923e-06;0.000310375;3.883751e-06;6.652408e-05;9.310022e-05;3.056272e-06;2.8709901e-05;8.603145e-06;2.105175e-05;0.00012460776;9.014621e-05;1.6533833e-05;8.538495e-06;3.7081031e-06;3.7005707e-06;4.1367234e-06;3.7886969e-06;5.1363233e-05;5.1318657e-05
dixon;9.6732165e-06;9.770845e-07;4.7921974e-05;1.2088137e-06;1.0725698e-06;4.0230143e-06;9.686635e-07;1.0098547e-06;1.8231292e-06;9.1641476e-07;1.3174903e-06;1.1297318e-06;6.2334315e-05;2.8941722e-06;1.5641923e-06;4.7722206e-05;1.8723763e-06;2.6358184e-06;9.830479e-07;1.0222975e-05;9.876179e-07;1.964443e-06;1.69864e-06
thatwe;1.6434794e-06;3.9152696e-06;1.6544981e-06;1.187e-06;1.3479906e-06;1.3041671e-06;3.3266629e-06;4.6706926e-05;2.1097492e-05;4.0248487e-06;9.075602e-06;5.5858995e-06;2.0635644e-06;2.9388602e-06;1.3622879e-05;2.3712348e-05;7.7584795e-05;4.083099e-06;3.909879e-06;8.14507e-06;3.2887274e-06;1.991073e-05;2.1813464e-06
wustl;0.00048767956;7.003403e-07;0.00015215215;0.00013720064;5.6425592e-06;0.00037853987;7.306099e-07;1.3262573e-06;2.1147598e-06;6.1643465e-07;1.0766423e-06;1.0831089e-06;2.3722234e-06;1.2803227e-06;1.9114798e-06;2.1421492e-06;1.1485233e-06;9.1482434e-05;6.903308e-07;1.8959323e-06;7.844453e-07;1.2924505e-05;1.3023849e-06
metric;3.8968233e-06;1.1921782e-06;5.7969255e-06;8.34395e-05;3.8243e-05;3.4389634e-06;1.1553121e-06;5.0638228e-06;1.6816322e-06;1.1257408e-06;1.2531505e-06;1.0487055e-06;2.0591294e-06;1.0495231e-06;8.866863e-07;1.1198136e-06;1.2471062e-06;0.00039197138;1.2215053e-06;5.3230047e-05;1.1731777e-06;5.5931414e-06;1.2057815e-06
sasghm;8.7318494e-07;3.2153727e-07;9.756978e-07;6.9195573e-07;3.9451243e-07;7.4372446e-07;2.8178482e-07;6.684466e-07;7.645747e-07;2.8807904e-07;4.8308e-07;8.3741435e-07;1.0500759e-06;0.00018643631;1.14925e-06;7.7768107e-07;1.715427e-06;9.4317465e-07;3.2846563e-07;1.0639222e-06;2.7970367e-07;9.3853527e-07;9.3386495e-07
legislation;0.000102122096;6.783608e-07;2.2994257e-06;1.4405088e-06;1.4820475e-06;6.2080767e-06;6.329387e-07;1.4939076e-05;0.00018057434;6.5753994e-07;4.15656e-06;2.4782044e-06;2.535663e-06;2.1820395e-06;3.7299484e-05;1.4858526e-06;2.698362e-06;0.000100463396;7.250353e-07;2.2100282e-06;6.552817e-07;3.1135214e-06;0.0006513317
harmfulin;7.98819e-07;2.6685652e-07;1.0396011e-06;6.533324e-07;1.0061688e-06;8.0381517e-07;2.5840723e-07;0.00012558514;7.773263e-07;2.550504e-07;7.189357e-07;8.468881e-07;9.829118e-07;7.158846e-07;6.034992e-07;7.843488e-07;7.279178e-07;1.1865742e-06;2.8885162e-07;9.186553e-07;2.580324e-07;8.782953e-07;9.457637e-07
poet;3.877143e-06;1.1492565e-06;0.00010056528;1.5826025e-06;1.8701278e-06;4.641107e-06;1.1357022e-06;2.845927e-05;2.3923832e-05;1.0979666e-06;1.3462919e-06;1.6109221e-05;1.913515e-06;1.9043632e-06;1.9745241e-05;1.1664438e-06;3.2568455e-06;1.5610618e-06;1.2254911e-06;2.397586e-06;1.0949515e-06;1.1800229e-05;2.1762453e-06
