;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
tohelp;4.862045e-06;4.8537826e-05;4.6092964e-06;1.3156335e-06;1.2307818e-05;3.3217852e-06;0.00014080468;1.3313182e-06;1.6910843e-06;6.9963e-06;2.4654933e-06;6.6833227e-06;1.1288005e-06;1.1397982e-06;1.2785035e-06;4.024972e-06;5.7425777e-06;4.2402808e-06;1.4270483e-06;2.2306158e-06
prince;4.9024975e-06;9.733842e-06;1.6007135e-06;1.1531234e-05;0.00010850529;8.508938e-06;4.0437853e-06;2.4742949e-05;3.364647e-05;3.6531326e-06;0.00027903542;5.4452476e-06;1.7668974e-06;2.253138e-06;6.0164816e-06;1.490935e-06;0.0002668267;1.6151737e-06;0.000341875;4.4214257e-06
pellet;1.204289e-06;1.5286336e-06;4.7401005e-07;3.2905493e-05;9.027416e-07;2.3032364e-06;5.120751e-07;1.6019223e-06;1.3950189e-06;1.2118401e-06;1.6012425e-06;5.885504e-06;1.2816811e-06;9.897527e-07;0.00018858693;4.8753066e-07;8.157872e-07;4.633048e-07;1.132763e-06;1.0458147e-06
waltham;7.538297e-07;1.5424678e-06;3.5228965e-07;1.6044145e-06;9.204e-07;9.226917e-06;6.674783e-07;2.5795976e-05;9.644104e-07;7.593978e-06;3.702173e-05;7.92513e-07;1.2874401e-06;1.4610948e-06;9.373328e-06;3.53274e-07;8.04511e-07;3.6040117e-07;1.17122e-06;1.0412427e-06
noticeable;1.1286609e-06;1.9648223e-05;9.253967e-07;2.3483583e-06;1.3981469e-06;2.323303e-06;1.3604549e-06;5.9678637e-06;8.7421195e-06;3.987117e-06;1.8372297e-05;1.355841e-06;6.249448e-05;3.5654502e-05;1.2354883e-05;9.3586385e-07;1.2773398e-06;9.61035e-07;1.8634064e-05;1.033777e-05
pipeline;1.034668e-06;3.8042755e-05;3.5052054e-07;3.831185e-05;1.2563231e-06;2.7580093e-06;7.893528e-07;5.981824e-06;1.0184898e-05;2.4371618e-06;1.6773582e-06;1.4488568e-06;1.2599232e-05;1.2052235e-06;1.717965e-06;3.6445928e-07;8.929745e-07;3.6083793e-07;1.2388637e-06;1.1403339e-06
bookstore;6.8861205e-05;2.8220534e-06;5.01194e-06;1.0484365e-05;5.3522717e-06;1.1112923e-05;3.0733001e-06;1.2792417e-05;1.065228e-06;0.00021771587;2.6862338e-06;2.73577e-06;7.012532e-05;2.8216384e-06;1.44836895e-05;4.9629916e-06;0.00011504982;5.0518606e-06;5.531732e-06;9.689529e-06
crowley;1.2173349e-06;3.1658922e-06;3.987281e-07;2.0943457e-06;1.7006417e-06;4.8126826e-06;1.3417908e-06;1.7200786e-05;0.0002625818;2.1985525e-06;1.3808591e-06;3.0303812e-05;1.3228012e-06;2.5490383e-06;1.2869001e-06;3.5678644e-07;3.7419482e-05;4.005586e-07;1.1843301e-06;2.1586309e-06
parity;8.696972e-07;1.8354592e-06;2.2458313e-07;3.7151196e-06;1.5187051e-06;3.1038155e-06;4.127837e-07;0.0001774718;1.1288022e-06;6.9034245e-06;1.6704493e-06;9.73728e-07;0.00010438957;1.97457e-06;1.4585075e-06;2.2942577e-07;1.0372347e-06;2.4196422e-07;1.0590703e-06;8.918962e-07
cleansing;2.197089e-06;6.9068585e-05;2.392404e-07;1.8055664e-06;0.00030544016;2.232965e-06;2.204489e-06;1.3633329e-06;1.3369761e-06;9.437172e-07;1.6037542e-05;2.8002091e-06;9.800307e-07;9.591749e-07;9.0514254e-07;2.2727117e-07;8.082704e-06;2.281818e-07;9.997952e-07;2.115543e-06
sandberg;1.0409191e-06;1.043466e-06;3.617266e-07;1.110394e-06;1.090653e-06;2.0665775e-06;5.305244e-07;6.947019e-07;6.6309957e-07;1.2990686e-06;1.0458789e-06;9.976934e-07;8.713116e-07;5.555123e-07;9.1676543e-07;3.3357065e-07;6.8074655e-07;3.6241022e-07;0.0005781046;8.8230354e-07
unlike;6.1859996e-06;0.00025769742;2.7574297e-05;3.0220395e-05;0.00017325136;9.222066e-05;4.7913483e-05;1.9315015e-05;0.00017079145;7.460624e-06;0.00013998903;5.8041966e-05;7.056679e-05;6.1717685e-05;1.7812636e-05;2.6855532e-05;0.00011697515;2.793767e-05;0.000118580276;2.6760168e-05
tilt;1.354716e-06;1.8298786e-06;6.7947326e-07;0.00026017943;9.1873727e-07;2.4334936e-06;3.4338396e-07;2.7513017e-06;1.4923127e-06;2.1109606e-06;3.2177954e-06;1.6898803e-06;4.8800935e-05;1.4595936e-06;0.00011999703;7.556094e-07;1.0202311e-06;6.8453403e-07;1.2048475e-06;1.2754957e-06
mozart;1.3324735e-06;1.2221141e-06;8.4607876e-07;1.7565376e-06;2.770016e-06;2.6010332e-06;1.3386748e-06;1.022781e-06;1.0820494e-06;2.0879058e-06;1.674162e-06;1.1967696e-06;2.7605416e-05;1.2130821e-06;1.2692917e-05;7.921521e-07;0.000173546;8.5136077e-07;7.2007574e-06;1.709326e-05
msstate;1.4798295e-06;4.1879888e-05;2.350777e-06;1.4547411e-06;1.0645592e-06;1.6875338e-05;1.6462668e-06;2.4500052e-06;9.247045e-07;0.00025797027;1.7123573e-06;1.3112193e-06;4.1881212e-05;1.0142624e-06;3.0371018e-06;2.3885543e-06;7.257263e-07;2.3940115e-06;6.625875e-05;1.1971562e-06
parsli;1.0996823e-06;1.8696569e-06;4.0183622e-07;1.0553059e-06;1.5107022e-06;2.729038e-06;1.1366137e-06;7.576593e-07;1.2427581e-06;1.2752478e-06;9.740021e-07;0.0003146324;9.985037e-07;5.323919e-07;8.734324e-07;3.5903548e-07;7.8345676e-07;3.7532197e-07;1.1633398e-06;1.0074166e-06
eugene;1.3183446e-06;6.580411e-06;1.0757849e-06;0.00015203582;1.4878273e-06;2.7510376e-05;1.0988506e-06;3.492616e-05;1.4622364e-06;2.3096634e-05;2.288522e-06;1.878235e-06;5.2496955e-05;2.2992388e-06;2.173429e-06;1.0668816e-06;0.00020934653;1.1146574e-06;1.4702501e-06;5.966583e-06
calstate;1.3936344e-06;1.5670928e-06;1.7539403e-06;2.4286705e-06;3.9554743e-05;0.000106955595;1.3794089e-06;2.1469725e-06;6.340508e-07;0.00035963213;1.6554009e-06;9.606828e-07;2.6936598e-06;1.000946e-06;1.7132367e-06;1.8292019e-06;7.838513e-07;1.695552e-06;1.0216985e-06;1.4263135e-06
sift;1.6898556e-06;3.421615e-06;1.5956883e-06;1.3402713e-06;1.445733e-05;7.5079865e-06;2.919908e-06;1.6143695e-06;1.2104506e-06;3.045693e-05;1.6756395e-06;1.2666352e-06;2.1086165e-05;1.2865154e-06;3.2125363e-06;1.5886897e-06;3.9988063e-06;1.5650531e-06;1.2800984e-06;1.8435807e-05
wuarchive;6.99232e-07;1.5582109e-06;1.7287458e-07;2.363407e-06;1.2268576e-06;2.4662515e-06;5.1774964e-07;0.00045447273;1.4383273e-06;1.6250295e-05;1.6649288e-06;6.4213214e-07;3.7052166e-06;0.000179144;1.3108172e-06;1.7583791e-07;9.09672e-07;1.8210136e-07;1.0375525e-06;1.1880948e-06
arabia;2.00563e-06;3.3565711e-06;2.2149257e-07;1.6090912e-06;0.00056587975;2.217645e-06;1.2836223e-06;1.1533967e-06;1.1946349e-06;8.3781833e-07;6.448065e-06;2.6632952e-06;7.659963e-07;1.0496528e-06;9.830543e-07;2.1325833e-07;9.953521e-07;2.0691165e-07;8.2605004e-07;2.2217816e-06
meta;9.302076e-07;2.8321908e-06;7.8592694e-07;2.3826817e-06;4.5991465e-06;6.417544e-05;1.7243516e-06;3.052418e-06;1.488512e-06;3.856391e-06;2.1727153e-06;1.2867584e-06;1.9711222e-06;0.0002124549;1.4461102e-06;7.317837e-07;8.405372e-06;7.7223615e-07;1.9223482e-06;0.00013350559
rectify;1.6141685e-06;1.478481e-05;6.6706923e-07;8.575152e-06;1.453847e-06;0.0001174221;1.1789059e-06;2.4271343e-05;1.1906177e-06;1.0497363e-05;4.7279586e-06;4.040843e-06;1.4671455e-06;1.5204665e-06;5.607194e-06;6.438984e-07;7.882885e-06;6.8410327e-07;2.3562989e-06;1.6908906e-06
solar;1.3096941e-06;3.5886987e-06;2.9174882e-07;0.003012814;1.9486577e-06;2.3236641e-06;1.4561105e-07;5.127335e-06;3.530026e-06;8.572696e-07;2.4134363e-06;1.154605e-06;1.7365786e-06;1.9648942e-06;6.663018e-06;2.9863776e-07;8.226223e-07;2.7355532e-07;1.1462304e-06;2.8033476e-06
reckon;1.4435063e-06;1.7262863e-06;4.2841418e-07;5.3102717e-06;1.347703e-06;3.2194002e-06;1.1925648e-06;1.1156195e-06;1.1837149e-06;1.331634e-06;1.8360175e-06;1.6689866e-05;1.5149684e-06;8.468282e-07;1.0293227e-06;3.801128e-07;9.952432e-05;4.1650432e-07;1.1363499e-06;3.7600132e-06
thought;0.00094616826;8.081634e-05;0.001081195;8.359463e-05;7.234793e-06;3.6801368e-05;0.00054344477;3.6390893e-06;0.00015073571;5.005066e-05;6.742612e-05;0.00023419606;4.32448e-05;1.16491365e-05;0.00018336193;0.00095372583;0.0005050301;0.0010421814;0.00036929248;0.0006319144
identity;1.3474412e-06;8.550299e-06;3.6802228e-07;3.6456158e-06;0.00032449505;3.1305915e-06;2.9431963e-06;0.0003322266;0.00036895595;6.05092e-06;1.7806666e-06;4.9946e-06;1.8627802e-06;3.3753236e-06;1.9009758e-06;3.4391525e-07;2.2320788e-05;3.8273e-07;1.045063e-06;0.00012196353
unwilling;5.2934724e-06;1.8927525e-05;3.6465942e-06;2.0477999e-06;2.1855705e-05;1.6008684e-05;1.8579925e-05;1.1695062e-06;1.3679189e-05;1.8913994e-06;1.1044529e-05;3.8978797e-05;2.9452544e-06;1.1699543e-06;1.5573453e-06;3.1627364e-06;1.6002565e-05;3.5223302e-06;6.64993e-05;6.617949e-05
afifi;9.370528e-07;1.3802087e-06;2.9596671e-07;1.0056077e-06;6.065763e-05;7.015571e-05;7.547135e-07;9.5018447e-07;7.575305e-07;1.8801235e-06;1.227953e-06;1.2146218e-06;7.321215e-07;6.7581186e-07;7.910205e-07;2.915866e-07;7.6215497e-07;2.8866734e-07;1.052091e-06;1.1732456e-06
redraw;1.3257935e-06;4.7228173e-06;3.294673e-07;1.943133e-06;1.6368597e-06;1.302661e-06;7.1247973e-07;2.4812148e-06;1.5434047e-06;2.3639968e-06;1.4509475e-06;1.0601659e-06;2.4567218e-05;0.00032967777;1.6489633e-06;3.2923828e-07;1.0317032e-06;3.2907695e-07;1.0709689e-06;1.3811061e-06
microcomputer;6.886488e-07;1.213308e-06;2.6993243e-07;7.51456e-06;7.583361e-07;2.7046542e-06;4.0130914e-07;4.6052548e-05;1.1509065e-06;3.0364974e-06;1.5954989e-06;7.671995e-07;1.2644075e-06;1.2916961e-06;0.00016648135;2.7787485e-07;7.5916114e-07;2.7640192e-07;9.801172e-07;7.928325e-07
venerable;1.2278952e-06;1.0870381e-06;5.9559625e-07;1.5611932e-06;9.533061e-07;1.9215834e-06;6.618268e-07;1.0838426e-06;1.0522425e-06;2.5935487e-06;1.3009956e-06;9.112614e-07;0.00016679727;1.1953529e-06;9.803749e-06;5.948576e-07;3.6928024e-05;6.1213416e-07;1.019844e-06;1.7394616e-06
dang;7.1368095e-07;1.5400425e-06;9.491378e-07;3.070736e-06;8.881892e-07;0.00018234615;6.740729e-07;1.9726658e-05;9.407434e-06;1.6536529e-05;1.5524024e-06;1.2328201e-06;1.801962e-05;1.2471012e-06;1.0346102e-05;9.952229e-07;8.7767427e-07;1.0022951e-06;1.4304002e-06;1.1068054e-06
iceland;2.0732957e-06;2.2386662e-06;3.0836688e-07;6.900412e-06;0.00011064631;2.162265e-06;7.3720383e-07;1.0622083e-06;1.4525019e-06;1.1898617e-06;1.5591384e-06;3.4082457e-06;5.266604e-06;9.486821e-07;1.3204331e-06;3.1248774e-07;9.452852e-07;2.9744146e-07;1.0798133e-06;1.1410671e-06
ifit;1.7966114e-06;7.753224e-06;4.6796595e-06;5.0787494e-05;1.7184796e-06;3.891628e-06;1.4048075e-05;1.4156803e-05;3.3560023e-05;8.909591e-06;4.402876e-05;5.3077347e-06;2.9587338e-06;4.2048864e-06;1.8303741e-05;4.456427e-06;3.3708173e-05;4.626573e-06;6.7727865e-06;3.932595e-05
eloquently;1.0577892e-06;1.628981e-05;6.9736393e-07;5.612409e-06;2.5570715e-05;6.4312003e-06;4.502092e-06;9.8034e-07;1.4125079e-06;1.293751e-06;1.6651305e-06;1.268501e-05;8.8001576e-07;8.421073e-07;9.639779e-07;6.4132325e-07;1.3923643e-06;6.588532e-07;1.3086155e-06;2.758065e-05
carrying;1.3328626e-05;2.2624383e-06;9.049553e-07;1.4739246e-06;1.2644884e-06;2.9135385e-06;1.2611608e-06;7.788198e-07;1.3051173e-06;2.2062818e-06;1.6229258e-06;1.7483342e-05;1.4645454e-06;8.24407e-07;7.072648e-05;8.7291687e-07;9.751811e-07;8.7901105e-07;4.743125e-06;9.140166e-07
portray;2.2541153e-06;1.397219e-05;6.222954e-07;1.7064478e-06;8.674646e-05;2.668842e-06;3.4162356e-06;1.0557177e-06;1.3549114e-06;1.0716483e-06;1.9013067e-06;8.102438e-06;1.0386459e-06;9.564811e-07;9.386912e-07;5.44162e-07;6.1949526e-05;5.952095e-07;1.9286019e-05;1.409396e-05
disobedience;3.340427e-06;1.7391241e-06;3.9933545e-07;1.5320924e-06;1.31967945e-05;1.6147949e-06;1.6957928e-06;8.071274e-07;1.8333305e-05;8.7242455e-07;1.3074708e-06;2.7889544e-06;1.0137713e-06;9.795464e-07;9.4649386e-07;3.6309967e-07;9.673795e-05;3.9056425e-07;1.0094045e-06;5.9336544e-06
willingto;2.7229185e-06;7.2164544e-06;3.2843975e-06;1.642094e-06;1.9554303e-05;3.527709e-05;7.4751924e-06;4.700951e-06;1.1667497e-06;3.3506007e-05;2.198811e-06;1.7115066e-06;1.7361928e-06;1.5943732e-06;1.7153923e-05;3.0867418e-06;6.0159495e-05;3.2399967e-06;5.085574e-05;2.8088205e-06
incomplete;1.0724906e-06;1.990718e-06;5.5266446e-07;3.1436346e-05;1.4234697e-05;2.14038e-06;1.35761e-06;1.9979596e-05;2.8982504e-06;2.3595485e-06;1.3884673e-05;1.0699656e-06;1.9061439e-06;4.3131357e-05;6.3117764e-06;5.436609e-07;1.350655e-05;5.4588406e-07;1.2108246e-06;5.976909e-05
catastrophic;1.5099047e-06;1.575193e-06;7.981177e-07;4.2213323e-05;1.1460058e-06;3.8150487e-05;6.6022744e-07;1.5717446e-06;1.1404135e-06;2.8138907e-06;1.7521975e-06;1.2577817e-06;2.438315e-05;1.1330063e-06;6.062736e-06;8.2069135e-07;1.4245626e-05;8.1112154e-07;1.390914e-06;1.8885279e-06
surrender;3.6752829e-06;8.919881e-06;5.5843566e-07;2.2140264e-06;6.226348e-05;2.8502538e-06;3.1283764e-06;1.78137e-06;1.0898815e-05;8.7085937e-07;0.000952097;0.0005604971;1.1787969e-06;1.0513689e-06;1.501941e-06;5.410087e-07;2.0070765e-06;5.259658e-07;1.6253307e-06;3.0588494e-06
hamburgtel;7.039819e-07;1.2246586e-06;2.3916328e-07;1.1132262e-06;9.1761297e-07;1.4839488e-06;6.696071e-07;9.092024e-07;0.00022430091;1.0380622e-06;9.2490137e-07;1.0340381e-06;8.6164357e-07;7.386589e-07;1.0075404e-06;2.3912173e-07;6.0638956e-07;2.4108823e-07;8.1072665e-07;9.17734e-07
much;0.0009617215;0.0015017875;0.011292402;0.002186128;0.00027257105;3.4760706e-05;0.0059466655;0.00042518676;0.0011026621;0.0003200114;0.0018810433;0.00087884144;0.0018292518;0.001356883;0.0033572065;0.0111511685;0.0016449217;0.011248547;0.0022380014;0.0011940714
disturbing;1.797062e-06;1.5628848e-05;3.9278157e-07;1.7824251e-06;1.3759753e-05;3.78811e-06;1.7150035e-06;1.19986e-06;0.00011579561;1.032539e-06;1.3206719e-06;2.0250262e-05;9.879169e-07;8.80159e-07;1.0263262e-06;3.6920196e-07;2.7058413e-06;3.8420671e-07;1.1338578e-06;1.5592464e-06
somwhere;1.3376733e-06;1.5380508e-06;2.6841454e-07;1.1575157e-06;0.000111398265;2.5563963e-06;8.831863e-07;1.0077947e-06;9.606789e-07;2.0747675e-06;1.2692664e-06;1.1326445e-06;1.4465983e-06;1.2599799e-06;8.6141034e-07;2.6665248e-07;8.997637e-07;2.570692e-07;9.944472e-07;1.1751101e-06
innovation;8.9628145e-07;2.037567e-06;4.3281278e-07;5.7319252e-05;1.1062541e-06;3.7131658e-06;5.7944254e-07;3.1692864e-05;3.1222621e-06;3.988722e-06;1.5376019e-06;1.0803585e-06;7.5776785e-05;1.6001693e-06;1.48611e-06;4.443935e-07;1.2056461e-05;4.5447624e-07;1.135989e-06;1.631569e-06
pleiade;1.1827915e-06;1.4250062e-06;1.7833449e-07;1.0512379e-06;0.000105910025;1.8562102e-06;7.4070135e-07;7.040877e-07;8.898285e-07;8.687051e-07;1.0878209e-06;1.1041647e-06;7.186186e-07;6.919175e-07;6.879319e-07;1.7547003e-07;7.903518e-07;1.701754e-07;8.565308e-07;1.0257139e-06
arpa;4.7974856e-07;1.4935091e-06;2.762591e-07;4.972129e-06;1.4307475e-06;1.6988979e-05;6.4668615e-07;0.0001199033;1.3390738e-06;5.9675317e-06;1.9666152e-06;9.079693e-07;2.5003822e-06;1.2414321e-05;1.398683e-06;2.6660646e-07;2.1326398e-06;2.865534e-07;1.128066e-06;1.0960242e-05
transmit;5.796679e-06;6.3838343e-06;1.4737452e-06;0.00019770126;1.6523281e-05;1.9295735e-06;1.923833e-06;3.7506159e-06;0.00083875825;1.5120448e-06;0.0002155135;1.959047e-06;3.6649215e-06;6.0198883e-05;8.3237705e-05;1.6142603e-06;3.3845623e-05;1.4655263e-06;1.4933775e-06;5.1809093e-06
liek;8.135241e-07;1.1592037e-06;2.2727598e-07;0.00012023904;8.5872074e-07;1.7143923e-06;3.207517e-07;1.110464e-06;1.0073841e-06;1.069741e-06;1.1594846e-06;8.1843854e-07;4.6990763e-06;7.975702e-07;9.966153e-07;2.3870388e-07;7.88478e-07;2.2602012e-07;8.8628747e-07;9.72218e-07
rotate;1.2568555e-06;2.3951643e-06;1.221505e-06;0.00010007257;1.2924692e-06;3.907079e-06;4.7147037e-07;7.652179e-05;1.7383161e-06;9.513552e-06;2.3944697e-06;1.2327091e-05;0.00011585657;0.00015273684;7.2917e-05;1.2645474e-06;1.350892e-06;1.2594734e-06;6.4664666e-05;3.2515804e-06
guise;1.2580572e-06;4.3377982e-05;2.3433378e-07;1.5555487e-06;1.9415189e-05;2.6116518e-06;1.2850614e-06;1.094003e-06;1.9944951e-05;1.0212905e-06;1.257018e-06;1.8157039e-06;9.191298e-07;7.8325905e-07;8.7152864e-07;2.3111384e-07;6.841778e-07;2.3224554e-07;9.763314e-07;1.02895e-06
president;1.3723611e-05;0.01184951;3.344751e-07;1.3872933e-05;0.0008186352;3.0081662e-06;8.309433e-06;1.2556156e-05;0.00099669;6.1294577e-07;3.7246484e-06;8.425645e-05;9.731573e-07;1.520339e-06;1.9452434e-06;3.5687424e-07;8.102952e-07;3.3221002e-07;1.8230046e-06;4.3186724e-06
machinegun;1.5976543e-06;1.7889288e-06;2.1730197e-07;1.0360983e-06;9.58139e-06;1.9277784e-06;7.650786e-07;6.727999e-07;1.0665424e-06;7.920324e-07;1.0369811e-06;5.6727065e-05;7.975218e-07;5.9318336e-07;6.878249e-07;1.9897075e-07;7.684125e-07;2.0549362e-07;1.0293417e-06;9.1477966e-07
vivaldi;3.415481e-06;1.2762191e-06;6.3488017e-07;1.3172858e-06;1.241168e-06;0.0001870981;8.8856194e-07;9.369558e-07;7.879422e-07;3.1388256e-06;1.3351555e-06;3.769148e-06;1.0069369e-06;6.154969e-07;1.1692756e-06;5.997353e-07;2.4502049e-06;6.3101146e-07;1.4450767e-06;2.9420441e-06
flee;0.00036664016;2.6614664e-05;5.0847405e-07;1.7755017e-06;0.00060606434;2.672703e-06;3.074423e-06;8.5232244e-07;1.5875878e-06;8.451153e-07;1.7517531e-06;0.0001577638;9.583935e-07;1.4626717e-06;1.0021365e-06;4.5349472e-07;9.678524e-06;4.697327e-07;1.291239e-06;1.277519e-06
yassin;1.9346153e-06;2.4350368e-06;1.3853212e-07;1.2637756e-06;0.0008222132;1.934174e-06;8.582483e-07;1.2530109e-06;1.2447687e-06;7.987408e-07;1.4755503e-06;1.2375697e-06;7.3145503e-07;1.121541e-06;9.413223e-07;1.3441955e-07;8.6842914e-07;1.2850525e-07;5.72019e-07;1.3350302e-06
laughter;6.767895e-05;0.00047087073;3.3480572e-07;2.2492807e-06;4.303328e-06;2.7620365e-06;2.7261995e-06;1.069117e-06;1.5667114e-06;1.2573365e-06;1.9558922e-06;1.3494183e-05;1.4634647e-06;7.4698056e-07;1.0215268e-06;3.1305686e-07;3.089938e-06;3.3067414e-07;1.2692649e-06;8.1621835e-07
foremost;1.5935685e-06;3.3938177e-05;4.2358337e-07;1.9218633e-06;1.7579758e-06;3.459332e-06;2.1442618e-06;1.6958297e-06;1.2342763e-06;1.665146e-06;4.730595e-06;4.8787797e-06;1.1285593e-06;8.566167e-07;1.495087e-06;3.8062754e-07;2.8120123e-05;4.1714594e-07;1.548996e-06;8.732165e-06
resultof;1.1049153e-06;1.2728996e-06;6.4654506e-07;1.5949893e-06;2.3308817e-06;2.6568732e-06;1.8108607e-06;1.1340313e-06;1.1960758e-06;1.7707258e-06;1.5392731e-06;3.4150735e-06;1.4164312e-06;6.103493e-06;3.282254e-06;5.853108e-07;1.8259536e-05;6.2447236e-07;1.8330654e-06;4.2755408e-05
mitchum;9.630941e-07;1.0893357e-06;2.3095129e-07;1.1345797e-06;9.509098e-07;1.967449e-06;6.4451336e-07;8.231792e-07;6.783178e-07;1.3816347e-06;9.078992e-05;7.2198094e-07;8.2625695e-07;6.109873e-07;1.0785851e-06;2.2952425e-07;7.309615e-07;2.2971498e-07;9.336142e-07;1.0281113e-06
strongly;4.47925e-06;0.00023905736;1.8116947e-05;0.00010342819;6.624296e-05;6.792798e-06;0.00016132309;2.2748713e-05;8.308277e-05;6.738788e-06;0.00013550546;0.00016795464;3.5727214e-06;5.2526207e-06;6.578957e-05;1.65299e-05;9.443094e-05;1.7060034e-05;8.121467e-06;0.00012233088
construction;9.7357544e-05;0.00021668554;1.9272563e-06;0.0001796257;3.173246e-05;1.0480095e-05;4.079705e-06;0.00013832409;2.4032038e-06;7.7597015e-06;3.767249e-06;7.889774e-06;8.3657515e-06;2.7635158e-06;0.00022231045;1.9168776e-06;9.988049e-06;1.9716977e-06;2.0488258e-05;0.00010889364
adequate;7.342439e-06;5.8595775e-05;9.099804e-06;4.6089455e-05;3.054378e-06;9.113204e-06;1.2382543e-05;5.308933e-06;9.382191e-05;4.8830684e-06;0.00010525159;9.18818e-06;9.456245e-06;4.0885825e-05;0.00011954772;8.9803225e-06;2.4510078e-05;9.130333e-06;3.0053356e-05;3.7838883e-05
reminder;1.270214e-06;6.6163266e-06;9.389992e-07;8.280886e-06;2.2772776e-06;4.0521404e-06;2.4174242e-06;3.60703e-05;1.5145012e-06;9.856875e-06;1.1813423e-05;2.2462127e-06;2.2655845e-06;2.2400187e-05;2.302964e-06;8.729027e-07;3.106631e-05;9.419715e-07;5.8849805e-06;1.6826576e-05
democrats;1.1048121e-06;0.00011220676;1.5639915e-07;1.5697044e-06;1.5198613e-06;2.0548216e-06;8.8241086e-07;1.030174e-06;1.5173883e-06;1.201866e-06;1.1988225e-06;2.0419882e-06;8.273726e-07;5.6038317e-07;8.0483323e-07;1.4935029e-07;7.0751946e-07;1.5550395e-07;9.56035e-07;8.0304466e-07
trot;1.4171113e-06;1.8094587e-06;3.6877904e-07;1.5653751e-06;4.606343e-06;2.5735267e-06;8.413931e-07;6.9022353e-06;3.20217e-05;1.6157475e-06;1.3205221e-06;9.094755e-06;1.0606354e-06;1.0402078e-06;2.5926834e-05;3.6028362e-07;8.1327426e-07;3.6768017e-07;1.0249621e-06;9.0086274e-07
wire;5.449731e-06;7.0394644e-06;9.145035e-06;0.00010646028;2.1240505e-05;1.5310501e-05;8.5406214e-07;2.2478933e-05;0.00015335891;1.0190407e-05;3.823328e-06;3.7640023e-06;0.00019684828;5.7356206e-06;0.0031730179;1.0133176e-05;1.7223799e-06;9.008354e-06;3.515073e-06;4.627291e-06
benedikt;3.8973351e-07;6.3021986e-07;4.3251694e-07;1.3623464e-06;1.0285435e-06;1.680377e-06;1.5355155e-06;6.7979e-07;8.618034e-07;1.1675555e-06;1.2070042e-06;4.9228345e-07;9.4916027e-07;8.650602e-07;7.88614e-07;3.9183905e-07;3.9293764e-06;4.121496e-07;9.848488e-07;0.00038214622
horizon;1.7677979e-06;3.792996e-06;4.7560803e-07;0.00023146353;2.7835995e-05;3.1984955e-06;6.3819635e-07;8.8098805e-06;1.638802e-06;2.8850604e-06;7.855981e-06;1.23664e-06;5.087206e-06;1.00737225e-05;4.1090475e-06;5.0835035e-07;2.6411171e-06;4.6720268e-07;1.4211921e-06;2.0495906e-06
perpetrator;4.440617e-06;2.4187868e-06;3.4369006e-07;1.2498041e-06;9.587949e-05;2.0308494e-06;1.7304337e-06;7.1532486e-07;1.2040263e-06;8.316069e-07;1.4050705e-06;3.846737e-05;8.6798667e-07;7.521897e-07;7.499059e-07;3.0651472e-07;1.19783745e-05;3.2128165e-07;1.0161414e-06;2.3558807e-06
cardena;1.1238511e-06;8.133569e-07;2.1552806e-07;1.1530602e-06;1.0762495e-06;1.5739411e-06;8.0024705e-07;6.597056e-07;7.124679e-07;9.601687e-07;1.0117448e-06;9.045372e-07;8.7100585e-07;6.539171e-07;7.77204e-07;1.9486605e-07;0.00012130812;2.1183902e-07;8.16459e-07;1.8660738e-06
jerry;6.1644396e-06;0.00012729305;0.00017197964;2.9753643e-05;2.1974636e-06;0.00049704337;0.00019534117;2.4189081e-05;0.00038566228;0.00023272113;3.947578e-06;3.680744e-06;7.345942e-05;9.55928e-06;0.00020315956;0.00017825166;2.6566174e-06;0.00017576222;6.9210815e-05;3.332037e-06
hillary;1.8505721e-06;9.844473e-05;7.7579557e-07;2.4122123e-06;2.0359064e-06;8.1701495e-05;2.9061036e-06;1.5994723e-06;1.5337016e-06;3.2979672e-06;2.0415773e-06;3.9592487e-05;1.2206756e-06;1.0122842e-06;1.2994324e-06;6.926928e-07;8.578652e-06;7.6155027e-07;1.7222833e-06;7.6282363e-06
manyother;1.987636e-06;9.030277e-06;5.9844587e-07;2.7403976e-06;1.4319796e-05;1.12887765e-05;2.013368e-06;1.4701525e-06;1.2247564e-06;2.0238838e-06;9.166786e-06;1.6051151e-06;1.7696225e-06;9.848545e-07;1.8788127e-06;5.7487955e-07;1.6626456e-05;5.919856e-07;1.30565e-06;3.7113414e-06
eachother;1.7159563e-06;1.862764e-06;6.8612815e-07;7.986188e-06;3.356814e-05;2.0043867e-06;3.6168976e-06;9.421016e-07;1.1261817e-06;1.1710928e-06;1.4968913e-06;3.950877e-06;1.0002792e-06;9.971216e-07;9.4898655e-07;6.3045445e-07;1.988295e-05;6.446825e-07;1.0884557e-06;1.1295736e-05
healy;1.3019172e-06;2.1776505e-06;8.714049e-07;2.0554835e-06;1.719386e-06;2.2135246e-06;3.2639227e-06;1.3150767e-06;3.8581034e-05;1.544637e-06;3.7523332e-05;1.4746681e-06;1.2171824e-06;1.188842e-06;1.3894763e-06;7.936478e-07;4.429732e-05;8.5963853e-07;1.2497501e-06;0.00031593023
